footfall_id,store_id,footfall_date,footfall_month,day_of_week,visitor_count,transaction_count,conversion_rate,avg_dwell_time_mins,peak_hour,weather
22094,104,2025-09-04,2025-09,Thursday,194,38,0.201,21,17:00,Cold
22095,104,2025-09-06,2025-09,Saturday,302,97,0.323,21,13:00,Sunny
22096,104,2025-09-07,2025-09,Sunday,227,72,0.32,15,17:00,Sunny
22097,104,2025-09-08,2025-09,Monday,187,65,0.349,15,14:00,Rainy
22098,104,2025-09-09,2025-09,Tuesday,170,47,0.277,16,14:00,Cold
22099,104,2025-09-12,2025-09,Friday,201,51,0.258,19,17:00,Rainy
22100,104,2025-09-15,2025-09,Monday,168,53,0.321,8,17:00,Cold
22101,104,2025-09-17,2025-09,Wednesday,218,54,0.251,10,15:00,Sunny
22102,104,2025-09-18,2025-09,Thursday,219,53,0.244,11,15:00,Rainy
22103,104,2025-09-21,2025-09,Sunday,263,62,0.237,19,17:00,Cloudy
22104,104,2025-09-23,2025-09,Tuesday,180,42,0.238,20,14:00,Rainy
22105,104,2025-09-24,2025-09,Wednesday,234,56,0.242,23,15:00,Cloudy
22106,104,2025-09-26,2025-09,Friday,215,37,0.175,9,14:00,Sunny
22107,104,2025-09-27,2025-09,Saturday,323,99,0.307,19,16:00,Cloudy
22108,104,2025-09-29,2025-09,Monday,178,28,0.159,23,17:00,Cloudy
22109,104,2025-10-01,2025-10,Wednesday,196,49,0.253,17,17:00,Rainy
22110,104,2025-10-03,2025-10,Friday,169,32,0.194,22,14:00,Sunny
22111,104,2025-10-05,2025-10,Sunday,191,40,0.213,13,12:00,Cloudy
22112,104,2025-10-07,2025-10,Tuesday,229,74,0.327,23,15:00,Rainy
22113,104,2025-10-08,2025-10,Wednesday,174,56,0.323,15,12:00,Sunny
22114,104,2025-10-09,2025-10,Thursday,197,59,0.304,8,14:00,Rainy
22115,104,2025-10-10,2025-10,Friday,163,43,0.264,12,13:00,Sunny
22116,104,2025-10-13,2025-10,Monday,166,47,0.284,12,13:00,Cloudy
22117,104,2025-10-14,2025-10,Tuesday,205,40,0.198,13,14:00,Cloudy
22118,104,2025-10-16,2025-10,Thursday,192,30,0.159,17,12:00,Sunny
22119,104,2025-10-18,2025-10,Saturday,266,55,0.209,11,15:00,Cloudy
22120,104,2025-10-20,2025-10,Monday,177,43,0.244,8,14:00,Cloudy
22121,104,2025-10-23,2025-10,Thursday,206,63,0.307,16,12:00,Cloudy
22122,104,2025-10-24,2025-10,Friday,213,71,0.336,8,17:00,Cloudy
22123,104,2025-10-27,2025-10,Monday,174,32,0.188,23,12:00,Sunny
22124,104,2025-10-30,2025-10,Thursday,188,56,0.301,16,12:00,Rainy
22125,104,2025-11-01,2025-11,Saturday,336,84,0.25,17,17:00,Rainy
22126,104,2025-11-02,2025-11,Sunday,324,95,0.294,18,15:00,Sunny
22127,104,2025-11-05,2025-11,Wednesday,252,56,0.223,9,16:00,Cloudy
22128,104,2025-11-06,2025-11,Thursday,274,82,0.301,11,15:00,Cloudy
22129,104,2025-11-08,2025-11,Saturday,426,111,0.261,12,13:00,Cloudy
22130,104,2025-11-09,2025-11,Sunday,243,70,0.289,18,15:00,Cold
22131,104,2025-11-12,2025-11,Wednesday,288,53,0.187,17,13:00,Cold
22132,104,2025-11-15,2025-11,Saturday,305,62,0.205,9,17:00,Cloudy
22133,104,2025-11-16,2025-11,Sunday,240,51,0.215,8,17:00,Cloudy
22134,104,2025-11-17,2025-11,Monday,207,71,0.345,18,15:00,Cloudy
22135,104,2025-11-20,2025-11,Thursday,270,47,0.176,13,16:00,Rainy
22136,104,2025-11-21,2025-11,Friday,241,75,0.313,10,17:00,Cloudy
22137,104,2025-11-22,2025-11,Saturday,433,87,0.202,18,12:00,Sunny
22138,104,2025-11-23,2025-11,Sunday,346,97,0.281,18,12:00,Rainy
22139,104,2025-11-25,2025-11,Tuesday,217,34,0.158,14,15:00,Sunny
22140,104,2025-11-26,2025-11,Wednesday,254,73,0.291,16,14:00,Cold
22141,104,2025-11-29,2025-11,Saturday,433,135,0.313,12,15:00,Cloudy
22142,104,2025-12-01,2025-12,Monday,266,72,0.272,17,14:00,Sunny
22143,104,2025-12-04,2025-12,Thursday,292,93,0.321,12,12:00,Rainy
22144,104,2025-12-07,2025-12,Sunday,243,43,0.177,17,15:00,Rainy
22145,104,2025-12-08,2025-12,Monday,189,37,0.201,8,17:00,Cloudy
22146,104,2025-12-10,2025-12,Wednesday,230,77,0.339,9,17:00,Cloudy
22147,104,2025-12-11,2025-12,Thursday,260,59,0.229,19,15:00,Cold
22148,104,2025-12-12,2025-12,Friday,253,75,0.3,21,14:00,Cloudy
22149,104,2025-12-13,2025-12,Saturday,362,68,0.188,24,12:00,Cloudy
22150,104,2025-12-16,2025-12,Tuesday,304,79,0.26,9,12:00,Cloudy
22151,104,2025-12-19,2025-12,Friday,280,46,0.165,21,17:00,Cloudy
22152,104,2025-12-22,2025-12,Monday,266,74,0.28,8,12:00,Sunny
22153,104,2025-12-25,2025-12,Thursday,254,80,0.317,20,14:00,Sunny
22154,104,2025-12-27,2025-12,Saturday,404,82,0.204,9,14:00,Sunny
22155,104,2025-12-28,2025-12,Sunday,292,92,0.317,19,12:00,Sunny
22156,104,2025-12-30,2025-12,Tuesday,228,78,0.346,19,13:00,Cloudy
22157,104,2026-01-01,2026-01,Thursday,183,58,0.318,16,14:00,Cloudy
22158,104,2026-01-03,2026-01,Saturday,208,52,0.253,18,13:00,Rainy
22159,104,2026-01-05,2026-01,Monday,168,46,0.276,18,16:00,Cold
22160,104,2026-01-06,2026-01,Tuesday,194,42,0.22,16,12:00,Cloudy
22161,104,2026-01-07,2026-01,Wednesday,175,59,0.342,22,14:00,Cloudy
22162,104,2026-01-09,2026-01,Friday,176,51,0.29,10,14:00,Cloudy
22163,104,2026-01-12,2026-01,Monday,131,20,0.156,11,14:00,Rainy
22164,104,2026-01-15,2026-01,Thursday,152,44,0.294,15,12:00,Sunny
22165,104,2026-01-16,2026-01,Friday,191,32,0.168,22,13:00,Sunny
22166,104,2026-01-19,2026-01,Monday,137,24,0.181,15,15:00,Cloudy
22167,104,2026-01-22,2026-01,Thursday,168,28,0.172,12,16:00,Cloudy
22168,104,2026-01-24,2026-01,Saturday,270,42,0.159,23,12:00,Sunny
22169,104,2026-01-27,2026-01,Tuesday,155,47,0.309,8,12:00,Sunny
22170,104,2026-01-28,2026-01,Wednesday,137,35,0.261,10,16:00,Rainy
22171,104,2026-01-30,2026-01,Friday,196,46,0.238,21,12:00,Rainy
22172,104,2026-02-02,2026-02,Monday,127,35,0.279,25,12:00,Cloudy
22173,104,2026-02-03,2026-02,Tuesday,161,45,0.284,17,17:00,Rainy
22174,104,2026-02-05,2026-02,Thursday,203,52,0.257,17,12:00,Cloudy
22175,104,2026-02-06,2026-02,Friday,149,46,0.31,15,14:00,Cloudy
22176,104,2026-02-07,2026-02,Saturday,260,76,0.294,14,16:00,Rainy
22177,104,2026-02-09,2026-02,Monday,171,57,0.336,20,16:00,Sunny
22178,104,2026-02-11,2026-02,Wednesday,201,53,0.265,19,17:00,Cloudy
22179,104,2026-02-14,2026-02,Saturday,235,62,0.266,12,14:00,Sunny
22180,104,2026-02-16,2026-02,Monday,121,32,0.265,12,13:00,Rainy
22181,104,2026-02-17,2026-02,Tuesday,204,36,0.177,9,15:00,Rainy
22182,104,2026-02-19,2026-02,Thursday,158,27,0.171,11,14:00,Rainy
22183,104,2026-02-20,2026-02,Friday,176,49,0.282,8,13:00,Cloudy
22184,104,2026-02-21,2026-02,Saturday,193,58,0.303,17,15:00,Sunny
22185,104,2026-02-22,2026-02,Sunday,187,33,0.181,16,17:00,Rainy
22186,104,2026-02-23,2026-02,Monday,150,49,0.331,23,16:00,Sunny
22187,104,2026-02-26,2026-02,Thursday,198,66,0.336,19,13:00,Rainy
22188,104,2026-02-28,2026-02,Saturday,241,66,0.276,19,13:00,Cold
22189,105,2025-01-01,2025-01,Wednesday,212,67,0.319,15,17:00,Cold
22190,105,2025-01-04,2025-01,Saturday,373,128,0.345,14,15:00,Cold
22191,105,2025-01-07,2025-01,Tuesday,248,41,0.168,20,12:00,Rainy
22192,105,2025-01-10,2025-01,Friday,228,39,0.174,16,17:00,Cold
22193,105,2025-01-11,2025-01,Saturday,305,94,0.311,20,12:00,Cold
22194,105,2025-01-13,2025-01,Monday,176,52,0.299,13,15:00,Sunny
22195,105,2025-01-15,2025-01,Wednesday,270,82,0.307,17,16:00,Cloudy
22196,105,2025-01-16,2025-01,Thursday,199,40,0.203,17,15:00,Rainy
22197,105,2025-01-18,2025-01,Saturday,302,69,0.23,24,17:00,Cloudy
22198,105,2025-01-19,2025-01,Sunday,222,63,0.285,8,13:00,Cloudy
22199,105,2025-01-20,2025-01,Monday,242,69,0.289,18,13:00,Sunny
22200,105,2025-01-21,2025-01,Tuesday,249,77,0.313,13,14:00,Cloudy
22201,105,2025-01-22,2025-01,Wednesday,268,57,0.213,18,17:00,Rainy
22202,105,2025-01-23,2025-01,Thursday,234,48,0.208,10,13:00,Cloudy
22203,105,2025-01-26,2025-01,Sunday,252,76,0.303,11,13:00,Cloudy
22204,105,2025-01-28,2025-01,Tuesday,234,66,0.284,13,17:00,Rainy
22205,105,2025-01-31,2025-01,Friday,198,30,0.154,13,15:00,Cloudy
22206,105,2025-02-02,2025-02,Sunday,293,54,0.186,17,13:00,Rainy
22207,105,2025-02-03,2025-02,Monday,175,43,0.249,14,17:00,Sunny
22208,105,2025-02-06,2025-02,Thursday,256,88,0.344,10,16:00,Cloudy
22209,105,2025-02-07,2025-02,Friday,270,94,0.349,9,13:00,Rainy
22210,105,2025-02-09,2025-02,Sunday,301,69,0.231,20,13:00,Cloudy
22211,105,2025-02-10,2025-02,Monday,244,74,0.305,9,12:00,Cloudy
22212,105,2025-02-13,2025-02,Thursday,261,63,0.244,24,12:00,Rainy
22213,105,2025-02-16,2025-02,Sunday,321,82,0.256,24,17:00,Sunny
22214,105,2025-02-17,2025-02,Monday,193,48,0.252,16,13:00,Cloudy
22215,105,2025-02-18,2025-02,Tuesday,279,73,0.265,19,16:00,Sunny
22216,105,2025-02-20,2025-02,Thursday,255,72,0.283,16,12:00,Sunny
22217,105,2025-02-21,2025-02,Friday,232,48,0.207,18,14:00,Sunny
22218,105,2025-02-24,2025-02,Monday,224,64,0.29,12,15:00,Sunny
22219,105,2025-02-27,2025-02,Thursday,199,51,0.261,18,16:00,Sunny
22220,105,2025-03-02,2025-03,Sunday,349,68,0.195,17,17:00,Sunny
22221,105,2025-03-05,2025-03,Wednesday,274,90,0.332,22,15:00,Cloudy
22222,105,2025-03-07,2025-03,Friday,246,81,0.33,11,17:00,Sunny
22223,105,2025-03-09,2025-03,Sunday,305,59,0.196,20,14:00,Rainy
22224,105,2025-03-12,2025-03,Wednesday,336,112,0.336,14,13:00,Cloudy
22225,105,2025-03-14,2025-03,Friday,303,98,0.324,10,17:00,Rainy
22226,105,2025-03-15,2025-03,Saturday,468,101,0.217,24,15:00,Sunny
22227,105,2025-03-16,2025-03,Sunday,326,65,0.201,15,17:00,Cloudy
22228,105,2025-03-17,2025-03,Monday,280,79,0.283,22,12:00,Cloudy
22229,105,2025-03-20,2025-03,Thursday,242,52,0.218,16,15:00,Cloudy
22230,105,2025-03-22,2025-03,Saturday,397,107,0.27,23,13:00,Cold
22231,105,2025-03-25,2025-03,Tuesday,268,64,0.241,8,15:00,Cloudy
22232,105,2025-03-28,2025-03,Friday,243,58,0.24,9,12:00,Rainy
22233,105,2025-03-29,2025-03,Saturday,356,88,0.248,16,17:00,Cold
22234,105,2025-04-01,2025-04,Tuesday,320,77,0.243,10,14:00,Cloudy
22235,105,2025-04-03,2025-04,Thursday,263,80,0.305,17,16:00,Sunny
22236,105,2025-04-05,2025-04,Saturday,354,53,0.151,8,13:00,Sunny
22237,105,2025-04-07,2025-04,Monday,237,48,0.204,9,17:00,Cloudy
22238,105,2025-04-09,2025-04,Wednesday,317,70,0.222,16,13:00,Cloudy
22239,105,2025-04-11,2025-04,Friday,244,61,0.254,15,13:00,Rainy
22240,105,2025-04-12,2025-04,Saturday,464,90,0.194,15,16:00,Rainy
22241,105,2025-04-13,2025-04,Sunday,360,97,0.271,13,12:00,Sunny
22242,105,2025-04-15,2025-04,Tuesday,277,67,0.244,20,15:00,Sunny
22243,105,2025-04-17,2025-04,Thursday,244,63,0.26,16,12:00,Sunny
22244,105,2025-04-18,2025-04,Friday,320,53,0.168,18,16:00,Sunny
22245,105,2025-04-20,2025-04,Sunday,257,66,0.258,22,15:00,Sunny
22246,105,2025-04-22,2025-04,Tuesday,350,63,0.182,11,15:00,Rainy
22247,105,2025-04-24,2025-04,Thursday,299,57,0.193,22,17:00,Sunny
22248,105,2025-04-26,2025-04,Saturday,451,86,0.192,24,13:00,Rainy
22249,105,2025-04-28,2025-04,Monday,236,49,0.208,9,14:00,Cloudy
22250,105,2025-04-29,2025-04,Tuesday,287,70,0.244,19,13:00,Cloudy
22251,105,2025-05-01,2025-05,Thursday,250,46,0.185,17,14:00,Sunny
22252,105,2025-05-03,2025-05,Saturday,339,87,0.257,17,13:00,Sunny
22253,105,2025-05-04,2025-05,Sunday,339,70,0.207,20,16:00,Rainy
22254,105,2025-05-07,2025-05,Wednesday,344,94,0.275,24,13:00,Cloudy
22255,105,2025-05-09,2025-05,Friday,334,56,0.17,12,15:00,Cloudy
22256,105,2025-05-11,2025-05,Sunday,281,45,0.162,21,14:00,Sunny
22257,105,2025-05-13,2025-05,Tuesday,247,57,0.231,15,15:00,Cold
22258,105,2025-05-15,2025-05,Thursday,272,43,0.161,14,13:00,Sunny
22259,105,2025-05-16,2025-05,Friday,312,71,0.23,13,15:00,Rainy
22260,105,2025-05-19,2025-05,Monday,278,54,0.197,16,16:00,Sunny
22261,105,2025-05-22,2025-05,Thursday,303,91,0.303,25,16:00,Rainy
22262,105,2025-05-24,2025-05,Saturday,348,106,0.307,13,16:00,Rainy
22263,105,2025-05-25,2025-05,Sunday,290,54,0.188,9,15:00,Sunny
22264,105,2025-05-26,2025-05,Monday,244,63,0.262,12,13:00,Cloudy
22265,105,2025-05-28,2025-05,Wednesday,325,78,0.241,11,17:00,Cloudy
22266,105,2025-05-29,2025-05,Thursday,276,73,0.267,15,14:00,Sunny
22267,105,2025-05-31,2025-05,Saturday,398,66,0.167,12,16:00,Cloudy
22268,105,2025-06-03,2025-06,Tuesday,244,57,0.236,22,15:00,Sunny
22269,105,2025-06-04,2025-06,Wednesday,283,45,0.162,25,16:00,Cold
22270,105,2025-06-05,2025-06,Thursday,279,69,0.25,14,15:00,Cloudy
22271,105,2025-06-06,2025-06,Friday,266,84,0.318,25,17:00,Cloudy
22272,105,2025-06-07,2025-06,Saturday,463,122,0.265,15,12:00,Sunny
22273,105,2025-06-09,2025-06,Monday,218,46,0.212,25,16:00,Sunny
22274,105,2025-06-10,2025-06,Tuesday,301,74,0.247,9,12:00,Cold
22275,105,2025-06-12,2025-06,Thursday,311,68,0.22,23,13:00,Sunny
22276,105,2025-06-15,2025-06,Sunday,277,42,0.153,16,16:00,Cloudy
22277,105,2025-06-17,2025-06,Tuesday,249,66,0.268,24,15:00,Cloudy
22278,105,2025-06-18,2025-06,Wednesday,290,56,0.194,24,13:00,Cloudy
22279,105,2025-06-19,2025-06,Thursday,296,50,0.172,11,14:00,Cloudy
22280,105,2025-06-22,2025-06,Sunday,296,74,0.25,22,12:00,Sunny
22281,105,2025-06-24,2025-06,Tuesday,329,52,0.16,8,14:00,Rainy
22282,105,2025-06-27,2025-06,Friday,260,86,0.332,21,17:00,Cloudy
22283,105,2025-06-29,2025-06,Sunday,351,80,0.229,9,13:00,Sunny
22284,105,2025-06-30,2025-06,Monday,254,41,0.165,15,16:00,Rainy
22285,105,2025-07-02,2025-07,Wednesday,319,61,0.194,20,15:00,Sunny
22286,105,2025-07-03,2025-07,Thursday,283,83,0.294,19,12:00,Sunny
22287,105,2025-07-04,2025-07,Friday,310,49,0.16,15,15:00,Cold
22288,105,2025-07-05,2025-07,Saturday,345,57,0.168,20,15:00,Rainy
22289,105,2025-07-07,2025-07,Monday,200,53,0.266,25,17:00,Rainy
22290,105,2025-07-09,2025-07,Wednesday,316,86,0.275,14,16:00,Rainy
22291,105,2025-07-11,2025-07,Friday,301,95,0.316,18,12:00,Sunny
22292,105,2025-07-13,2025-07,Sunday,278,45,0.165,24,16:00,Cloudy
22293,105,2025-07-15,2025-07,Tuesday,255,64,0.253,11,14:00,Rainy
22294,105,2025-07-16,2025-07,Wednesday,285,62,0.22,25,14:00,Sunny
22295,105,2025-07-18,2025-07,Friday,255,51,0.203,12,17:00,Rainy
22296,105,2025-07-19,2025-07,Saturday,400,78,0.197,8,13:00,Rainy
22297,105,2025-07-21,2025-07,Monday,218,70,0.322,14,17:00,Cloudy
22298,105,2025-07-23,2025-07,Wednesday,240,51,0.213,8,15:00,Sunny
22299,105,2025-07-24,2025-07,Thursday,235,77,0.329,18,12:00,Rainy
22300,105,2025-07-26,2025-07,Saturday,346,114,0.33,12,12:00,Rainy
22301,105,2025-07-28,2025-07,Monday,256,85,0.333,21,17:00,Cloudy
22302,105,2025-07-30,2025-07,Wednesday,315,74,0.237,12,13:00,Rainy
22303,105,2025-07-31,2025-07,Thursday,298,64,0.217,18,14:00,Cloudy
22304,105,2025-08-01,2025-08,Friday,254,47,0.188,18,13:00,Cloudy
22305,105,2025-08-03,2025-08,Sunday,372,113,0.304,25,15:00,Cloudy
22306,105,2025-08-04,2025-08,Monday,222,46,0.209,25,17:00,Cloudy
22307,105,2025-08-07,2025-08,Thursday,289,78,0.273,16,16:00,Cloudy
22308,105,2025-08-10,2025-08,Sunday,306,55,0.18,12,16:00,Cloudy
22309,105,2025-08-13,2025-08,Wednesday,305,74,0.243,8,12:00,Cloudy
22310,105,2025-08-15,2025-08,Friday,268,46,0.174,25,13:00,Sunny
22311,105,2025-08-17,2025-08,Sunday,358,119,0.334,13,17:00,Cloudy
22312,105,2025-08-18,2025-08,Monday,203,36,0.179,10,16:00,Cloudy
22313,105,2025-08-21,2025-08,Thursday,319,85,0.267,17,14:00,Rainy
22314,105,2025-08-24,2025-08,Sunday,297,73,0.248,16,12:00,Sunny
22315,105,2025-08-26,2025-08,Tuesday,349,121,0.347,25,17:00,Cloudy
22316,105,2025-08-28,2025-08,Thursday,299,98,0.329,16,17:00,Sunny
22317,105,2025-08-30,2025-08,Saturday,348,65,0.189,25,17:00,Cloudy
22318,105,2025-09-02,2025-09,Tuesday,255,58,0.231,12,14:00,Cloudy
22319,105,2025-09-03,2025-09,Wednesday,333,79,0.239,13,13:00,Cloudy
22320,105,2025-09-05,2025-09,Friday,343,91,0.267,23,15:00,Rainy
22321,105,2025-09-08,2025-09,Monday,209,62,0.301,20,14:00,Sunny
22322,105,2025-09-09,2025-09,Tuesday,284,44,0.158,22,13:00,Sunny
22323,105,2025-09-10,2025-09,Wednesday,265,42,0.159,18,17:00,Sunny
22324,105,2025-09-11,2025-09,Thursday,254,44,0.176,15,15:00,Cloudy
22325,105,2025-09-14,2025-09,Sunday,289,45,0.156,23,13:00,Cold
22326,105,2025-09-16,2025-09,Tuesday,240,50,0.209,17,14:00,Rainy
22327,105,2025-09-17,2025-09,Wednesday,288,60,0.209,25,17:00,Cloudy
22328,105,2025-09-18,2025-09,Thursday,270,51,0.192,15,13:00,Cloudy
22329,105,2025-09-21,2025-09,Sunday,345,119,0.346,11,16:00,Rainy
22330,105,2025-09-24,2025-09,Wednesday,322,108,0.337,9,16:00,Sunny
22331,105,2025-09-25,2025-09,Thursday,316,71,0.225,19,15:00,Rainy
22332,105,2025-09-26,2025-09,Friday,342,90,0.264,20,12:00,Cloudy
22333,105,2025-09-27,2025-09,Saturday,476,150,0.316,10,16:00,Cloudy
22334,105,2025-09-28,2025-09,Sunday,382,66,0.173,22,14:00,Rainy
22335,105,2025-09-29,2025-09,Monday,201,49,0.244,20,14:00,Sunny
22336,105,2025-10-02,2025-10,Thursday,234,72,0.308,20,13:00,Cloudy
22337,105,2025-10-03,2025-10,Friday,340,67,0.198,15,13:00,Cloudy
22338,105,2025-10-05,2025-10,Sunday,283,48,0.171,11,17:00,Cold
22339,105,2025-10-08,2025-10,Wednesday,311,105,0.338,13,15:00,Cloudy
22340,105,2025-10-10,2025-10,Friday,307,97,0.318,10,15:00,Sunny
22341,105,2025-10-11,2025-10,Saturday,388,89,0.231,11,17:00,Rainy
22342,105,2025-10-12,2025-10,Sunday,313,53,0.171,24,12:00,Rainy
22343,105,2025-10-15,2025-10,Wednesday,329,79,0.241,22,17:00,Sunny
22344,105,2025-10-17,2025-10,Friday,299,62,0.209,8,17:00,Cloudy
22345,105,2025-10-18,2025-10,Saturday,434,125,0.29,21,12:00,Cold
22346,105,2025-10-21,2025-10,Tuesday,267,48,0.183,20,16:00,Sunny
22347,105,2025-10-22,2025-10,Wednesday,328,108,0.332,15,14:00,Cold
22348,105,2025-10-24,2025-10,Friday,237,73,0.31,13,14:00,Rainy
22349,105,2025-10-25,2025-10,Saturday,423,132,0.314,20,13:00,Sunny
22350,105,2025-10-27,2025-10,Monday,284,88,0.311,9,17:00,Cloudy
22351,105,2025-10-29,2025-10,Wednesday,267,71,0.269,18,16:00,Rainy
22352,105,2025-10-31,2025-10,Friday,314,60,0.192,23,17:00,Sunny
22353,105,2025-11-01,2025-11,Saturday,511,83,0.163,17,15:00,Cloudy
22354,105,2025-11-04,2025-11,Tuesday,396,62,0.157,23,16:00,Sunny
22355,105,2025-11-07,2025-11,Friday,429,134,0.313,10,12:00,Sunny
22356,105,2025-11-09,2025-11,Sunday,446,84,0.189,14,17:00,Cloudy
22357,105,2025-11-11,2025-11,Tuesday,336,104,0.311,9,14:00,Rainy
22358,105,2025-11-12,2025-11,Wednesday,438,123,0.281,10,16:00,Cloudy
22359,105,2025-11-13,2025-11,Thursday,328,78,0.238,19,17:00,Cloudy
22360,105,2025-11-14,2025-11,Friday,305,90,0.298,14,16:00,Sunny
22361,105,2025-11-17,2025-11,Monday,384,115,0.3,21,12:00,Sunny
22362,105,2025-11-20,2025-11,Thursday,350,81,0.234,12,12:00,Rainy
22363,105,2025-11-21,2025-11,Friday,350,91,0.26,9,16:00,Rainy
22364,105,2025-11-23,2025-11,Sunday,484,157,0.326,14,13:00,Cold
22365,105,2025-11-25,2025-11,Tuesday,370,70,0.191,13,12:00,Rainy
22366,105,2025-11-28,2025-11,Friday,363,111,0.307,21,12:00,Rainy
22367,105,2025-11-30,2025-11,Sunday,357,62,0.176,21,17:00,Cloudy
22368,105,2025-12-02,2025-12,Tuesday,434,147,0.34,19,16:00,Rainy
22369,105,2025-12-03,2025-12,Wednesday,367,92,0.253,8,16:00,Cloudy
22370,105,2025-12-06,2025-12,Saturday,513,123,0.241,24,16:00,Cold
22371,105,2025-12-07,2025-12,Sunday,482,101,0.211,19,15:00,Rainy
22372,105,2025-12-10,2025-12,Wednesday,313,84,0.271,23,15:00,Sunny
22373,105,2025-12-12,2025-12,Friday,435,118,0.273,18,13:00,Rainy
22374,105,2025-12-13,2025-12,Saturday,481,96,0.201,19,16:00,Cloudy
22375,105,2025-12-15,2025-12,Monday,304,92,0.305,13,17:00,Cloudy
22376,105,2025-12-16,2025-12,Tuesday,309,92,0.3,11,17:00,Cloudy
22377,105,2025-12-17,2025-12,Wednesday,335,111,0.333,21,14:00,Cloudy
22378,105,2025-12-19,2025-12,Friday,442,145,0.329,17,15:00,Cloudy
22379,105,2025-12-22,2025-12,Monday,335,87,0.261,11,16:00,Cloudy
22380,105,2025-12-25,2025-12,Thursday,315,60,0.192,19,12:00,Cloudy
22381,105,2025-12-28,2025-12,Sunday,378,99,0.262,21,15:00,Rainy
22382,105,2025-12-30,2025-12,Tuesday,338,104,0.309,19,15:00,Sunny
22383,105,2026-01-01,2026-01,Thursday,271,93,0.344,25,14:00,Rainy
22384,105,2026-01-03,2026-01,Saturday,366,102,0.28,24,17:00,Cloudy
22385,105,2026-01-05,2026-01,Monday,208,38,0.183,18,17:00,Rainy
22386,105,2026-01-06,2026-01,Tuesday,227,49,0.218,8,12:00,Rainy
22387,105,2026-01-09,2026-01,Friday,253,77,0.308,21,12:00,Cold
22388,105,2026-01-10,2026-01,Saturday,319,51,0.163,15,13:00,Sunny
22389,105,2026-01-11,2026-01,Sunday,280,47,0.168,25,17:00,Sunny
22390,105,2026-01-13,2026-01,Tuesday,256,41,0.162,17,13:00,Cloudy
22391,105,2026-01-16,2026-01,Friday,268,53,0.2,9,14:00,Sunny
22392,105,2026-01-18,2026-01,Sunday,278,74,0.268,13,12:00,Sunny
22393,105,2026-01-20,2026-01,Tuesday,222,46,0.209,12,15:00,Cloudy
22394,105,2026-01-21,2026-01,Wednesday,227,61,0.273,25,17:00,Cloudy
22395,105,2026-01-23,2026-01,Friday,279,87,0.314,22,15:00,Cloudy
22396,105,2026-01-26,2026-01,Monday,217,69,0.321,22,16:00,Cloudy
22397,105,2026-01-28,2026-01,Wednesday,211,38,0.182,13,17:00,Sunny
22398,105,2026-01-31,2026-01,Saturday,278,92,0.331,24,12:00,Sunny
22399,105,2026-02-02,2026-02,Monday,229,49,0.214,19,12:00,Sunny
22400,105,2026-02-05,2026-02,Thursday,251,59,0.239,23,12:00,Cloudy
22401,105,2026-02-08,2026-02,Sunday,274,87,0.319,22,17:00,Cloudy
22402,105,2026-02-10,2026-02,Tuesday,233,60,0.259,14,15:00,Cold
22403,105,2026-02-12,2026-02,Thursday,245,68,0.279,25,15:00,Cold
22404,105,2026-02-13,2026-02,Friday,213,67,0.316,8,12:00,Sunny
22405,105,2026-02-15,2026-02,Sunday,250,69,0.277,11,13:00,Cloudy
22406,105,2026-02-18,2026-02,Wednesday,286,94,0.329,9,15:00,Cold
22407,105,2026-02-21,2026-02,Saturday,290,71,0.247,12,14:00,Cloudy
22408,105,2026-02-23,2026-02,Monday,181,45,0.25,22,14:00,Sunny
22409,105,2026-02-24,2026-02,Tuesday,205,63,0.309,20,17:00,Cloudy
22410,105,2026-02-26,2026-02,Thursday,278,75,0.27,8,12:00,Cloudy
22411,106,2025-01-01,2025-01,Wednesday,116,37,0.325,25,16:00,Rainy
22412,106,2025-01-02,2025-01,Thursday,86,18,0.218,8,16:00,Cloudy
22413,106,2025-01-04,2025-01,Saturday,158,25,0.163,8,17:00,Rainy
22414,106,2025-01-05,2025-01,Sunday,97,19,0.2,18,14:00,Sunny
22415,106,2025-01-07,2025-01,Tuesday,94,22,0.236,9,16:00,Sunny
22416,106,2025-01-10,2025-01,Friday,94,15,0.169,9,14:00,Rainy
22417,106,2025-01-13,2025-01,Monday,97,19,0.198,25,17:00,Rainy
22418,106,2025-01-16,2025-01,Thursday,83,13,0.165,9,15:00,Cloudy
22419,106,2025-01-18,2025-01,Saturday,142,47,0.334,15,13:00,Cloudy
22420,106,2025-01-20,2025-01,Monday,93,27,0.296,16,17:00,Rainy
22421,106,2025-01-22,2025-01,Wednesday,92,16,0.177,9,17:00,Cloudy
22422,106,2025-01-23,2025-01,Thursday,96,22,0.238,19,12:00,Cold
22423,106,2025-01-25,2025-01,Saturday,114,36,0.322,11,17:00,Cloudy
22424,106,2025-01-27,2025-01,Monday,75,14,0.193,19,16:00,Cloudy
22425,106,2025-01-29,2025-01,Wednesday,108,28,0.264,10,14:00,Cloudy
22426,106,2025-02-01,2025-02,Saturday,109,32,0.295,15,12:00,Rainy
22427,106,2025-02-04,2025-02,Tuesday,110,35,0.32,17,17:00,Sunny
22428,106,2025-02-07,2025-02,Friday,80,19,0.246,23,16:00,Sunny
22429,106,2025-02-08,2025-02,Saturday,113,31,0.281,9,14:00,Cloudy
22430,106,2025-02-11,2025-02,Tuesday,95,19,0.204,9,15:00,Cloudy
