subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
18344,2026-01-28,0.1289,Low,0.4158,0.5575,2446.92,Medium,Engagement Campaign,v2.3.1,0.9
18345,2026-01-28,0.1819,Low,0.3966,0.5229,18602.12,High,Referral Program,v2.3.1,0.89
18346,2026-01-28,0.0395,Low,0.4276,0.2305,4273.29,Medium,Engagement Campaign,v2.3.1,0.88
18347,2026-01-28,0.1285,Low,0.4285,0.1532,714.31,Low,Survey,v2.3.1,0.83
18348,2026-01-28,0.1612,Low,0.2049,0.1326,1462.11,Low,Engagement Campaign,v2.3.1,0.92
18349,2026-01-28,0.1346,Low,0.4294,0.2164,4366.37,Medium,Engagement Campaign,v2.3.1,0.91
18350,2026-01-28,0.02,Low,0.5452,0.2269,1933.5,Low,Plan Upgrade,v2.3.1,0.75
18351,2026-01-28,0.1196,Low,0.2335,0.4084,23063.01,High,Referral Program,v2.3.1,0.91
18352,2026-01-28,0.1253,Low,0.472,0.5866,515.69,Low,Survey,v2.3.1,0.76
18353,2026-01-28,0.125,Low,0.4224,0.5765,1709.78,Low,App Promotion,v2.3.1,0.81
18354,2026-01-28,0.95,High,0.05,0.274,1349.9,Low,Service Recovery,v2.3.1,0.8
18355,2026-01-28,0.3108,Medium,0.1463,0.1881,4181.24,Medium,Engagement Campaign,v2.3.1,0.79
18356,2026-01-28,0.02,Low,0.4886,0.1443,1606.0,Low,Survey,v2.3.1,0.93
18357,2026-01-28,0.1672,Low,0.2628,0.4699,471.09,Low,Survey,v2.3.1,0.87
18358,2026-01-28,0.1168,Low,0.4914,0.2887,26302.8,High,Referral Program,v2.3.1,0.93
18359,2026-01-28,0.0483,Low,0.4473,0.2228,1795.29,Low,App Promotion,v2.3.1,0.79
18360,2026-01-28,0.2769,Medium,0.1375,0.5792,2201.81,Medium,Referral Program,v2.3.1,0.8
18361,2026-01-28,0.0241,Low,0.5234,0.3899,1395.83,Low,Add-on Service,v2.3.1,0.7
18362,2026-01-28,0.02,Low,0.3941,0.3778,1793.54,Low,Engagement Campaign,v2.3.1,0.93
18363,2026-01-28,0.1229,Low,0.4098,0.3786,6021.97,Medium,Engagement Campaign,v2.3.1,0.91
18364,2026-01-28,0.0438,Low,0.3555,0.3948,2186.19,Medium,Referral Program,v2.3.1,0.83
18365,2026-01-28,0.02,Low,0.4076,0.5421,19983.34,High,App Promotion,v2.3.1,0.9
18366,2026-01-28,0.0607,Low,0.4116,0.5335,19061.84,High,App Promotion,v2.3.1,0.92
18367,2026-01-28,0.1913,Low,0.2515,0.2454,2796.37,Medium,App Promotion,v2.3.1,0.82
18368,2026-01-28,0.1083,Low,0.5394,0.4169,2971.83,Medium,Device Offer,v2.3.1,0.81
18369,2026-01-28,0.0933,Low,0.3871,0.5899,4043.47,Medium,Engagement Campaign,v2.3.1,0.79
18370,2026-01-28,0.0948,Low,0.2692,0.2564,13596.33,High,Survey,v2.3.1,0.76
18371,2026-01-28,0.0954,Low,0.4517,0.2226,849.18,Low,Survey,v2.3.1,0.91
18372,2026-01-28,0.1998,Low,0.2327,0.2925,3065.38,Medium,App Promotion,v2.3.1,0.81
18373,2026-01-28,0.2648,Medium,0.1052,0.5945,3414.95,Medium,Referral Program,v2.3.1,0.92
18374,2026-01-28,0.1375,Low,0.376,0.3793,4415.65,Medium,App Promotion,v2.3.1,0.83
18375,2026-01-28,0.02,Low,0.3734,0.2156,4217.77,Medium,App Promotion,v2.3.1,0.88
18376,2026-01-28,0.0923,Low,0.5287,0.2165,19770.43,High,Device Offer,v2.3.1,0.95
18377,2026-01-28,0.02,Low,0.4766,0.2772,51743.22,High,App Promotion,v2.3.1,0.92
18378,2026-01-28,0.1421,Low,0.2425,0.353,782.6,Low,Engagement Campaign,v2.3.1,0.72
18379,2026-01-28,0.2265,Low,0.1447,0.3823,10067.54,High,Referral Program,v2.3.1,0.74
18380,2026-01-28,0.1742,Low,0.4462,0.1668,19512.66,High,Survey,v2.3.1,0.77
18381,2026-01-28,0.2495,Low,0.131,0.32,465.79,Low,Engagement Campaign,v2.3.1,0.84
18382,2026-01-28,0.02,Low,0.4855,0.554,2695.3,Medium,Survey,v2.3.1,0.74
18383,2026-01-28,0.0295,Low,0.5542,0.3784,2902.52,Medium,5G Upgrade,v2.3.1,0.92
18384,2026-01-28,0.02,Low,0.565,0.2062,716.04,Low,Device Offer,v2.3.1,0.86
18385,2026-01-28,0.0661,Low,0.4433,0.2869,20860.8,High,App Promotion,v2.3.1,0.94
18386,2026-01-28,0.02,Low,0.4133,0.1786,2337.97,Medium,Survey,v2.3.1,0.8
18387,2026-01-28,0.2429,Low,0.2207,0.3457,4216.07,Medium,App Promotion,v2.3.1,0.88
18388,2026-01-28,0.95,High,0.05,0.164,1035.5,Low,Retention Offer,v2.3.1,0.9
18389,2026-01-28,0.44,Medium,0.05,0.5038,2372.07,Medium,App Promotion,v2.3.1,0.73
18390,2026-01-28,0.1055,Low,0.2475,0.522,1943.64,Low,App Promotion,v2.3.1,0.87
18391,2026-01-28,0.3074,Medium,0.1738,0.4844,868.03,Low,Survey,v2.3.1,0.85
18392,2026-01-28,0.02,Low,0.5019,0.5868,27642.97,High,Add-on Service,v2.3.1,0.84
18393,2026-01-28,0.95,High,0.05,0.1981,2408.92,Medium,Personal Call,v2.3.1,0.81
18394,2026-01-28,0.0572,Low,0.4934,0.1394,1235.31,Low,Survey,v2.3.1,0.91
18395,2026-01-28,0.0582,Low,0.5811,0.4165,727.84,Low,Add-on Service,v2.3.1,0.94
18396,2026-01-28,0.081,Low,0.3811,0.3979,3266.02,Medium,Engagement Campaign,v2.3.1,0.71
18397,2026-01-28,0.1399,Low,0.418,0.11,2256.19,Medium,Engagement Campaign,v2.3.1,0.87
18398,2026-01-28,0.0288,Low,0.5045,0.3876,58053.4,High,Plan Upgrade,v2.3.1,0.95
18399,2026-01-28,0.2309,Low,0.1648,0.1938,2909.16,Medium,Referral Program,v2.3.1,0.72
18400,2026-01-28,0.2245,Low,0.2263,0.1111,1905.51,Low,Referral Program,v2.3.1,0.82
18401,2026-01-28,0.1769,Low,0.3616,0.3517,4462.59,Medium,Engagement Campaign,v2.3.1,0.91
18402,2026-01-28,0.304,Medium,0.3318,0.3435,3635.59,Medium,Survey,v2.3.1,0.94
18403,2026-01-28,0.1109,Low,0.4745,0.3099,1620.71,Low,App Promotion,v2.3.1,0.82
18404,2026-01-28,0.202,Low,0.2102,0.2966,4372.91,Medium,App Promotion,v2.3.1,0.72
18405,2026-01-28,0.0639,Low,0.4647,0.2955,16447.28,High,Referral Program,v2.3.1,0.82
18406,2026-01-28,0.1944,Low,0.3118,0.3766,2291.07,Medium,Referral Program,v2.3.1,0.94
18407,2026-01-28,0.0233,Low,0.6067,0.2948,2118.6,Medium,Plan Upgrade,v2.3.1,0.7
18408,2026-01-28,0.1813,Low,0.2653,0.217,10247.05,High,Survey,v2.3.1,0.74
18409,2026-01-28,0.164,Low,0.3913,0.5798,1576.44,Low,Survey,v2.3.1,0.77
18410,2026-01-28,0.3095,Medium,0.1699,0.5632,2121.93,Medium,App Promotion,v2.3.1,0.79
18411,2026-01-28,0.02,Low,0.4909,0.598,894.44,Low,App Promotion,v2.3.1,0.89
18412,2026-01-28,0.95,High,0.05,0.3621,857.94,Low,Service Recovery,v2.3.1,0.9
18413,2026-01-28,0.0446,Low,0.4367,0.4009,1401.9,Low,Referral Program,v2.3.1,0.71
18414,2026-01-28,0.02,Low,0.4403,0.2829,2896.44,Medium,Referral Program,v2.3.1,0.72
18415,2026-01-28,0.027,Low,0.4782,0.4126,1359.68,Low,App Promotion,v2.3.1,0.74
18416,2026-01-28,0.1738,Low,0.3828,0.391,2663.61,Medium,Survey,v2.3.1,0.73
18417,2026-01-28,0.0987,Low,0.4736,0.4597,2071.68,Medium,Survey,v2.3.1,0.94
18418,2026-01-28,0.02,Low,0.6254,0.2132,12846.5,High,5G Upgrade,v2.3.1,0.83
18419,2026-01-28,0.1508,Low,0.3996,0.4156,1502.57,Low,Engagement Campaign,v2.3.1,0.94
18420,2026-01-28,0.1539,Low,0.2648,0.2226,3625.25,Medium,Survey,v2.3.1,0.78
18421,2026-01-28,0.0963,Low,0.3285,0.1033,19808.48,High,Referral Program,v2.3.1,0.93
18422,2026-01-28,0.1602,Low,0.238,0.3389,3151.9,Medium,App Promotion,v2.3.1,0.76
18423,2026-01-28,0.1277,Low,0.5175,0.3762,2595.14,Medium,Add-on Service,v2.3.1,0.85
18424,2026-01-28,0.0784,Low,0.3501,0.3461,17084.17,High,Engagement Campaign,v2.3.1,0.78
18425,2026-01-28,0.02,Low,0.3619,0.2113,3430.73,Medium,Referral Program,v2.3.1,0.78
18426,2026-01-28,0.1399,Low,0.2917,0.3915,23543.19,High,App Promotion,v2.3.1,0.72
18427,2026-01-28,0.196,Low,0.2216,0.5791,3781.27,Medium,App Promotion,v2.3.1,0.75
18428,2026-01-28,0.1109,Low,0.3564,0.4253,2371.09,Medium,Survey,v2.3.1,0.87
18429,2026-01-28,0.1587,Low,0.2197,0.4079,2441.53,Medium,Referral Program,v2.3.1,0.91
18430,2026-01-28,0.2788,Medium,0.2935,0.599,3791.43,Medium,Survey,v2.3.1,0.83
18431,2026-01-28,0.1647,Low,0.4185,0.2035,2953.42,Medium,Survey,v2.3.1,0.88
18432,2026-01-28,0.0523,Low,0.421,0.3353,3881.66,Medium,App Promotion,v2.3.1,0.75
18433,2026-01-28,0.0928,Low,0.5352,0.1854,67853.46,High,Plan Upgrade,v2.3.1,0.79
18434,2026-01-28,0.02,Low,0.6144,0.187,645.69,Low,5G Upgrade,v2.3.1,0.83
18435,2026-01-28,0.228,Low,0.208,0.436,20672.9,High,App Promotion,v2.3.1,0.92
18436,2026-01-28,0.2334,Low,0.219,0.487,1933.75,Low,Survey,v2.3.1,0.77
18437,2026-01-28,0.02,Low,0.4833,0.1767,4751.12,Medium,App Promotion,v2.3.1,0.89
18438,2026-01-28,0.1116,Low,0.385,0.529,1375.66,Low,Survey,v2.3.1,0.86
18439,2026-01-28,0.1722,Low,0.238,0.1601,26893.65,High,App Promotion,v2.3.1,0.93
18440,2026-01-28,0.1336,Low,0.2321,0.4305,3904.63,Medium,Survey,v2.3.1,0.75
18441,2026-01-28,0.1897,Low,0.176,0.546,4474.94,Medium,App Promotion,v2.3.1,0.86
18442,2026-01-28,0.3263,Medium,0.1539,0.1826,1341.43,Low,Engagement Campaign,v2.3.1,0.7
18443,2026-01-28,0.2162,Low,0.3846,0.352,1899.27,Low,Referral Program,v2.3.1,0.9
18444,2026-01-28,0.3972,Medium,0.1906,0.4261,12633.88,High,Referral Program,v2.3.1,0.89
18445,2026-01-28,0.0696,Low,0.4431,0.4444,1762.14,Low,Survey,v2.3.1,0.72
18446,2026-01-28,0.2292,Low,0.1765,0.4242,1853.54,Low,Survey,v2.3.1,0.82
18447,2026-01-28,0.1237,Low,0.2443,0.3865,184888.2,High,Referral Program,v2.3.1,0.72
18448,2026-01-28,0.1668,Low,0.4679,0.5369,4278.19,Medium,Referral Program,v2.3.1,0.94
18449,2026-01-28,0.14,Low,0.4267,0.5142,828.5,Low,App Promotion,v2.3.1,0.88
18450,2026-01-28,0.1566,Low,0.4457,0.2507,20738.55,High,Referral Program,v2.3.1,0.75
18451,2026-01-28,0.2365,Low,0.1677,0.1559,1579.76,Low,Referral Program,v2.3.1,0.94
18452,2026-01-28,0.1192,Low,0.2683,0.1824,1412.8,Low,App Promotion,v2.3.1,0.73
18453,2026-01-28,0.02,Low,0.4734,0.5545,18849.22,High,App Promotion,v2.3.1,0.92
18454,2026-01-28,0.1628,Low,0.4359,0.5129,4043.98,Medium,Engagement Campaign,v2.3.1,0.9
18455,2026-01-28,0.02,Low,0.4677,0.2032,4414.01,Medium,Survey,v2.3.1,0.74
18456,2026-01-28,0.0667,Low,0.4706,0.1087,3925.81,Medium,App Promotion,v2.3.1,0.79
18457,2026-01-28,0.0274,Low,0.5877,0.5781,12944.16,High,Plan Upgrade,v2.3.1,0.72
18458,2026-01-28,0.0661,Low,0.5584,0.5918,4369.51,Medium,Add-on Service,v2.3.1,0.78
18459,2026-01-28,0.02,Low,0.3336,0.5295,1306.82,Low,App Promotion,v2.3.1,0.73
18460,2026-01-28,0.1819,Low,0.4558,0.1498,506.65,Low,App Promotion,v2.3.1,0.85
18461,2026-01-28,0.1426,Low,0.2644,0.3742,21674.85,High,Survey,v2.3.1,0.77
18462,2026-01-28,0.02,Low,0.3693,0.4159,1238.2,Low,App Promotion,v2.3.1,0.85
18463,2026-01-28,0.95,High,0.05,0.296,1580.01,Low,Retention Offer,v2.3.1,0.8
18464,2026-01-28,0.1085,Low,0.4731,0.3363,3817.88,Medium,App Promotion,v2.3.1,0.84
18465,2026-01-28,0.0759,Low,0.4491,0.1972,814.11,Low,Survey,v2.3.1,0.9
18466,2026-01-28,0.2337,Low,0.2695,0.2578,3938.61,Medium,Referral Program,v2.3.1,0.78
18467,2026-01-28,0.1536,Low,0.3041,0.3297,11704.89,High,Survey,v2.3.1,0.75
18468,2026-01-28,0.95,High,0.05,0.22,379.61,Low,Loyalty Reward,v2.3.1,0.94
18469,2026-01-28,0.0864,Low,0.4731,0.3709,2979.48,Medium,Survey,v2.3.1,0.72
18470,2026-01-28,0.02,Low,0.5617,0.5151,1081.29,Low,5G Upgrade,v2.3.1,0.87
18471,2026-01-28,0.0607,Low,0.5837,0.5351,2924.18,Medium,Add-on Service,v2.3.1,0.88
18472,2026-01-28,0.02,Low,0.4629,0.4266,9719.41,Medium,App Promotion,v2.3.1,0.85
18473,2026-01-28,0.3001,Medium,0.2632,0.1107,5190.18,Medium,Engagement Campaign,v2.3.1,0.91
18474,2026-01-28,0.0924,Low,0.2922,0.4589,18144.99,High,Engagement Campaign,v2.3.1,0.94
18475,2026-01-28,0.2079,Low,0.166,0.5474,3699.56,Medium,Survey,v2.3.1,0.76
18476,2026-01-28,0.3307,Medium,0.2847,0.5403,1629.94,Low,Survey,v2.3.1,0.91
18477,2026-01-28,0.2356,Low,0.2261,0.1415,2145.99,Medium,Referral Program,v2.3.1,0.81
18478,2026-01-28,0.1369,Low,0.3307,0.1022,2441.61,Medium,Survey,v2.3.1,0.9
18479,2026-01-28,0.0766,Low,0.4104,0.3136,1758.45,Low,Survey,v2.3.1,0.79
18480,2026-01-28,0.95,High,0.05,0.542,1077.06,Low,Loyalty Reward,v2.3.1,0.88
18481,2026-01-28,0.02,Low,0.4915,0.5101,3290.92,Medium,Referral Program,v2.3.1,0.86
18482,2026-01-28,0.95,High,0.05,0.1021,1144.62,Low,Service Recovery,v2.3.1,0.81
18483,2026-01-28,0.2362,Low,0.307,0.4409,4296.59,Medium,Referral Program,v2.3.1,0.89
18484,2026-01-28,0.0696,Low,0.3474,0.3741,1830.11,Low,Survey,v2.3.1,0.71
18485,2026-01-28,0.2171,Low,0.2929,0.1794,17476.06,High,Referral Program,v2.3.1,0.74
18486,2026-01-28,0.0753,Low,0.4756,0.5515,4785.04,Medium,Referral Program,v2.3.1,0.93
18487,2026-01-28,0.02,Low,0.3399,0.3894,1232.24,Low,Referral Program,v2.3.1,0.71
18488,2026-01-28,0.95,High,0.05,0.2016,2528.05,Medium,Personal Call,v2.3.1,0.71
18489,2026-01-28,0.1054,Low,0.27,0.3107,2063.63,Medium,Survey,v2.3.1,0.86
18490,2026-01-28,0.0749,Low,0.3902,0.2647,4343.78,Medium,Referral Program,v2.3.1,0.73
18491,2026-01-28,0.0411,Low,0.3301,0.266,4856.25,Medium,Referral Program,v2.3.1,0.73
18492,2026-01-28,0.0526,Low,0.4417,0.5342,10681.68,High,Survey,v2.3.1,0.8
18493,2026-01-28,0.1264,Low,0.4023,0.3924,2038.9,Medium,App Promotion,v2.3.1,0.79
18494,2026-01-28,0.2134,Low,0.2717,0.3016,2084.94,Medium,Referral Program,v2.3.1,0.89
18495,2026-01-28,0.0416,Low,0.5536,0.4173,16698.63,High,Device Offer,v2.3.1,0.85
18496,2026-01-28,0.0646,Low,0.5822,0.2829,1534.34,Low,Add-on Service,v2.3.1,0.81
18497,2026-01-28,0.1658,Low,0.1982,0.5196,3128.0,Medium,Engagement Campaign,v2.3.1,0.87
18498,2026-01-28,0.194,Low,0.3384,0.1096,1176.16,Low,Referral Program,v2.3.1,0.77
18499,2026-01-28,0.0946,Low,0.3997,0.2678,3252.14,Medium,Referral Program,v2.3.1,0.71
18500,2026-01-28,0.1113,Low,0.5108,0.1593,3697.79,Medium,Plan Upgrade,v2.3.1,0.77
18501,2026-01-28,0.95,High,0.05,0.2904,716.79,Low,Personal Call,v2.3.1,0.89
18502,2026-01-28,0.02,Low,0.5246,0.3275,3261.81,Medium,Device Offer,v2.3.1,0.73
18503,2026-01-28,0.0227,Low,0.4449,0.493,1768.59,Low,App Promotion,v2.3.1,0.9
18504,2026-01-28,0.02,Low,0.4851,0.1157,1315.15,Low,App Promotion,v2.3.1,0.87
18505,2026-01-28,0.1527,Low,0.4677,0.2012,3346.39,Medium,App Promotion,v2.3.1,0.9
18506,2026-01-28,0.0321,Low,0.4998,0.3145,25253.57,High,Survey,v2.3.1,0.86
18507,2026-01-28,0.0936,Low,0.3455,0.5339,2832.19,Medium,Survey,v2.3.1,0.88
18508,2026-01-28,0.02,Low,0.4297,0.5493,4773.18,Medium,App Promotion,v2.3.1,0.95
18509,2026-01-28,0.1134,Low,0.3601,0.2557,2737.54,Medium,Engagement Campaign,v2.3.1,0.72
18510,2026-01-28,0.1415,Low,0.5077,0.1217,2807.06,Medium,Device Offer,v2.3.1,0.89
18511,2026-01-28,0.0742,Low,0.3738,0.2169,16930.35,High,Survey,v2.3.1,0.86
18512,2026-01-28,0.124,Low,0.2388,0.1586,1745.55,Low,App Promotion,v2.3.1,0.8
18513,2026-01-28,0.1379,Low,0.324,0.4271,4078.92,Medium,Engagement Campaign,v2.3.1,0.9
18514,2026-01-28,0.3322,Medium,0.2163,0.2984,1641.19,Low,Referral Program,v2.3.1,0.83
18515,2026-01-28,0.2255,Low,0.2613,0.4569,3934.69,Medium,App Promotion,v2.3.1,0.85
18516,2026-01-28,0.0985,Low,0.4834,0.165,12224.9,High,Engagement Campaign,v2.3.1,0.95
18517,2026-01-28,0.2404,Low,0.1596,0.3557,13832.46,High,App Promotion,v2.3.1,0.92
18518,2026-01-28,0.02,Low,0.3521,0.2957,3293.02,Medium,App Promotion,v2.3.1,0.87
18519,2026-01-28,0.1187,Low,0.4674,0.3367,4358.55,Medium,App Promotion,v2.3.1,0.9
18520,2026-01-28,0.0966,Low,0.2893,0.1343,3180.95,Medium,App Promotion,v2.3.1,0.89
18521,2026-01-28,0.102,Low,0.5047,0.1449,20700.95,High,Add-on Service,v2.3.1,0.89
18522,2026-01-28,0.2588,Medium,0.0967,0.3986,3995.39,Medium,Referral Program,v2.3.1,0.87
18523,2026-01-28,0.1812,Low,0.1884,0.4427,2066.49,Medium,App Promotion,v2.3.1,0.88
18524,2026-01-28,0.1503,Low,0.3625,0.5106,19439.11,High,App Promotion,v2.3.1,0.73
18525,2026-01-28,0.0345,Low,0.5679,0.5181,610.02,Low,Add-on Service,v2.3.1,0.84
18526,2026-01-28,0.0258,Low,0.6033,0.2752,2597.8,Medium,5G Upgrade,v2.3.1,0.85
18527,2026-01-28,0.1955,Low,0.377,0.2875,5396.54,Medium,Survey,v2.3.1,0.78
18528,2026-01-28,0.2343,Low,0.1796,0.2779,1287.34,Low,Engagement Campaign,v2.3.1,0.83
18529,2026-01-28,0.1561,Low,0.4672,0.1817,13454.71,High,App Promotion,v2.3.1,0.77
18530,2026-01-28,0.239,Low,0.2214,0.3971,1824.33,Low,Referral Program,v2.3.1,0.95
18531,2026-01-28,0.0884,Low,0.4599,0.1127,4480.1,Medium,Referral Program,v2.3.1,0.79
18532,2026-01-28,0.1034,Low,0.4003,0.3374,3261.9,Medium,Engagement Campaign,v2.3.1,0.79
18533,2026-01-28,0.056,Low,0.513,0.4565,551.03,Low,Device Offer,v2.3.1,0.94
18534,2026-01-28,0.1604,Low,0.3693,0.5177,587.03,Low,App Promotion,v2.3.1,0.81
18535,2026-01-28,0.0666,Low,0.4695,0.3267,10966.95,High,App Promotion,v2.3.1,0.7
18536,2026-01-28,0.02,Low,0.3766,0.5495,1487.91,Low,Engagement Campaign,v2.3.1,0.84
18537,2026-01-28,0.0511,Low,0.4104,0.1154,3127.42,Medium,App Promotion,v2.3.1,0.86
18538,2026-01-28,0.1701,Low,0.401,0.4034,4437.6,Medium,Engagement Campaign,v2.3.1,0.77
18539,2026-01-28,0.1098,Low,0.4992,0.5214,745.8,Low,Engagement Campaign,v2.3.1,0.72
18540,2026-01-28,0.95,High,0.05,0.5314,3945.0,Medium,Service Recovery,v2.3.1,0.91
18541,2026-01-28,0.2481,Low,0.1888,0.5373,2641.21,Medium,App Promotion,v2.3.1,0.87
18542,2026-01-28,0.1491,Low,0.4949,0.152,979.11,Low,Engagement Campaign,v2.3.1,0.8
18543,2026-01-28,0.0407,Low,0.4031,0.4027,7649.72,Medium,Engagement Campaign,v2.3.1,0.77
18544,2026-01-28,0.0446,Low,0.5611,0.3925,2520.96,Medium,5G Upgrade,v2.3.1,0.92
18545,2026-01-28,0.1304,Low,0.4745,0.1898,8793.64,Medium,Referral Program,v2.3.1,0.83
18546,2026-01-28,0.02,Low,0.6278,0.121,22107.58,High,Add-on Service,v2.3.1,0.88
18547,2026-01-28,0.1271,Low,0.4802,0.195,2326.06,Medium,Survey,v2.3.1,0.87
18548,2026-01-28,0.1466,Low,0.3714,0.4076,1669.76,Low,Engagement Campaign,v2.3.1,0.88
18549,2026-01-28,0.95,High,0.05,0.2204,1866.94,Low,Service Recovery,v2.3.1,0.89
18550,2026-01-28,0.0428,Low,0.439,0.4208,27577.03,High,Engagement Campaign,v2.3.1,0.86
18551,2026-01-28,0.0927,Low,0.2715,0.3476,16512.77,High,Referral Program,v2.3.1,0.84
18552,2026-01-28,0.02,Low,0.5413,0.4941,2163.82,Medium,Device Offer,v2.3.1,0.77
18553,2026-01-28,0.064,Low,0.3896,0.2774,13359.95,High,Engagement Campaign,v2.3.1,0.71
18554,2026-01-28,0.1674,Low,0.441,0.1305,3055.98,Medium,Referral Program,v2.3.1,0.9
18555,2026-01-28,0.0825,Low,0.3205,0.2132,14796.17,High,Engagement Campaign,v2.3.1,0.85
18556,2026-01-28,0.1137,Low,0.4234,0.433,4457.09,Medium,App Promotion,v2.3.1,0.94
18557,2026-01-28,0.02,Low,0.6205,0.1193,948.52,Low,Device Offer,v2.3.1,0.7
18558,2026-01-28,0.0965,Low,0.339,0.4246,3054.94,Medium,App Promotion,v2.3.1,0.95
18559,2026-01-28,0.0608,Low,0.4204,0.3483,2116.6,Medium,Referral Program,v2.3.1,0.79
18560,2026-01-28,0.0667,Low,0.5788,0.4422,3178.71,Medium,Plan Upgrade,v2.3.1,0.95
18561,2026-01-28,0.0385,Low,0.4773,0.4152,9742.99,Medium,Referral Program,v2.3.1,0.86
18562,2026-01-28,0.02,Low,0.4294,0.4466,691.64,Low,Survey,v2.3.1,0.88
18563,2026-01-28,0.1046,Low,0.4041,0.1384,4550.85,Medium,Referral Program,v2.3.1,0.94
18564,2026-01-28,0.1017,Low,0.3219,0.4273,4693.45,Medium,Survey,v2.3.1,0.72
18565,2026-01-28,0.2248,Low,0.1806,0.5582,21281.63,High,Survey,v2.3.1,0.86
18566,2026-01-28,0.1015,Low,0.4793,0.3708,3739.8,Medium,Engagement Campaign,v2.3.1,0.82
18567,2026-01-28,0.3191,Medium,0.0932,0.3225,2143.71,Medium,Engagement Campaign,v2.3.1,0.78
18568,2026-01-28,0.95,High,0.05,0.5918,13273.57,High,Service Recovery,v2.3.1,0.77
18569,2026-01-28,0.95,High,0.05,0.1314,3409.54,Medium,Personal Call,v2.3.1,0.75
18570,2026-01-28,0.0232,Low,0.5835,0.2919,3124.49,Medium,Add-on Service,v2.3.1,0.95
18571,2026-01-28,0.2823,Medium,0.0937,0.5369,25092.42,High,Engagement Campaign,v2.3.1,0.85
18572,2026-01-28,0.033,Low,0.3474,0.248,9747.19,Medium,Engagement Campaign,v2.3.1,0.77
18573,2026-01-28,0.95,High,0.05,0.1799,1005.62,Low,Loyalty Reward,v2.3.1,0.82
18574,2026-01-28,0.1962,Low,0.2954,0.3928,3651.42,Medium,Engagement Campaign,v2.3.1,0.7
18575,2026-01-28,0.0729,Low,0.3573,0.4375,1360.94,Low,Survey,v2.3.1,0.82
18576,2026-01-28,0.1108,Low,0.5101,0.5841,1050.11,Low,Plan Upgrade,v2.3.1,0.79
18577,2026-01-28,0.95,High,0.05,0.1075,920.7,Low,Retention Offer,v2.3.1,0.79
18578,2026-01-28,0.1173,Low,0.4293,0.4335,4200.74,Medium,App Promotion,v2.3.1,0.92
18579,2026-01-28,0.0726,Low,0.41,0.5219,2345.36,Medium,Referral Program,v2.3.1,0.79
18580,2026-01-28,0.1536,Low,0.4837,0.1698,7863.35,Medium,Referral Program,v2.3.1,0.76
18581,2026-01-28,0.95,High,0.05,0.1599,7736.78,Medium,Retention Offer,v2.3.1,0.74
18582,2026-01-28,0.0423,Low,0.4211,0.3327,29154.35,High,App Promotion,v2.3.1,0.78
18583,2026-01-28,0.02,Low,0.3331,0.4441,1288.01,Low,Engagement Campaign,v2.3.1,0.93
18584,2026-01-28,0.1937,Low,0.16,0.4906,3071.4,Medium,Survey,v2.3.1,0.9
18585,2026-01-28,0.1294,Low,0.4286,0.2986,2663.12,Medium,App Promotion,v2.3.1,0.89
18586,2026-01-28,0.1624,Low,0.4272,0.55,3742.91,Medium,Survey,v2.3.1,0.71
18587,2026-01-28,0.02,Low,0.4254,0.2246,4895.77,Medium,App Promotion,v2.3.1,0.94
18588,2026-01-28,0.0375,Low,0.5359,0.5426,11939.25,High,Add-on Service,v2.3.1,0.92
18589,2026-01-28,0.0503,Low,0.3493,0.504,1713.94,Low,App Promotion,v2.3.1,0.86
18590,2026-01-28,0.0695,Low,0.4796,0.249,3111.26,Medium,Survey,v2.3.1,0.81
18591,2026-01-28,0.0505,Low,0.5948,0.1773,12753.09,High,Device Offer,v2.3.1,0.86
18592,2026-01-28,0.02,Low,0.5878,0.3111,1294.05,Low,Add-on Service,v2.3.1,0.82
18593,2026-01-28,0.02,Low,0.3744,0.233,581.19,Low,Survey,v2.3.1,0.85
18594,2026-01-28,0.1625,Low,0.2565,0.4938,11088.69,High,App Promotion,v2.3.1,0.85
18595,2026-01-28,0.1857,Low,0.2099,0.4349,6105.65,Medium,Engagement Campaign,v2.3.1,0.85
18596,2026-01-28,0.02,Low,0.3872,0.3017,515.04,Low,Engagement Campaign,v2.3.1,0.84
18597,2026-01-28,0.0518,Low,0.4919,0.3247,2391.99,Medium,Engagement Campaign,v2.3.1,0.87
18598,2026-01-28,0.0828,Low,0.4197,0.471,4192.78,Medium,Survey,v2.3.1,0.83
18599,2026-01-28,0.3963,Medium,0.1618,0.1026,1095.6,Low,Referral Program,v2.3.1,0.74
18600,2026-01-28,0.02,Low,0.4825,0.575,2883.25,Medium,App Promotion,v2.3.1,0.71
18601,2026-01-28,0.1101,Low,0.3455,0.3149,3292.37,Medium,App Promotion,v2.3.1,0.83
18602,2026-01-28,0.1357,Low,0.3295,0.4721,3254.75,Medium,Engagement Campaign,v2.3.1,0.8
18603,2026-01-28,0.043,Low,0.3271,0.1106,17276.39,High,Engagement Campaign,v2.3.1,0.77
18604,2026-01-28,0.0819,Low,0.2744,0.2564,509.28,Low,App Promotion,v2.3.1,0.83
18605,2026-01-28,0.204,Low,0.1515,0.4052,3414.81,Medium,App Promotion,v2.3.1,0.81
