element_id,element_name,element_type,category,site_key,vendor,model,serial_number,ip_address,city,county,status,install_date,last_maintenance,capacity_gbps,criticality
7391,ENO-EDI-07391,eNodeB,Radio,17,Huawei,Huawei-BBU5900,SN129110449,10.188.84.120,Edinburgh,Scotland,Active,2020-01-18,2024-06-01,2.6,Critical
7392,ENO-CAM-07392,eNodeB,Radio,26,Ericsson,Ericsson-Baseband-6630,SN697937198,10.21.199.107,Cambridge,Cambridgeshire,Active,2025-05-19,2025-12-06,3.3,Medium
7393,ENO-EDI-07393,eNodeB,Radio,47,Samsung,Samsung-Access-Unit,SN823890658,10.227.25.237,Edinburgh,Scotland,Degraded,2023-11-24,2023-12-24,4.0,Critical
7394,ENO-COV-07394,eNodeB,Radio,38,Ericsson,Ericsson-Baseband-6630,SN700991684,10.112.211.5,Coventry,West Midlands,Active,2016-03-18,2017-08-23,4.9,Medium
7395,ENO-OXF-07395,eNodeB,Radio,46,Ericsson,Ericsson-Baseband-6630,SN409311760,10.4.232.219,Oxford,Oxfordshire,Degraded,2020-04-30,2020-05-01,3.0,Low
7396,ENO-BRI-07396,eNodeB,Radio,6,Huawei,Huawei-BBU5900,SN263580553,10.182.207.238,Bristol,Avon,Active,2019-01-30,2024-09-04,3.7,Critical
7397,ENO-REA-07397,eNodeB,Radio,27,Ericsson,Ericsson-Radio-4422,SN965420695,10.3.12.33,Reading,Berkshire,Active,2025-04-11,2025-11-28,5.0,Low
7398,ENO-COV-07398,eNodeB,Radio,36,Samsung,Samsung-Compact-Macro,SN535466042,10.13.61.166,Coventry,West Midlands,Active,2015-03-24,2022-06-24,4.1,Medium
7399,ENO-LEE-07399,eNodeB,Radio,45,Ericsson,Ericsson-AIR-6488,SN736692088,10.183.7.134,Leeds,West Yorkshire,Active,2022-09-12,2025-12-15,4.7,Low
7400,ENO-GLA-07400,eNodeB,Radio,42,Ericsson,Ericsson-Baseband-6630,SN268334809,10.187.222.53,Glasgow,Scotland,Active,2020-05-22,2023-05-16,0.6,Low
7401,ENO-LEE-07401,eNodeB,Radio,27,Nokia,Nokia-ABIA,SN129553740,10.91.186.125,Leeds,West Yorkshire,Active,2017-09-14,2021-07-12,4.4,High
7402,ENO-SOU-07402,eNodeB,Radio,7,ZTE,ZTE-Prx-AAU,SN508608448,10.147.246.231,Southampton,Hampshire,Active,2021-06-23,2022-12-29,2.6,Medium
7403,ENO-BEL-07403,eNodeB,Radio,44,Huawei,Huawei-RRU5258,SN619808538,10.70.37.218,Belfast,Northern Ireland,Active,2025-03-18,2025-04-09,1.7,High
7404,ENO-MAN-07404,eNodeB,Radio,11,Huawei,Huawei-AAU5239,SN397112674,10.164.2.183,Manchester,Greater Manchester,Active,2023-04-01,2024-12-28,4.0,Low
7405,ENO-MAN-07405,eNodeB,Radio,14,Huawei,Huawei-BBU5900,SN792380356,10.182.176.137,Manchester,Greater Manchester,Offline,2023-02-07,2024-04-23,1.2,Medium
7406,ENO-COV-07406,eNodeB,Radio,30,Samsung,Samsung-Compact-Macro,SN101899667,10.147.36.108,Coventry,West Midlands,Maintenance,2019-05-20,2020-06-25,3.3,Critical
7407,ENO-BEL-07407,eNodeB,Radio,12,Nokia,Nokia-AirScale-AEQE,SN463754456,10.240.67.213,Belfast,Northern Ireland,Active,2015-09-18,2016-08-08,1.6,Critical
7408,ENO-LEI-07408,eNodeB,Radio,39,ZTE,ZTE-R8988,SN619946393,10.97.172.65,Leicester,Leicestershire,Active,2023-04-10,2025-07-14,4.1,High
7409,ENO-OXF-07409,eNodeB,Radio,29,ZTE,ZTE-R8988,SN377128947,10.11.157.109,Oxford,Oxfordshire,Degraded,2023-03-17,2024-03-29,1.2,High
7410,ENO-LON-07410,eNodeB,Radio,43,Nokia,Nokia-AirScale-AEHC,SN583319698,10.177.43.72,London,Greater London,Active,2024-05-27,2024-09-26,2.6,Medium
7411,ENO-BRI-07411,eNodeB,Radio,15,ZTE,ZTE-Prx-AAU,SN348337502,10.234.64.113,Brighton,East Sussex,Maintenance,2015-01-05,2015-02-20,4.0,Critical
7412,ENO-LEE-07412,eNodeB,Radio,20,Ericsson,Ericsson-Radio-4422,SN800619717,10.178.182.21,Leeds,West Yorkshire,Maintenance,2016-01-07,2022-11-07,0.8,Medium
7413,ENO-BIR-07413,eNodeB,Radio,22,Samsung,Samsung-Compact-Macro,SN943398299,10.152.122.65,Birmingham,West Midlands,Offline,2023-07-25,2024-05-23,1.6,Medium
7414,ENO-GLA-07414,eNodeB,Radio,37,Huawei,Huawei-RRU5258,SN145521287,10.180.118.20,Glasgow,Scotland,Active,2018-04-16,2018-08-25,1.6,High
7415,ENO-LON-07415,eNodeB,Radio,28,Samsung,Samsung-Compact-Macro,SN454485363,10.18.240.234,London,Greater London,Active,2022-03-03,2022-06-02,0.5,High
7416,ENO-LEE-07416,eNodeB,Radio,12,ZTE,ZTE-Prx-AAU,SN448463124,10.50.205.79,Leeds,West Yorkshire,Active,2022-01-22,2024-01-02,2.5,Medium
7417,ENO-LEE-07417,eNodeB,Radio,6,Nokia,Nokia-ABIA,SN547533649,10.40.69.222,Leeds,West Yorkshire,Active,2016-08-03,2024-12-21,1.9,Medium
7418,ENO-BRI-07418,eNodeB,Radio,22,ZTE,ZTE-Prx-AAU,SN369506684,10.47.23.142,Brighton,East Sussex,Active,2019-04-16,2024-07-17,1.8,High
7419,ENO-CAR-07419,eNodeB,Radio,6,Nokia,Nokia-AirScale-AEHC,SN312917935,10.221.35.212,Cardiff,Wales,Active,2023-08-09,2023-08-12,2.4,Medium
7420,ENO-REA-07420,eNodeB,Radio,35,Huawei,Huawei-BBU5900,SN697724324,10.191.245.76,Reading,Berkshire,Maintenance,2020-10-20,2025-03-29,4.2,High
7421,ENO-SOU-07421,eNodeB,Radio,10,ZTE,ZTE-Prx-AAU,SN648828305,10.116.43.54,Southampton,Hampshire,Maintenance,2017-06-04,2020-02-13,3.6,Critical
7422,ENO-BIR-07422,eNodeB,Radio,13,Nokia,Nokia-ABIA,SN327620309,10.145.40.126,Birmingham,West Midlands,Active,2017-05-15,2021-10-16,0.7,Low
7423,ENO-BRI-07423,eNodeB,Radio,3,ZTE,ZTE-Prx-AAU,SN652001863,10.105.70.195,Brighton,East Sussex,Maintenance,2017-08-20,2025-02-06,1.0,Low
7424,ENO-LEI-07424,eNodeB,Radio,26,Huawei,Huawei-AAU5239,SN316956368,10.217.179.167,Leicester,Leicestershire,Offline,2015-01-22,2024-11-09,1.8,High
7425,ENO-BIR-07425,eNodeB,Radio,15,Ericsson,Ericsson-Radio-4422,SN579102727,10.17.233.161,Birmingham,West Midlands,Active,2021-02-27,2024-09-16,4.1,High
7426,ENO-COV-07426,eNodeB,Radio,19,Ericsson,Ericsson-AIR-6488,SN349507083,10.120.252.3,Coventry,West Midlands,Active,2023-08-16,2025-09-10,0.7,High
7427,ENO-EDI-07427,eNodeB,Radio,41,ZTE,ZTE-Prx-AAU,SN710339435,10.227.177.19,Edinburgh,Scotland,Offline,2018-02-17,2019-01-25,0.6,High
7428,ENO-COV-07428,eNodeB,Radio,47,Nokia,Nokia-ABIA,SN557164963,10.157.88.237,Coventry,West Midlands,Active,2024-07-30,2025-07-03,2.5,Critical
7429,ENO-NOT-07429,eNodeB,Radio,34,Huawei,Huawei-AAU5239,SN393783638,10.2.102.103,Nottingham,Nottinghamshire,Degraded,2020-05-20,2024-01-14,4.9,High
7430,ENO-SHE-07430,eNodeB,Radio,50,Huawei,Huawei-AAU5239,SN169873259,10.216.162.221,Sheffield,South Yorkshire,Offline,2018-11-17,2022-03-10,1.3,Critical
7431,ENO-CAM-07431,eNodeB,Radio,14,Samsung,Samsung-Compact-Macro,SN411090592,10.90.111.82,Cambridge,Cambridgeshire,Active,2017-06-13,2025-05-02,1.6,Critical
7432,ENO-REA-07432,eNodeB,Radio,38,Ericsson,Ericsson-Baseband-6630,SN104469376,10.233.162.160,Reading,Berkshire,Active,2021-02-07,2022-07-05,0.7,High
7433,ENO-MAN-07433,eNodeB,Radio,25,Huawei,Huawei-RRU5258,SN203041674,10.109.47.202,Manchester,Greater Manchester,Active,2020-09-18,2021-03-15,1.6,High
7434,ENO-GLA-07434,eNodeB,Radio,46,Huawei,Huawei-AAU5239,SN670699141,10.35.62.155,Glasgow,Scotland,Active,2025-05-15,2025-06-03,3.1,Critical
7435,ENO-EDI-07435,eNodeB,Radio,28,ZTE,ZTE-Prx-AAU,SN279930036,10.240.83.181,Edinburgh,Scotland,Offline,2020-08-17,2025-12-14,0.7,Critical
7436,ENO-CAR-07436,eNodeB,Radio,6,Ericsson,Ericsson-AIR-6488,SN461331637,10.115.107.207,Cardiff,Wales,Degraded,2025-06-09,2025-09-06,2.5,Low
7437,ENO-COV-07437,eNodeB,Radio,29,Nokia,Nokia-ABIA,SN818628940,10.252.175.95,Coventry,West Midlands,Active,2016-07-03,2023-11-12,2.3,Critical
7438,ENO-BRI-07438,eNodeB,Radio,38,Samsung,Samsung-Access-Unit,SN114914613,10.48.69.103,Bristol,Avon,Offline,2022-01-06,2022-02-02,2.6,Low
7439,ENO-SOU-07439,eNodeB,Radio,18,Nokia,Nokia-AirScale-AEQE,SN343927423,10.117.100.212,Southampton,Hampshire,Active,2020-01-08,2023-03-22,2.8,Low
7440,ENO-LEI-07440,eNodeB,Radio,4,ZTE,ZTE-R8988,SN822683230,10.69.140.203,Leicester,Leicestershire,Degraded,2022-07-08,2023-04-05,5.0,Medium
7441,ENO-NOT-07441,eNodeB,Radio,16,ZTE,ZTE-R8988,SN149152500,10.123.4.18,Nottingham,Nottinghamshire,Active,2016-09-18,2023-08-07,0.6,Medium
7442,ENO-CAM-07442,eNodeB,Radio,18,Nokia,Nokia-AirScale-AEQE,SN306700806,10.23.127.101,Cambridge,Cambridgeshire,Offline,2017-11-02,2025-06-04,4.8,Medium
7443,ENO-BRI-07443,eNodeB,Radio,33,Samsung,Samsung-Compact-Macro,SN826732147,10.246.154.158,Bristol,Avon,Active,2017-08-19,2025-03-17,1.4,Low
7444,ENO-CAR-07444,eNodeB,Radio,19,Nokia,Nokia-AirScale-AEHC,SN502695198,10.41.50.1,Cardiff,Wales,Degraded,2015-09-13,2016-11-02,1.6,Low
7445,ENO-BIR-07445,eNodeB,Radio,34,Samsung,Samsung-Compact-Macro,SN182123306,10.99.222.192,Birmingham,West Midlands,Active,2023-05-07,2025-07-23,2.5,Medium
7446,ENO-LON-07446,eNodeB,Radio,30,Ericsson,Ericsson-Baseband-6630,SN365550507,10.95.177.159,London,Greater London,Active,2015-08-05,2022-01-19,3.2,Low
7447,ENO-SHE-07447,eNodeB,Radio,9,ZTE,ZTE-Prx-AAU,SN822911454,10.56.8.235,Sheffield,South Yorkshire,Degraded,2021-11-01,2023-09-05,0.6,Low
7448,ENO-MAN-07448,eNodeB,Radio,35,Huawei,Huawei-BBU5900,SN367365071,10.79.234.141,Manchester,Greater Manchester,Offline,2020-02-28,2025-03-30,4.1,High
7449,ENO-LIV-07449,eNodeB,Radio,19,Huawei,Huawei-BBU5900,SN318283800,10.186.189.166,Liverpool,Merseyside,Maintenance,2023-11-10,2025-02-24,2.1,Medium
7450,ENO-LIV-07450,eNodeB,Radio,44,Huawei,Huawei-RRU5258,SN497904666,10.4.65.85,Liverpool,Merseyside,Maintenance,2018-05-18,2025-08-22,2.7,Low
7451,ENO-GLA-07451,eNodeB,Radio,42,Samsung,Samsung-Compact-Macro,SN278291428,10.94.54.109,Glasgow,Scotland,Active,2022-07-21,2023-03-05,4.2,Low
7452,ENO-REA-07452,eNodeB,Radio,27,Samsung,Samsung-Access-Unit,SN197237981,10.85.107.141,Reading,Berkshire,Active,2020-11-08,2022-10-21,3.9,Low
7453,ENO-CAM-07453,eNodeB,Radio,20,ZTE,ZTE-R8988,SN160733358,10.86.38.73,Cambridge,Cambridgeshire,Offline,2017-08-07,2018-02-26,3.0,Medium
7454,ENO-OXF-07454,eNodeB,Radio,12,Huawei,Huawei-AAU5239,SN874142391,10.70.199.154,Oxford,Oxfordshire,Degraded,2016-09-28,2017-08-03,1.1,Critical
7455,ENO-MAN-07455,eNodeB,Radio,44,ZTE,ZTE-R8988,SN615815042,10.56.230.179,Manchester,Greater Manchester,Offline,2019-11-13,2021-07-10,2.0,High
7456,ENO-OXF-07456,eNodeB,Radio,11,Samsung,Samsung-Compact-Macro,SN624999233,10.19.78.228,Oxford,Oxfordshire,Active,2023-01-28,2025-07-21,1.5,Medium
7457,ENO-LIV-07457,eNodeB,Radio,46,Huawei,Huawei-AAU5239,SN302442462,10.99.230.129,Liverpool,Merseyside,Active,2021-07-21,2021-11-15,1.9,High
7458,ENO-LEE-07458,eNodeB,Radio,35,Samsung,Samsung-Access-Unit,SN733836239,10.194.118.142,Leeds,West Yorkshire,Maintenance,2023-02-21,2024-03-17,0.6,Medium
7459,ENO-SHE-07459,eNodeB,Radio,34,ZTE,ZTE-R8988,SN147294877,10.250.169.123,Sheffield,South Yorkshire,Maintenance,2015-02-10,2023-11-29,1.2,Medium
7460,ENO-EDI-07460,eNodeB,Radio,24,Samsung,Samsung-Access-Unit,SN862714609,10.246.28.43,Edinburgh,Scotland,Maintenance,2015-10-27,2022-01-17,4.6,High
7461,ENO-BEL-07461,eNodeB,Radio,4,Ericsson,Ericsson-Baseband-6630,SN411408461,10.136.175.180,Belfast,Northern Ireland,Active,2020-10-11,2023-03-23,1.9,High
7462,ENO-BIR-07462,eNodeB,Radio,42,ZTE,ZTE-Prx-AAU,SN864911398,10.107.187.71,Birmingham,West Midlands,Degraded,2022-09-04,2023-07-29,4.7,Critical
7463,ENO-GLA-07463,eNodeB,Radio,13,ZTE,ZTE-R8988,SN396306228,10.64.99.170,Glasgow,Scotland,Active,2021-03-20,2021-08-10,2.0,High
7464,ENO-NOT-07464,eNodeB,Radio,17,Samsung,Samsung-Compact-Macro,SN646406879,10.90.151.216,Nottingham,Nottinghamshire,Active,2019-11-19,2024-09-21,3.4,Medium
7465,ENO-BRI-07465,eNodeB,Radio,4,Huawei,Huawei-RRU5258,SN319389623,10.203.208.4,Bristol,Avon,Maintenance,2022-09-03,2024-04-16,3.5,Low
7466,ENO-BIR-07466,eNodeB,Radio,25,Ericsson,Ericsson-AIR-6488,SN111697201,10.250.175.223,Birmingham,West Midlands,Offline,2018-07-07,2020-11-01,0.7,Medium
7467,ENO-MAN-07467,eNodeB,Radio,9,Nokia,Nokia-AirScale-AEQE,SN267512389,10.250.1.177,Manchester,Greater Manchester,Active,2018-01-25,2025-11-20,1.3,Low
7468,ENO-NOT-07468,eNodeB,Radio,12,Nokia,Nokia-AirScale-AEHC,SN776893526,10.2.7.206,Nottingham,Nottinghamshire,Active,2016-04-14,2021-05-15,2.8,Medium
7469,ENO-SHE-07469,eNodeB,Radio,25,ZTE,ZTE-R8988,SN558086278,10.14.218.88,Sheffield,South Yorkshire,Active,2018-10-27,2022-09-19,3.8,Critical
7470,ENO-LIV-07470,eNodeB,Radio,5,ZTE,ZTE-Prx-AAU,SN440877098,10.123.98.96,Liverpool,Merseyside,Offline,2016-09-28,2020-05-04,4.8,Medium
7471,ENO-LIV-07471,eNodeB,Radio,19,ZTE,ZTE-Prx-AAU,SN744231973,10.153.216.9,Liverpool,Merseyside,Active,2024-03-09,2024-07-30,1.7,Critical
7472,ENO-LON-07472,eNodeB,Radio,40,Huawei,Huawei-AAU5239,SN341733089,10.242.231.65,London,Greater London,Degraded,2018-01-07,2025-12-16,1.7,Medium
7473,ENO-GLA-07473,eNodeB,Radio,13,Nokia,Nokia-ABIA,SN137827830,10.208.71.233,Glasgow,Scotland,Offline,2021-05-12,2021-05-28,1.3,Medium
7474,ENO-EDI-07474,eNodeB,Radio,22,Huawei,Huawei-BBU5900,SN867636306,10.48.54.179,Edinburgh,Scotland,Maintenance,2016-12-31,2022-10-30,1.1,Low
7475,ENO-BRI-07475,eNodeB,Radio,45,Huawei,Huawei-RRU5258,SN965477901,10.127.7.71,Bristol,Avon,Maintenance,2015-01-23,2019-07-02,1.5,Critical
7476,ENO-OXF-07476,eNodeB,Radio,3,ZTE,ZTE-Prx-AAU,SN425634892,10.228.181.124,Oxford,Oxfordshire,Active,2022-07-22,2025-05-13,4.0,High
7477,ENO-EDI-07477,eNodeB,Radio,10,Nokia,Nokia-AirScale-AEHC,SN674444004,10.119.89.238,Edinburgh,Scotland,Offline,2018-05-15,2024-11-02,2.2,Medium
7478,ENO-SOU-07478,eNodeB,Radio,20,Samsung,Samsung-Compact-Macro,SN515540952,10.91.11.194,Southampton,Hampshire,Active,2019-02-03,2019-07-20,3.9,Critical
7479,ENO-BRI-07479,eNodeB,Radio,32,ZTE,ZTE-R8988,SN593756782,10.161.220.95,Brighton,East Sussex,Degraded,2020-05-21,2025-11-17,3.2,Critical
7480,ENO-LEI-07480,eNodeB,Radio,40,Huawei,Huawei-RRU5258,SN372235952,10.37.144.151,Leicester,Leicestershire,Maintenance,2023-08-19,2025-02-13,2.3,Medium
7481,ENO-SOU-07481,eNodeB,Radio,12,Ericsson,Ericsson-Baseband-6630,SN686232892,10.79.250.190,Southampton,Hampshire,Offline,2024-08-09,2025-07-02,3.3,High
7482,ENO-BIR-07482,eNodeB,Radio,34,Samsung,Samsung-Compact-Macro,SN396752399,10.127.115.118,Birmingham,West Midlands,Active,2017-07-16,2019-09-17,3.5,Low
7483,ENO-BRI-07483,eNodeB,Radio,30,Huawei,Huawei-BBU5900,SN334350063,10.77.189.244,Brighton,East Sussex,Degraded,2023-10-21,2025-06-20,3.9,Low
7484,ENO-EDI-07484,eNodeB,Radio,1,Huawei,Huawei-AAU5239,SN117991560,10.113.173.146,Edinburgh,Scotland,Active,2015-05-10,2021-05-08,2.9,Medium
7485,ENO-CAR-07485,eNodeB,Radio,49,Huawei,Huawei-BBU5900,SN669224301,10.107.221.74,Cardiff,Wales,Offline,2017-08-27,2019-04-26,1.6,High
7486,ENO-BRI-07486,eNodeB,Radio,46,Samsung,Samsung-Access-Unit,SN348025605,10.5.66.186,Brighton,East Sussex,Degraded,2021-06-17,2021-06-26,3.9,Low
7487,ENO-NOT-07487,eNodeB,Radio,25,Ericsson,Ericsson-AIR-6488,SN823652434,10.144.4.46,Nottingham,Nottinghamshire,Active,2025-06-12,2025-08-31,0.9,Critical
7488,ENO-CAR-07488,eNodeB,Radio,46,Samsung,Samsung-Compact-Macro,SN678826022,10.137.154.180,Cardiff,Wales,Offline,2016-05-24,2018-08-22,1.5,Medium
7489,ENO-LEE-07489,eNodeB,Radio,1,Ericsson,Ericsson-Baseband-6630,SN959175865,10.249.213.59,Leeds,West Yorkshire,Active,2017-05-22,2018-07-07,1.4,Critical
7490,ENO-MAN-07490,eNodeB,Radio,46,Nokia,Nokia-AirScale-AEHC,SN484810826,10.47.220.221,Manchester,Greater Manchester,Active,2015-11-19,2021-02-20,3.1,High
7491,ENO-SOU-07491,eNodeB,Radio,24,Huawei,Huawei-AAU5239,SN826804512,10.90.86.205,Southampton,Hampshire,Active,2020-12-28,2025-09-03,1.3,Critical
7492,ENO-EDI-07492,eNodeB,Radio,13,Ericsson,Ericsson-Baseband-6630,SN388979063,10.208.31.246,Edinburgh,Scotland,Active,2020-11-04,2024-12-07,3.6,Low
7493,ENO-SOU-07493,eNodeB,Radio,15,Samsung,Samsung-Compact-Macro,SN981403880,10.65.73.173,Southampton,Hampshire,Active,2018-06-10,2019-05-13,2.9,High
7494,ENO-GLA-07494,eNodeB,Radio,35,Ericsson,Ericsson-AIR-6488,SN678325284,10.236.244.65,Glasgow,Scotland,Active,2017-08-26,2025-09-08,3.5,High
7495,ENO-COV-07495,eNodeB,Radio,27,Samsung,Samsung-Access-Unit,SN608609029,10.54.39.136,Coventry,West Midlands,Maintenance,2021-01-20,2022-05-20,2.2,Critical
7496,ENO-BRI-07496,eNodeB,Radio,33,Samsung,Samsung-Compact-Macro,SN419644787,10.135.56.132,Bristol,Avon,Offline,2022-10-08,2025-01-17,3.2,Low
7497,ENO-BEL-07497,eNodeB,Radio,27,Nokia,Nokia-AirScale-AEQE,SN970093761,10.51.32.20,Belfast,Northern Ireland,Offline,2018-08-18,2024-08-27,3.6,Low
7498,ENO-BEL-07498,eNodeB,Radio,33,Huawei,Huawei-AAU5239,SN911190950,10.37.45.195,Belfast,Northern Ireland,Degraded,2018-05-25,2022-04-06,1.5,High
7499,ENO-CAM-07499,eNodeB,Radio,13,Samsung,Samsung-Compact-Macro,SN505374034,10.21.248.62,Cambridge,Cambridgeshire,Active,2016-02-06,2021-12-26,0.9,Low
7500,ENO-CAR-07500,eNodeB,Radio,15,Samsung,Samsung-Compact-Macro,SN779424616,10.253.178.204,Cardiff,Wales,Offline,2021-01-23,2024-04-28,4.3,Critical
7501,ENO-SHE-07501,eNodeB,Radio,42,ZTE,ZTE-Prx-AAU,SN288504796,10.240.199.254,Sheffield,South Yorkshire,Offline,2021-07-15,2024-12-17,4.7,Medium
7502,ENO-LEI-07502,eNodeB,Radio,46,Ericsson,Ericsson-Baseband-6630,SN362393242,10.135.19.235,Leicester,Leicestershire,Maintenance,2017-07-15,2022-04-10,3.1,Critical
7503,ENO-MAN-07503,eNodeB,Radio,47,ZTE,ZTE-Prx-AAU,SN105928847,10.164.164.245,Manchester,Greater Manchester,Active,2020-10-05,2024-07-14,4.5,Medium
7504,ENO-CAM-07504,eNodeB,Radio,26,Nokia,Nokia-ABIA,SN493144987,10.52.37.58,Cambridge,Cambridgeshire,Active,2016-01-17,2023-07-02,2.7,Critical
7505,ENO-CAR-07505,eNodeB,Radio,5,Ericsson,Ericsson-Radio-4422,SN331456739,10.197.125.229,Cardiff,Wales,Active,2018-12-03,2021-02-18,2.5,Medium
7506,ENO-GLA-07506,eNodeB,Radio,14,ZTE,ZTE-R8988,SN226085130,10.44.160.115,Glasgow,Scotland,Offline,2023-12-19,2025-05-23,1.4,High
7507,ENO-BRI-07507,eNodeB,Radio,4,Huawei,Huawei-RRU5258,SN899988015,10.162.132.147,Brighton,East Sussex,Active,2020-03-19,2025-02-02,2.5,Critical
7508,ENO-SOU-07508,eNodeB,Radio,25,Huawei,Huawei-AAU5239,SN623819513,10.155.186.126,Southampton,Hampshire,Active,2019-07-04,2020-02-07,0.7,Low
7509,ENO-GLA-07509,eNodeB,Radio,14,Samsung,Samsung-Access-Unit,SN250840377,10.15.236.195,Glasgow,Scotland,Degraded,2015-07-08,2019-03-10,1.3,Medium
7510,ENO-LON-07510,eNodeB,Radio,33,Samsung,Samsung-Compact-Macro,SN880340679,10.108.188.49,London,Greater London,Active,2023-06-07,2024-12-28,3.5,Medium
7511,ENO-NOT-07511,eNodeB,Radio,42,Huawei,Huawei-BBU5900,SN286741057,10.249.220.72,Nottingham,Nottinghamshire,Degraded,2017-09-19,2023-04-28,0.7,Critical
7512,ENO-SHE-07512,eNodeB,Radio,7,Ericsson,Ericsson-Baseband-6630,SN784237068,10.189.240.115,Sheffield,South Yorkshire,Active,2016-03-01,2019-10-23,1.2,Critical
7513,ENO-EDI-07513,eNodeB,Radio,38,Ericsson,Ericsson-Radio-4422,SN241621421,10.77.203.8,Edinburgh,Scotland,Degraded,2023-12-07,2024-12-07,0.7,Critical
7514,ENO-REA-07514,eNodeB,Radio,30,ZTE,ZTE-Prx-AAU,SN939675772,10.95.132.86,Reading,Berkshire,Active,2022-07-26,2025-02-14,1.3,High
7515,ENO-SHE-07515,eNodeB,Radio,41,Ericsson,Ericsson-Radio-4422,SN596521527,10.219.207.73,Sheffield,South Yorkshire,Active,2015-11-27,2017-08-23,2.5,Critical
7516,ENO-REA-07516,eNodeB,Radio,38,Samsung,Samsung-Access-Unit,SN848933785,10.148.98.47,Reading,Berkshire,Active,2018-04-22,2025-12-26,4.0,Low
7517,ENO-EDI-07517,eNodeB,Radio,24,Ericsson,Ericsson-Baseband-6630,SN899052577,10.61.69.104,Edinburgh,Scotland,Active,2015-01-26,2016-06-29,2.1,Medium
7518,ENO-LIV-07518,eNodeB,Radio,46,Ericsson,Ericsson-AIR-6488,SN737482152,10.4.180.3,Liverpool,Merseyside,Maintenance,2024-03-24,2025-01-04,1.2,Low
7519,ENO-REA-07519,eNodeB,Radio,44,Nokia,Nokia-ABIA,SN631803350,10.38.144.215,Reading,Berkshire,Active,2019-12-17,2025-08-28,4.4,Low
7520,ENO-NOT-07520,eNodeB,Radio,13,ZTE,ZTE-Prx-AAU,SN547862032,10.73.194.30,Nottingham,Nottinghamshire,Offline,2016-06-24,2017-07-07,2.5,Low
7521,ENO-CAM-07521,eNodeB,Radio,5,Ericsson,Ericsson-Baseband-6630,SN643890053,10.55.54.176,Cambridge,Cambridgeshire,Active,2023-09-04,2025-05-28,4.4,Medium
7522,ENO-REA-07522,eNodeB,Radio,4,Nokia,Nokia-AirScale-AEHC,SN574762782,10.114.227.94,Reading,Berkshire,Active,2015-06-26,2019-05-09,3.2,High
7523,ENO-LON-07523,eNodeB,Radio,13,ZTE,ZTE-Prx-AAU,SN598455495,10.254.135.184,London,Greater London,Active,2021-11-06,2023-02-12,2.4,High
7524,ENO-GLA-07524,eNodeB,Radio,35,Huawei,Huawei-RRU5258,SN307249636,10.37.125.176,Glasgow,Scotland,Offline,2022-11-10,2023-01-11,0.8,Medium
7525,ENO-BIR-07525,eNodeB,Radio,49,Huawei,Huawei-AAU5239,SN362409577,10.43.126.131,Birmingham,West Midlands,Active,2022-08-06,2025-12-12,3.7,Medium
7526,ENO-CAM-07526,eNodeB,Radio,6,Huawei,Huawei-RRU5258,SN832651318,10.43.25.237,Cambridge,Cambridgeshire,Active,2024-08-08,2025-12-29,2.4,Low
7527,ENO-COV-07527,eNodeB,Radio,15,Huawei,Huawei-BBU5900,SN708349911,10.89.23.188,Coventry,West Midlands,Active,2016-01-03,2018-06-24,1.8,Low
7528,ENO-BIR-07528,eNodeB,Radio,49,ZTE,ZTE-Prx-AAU,SN606778913,10.114.140.211,Birmingham,West Midlands,Active,2016-02-04,2020-04-07,0.5,High
7529,ENO-LIV-07529,eNodeB,Radio,4,Huawei,Huawei-BBU5900,SN297003968,10.174.112.229,Liverpool,Merseyside,Maintenance,2020-06-11,2021-12-05,4.2,Critical
7530,ENO-BEL-07530,eNodeB,Radio,23,Samsung,Samsung-Access-Unit,SN464001184,10.189.52.1,Belfast,Northern Ireland,Degraded,2017-06-13,2018-08-14,4.6,Critical
7531,ENO-CAR-07531,eNodeB,Radio,10,Samsung,Samsung-Access-Unit,SN318821591,10.117.157.74,Cardiff,Wales,Offline,2019-12-30,2020-06-01,3.9,Low
7532,ENO-BRI-07532,eNodeB,Radio,7,Nokia,Nokia-ABIA,SN341054193,10.252.35.63,Bristol,Avon,Maintenance,2021-08-19,2024-12-29,1.8,Critical
7533,ENO-SOU-07533,eNodeB,Radio,19,Samsung,Samsung-Compact-Macro,SN556962194,10.165.255.203,Southampton,Hampshire,Maintenance,2018-02-22,2022-06-28,3.2,Critical
7534,ENO-LIV-07534,eNodeB,Radio,24,ZTE,ZTE-Prx-AAU,SN494194370,10.97.57.18,Liverpool,Merseyside,Active,2016-02-09,2017-10-19,1.3,Low
7535,ENO-BRI-07535,eNodeB,Radio,10,Samsung,Samsung-Access-Unit,SN859842657,10.71.31.111,Bristol,Avon,Maintenance,2017-08-01,2022-07-07,2.9,Low
7536,ENO-BIR-07536,eNodeB,Radio,5,ZTE,ZTE-Prx-AAU,SN520824104,10.146.252.108,Birmingham,West Midlands,Offline,2018-09-01,2022-07-26,2.2,Medium
7537,ENO-BIR-07537,eNodeB,Radio,34,Ericsson,Ericsson-AIR-6488,SN904948182,10.233.153.138,Birmingham,West Midlands,Active,2025-02-18,2025-11-08,5.0,Medium
