po_line_id,po_id,product_key,description,quantity_ordered,quantity_received,unit_cost,line_total
24483,4452,21,Item for PO PO004452,796,497,443.34,352898.64
24484,4452,62,Item for PO PO004452,88,61,10.66,938.08
24485,4452,23,Item for PO PO004452,619,560,33.1,20488.9
24486,4453,3,Item for PO PO004453,682,196,350.49,239034.18
24487,4453,5,Item for PO PO004453,430,136,176.42,75860.6
24488,4453,58,Item for PO PO004453,849,740,282.71,240020.79
24489,4453,25,Item for PO PO004453,245,236,242.29,59361.05
24490,4453,31,Item for PO PO004453,779,751,81.12,63192.48
24491,4453,58,Item for PO PO004453,562,134,81.67,45898.54
24492,4453,42,Item for PO PO004453,949,381,496.34,471026.66
24493,4453,33,Item for PO PO004453,37,18,219.18,8109.66
24494,4454,40,Item for PO PO004454,802,802,149.72,120075.44
24495,4454,62,Item for PO PO004454,32,32,223.01,7136.32
24496,4454,6,Item for PO PO004454,511,511,72.24,36914.64
24497,4454,49,Item for PO PO004454,108,108,217.95,23538.6
24498,4454,59,Item for PO PO004454,894,894,117.01,104606.94
24499,4454,42,Item for PO PO004454,41,41,243.45,9981.45
24500,4454,40,Item for PO PO004454,804,804,470.17,378016.68
24501,4455,10,Item for PO PO004455,249,32,360.85,89851.65
24502,4455,61,Item for PO PO004455,113,86,79.75,9011.75
24503,4455,48,Item for PO PO004455,342,183,232.8,79617.6
24504,4456,8,Item for PO PO004456,915,42,298.75,273356.25
24505,4456,18,Item for PO PO004456,577,392,449.44,259326.88
24506,4456,15,Item for PO PO004456,476,473,367.31,174839.56
24507,4457,60,Item for PO PO004457,89,89,437.23,38913.47
24508,4457,41,Item for PO PO004457,899,899,209.35,188205.65
24509,4457,41,Item for PO PO004457,750,750,79.32,59490.0
24510,4457,52,Item for PO PO004457,274,274,447.71,122672.54
24511,4457,10,Item for PO PO004457,656,656,276.54,181410.24
24512,4458,22,Item for PO PO004458,218,218,385.99,84145.82
24513,4458,5,Item for PO PO004458,407,407,346.73,141119.11
24514,4458,56,Item for PO PO004458,649,649,359.48,233302.52
24515,4458,58,Item for PO PO004458,994,994,383.94,381636.36
24516,4458,11,Item for PO PO004458,10,10,331.26,3312.6
24517,4458,13,Item for PO PO004458,84,84,379.18,31851.12
24518,4458,49,Item for PO PO004458,97,97,212.9,20651.3
24519,4459,50,Item for PO PO004459,126,126,402.26,50684.76
24520,4459,10,Item for PO PO004459,994,994,201.38,200171.72
24521,4459,7,Item for PO PO004459,231,231,92.17,21291.27
24522,4460,43,Item for PO PO004460,156,156,333.89,52086.84
24523,4461,22,Item for PO PO004461,624,51,169.46,105743.04
24524,4461,44,Item for PO PO004461,279,146,419.17,116948.43
24525,4461,26,Item for PO PO004461,807,203,269.51,217494.57
24526,4461,61,Item for PO PO004461,778,426,450.45,350450.1
24527,4461,3,Item for PO PO004461,470,178,296.33,139275.1
24528,4461,12,Item for PO PO004461,367,115,301.63,110698.21
24529,4461,41,Item for PO PO004461,505,19,217.85,110014.25
24530,4461,21,Item for PO PO004461,341,119,120.88,41220.08
24531,4461,14,Item for PO PO004461,49,10,446.03,21855.47
24532,4462,57,Item for PO PO004462,127,127,156.11,19825.97
24533,4462,3,Item for PO PO004462,608,608,166.98,101523.84
24534,4462,38,Item for PO PO004462,290,290,111.49,32332.1
24535,4463,61,Item for PO PO004463,496,496,390.16,193519.36
24536,4463,63,Item for PO PO004463,690,690,244.41,168642.9
24537,4463,22,Item for PO PO004463,832,832,46.76,38904.32
24538,4463,15,Item for PO PO004463,836,836,254.77,212987.72
24539,4463,31,Item for PO PO004463,81,81,226.14,18317.34
24540,4463,29,Item for PO PO004463,795,795,39.94,31752.3
24541,4463,47,Item for PO PO004463,616,616,199.61,122959.76
24542,4464,42,Item for PO PO004464,94,20,447.24,42040.56
24543,4464,56,Item for PO PO004464,934,578,306.16,285953.44
24544,4464,48,Item for PO PO004464,149,134,251.97,37543.53
24545,4464,1,Item for PO PO004464,698,213,282.83,197415.34
24546,4464,21,Item for PO PO004464,158,150,156.86,24783.88
24547,4464,11,Item for PO PO004464,533,98,454.74,242376.42
24548,4464,51,Item for PO PO004464,825,815,134.43,110904.75
24549,4464,14,Item for PO PO004464,682,171,370.98,253008.36
24550,4465,49,Item for PO PO004465,436,33,251.59,109693.24
24551,4465,64,Item for PO PO004465,488,326,467.08,227935.04
24552,4465,8,Item for PO PO004465,905,517,466.17,421883.85
24553,4465,20,Item for PO PO004465,375,339,357.23,133961.25
24554,4465,33,Item for PO PO004465,87,34,473.48,41192.76
24555,4466,49,Item for PO PO004466,571,275,423.04,241555.84
24556,4466,18,Item for PO PO004466,724,521,480.97,348222.28
24557,4466,13,Item for PO PO004466,465,421,233.85,108740.25
24558,4466,5,Item for PO PO004466,759,395,314.81,238940.79
24559,4466,44,Item for PO PO004466,727,102,382.91,278375.57
24560,4466,61,Item for PO PO004466,760,92,40.47,30757.2
24561,4466,35,Item for PO PO004466,565,382,431.54,243820.1
24562,4466,55,Item for PO PO004466,924,420,55.73,51494.52
24563,4466,52,Item for PO PO004466,326,120,194.84,63517.84
24564,4466,51,Item for PO PO004466,368,38,90.04,33134.72
24565,4467,46,Item for PO PO004467,819,819,274.93,225167.67
24566,4467,38,Item for PO PO004467,84,84,186.78,15689.52
24567,4467,2,Item for PO PO004467,53,53,29.11,1542.83
24568,4467,61,Item for PO PO004467,643,643,235.4,151362.2
24569,4467,50,Item for PO PO004467,524,524,244.84,128296.16
24570,4468,61,Item for PO PO004468,533,249,352.3,187775.9
24571,4468,59,Item for PO PO004468,830,617,125.23,103940.9
24572,4469,9,Item for PO PO004469,953,723,88.09,83949.77
24573,4469,44,Item for PO PO004469,663,70,497.1,329577.3
24574,4469,59,Item for PO PO004469,431,414,481.97,207729.07
24575,4469,17,Item for PO PO004469,864,3,100.92,87194.88
24576,4469,16,Item for PO PO004469,689,689,256.74,176893.86
24577,4469,54,Item for PO PO004469,550,313,144.04,79222.0
24578,4469,9,Item for PO PO004469,793,151,437.47,346913.71
24579,4469,5,Item for PO PO004469,500,289,294.68,147340.0
24580,4469,2,Item for PO PO004469,96,7,340.37,32675.52
24581,4470,16,Item for PO PO004470,207,207,250.96,51948.72
24582,4470,8,Item for PO PO004470,831,831,100.2,83266.2
24583,4470,18,Item for PO PO004470,607,607,146.88,89156.16
24584,4470,5,Item for PO PO004470,236,236,441.94,104297.84
24585,4470,34,Item for PO PO004470,133,133,379.82,50516.06
24586,4470,22,Item for PO PO004470,255,255,71.83,18316.65
24587,4471,2,Item for PO PO004471,471,57,405.99,191221.29
24588,4471,25,Item for PO PO004471,289,24,137.84,39835.76
24589,4471,28,Item for PO PO004471,621,67,34.58,21474.18
24590,4471,32,Item for PO PO004471,574,18,22.2,12742.8
24591,4471,26,Item for PO PO004471,817,104,465.1,379986.7
24592,4471,55,Item for PO PO004471,892,849,412.0,367504.0
24593,4471,30,Item for PO PO004471,498,427,277.01,137950.98
24594,4472,51,Item for PO PO004472,645,645,338.78,218513.1
24595,4472,17,Item for PO PO004472,292,292,271.85,79380.2
24596,4472,29,Item for PO PO004472,940,940,483.99,454950.6
24597,4472,9,Item for PO PO004472,165,165,375.58,61970.7
24598,4472,11,Item for PO PO004472,742,742,379.73,281759.66
24599,4472,64,Item for PO PO004472,50,50,367.0,18350.0
24600,4472,2,Item for PO PO004472,77,77,448.29,34518.33
24601,4472,44,Item for PO PO004472,704,704,104.48,73553.92
24602,4473,46,Item for PO PO004473,709,709,221.93,157348.37
24603,4473,14,Item for PO PO004473,949,949,236.9,224818.1
24604,4474,16,Item for PO PO004474,121,65,425.48,51483.08
24605,4474,22,Item for PO PO004474,590,12,154.75,91302.5
24606,4474,62,Item for PO PO004474,937,420,445.05,417011.85
24607,4474,61,Item for PO PO004474,56,21,384.28,21519.68
24608,4474,48,Item for PO PO004474,957,499,247.59,236943.63
24609,4474,7,Item for PO PO004474,82,56,278.78,22859.96
24610,4474,61,Item for PO PO004474,970,115,492.92,478132.4
24611,4474,10,Item for PO PO004474,747,344,101.73,75992.31
24612,4474,8,Item for PO PO004474,638,511,90.11,57490.18
24613,4474,50,Item for PO PO004474,789,230,216.81,171063.09
24614,4475,48,Item for PO PO004475,109,109,59.67,6504.03
24615,4475,44,Item for PO PO004475,133,133,480.91,63961.03
24616,4476,59,Item for PO PO004476,568,568,360.49,204758.32
24617,4476,34,Item for PO PO004476,95,95,232.2,22059.0
24618,4476,15,Item for PO PO004476,766,766,382.02,292627.32
24619,4476,57,Item for PO PO004476,650,650,61.06,39689.0
24620,4476,23,Item for PO PO004476,328,328,66.89,21939.92
24621,4476,11,Item for PO PO004476,550,550,208.03,114416.5
24622,4476,63,Item for PO PO004476,841,841,491.57,413410.37
24623,4476,32,Item for PO PO004476,324,324,318.56,103213.44
24624,4476,24,Item for PO PO004476,222,222,91.19,20244.18
24625,4476,20,Item for PO PO004476,788,788,297.66,234556.08
24626,4477,50,Item for PO PO004477,85,78,87.01,7395.85
24627,4477,42,Item for PO PO004477,107,55,260.81,27906.67
24628,4477,61,Item for PO PO004477,474,79,329.16,156021.84
24629,4477,3,Item for PO PO004477,754,754,262.65,198038.1
24630,4477,62,Item for PO PO004477,551,490,421.45,232218.95
24631,4477,29,Item for PO PO004477,604,337,117.83,71169.32
24632,4477,50,Item for PO PO004477,547,215,353.11,193151.17
24633,4477,18,Item for PO PO004477,898,544,367.44,329961.12
24634,4477,64,Item for PO PO004477,404,92,371.06,149908.24
24635,4478,44,Item for PO PO004478,245,245,366.05,89682.25
24636,4478,13,Item for PO PO004478,534,534,104.04,55557.36
24637,4478,51,Item for PO PO004478,732,732,212.55,155586.6
24638,4478,55,Item for PO PO004478,104,104,30.34,3155.36
24639,4478,45,Item for PO PO004478,575,575,464.62,267156.5
24640,4478,18,Item for PO PO004478,620,620,177.86,110273.2
24641,4478,32,Item for PO PO004478,431,431,444.84,191726.04
24642,4478,37,Item for PO PO004478,883,883,112.89,99681.87
24643,4478,13,Item for PO PO004478,968,968,390.48,377984.64
24644,4478,8,Item for PO PO004478,202,202,335.1,67690.2
24645,4479,61,Item for PO PO004479,86,53,384.32,33051.52
24646,4479,23,Item for PO PO004479,146,96,97.45,14227.7
24647,4479,57,Item for PO PO004479,188,39,364.04,68439.52
24648,4479,13,Item for PO PO004479,320,157,386.27,123606.4
24649,4479,59,Item for PO PO004479,781,710,245.77,191946.37
24650,4479,51,Item for PO PO004479,130,51,442.22,57488.6
24651,4479,28,Item for PO PO004479,178,72,67.89,12084.42
24652,4479,15,Item for PO PO004479,938,791,188.96,177244.48
24653,4479,52,Item for PO PO004479,105,42,467.12,49047.6
24654,4479,60,Item for PO PO004479,206,85,63.94,13171.64
24655,4480,8,Item for PO PO004480,251,165,60.02,15065.02
24656,4480,64,Item for PO PO004480,927,297,143.5,133024.5
24657,4480,18,Item for PO PO004480,500,88,99.38,49690.0
24658,4480,28,Item for PO PO004480,508,214,30.8,15646.4
24659,4480,46,Item for PO PO004480,399,374,358.29,142957.71
24660,4480,7,Item for PO PO004480,30,12,56.16,1684.8
24661,4480,46,Item for PO PO004480,269,149,245.17,65950.73
24662,4480,33,Item for PO PO004480,737,721,429.67,316666.79
24663,4480,13,Item for PO PO004480,145,60,337.44,48928.8
24664,4480,47,Item for PO PO004480,236,236,76.03,17943.08
24665,4481,2,Item for PO PO004481,899,899,438.54,394247.46
24666,4481,49,Item for PO PO004481,506,506,328.17,166054.02
24667,4481,32,Item for PO PO004481,103,103,201.9,20795.7
24668,4481,13,Item for PO PO004481,724,724,138.32,100143.68
24669,4481,12,Item for PO PO004481,545,545,383.29,208893.05
24670,4481,18,Item for PO PO004481,135,135,358.21,48358.35
24671,4481,35,Item for PO PO004481,456,456,338.6,154401.6
24672,4482,17,Item for PO PO004482,888,236,308.41,273868.08
24673,4482,53,Item for PO PO004482,875,784,250.15,218881.25
24674,4482,45,Item for PO PO004482,939,84,292.18,274357.02
24675,4482,4,Item for PO PO004482,985,233,404.19,398127.15
24676,4482,56,Item for PO PO004482,547,107,454.8,248775.6
24677,4482,41,Item for PO PO004482,414,104,423.13,175175.82
24678,4482,62,Item for PO PO004482,191,187,407.24,77782.84
24679,4483,28,Item for PO PO004483,620,620,337.35,209157.0
24680,4484,17,Item for PO PO004484,493,298,474.73,234041.89
24681,4485,24,Item for PO PO004485,172,153,182.66,31417.52
24682,4485,3,Item for PO PO004485,403,13,417.63,168304.89
24683,4486,42,Item for PO PO004486,80,80,471.16,37692.8
24684,4486,40,Item for PO PO004486,466,466,214.75,100073.5
24685,4486,52,Item for PO PO004486,342,342,325.45,111303.9
24686,4487,33,Item for PO PO004487,631,631,86.14,54354.34
24687,4487,54,Item for PO PO004487,401,401,168.29,67484.29
24688,4487,47,Item for PO PO004487,100,100,158.91,15891.0
24689,4487,33,Item for PO PO004487,69,69,480.75,33171.75
24690,4487,29,Item for PO PO004487,209,209,20.68,4322.12
24691,4487,48,Item for PO PO004487,484,484,136.71,66167.64
24692,4487,39,Item for PO PO004487,404,404,343.92,138943.68
24693,4487,1,Item for PO PO004487,627,627,238.83,149746.41
24694,4488,37,Item for PO PO004488,861,332,46.04,39640.44
24695,4488,54,Item for PO PO004488,927,95,259.03,240120.81
24696,4488,16,Item for PO PO004488,198,167,59.33,11747.34
24697,4488,7,Item for PO PO004488,370,191,285.21,105527.7
24698,4488,19,Item for PO PO004488,236,218,65.98,15571.28
24699,4489,5,Item for PO PO004489,853,737,355.88,303565.64
24700,4489,21,Item for PO PO004489,957,822,255.87,244867.59
24701,4489,58,Item for PO PO004489,648,479,496.86,321965.28
24702,4489,19,Item for PO PO004489,798,628,374.64,298962.72
24703,4489,26,Item for PO PO004489,195,32,441.48,86088.6
24704,4489,39,Item for PO PO004489,555,19,389.16,215983.8
24705,4490,11,Item for PO PO004490,609,503,186.63,113657.67
24706,4490,7,Item for PO PO004490,733,698,266.97,195689.01
24707,4491,51,Item for PO PO004491,54,54,332.07,17931.78
24708,4492,40,Item for PO PO004492,353,353,134.2,47372.6
24709,4492,27,Item for PO PO004492,488,488,423.17,206506.96
24710,4492,10,Item for PO PO004492,87,87,312.3,27170.1
24711,4492,17,Item for PO PO004492,796,796,297.68,236953.28
24712,4492,64,Item for PO PO004492,845,845,428.15,361786.75
24713,4492,33,Item for PO PO004492,73,73,93.16,6800.68
24714,4492,15,Item for PO PO004492,89,89,352.59,31380.51
24715,4492,59,Item for PO PO004492,309,309,404.85,125098.65
24716,4492,19,Item for PO PO004492,548,548,351.01,192353.48
24717,4493,54,Item for PO PO004493,95,85,381.35,36228.25
24718,4493,46,Item for PO PO004493,800,400,421.97,337576.0
24719,4494,20,Item for PO PO004494,724,724,18.65,13502.6
24720,4494,34,Item for PO PO004494,239,239,249.39,59604.21
24721,4494,23,Item for PO PO004494,780,780,443.06,345586.8
24722,4495,61,Item for PO PO004495,725,725,56.48,40948.0
24723,4495,1,Item for PO PO004495,694,694,399.49,277246.06
24724,4495,24,Item for PO PO004495,633,633,435.03,275373.99
24725,4495,38,Item for PO PO004495,699,699,305.77,213733.23
24726,4495,1,Item for PO PO004495,855,855,344.88,294872.4
24727,4496,17,Item for PO PO004496,104,94,195.84,20367.36
24728,4497,61,Item for PO PO004497,249,44,443.84,110516.16
24729,4497,52,Item for PO PO004497,263,212,465.18,122342.34
24730,4497,46,Item for PO PO004497,63,13,396.19,24959.97
24731,4497,23,Item for PO PO004497,299,141,210.72,63005.28
24732,4498,39,Item for PO PO004498,554,554,418.93,232087.22
24733,4498,55,Item for PO PO004498,706,706,292.51,206512.06
24734,4498,11,Item for PO PO004498,72,72,413.55,29775.6
24735,4498,17,Item for PO PO004498,805,805,172.32,138717.6
24736,4499,25,Item for PO PO004499,193,193,63.23,12203.39
24737,4499,59,Item for PO PO004499,542,542,361.55,195960.1
24738,4499,57,Item for PO PO004499,534,534,312.9,167088.6
24739,4499,41,Item for PO PO004499,922,922,145.68,134316.96
24740,4499,35,Item for PO PO004499,372,372,261.38,97233.36
24741,4499,8,Item for PO PO004499,189,189,467.22,88304.58
24742,4499,64,Item for PO PO004499,20,20,473.05,9461.0
24743,4499,13,Item for PO PO004499,322,322,345.83,111357.26
24744,4499,18,Item for PO PO004499,872,872,158.26,138002.72
24745,4499,64,Item for PO PO004499,694,694,336.81,233746.14
24746,4500,42,Item for PO PO004500,349,199,78.79,27497.71
24747,4500,59,Item for PO PO004500,163,139,297.53,48497.39
24748,4501,37,Item for PO PO004501,748,406,456.18,341222.64
24749,4501,45,Item for PO PO004501,824,383,20.32,16743.68
24750,4502,4,Item for PO PO004502,326,1,487.69,158986.94
24751,4502,6,Item for PO PO004502,720,447,208.9,150408.0
24752,4502,23,Item for PO PO004502,754,621,339.19,255749.26
24753,4502,16,Item for PO PO004502,110,23,288.98,31787.8
24754,4502,19,Item for PO PO004502,843,768,332.55,280339.65
24755,4502,33,Item for PO PO004502,358,1,340.11,121759.38
24756,4502,56,Item for PO PO004502,886,598,494.11,437781.46
24757,4502,50,Item for PO PO004502,631,482,272.53,171966.43
24758,4503,49,Item for PO PO004503,938,255,467.1,438139.8
24759,4503,23,Item for PO PO004503,71,32,57.09,4053.39
24760,4503,4,Item for PO PO004503,341,92,56.84,19382.44
24761,4503,34,Item for PO PO004503,731,105,456.66,333818.46
24762,4504,17,Item for PO PO004504,667,667,468.12,312236.04
24763,4504,33,Item for PO PO004504,323,323,292.52,94483.96
24764,4504,5,Item for PO PO004504,319,319,443.04,141329.76
24765,4504,46,Item for PO PO004504,57,57,61.39,3499.23
24766,4504,34,Item for PO PO004504,174,174,39.19,6819.06
24767,4504,62,Item for PO PO004504,594,594,473.51,281264.94
24768,4505,2,Item for PO PO004505,15,1,494.21,7413.15
24769,4505,31,Item for PO PO004505,263,93,225.43,59288.09
24770,4505,11,Item for PO PO004505,44,14,214.87,9454.28
24771,4506,17,Item for PO PO004506,337,136,41.53,13995.61
24772,4506,42,Item for PO PO004506,770,248,386.65,297720.5
24773,4506,10,Item for PO PO004506,510,395,186.03,94875.3
24774,4506,62,Item for PO PO004506,682,580,193.84,132198.88
24775,4506,26,Item for PO PO004506,44,13,65.45,2879.8
24776,4506,35,Item for PO PO004506,767,263,358.53,274992.51
24777,4506,43,Item for PO PO004506,629,253,86.86,54634.94
24778,4506,33,Item for PO PO004506,556,345,186.24,103549.44
24779,4506,63,Item for PO PO004506,854,110,58.58,50027.32
24780,4506,52,Item for PO PO004506,433,290,128.84,55787.72
24781,4507,34,Item for PO PO004507,351,19,297.31,104355.81
24782,4507,54,Item for PO PO004507,714,295,35.7,25489.8
24783,4507,21,Item for PO PO004507,516,357,266.06,137286.96
24784,4507,25,Item for PO PO004507,408,203,348.42,142155.36
24785,4507,28,Item for PO PO004507,293,82,27.56,8075.08
24786,4507,60,Item for PO PO004507,278,82,463.0,128714.0
24787,4507,12,Item for PO PO004507,782,169,258.5,202147.0
24788,4507,58,Item for PO PO004507,719,342,319.38,229634.22
24789,4507,35,Item for PO PO004507,458,408,453.9,207886.2
24790,4507,32,Item for PO PO004507,455,428,145.03,65988.65
24791,4508,42,Item for PO PO004508,637,283,184.99,117838.63
24792,4508,22,Item for PO PO004508,206,187,109.82,22622.92
24793,4508,20,Item for PO PO004508,110,58,497.52,54727.2
24794,4508,7,Item for PO PO004508,154,125,76.12,11722.48
24795,4508,45,Item for PO PO004508,951,935,315.41,299954.91
24796,4509,39,Item for PO PO004509,669,124,115.48,77256.12
24797,4509,13,Item for PO PO004509,706,585,221.47,156357.82
24798,4509,12,Item for PO PO004509,287,138,174.44,50064.28
24799,4509,54,Item for PO PO004509,586,118,202.07,118413.02
24800,4509,54,Item for PO PO004509,499,110,191.72,95668.28
24801,4509,33,Item for PO PO004509,232,4,371.2,86118.4
24802,4509,6,Item for PO PO004509,204,197,282.61,57652.44
24803,4509,38,Item for PO PO004509,89,41,376.32,33492.48
24804,4509,39,Item for PO PO004509,616,594,189.3,116608.8
24805,4509,29,Item for PO PO004509,319,264,336.87,107461.53
24806,4510,57,Item for PO PO004510,266,266,319.42,84965.72
24807,4510,52,Item for PO PO004510,903,903,257.91,232892.73
24808,4510,6,Item for PO PO004510,682,682,42.77,29169.14
24809,4510,41,Item for PO PO004510,608,608,58.18,35373.44
24810,4510,4,Item for PO PO004510,831,831,473.41,393403.71
24811,4510,29,Item for PO PO004510,585,585,111.11,64999.35
24812,4510,30,Item for PO PO004510,927,927,242.49,224788.23
24813,4510,32,Item for PO PO004510,925,925,261.9,242257.5
24814,4510,60,Item for PO PO004510,870,870,33.85,29449.5
24815,4511,5,Item for PO PO004511,506,53,14.66,7417.96
24816,4511,56,Item for PO PO004511,241,165,337.08,81236.28
24817,4511,7,Item for PO PO004511,669,383,497.28,332680.32
24818,4511,41,Item for PO PO004511,593,440,286.39,169829.27
24819,4511,42,Item for PO PO004511,838,830,188.04,157577.52
24820,4511,20,Item for PO PO004511,473,196,407.19,192600.87
24821,4511,47,Item for PO PO004511,758,405,255.61,193752.38
24822,4512,63,Item for PO PO004512,76,76,113.05,8591.8
24823,4512,7,Item for PO PO004512,317,317,314.29,99629.93
24824,4512,43,Item for PO PO004512,610,610,272.3,166103.0
24825,4512,11,Item for PO PO004512,888,888,79.6,70684.8
24826,4512,8,Item for PO PO004512,817,817,157.42,128612.14
24827,4512,58,Item for PO PO004512,45,45,128.83,5797.35
24828,4512,48,Item for PO PO004512,422,422,271.81,114703.82
24829,4513,47,Item for PO PO004513,382,382,486.03,185663.46
24830,4513,47,Item for PO PO004513,718,718,332.72,238892.96
24831,4513,37,Item for PO PO004513,277,277,215.13,59591.01
24832,4513,35,Item for PO PO004513,915,915,40.61,37158.15
24833,4513,18,Item for PO PO004513,227,227,300.74,68267.98
24834,4513,30,Item for PO PO004513,737,737,310.26,228661.62
24835,4513,58,Item for PO PO004513,707,707,329.97,233288.79
24836,4513,23,Item for PO PO004513,160,160,382.79,61246.4
24837,4513,16,Item for PO PO004513,556,556,27.21,15128.76
24838,4514,48,Item for PO PO004514,522,49,172.5,90045.0
24839,4514,13,Item for PO PO004514,250,145,106.37,26592.5
24840,4514,31,Item for PO PO004514,621,484,417.81,259460.01
24841,4514,59,Item for PO PO004514,147,3,117.3,17243.1
24842,4514,9,Item for PO PO004514,445,139,200.88,89391.6
24843,4515,8,Item for PO PO004515,103,43,384.19,39571.57
24844,4515,53,Item for PO PO004515,450,299,436.21,196294.5
24845,4516,18,Item for PO PO004516,434,434,249.2,108152.8
24846,4516,32,Item for PO PO004516,485,485,229.55,111331.75
24847,4516,50,Item for PO PO004516,604,604,63.13,38130.52
24848,4517,57,Item for PO PO004517,586,586,194.37,113900.82
24849,4517,15,Item for PO PO004517,245,245,391.99,96037.55
24850,4517,33,Item for PO PO004517,251,251,216.23,54273.73
24851,4517,25,Item for PO PO004517,119,119,365.25,43464.75
24852,4517,51,Item for PO PO004517,941,941,494.0,464854.0
24853,4517,39,Item for PO PO004517,869,869,289.09,251219.21
24854,4517,35,Item for PO PO004517,665,665,425.34,282851.1
24855,4517,52,Item for PO PO004517,735,735,247.93,182228.55
24856,4517,60,Item for PO PO004517,401,401,469.36,188213.36
24857,4517,59,Item for PO PO004517,189,189,98.78,18669.42
24858,4518,24,Item for PO PO004518,306,121,484.4,148226.4
24859,4518,18,Item for PO PO004518,214,110,312.08,66785.12
24860,4518,16,Item for PO PO004518,494,202,356.09,175908.46
24861,4519,28,Item for PO PO004519,917,811,317.1,290780.7
24862,4519,39,Item for PO PO004519,204,40,57.89,11809.56
24863,4520,24,Item for PO PO004520,106,106,315.37,33429.22
24864,4520,39,Item for PO PO004520,288,288,40.21,11580.48
24865,4520,22,Item for PO PO004520,103,103,452.33,46589.99
24866,4520,51,Item for PO PO004520,917,917,487.29,446844.93
24867,4520,62,Item for PO PO004520,909,909,451.16,410104.44
24868,4521,36,Item for PO PO004521,35,35,449.06,15717.1
24869,4521,17,Item for PO PO004521,804,804,47.22,37964.88
24870,4521,51,Item for PO PO004521,961,961,118.26,113647.86
24871,4521,32,Item for PO PO004521,248,248,47.26,11720.48
24872,4521,27,Item for PO PO004521,552,552,400.52,221087.04
24873,4521,50,Item for PO PO004521,128,128,455.32,58280.96
24874,4521,34,Item for PO PO004521,553,553,264.62,146334.86
24875,4521,21,Item for PO PO004521,312,312,497.16,155113.92
24876,4521,62,Item for PO PO004521,148,148,146.66,21705.68
24877,4521,58,Item for PO PO004521,458,458,459.29,210354.82
24878,4522,46,Item for PO PO004522,954,492,471.82,450116.28
24879,4522,6,Item for PO PO004522,888,103,50.27,44639.76
24880,4522,35,Item for PO PO004522,64,40,224.18,14347.52
24881,4522,40,Item for PO PO004522,366,353,40.34,14764.44
24882,4523,28,Item for PO PO004523,690,690,102.91,71007.9
24883,4523,30,Item for PO PO004523,553,553,81.84,45257.52
24884,4523,30,Item for PO PO004523,455,455,76.48,34798.4
24885,4523,54,Item for PO PO004523,27,27,311.66,8414.82
24886,4523,27,Item for PO PO004523,880,880,50.7,44616.0
24887,4523,26,Item for PO PO004523,497,497,375.55,186648.35
24888,4523,33,Item for PO PO004523,588,588,472.36,277747.68
24889,4523,39,Item for PO PO004523,741,741,462.14,342445.74
24890,4523,30,Item for PO PO004523,605,605,64.73,39161.65
24891,4524,53,Item for PO PO004524,65,5,442.62,28770.3
24892,4524,34,Item for PO PO004524,742,251,327.13,242730.46
24893,4524,44,Item for PO PO004524,389,162,228.03,88703.67
24894,4524,28,Item for PO PO004524,352,19,414.74,145988.48
24895,4525,53,Item for PO PO004525,101,101,171.91,17362.91
24896,4525,7,Item for PO PO004525,37,37,205.84,7616.08
24897,4525,12,Item for PO PO004525,157,157,468.94,73623.58
24898,4526,28,Item for PO PO004526,764,186,110.37,84322.68
24899,4526,30,Item for PO PO004526,592,548,135.06,79955.52
24900,4526,61,Item for PO PO004526,795,711,107.0,85065.0
24901,4527,37,Item for PO PO004527,405,405,117.26,47490.3
24902,4528,20,Item for PO PO004528,748,511,115.26,86214.48
24903,4528,44,Item for PO PO004528,189,118,133.06,25148.34
24904,4528,39,Item for PO PO004528,996,135,495.9,493916.4
24905,4528,45,Item for PO PO004528,429,311,198.1,84984.9
24906,4528,26,Item for PO PO004528,60,24,65.47,3928.2
24907,4528,32,Item for PO PO004528,270,143,102.04,27550.8
24908,4528,39,Item for PO PO004528,733,281,245.61,180032.13
24909,4529,61,Item for PO PO004529,724,724,148.79,107723.96
24910,4530,47,Item for PO PO004530,49,49,217.74,10669.26
24911,4530,21,Item for PO PO004530,937,786,59.97,56191.89
24912,4531,27,Item for PO PO004531,518,295,281.55,145842.9
24913,4531,37,Item for PO PO004531,129,26,17.79,2294.91
24914,4531,50,Item for PO PO004531,455,156,477.95,217467.25
24915,4531,50,Item for PO PO004531,667,457,93.29,62224.43
24916,4531,40,Item for PO PO004531,559,143,467.75,261472.25
24917,4531,11,Item for PO PO004531,714,270,112.48,80310.72
24918,4531,48,Item for PO PO004531,335,53,397.06,133015.1
24919,4532,53,Item for PO PO004532,514,274,425.21,218557.94
24920,4532,63,Item for PO PO004532,22,1,69.46,1528.12
24921,4532,6,Item for PO PO004532,609,590,74.0,45066.0
24922,4532,34,Item for PO PO004532,180,134,119.51,21511.8
24923,4532,26,Item for PO PO004532,93,42,159.2,14805.6
24924,4532,31,Item for PO PO004532,555,392,175.27,97274.85
24925,4532,8,Item for PO PO004532,959,484,259.54,248898.86
24926,4533,10,Item for PO PO004533,552,334,157.78,87094.56
24927,4533,5,Item for PO PO004533,816,795,236.27,192796.32
24928,4533,2,Item for PO PO004533,160,47,94.08,15052.8
24929,4533,16,Item for PO PO004533,46,4,314.33,14459.18
24930,4533,7,Item for PO PO004533,334,150,11.79,3937.86
24931,4533,16,Item for PO PO004533,327,136,443.54,145037.58
24932,4534,64,Item for PO PO004534,216,35,325.94,70403.04
