complaint_id,complaint_reference,customer_key,customer_type,category,channel,received_date,acknowledged_date,resolved_date,outcome,compensation_amount,escalated_to_ombudsman,root_cause
3749,CMP003749,3214,Consumer,Pricing,Regulator,2023-09-03,2023-09-04,2023-10-28,Partially Upheld,499.06,False,Process Failure
3160,CMP003160,3111,Consumer,Sales Practice,Social Media,2023-09-03,2023-09-03,2023-09-18,Withdrawn,0.0,False,Staff Error
10003,CMP010003,319,B2B,Service Quality,Email,2023-09-03,2023-09-04,2023-10-07,Partially Upheld,409.27,False,System Error
491,CMP000491,4856,Consumer,Billing,Regulator,2023-09-03,2023-09-03,2023-09-24,Partially Upheld,386.06,False,Process Failure
18808,CMP018808,44,B2B,Pricing,Ombudsman,2023-09-03,2023-09-05,2023-09-12,Upheld,292.44,False,Staff Error
12114,CMP012114,2379,Consumer,Contract Terms,Regulator,2023-09-03,2023-09-03,2023-10-22,Withdrawn,0.0,False,Process Failure
11820,CMP011820,497,Consumer,Billing,Phone,2023-09-03,2023-09-03,2023-09-12,Upheld,362.77,False,Policy Gap
11876,CMP011876,3100,Consumer,Billing,Regulator,2023-09-03,2023-09-05,2023-09-10,Partially Upheld,23.56,False,Staff Error
1105,CMP001105,943,Consumer,Sales Practice,Ombudsman,2023-09-04,2023-09-05,2023-10-14,Withdrawn,0.0,False,System Error
6481,CMP006481,4884,Consumer,Service Quality,Letter,2023-09-04,2023-09-05,2023-10-24,Upheld,229.55,False,Staff Error
662,CMP000662,992,B2B,Service Quality,Phone,2023-09-04,2023-09-04,2023-10-09,Upheld,98.03,False,System Error
13378,CMP013378,925,B2B,Sales Practice,Regulator,2023-09-04,2023-09-05,2023-10-14,Upheld,465.53,False,Staff Error
1332,CMP001332,4885,Consumer,Privacy,Email,2023-09-04,2023-09-05,2023-10-19,Partially Upheld,79.84,False,System Error
7265,CMP007265,4948,Consumer,Privacy,Letter,2023-09-04,2023-09-05,,Pending,0.0,True,
17323,CMP017323,2756,Consumer,Customer Service,Email,2023-09-04,2023-09-04,2023-10-01,Partially Upheld,146.58,False,Policy Gap
10097,CMP010097,764,B2B,Sales Practice,Letter,2023-09-04,2023-09-06,2023-10-25,Withdrawn,0.0,False,Customer Misunderstanding
8495,CMP008495,4001,Consumer,Service Quality,Ombudsman,2023-09-04,2023-09-05,2023-10-02,Upheld,112.34,False,Process Failure
4019,CMP004019,884,B2B,Customer Service,Social Media,2023-09-04,2023-09-06,2023-10-24,Not Upheld,0.0,False,Staff Error
6074,CMP006074,4051,Consumer,Customer Service,Social Media,2023-09-04,2023-09-04,2023-10-27,Upheld,155.6,False,System Error
11070,CMP011070,4120,Consumer,Pricing,Phone,2023-09-04,2023-09-04,,Pending,0.0,False,
15018,CMP015018,3459,Consumer,Customer Service,Phone,2023-09-04,2023-09-05,2023-09-20,Withdrawn,0.0,False,Process Failure
1986,CMP001986,3585,Consumer,Network Coverage,Regulator,2023-09-05,2023-09-07,2023-09-10,Not Upheld,0.0,False,Staff Error
9868,CMP009868,2419,Consumer,Billing,Social Media,2023-09-05,2023-09-07,2023-09-24,Partially Upheld,133.11,False,Process Failure
12863,CMP012863,2381,Consumer,Sales Practice,Email,2023-09-05,2023-09-05,2023-10-07,Partially Upheld,173.79,False,Policy Gap
17339,CMP017339,4963,Consumer,Pricing,Email,2023-09-05,2023-09-05,,Pending,0.0,False,
17121,CMP017121,3362,Consumer,Sales Practice,Email,2023-09-05,2023-09-06,2023-10-31,Upheld,19.71,False,Process Failure
15683,CMP015683,390,Consumer,Pricing,Email,2023-09-05,2023-09-05,2023-10-26,Not Upheld,0.0,False,System Error
9991,CMP009991,1074,Consumer,Privacy,Ombudsman,2023-09-05,2023-09-05,,Pending,0.0,False,
6685,CMP006685,275,Consumer,Network Coverage,Letter,2023-09-05,2023-09-07,2023-09-19,Withdrawn,0.0,False,Customer Misunderstanding
6699,CMP006699,345,B2B,Pricing,Social Media,2023-09-05,2023-09-07,,Pending,0.0,False,
19054,CMP019054,738,B2B,Service Quality,Ombudsman,2023-09-05,2023-09-07,2023-10-15,Partially Upheld,432.3,False,Staff Error
18284,CMP018284,3952,Consumer,Contract Terms,Letter,2023-09-05,2023-09-05,,Pending,0.0,False,
10304,CMP010304,1517,Consumer,Pricing,Letter,2023-09-05,2023-09-05,2023-09-19,Upheld,477.95,False,Policy Gap
17577,CMP017577,3174,Consumer,Billing,Social Media,2023-09-05,2023-09-06,2023-09-21,Partially Upheld,408.63,False,Customer Misunderstanding
11132,CMP011132,3665,Consumer,Service Quality,Ombudsman,2023-09-05,2023-09-07,2023-09-21,Not Upheld,0.0,False,Policy Gap
15402,CMP015402,3588,Consumer,Customer Service,Email,2023-09-05,2023-09-06,2023-10-09,Partially Upheld,164.64,False,Customer Misunderstanding
18507,CMP018507,1824,Consumer,Billing,Letter,2023-09-05,2023-09-06,2023-10-27,Partially Upheld,13.07,False,Staff Error
12717,CMP012717,2379,Consumer,Network Coverage,Ombudsman,2023-09-05,2023-09-06,2023-10-23,Upheld,156.07,False,Staff Error
13961,CMP013961,125,Consumer,Privacy,Email,2023-09-06,2023-09-06,2023-10-06,Withdrawn,0.0,False,Process Failure
18212,CMP018212,2582,Consumer,Service Quality,Social Media,2023-09-06,2023-09-07,,Pending,0.0,False,
2637,CMP002637,228,Consumer,Service Quality,Email,2023-09-06,2023-09-08,2023-10-01,Upheld,138.18,False,Policy Gap
12758,CMP012758,870,B2B,Service Quality,Phone,2023-09-06,2023-09-06,,Pending,0.0,False,
17117,CMP017117,2938,Consumer,Sales Practice,Phone,2023-09-06,2023-09-08,2023-09-14,Not Upheld,0.0,False,Staff Error
10080,CMP010080,343,Consumer,Network Coverage,Email,2023-09-06,2023-09-07,,Pending,0.0,True,
19406,CMP019406,3532,Consumer,Customer Service,Ombudsman,2023-09-06,2023-09-08,2023-09-23,Upheld,487.89,False,Customer Misunderstanding
16028,CMP016028,730,B2B,Privacy,Ombudsman,2023-09-06,2023-09-08,,Pending,0.0,False,
10352,CMP010352,3329,Consumer,Service Quality,Phone,2023-09-07,2023-09-09,2023-10-01,Withdrawn,0.0,False,System Error
10021,CMP010021,4310,Consumer,Sales Practice,Phone,2023-09-07,2023-09-09,2023-09-24,Withdrawn,0.0,False,Staff Error
10712,CMP010712,469,Consumer,Pricing,Ombudsman,2023-09-07,2023-09-09,,Pending,0.0,False,
14088,CMP014088,4176,Consumer,Privacy,Email,2023-09-07,2023-09-07,2023-10-31,Withdrawn,0.0,False,Staff Error
9111,CMP009111,1938,Consumer,Customer Service,Email,2023-09-07,2023-09-09,,Pending,0.0,False,
18277,CMP018277,2937,Consumer,Billing,Regulator,2023-09-07,2023-09-07,2023-10-15,Not Upheld,0.0,False,Process Failure
2909,CMP002909,1634,Consumer,Pricing,Regulator,2023-09-07,2023-09-08,2023-09-13,Not Upheld,0.0,False,System Error
2064,CMP002064,4935,Consumer,Contract Terms,Ombudsman,2023-09-07,2023-09-08,2023-10-26,Withdrawn,0.0,False,Customer Misunderstanding
6887,CMP006887,2500,Consumer,Sales Practice,Letter,2023-09-07,2023-09-08,,Pending,0.0,False,
16320,CMP016320,754,B2B,Service Quality,Letter,2023-09-07,2023-09-08,,Pending,0.0,False,
18491,CMP018491,3884,Consumer,Privacy,Email,2023-09-08,2023-09-10,2023-10-03,Not Upheld,0.0,False,Process Failure
10678,CMP010678,2353,Consumer,Contract Terms,Phone,2023-09-08,2023-09-09,,Pending,0.0,False,
9350,CMP009350,310,B2B,Sales Practice,Ombudsman,2023-09-08,2023-09-09,,Pending,0.0,False,
10240,CMP010240,537,B2B,Network Coverage,Phone,2023-09-08,2023-09-09,2023-09-23,Not Upheld,0.0,False,Policy Gap
3852,CMP003852,3149,Consumer,Service Quality,Ombudsman,2023-09-08,2023-09-10,2023-09-28,Withdrawn,0.0,False,Staff Error
16463,CMP016463,964,Consumer,Privacy,Social Media,2023-09-08,2023-09-09,2023-09-20,Not Upheld,0.0,False,Process Failure
10632,CMP010632,3864,Consumer,Sales Practice,Ombudsman,2023-09-08,2023-09-08,2023-10-09,Partially Upheld,299.54,False,Staff Error
17472,CMP017472,751,Consumer,Pricing,Regulator,2023-09-09,2023-09-09,2023-09-26,Partially Upheld,124.9,False,Customer Misunderstanding
17347,CMP017347,116,Consumer,Privacy,Email,2023-09-09,2023-09-11,2023-10-18,Upheld,253.05,False,System Error
14728,CMP014728,3793,Consumer,Network Coverage,Letter,2023-09-09,2023-09-10,2023-10-14,Upheld,263.13,False,System Error
17096,CMP017096,4500,Consumer,Network Coverage,Letter,2023-09-09,2023-09-09,2023-09-27,Partially Upheld,176.37,False,Policy Gap
1148,CMP001148,1831,Consumer,Billing,Social Media,2023-09-09,2023-09-10,2023-10-26,Partially Upheld,295.67,False,System Error
13590,CMP013590,825,B2B,Pricing,Social Media,2023-09-09,2023-09-10,2023-10-04,Not Upheld,0.0,False,System Error
19636,CMP019636,2549,Consumer,Pricing,Regulator,2023-09-09,2023-09-10,,Pending,0.0,False,
172,CMP000172,568,Consumer,Service Quality,Social Media,2023-09-09,2023-09-11,2023-10-11,Not Upheld,0.0,False,Customer Misunderstanding
6048,CMP006048,356,Consumer,Privacy,Email,2023-09-09,2023-09-11,2023-09-19,Upheld,425.32,False,Staff Error
16426,CMP016426,1552,Consumer,Network Coverage,Regulator,2023-09-09,2023-09-11,2023-09-25,Upheld,173.0,False,Process Failure
4664,CMP004664,30,B2B,Pricing,Regulator,2023-09-09,2023-09-09,2023-09-16,Not Upheld,0.0,False,System Error
19260,CMP019260,955,B2B,Billing,Ombudsman,2023-09-09,2023-09-10,2023-10-18,Withdrawn,0.0,False,Staff Error
1165,CMP001165,1991,Consumer,Contract Terms,Letter,2023-09-09,2023-09-09,2023-10-05,Not Upheld,0.0,False,Customer Misunderstanding
10479,CMP010479,2068,Consumer,Billing,Letter,2023-09-10,2023-09-11,2023-09-25,Not Upheld,0.0,False,Process Failure
15348,CMP015348,313,B2B,Pricing,Email,2023-09-10,2023-09-12,2023-09-21,Not Upheld,0.0,False,Customer Misunderstanding
18377,CMP018377,607,B2B,Service Quality,Regulator,2023-09-10,2023-09-10,2023-10-07,Partially Upheld,232.17,False,Staff Error
413,CMP000413,89,Consumer,Contract Terms,Ombudsman,2023-09-10,2023-09-12,2023-10-18,Withdrawn,0.0,False,Policy Gap
19431,CMP019431,4004,Consumer,Billing,Ombudsman,2023-09-10,2023-09-12,2023-10-23,Withdrawn,0.0,False,Customer Misunderstanding
18988,CMP018988,717,B2B,Service Quality,Regulator,2023-09-10,2023-09-10,2023-09-25,Upheld,281.75,False,Customer Misunderstanding
9280,CMP009280,2934,Consumer,Billing,Ombudsman,2023-09-10,2023-09-11,,Pending,0.0,False,
13739,CMP013739,4248,Consumer,Privacy,Letter,2023-09-10,2023-09-10,2023-10-31,Upheld,24.54,False,Process Failure
15460,CMP015460,177,B2B,Pricing,Ombudsman,2023-09-10,2023-09-11,2023-10-23,Not Upheld,0.0,False,Staff Error
12729,CMP012729,4392,Consumer,Network Coverage,Letter,2023-09-10,2023-09-12,2023-10-16,Withdrawn,0.0,False,Process Failure
13150,CMP013150,593,Consumer,Privacy,Social Media,2023-09-10,2023-09-12,2023-10-17,Withdrawn,0.0,False,Staff Error
12140,CMP012140,161,Consumer,Contract Terms,Phone,2023-09-10,2023-09-10,2023-10-11,Not Upheld,0.0,False,Customer Misunderstanding
18788,CMP018788,241,Consumer,Pricing,Regulator,2023-09-10,2023-09-11,2023-09-21,Partially Upheld,340.6,False,Staff Error
994,CMP000994,748,B2B,Pricing,Phone,2023-09-11,2023-09-13,2023-10-22,Withdrawn,0.0,False,Process Failure
13208,CMP013208,1494,Consumer,Pricing,Social Media,2023-09-11,2023-09-11,2023-10-25,Upheld,326.68,False,System Error
1204,CMP001204,236,Consumer,Billing,Email,2023-09-11,2023-09-11,2023-10-23,Partially Upheld,495.32,False,Customer Misunderstanding
14354,CMP014354,70,Consumer,Sales Practice,Ombudsman,2023-09-11,2023-09-12,,Pending,0.0,False,
425,CMP000425,2584,Consumer,Network Coverage,Social Media,2023-09-11,2023-09-13,2023-11-04,Withdrawn,0.0,False,Staff Error
8751,CMP008751,1810,Consumer,Sales Practice,Social Media,2023-09-11,2023-09-13,2023-09-23,Partially Upheld,55.96,False,Customer Misunderstanding
9432,CMP009432,206,Consumer,Customer Service,Social Media,2023-09-11,2023-09-11,2023-10-24,Withdrawn,0.0,False,Process Failure
5286,CMP005286,3990,Consumer,Network Coverage,Social Media,2023-09-11,2023-09-11,2023-10-22,Upheld,369.65,False,Staff Error
13524,CMP013524,950,B2B,Contract Terms,Letter,2023-09-12,2023-09-12,2023-09-21,Withdrawn,0.0,False,System Error
15000,CMP015000,1483,Consumer,Pricing,Ombudsman,2023-09-12,2023-09-14,2023-10-14,Upheld,309.3,False,Staff Error
9352,CMP009352,128,Consumer,Privacy,Email,2023-09-12,2023-09-14,,Pending,0.0,False,
9563,CMP009563,3276,Consumer,Sales Practice,Letter,2023-09-12,2023-09-13,2023-10-01,Withdrawn,0.0,False,System Error
7665,CMP007665,3831,Consumer,Privacy,Letter,2023-09-12,2023-09-13,2023-11-05,Withdrawn,0.0,False,System Error
8658,CMP008658,2928,Consumer,Sales Practice,Ombudsman,2023-09-12,2023-09-12,2023-10-14,Partially Upheld,214.95,False,Staff Error
4667,CMP004667,341,Consumer,Privacy,Phone,2023-09-12,2023-09-12,,Pending,0.0,False,
7062,CMP007062,4623,Consumer,Customer Service,Letter,2023-09-12,2023-09-14,2023-10-13,Withdrawn,0.0,False,Staff Error
9391,CMP009391,1882,Consumer,Contract Terms,Letter,2023-09-12,2023-09-14,,Pending,0.0,False,
7464,CMP007464,1573,Consumer,Billing,Social Media,2023-09-12,2023-09-13,2023-10-24,Withdrawn,0.0,False,Staff Error
7360,CMP007360,2344,Consumer,Customer Service,Ombudsman,2023-09-12,2023-09-13,,Pending,0.0,False,
363,CMP000363,3298,Consumer,Customer Service,Ombudsman,2023-09-12,2023-09-14,,Pending,0.0,False,
10627,CMP010627,1001,Consumer,Contract Terms,Phone,2023-09-12,2023-09-13,2023-11-02,Not Upheld,0.0,False,Staff Error
1316,CMP001316,4810,Consumer,Pricing,Phone,2023-09-12,2023-09-14,2023-10-07,Partially Upheld,129.55,False,Staff Error
18139,CMP018139,711,Consumer,Sales Practice,Regulator,2023-09-12,2023-09-14,,Pending,0.0,False,
1154,CMP001154,4128,Consumer,Privacy,Phone,2023-09-12,2023-09-13,2023-10-11,Not Upheld,0.0,False,Staff Error
12559,CMP012559,36,B2B,Contract Terms,Phone,2023-09-12,2023-09-13,2023-09-20,Partially Upheld,266.63,False,Policy Gap
15675,CMP015675,698,B2B,Sales Practice,Email,2023-09-12,2023-09-13,2023-10-20,Partially Upheld,52.79,False,Policy Gap
19030,CMP019030,4238,Consumer,Pricing,Email,2023-09-13,2023-09-13,2023-09-18,Not Upheld,0.0,False,Policy Gap
7019,CMP007019,1043,Consumer,Network Coverage,Phone,2023-09-13,2023-09-15,2023-10-02,Withdrawn,0.0,False,Policy Gap
1749,CMP001749,777,B2B,Pricing,Regulator,2023-09-13,2023-09-14,2023-10-01,Not Upheld,0.0,False,System Error
15688,CMP015688,16,B2B,Contract Terms,Letter,2023-09-13,2023-09-14,2023-10-11,Withdrawn,0.0,False,Process Failure
12309,CMP012309,1897,Consumer,Network Coverage,Regulator,2023-09-13,2023-09-13,2023-09-25,Withdrawn,0.0,False,Customer Misunderstanding
17672,CMP017672,1642,Consumer,Contract Terms,Social Media,2023-09-13,2023-09-14,2023-09-27,Withdrawn,0.0,False,Customer Misunderstanding
16847,CMP016847,4812,Consumer,Network Coverage,Social Media,2023-09-13,2023-09-14,2023-10-21,Not Upheld,0.0,True,System Error
2002,CMP002002,445,Consumer,Customer Service,Social Media,2023-09-13,2023-09-14,2023-11-06,Upheld,55.16,False,Policy Gap
6511,CMP006511,253,B2B,Privacy,Social Media,2023-09-13,2023-09-13,,Pending,0.0,False,
18670,CMP018670,720,Consumer,Pricing,Phone,2023-09-13,2023-09-13,2023-09-18,Withdrawn,0.0,False,Staff Error
15134,CMP015134,3045,Consumer,Contract Terms,Regulator,2023-09-13,2023-09-15,,Pending,0.0,False,
4510,CMP004510,2262,Consumer,Service Quality,Letter,2023-09-13,2023-09-14,2023-10-04,Partially Upheld,98.9,False,Process Failure
19899,CMP019899,764,B2B,Privacy,Social Media,2023-09-13,2023-09-13,2023-09-29,Withdrawn,0.0,False,Staff Error
6636,CMP006636,78,Consumer,Billing,Ombudsman,2023-09-13,2023-09-14,,Pending,0.0,False,
18979,CMP018979,1040,Consumer,Service Quality,Social Media,2023-09-13,2023-09-13,2023-11-07,Upheld,84.84,False,Process Failure
6579,CMP006579,1782,Consumer,Billing,Social Media,2023-09-13,2023-09-14,2023-10-31,Withdrawn,0.0,False,Customer Misunderstanding
1278,CMP001278,1496,Consumer,Sales Practice,Ombudsman,2023-09-13,2023-09-14,2023-10-22,Withdrawn,0.0,False,Staff Error
14159,CMP014159,4155,Consumer,Network Coverage,Email,2023-09-13,2023-09-15,,Pending,0.0,True,
14517,CMP014517,391,Consumer,Sales Practice,Email,2023-09-13,2023-09-14,2023-09-29,Withdrawn,0.0,False,Policy Gap
2438,CMP002438,870,Consumer,Privacy,Phone,2023-09-13,2023-09-14,,Pending,0.0,False,
3885,CMP003885,2407,Consumer,Contract Terms,Letter,2023-09-13,2023-09-15,2023-10-07,Withdrawn,0.0,False,Policy Gap
15968,CMP015968,1496,Consumer,Service Quality,Regulator,2023-09-14,2023-09-16,2023-10-13,Upheld,23.11,False,Customer Misunderstanding
5932,CMP005932,1100,Consumer,Privacy,Regulator,2023-09-14,2023-09-16,2023-10-16,Upheld,338.27,False,Policy Gap
13752,CMP013752,564,B2B,Sales Practice,Phone,2023-09-14,2023-09-15,,Pending,0.0,False,
11498,CMP011498,185,B2B,Customer Service,Social Media,2023-09-14,2023-09-14,2023-09-27,Not Upheld,0.0,False,System Error
411,CMP000411,1659,Consumer,Pricing,Ombudsman,2023-09-14,2023-09-14,2023-10-02,Upheld,216.87,False,Staff Error
9549,CMP009549,1403,Consumer,Pricing,Letter,2023-09-14,2023-09-14,2023-10-20,Partially Upheld,125.22,False,Policy Gap
379,CMP000379,145,B2B,Pricing,Letter,2023-09-14,2023-09-14,,Pending,0.0,False,
9575,CMP009575,3628,Consumer,Sales Practice,Social Media,2023-09-14,2023-09-14,2023-09-24,Not Upheld,0.0,False,Customer Misunderstanding
13456,CMP013456,4309,Consumer,Sales Practice,Regulator,2023-09-14,2023-09-16,2023-09-24,Not Upheld,0.0,False,Process Failure
9889,CMP009889,786,Consumer,Sales Practice,Letter,2023-09-14,2023-09-14,2023-10-05,Withdrawn,0.0,False,Policy Gap
10549,CMP010549,635,B2B,Network Coverage,Regulator,2023-09-14,2023-09-14,2023-11-03,Upheld,293.79,False,Customer Misunderstanding
19540,CMP019540,2128,Consumer,Customer Service,Ombudsman,2023-09-14,2023-09-16,,Pending,0.0,False,
6178,CMP006178,1935,Consumer,Customer Service,Phone,2023-09-14,2023-09-16,,Pending,0.0,False,
6641,CMP006641,84,B2B,Customer Service,Social Media,2023-09-14,2023-09-14,2023-11-06,Not Upheld,0.0,False,Process Failure
547,CMP000547,2489,Consumer,Sales Practice,Letter,2023-09-14,2023-09-15,2023-10-22,Withdrawn,0.0,False,Policy Gap
12977,CMP012977,1588,Consumer,Network Coverage,Ombudsman,2023-09-14,2023-09-14,2023-10-30,Withdrawn,0.0,False,Customer Misunderstanding
7884,CMP007884,2696,Consumer,Contract Terms,Phone,2023-09-14,2023-09-16,2023-09-20,Withdrawn,0.0,False,Process Failure
19591,CMP019591,1263,Consumer,Billing,Email,2023-09-14,2023-09-15,2023-10-17,Not Upheld,0.0,False,Staff Error
15454,CMP015454,1131,Consumer,Pricing,Letter,2023-09-14,2023-09-16,2023-09-26,Partially Upheld,62.36,False,Policy Gap
6474,CMP006474,11,Consumer,Service Quality,Regulator,2023-09-15,2023-09-17,2023-10-14,Partially Upheld,116.53,False,Customer Misunderstanding
2464,CMP002464,3899,Consumer,Sales Practice,Email,2023-09-15,2023-09-15,2023-10-21,Withdrawn,0.0,False,Customer Misunderstanding
8502,CMP008502,2420,Consumer,Pricing,Letter,2023-09-15,2023-09-17,,Pending,0.0,False,
11540,CMP011540,1921,Consumer,Network Coverage,Social Media,2023-09-15,2023-09-17,2023-11-07,Partially Upheld,14.53,False,Customer Misunderstanding
11152,CMP011152,4826,Consumer,Contract Terms,Email,2023-09-15,2023-09-16,2023-10-26,Upheld,85.18,False,Policy Gap
15650,CMP015650,4008,Consumer,Pricing,Ombudsman,2023-09-15,2023-09-16,2023-11-02,Upheld,340.96,False,Process Failure
4626,CMP004626,69,Consumer,Contract Terms,Letter,2023-09-15,2023-09-17,,Pending,0.0,False,
12766,CMP012766,3474,Consumer,Contract Terms,Email,2023-09-15,2023-09-16,2023-10-24,Partially Upheld,335.53,False,Customer Misunderstanding
3036,CMP003036,1799,Consumer,Contract Terms,Social Media,2023-09-15,2023-09-16,2023-11-02,Upheld,170.15,False,Process Failure
18301,CMP018301,403,Consumer,Contract Terms,Regulator,2023-09-15,2023-09-16,2023-10-24,Not Upheld,0.0,False,Process Failure
5638,CMP005638,470,B2B,Service Quality,Letter,2023-09-15,2023-09-16,2023-11-07,Upheld,112.01,True,Policy Gap
10706,CMP010706,4559,Consumer,Privacy,Regulator,2023-09-15,2023-09-16,2023-09-21,Partially Upheld,414.53,False,Process Failure
16635,CMP016635,640,B2B,Billing,Social Media,2023-09-15,2023-09-17,2023-10-04,Withdrawn,0.0,False,Process Failure
10571,CMP010571,983,Consumer,Pricing,Regulator,2023-09-16,2023-09-18,2023-09-25,Partially Upheld,255.37,False,Process Failure
9980,CMP009980,2220,Consumer,Billing,Email,2023-09-16,2023-09-17,2023-10-29,Upheld,359.25,False,System Error
2110,CMP002110,2673,Consumer,Sales Practice,Letter,2023-09-16,2023-09-16,2023-10-09,Upheld,359.82,False,Policy Gap
5037,CMP005037,245,Consumer,Customer Service,Email,2023-09-16,2023-09-16,2023-10-26,Upheld,315.01,False,System Error
2595,CMP002595,4531,Consumer,Contract Terms,Ombudsman,2023-09-16,2023-09-16,2023-09-26,Upheld,315.55,False,Staff Error
13020,CMP013020,2048,Consumer,Customer Service,Regulator,2023-09-16,2023-09-17,2023-10-13,Withdrawn,0.0,False,Policy Gap
17051,CMP017051,4799,Consumer,Billing,Email,2023-09-16,2023-09-16,2023-10-20,Upheld,137.07,False,Customer Misunderstanding
7425,CMP007425,3968,Consumer,Billing,Letter,2023-09-16,2023-09-18,2023-10-03,Withdrawn,0.0,False,Staff Error
7570,CMP007570,2801,Consumer,Privacy,Phone,2023-09-16,2023-09-16,2023-11-05,Partially Upheld,17.83,False,Customer Misunderstanding
2493,CMP002493,978,B2B,Sales Practice,Regulator,2023-09-16,2023-09-16,2023-10-19,Not Upheld,0.0,False,Staff Error
1030,CMP001030,46,B2B,Service Quality,Social Media,2023-09-16,2023-09-18,,Pending,0.0,False,
14608,CMP014608,4767,Consumer,Privacy,Regulator,2023-09-16,2023-09-18,2023-10-12,Withdrawn,0.0,False,Process Failure
6335,CMP006335,1803,Consumer,Customer Service,Ombudsman,2023-09-16,2023-09-16,,Pending,0.0,False,
13614,CMP013614,2133,Consumer,Customer Service,Phone,2023-09-16,2023-09-16,2023-10-09,Not Upheld,0.0,False,Process Failure
19455,CMP019455,1988,Consumer,Sales Practice,Email,2023-09-16,2023-09-18,2023-09-24,Withdrawn,0.0,True,Process Failure
19171,CMP019171,2831,Consumer,Service Quality,Email,2023-09-16,2023-09-18,2023-10-03,Withdrawn,0.0,False,Customer Misunderstanding
13792,CMP013792,1731,Consumer,Pricing,Letter,2023-09-16,2023-09-17,2023-10-16,Partially Upheld,257.82,False,Customer Misunderstanding
19824,CMP019824,1827,Consumer,Privacy,Email,2023-09-17,2023-09-19,2023-10-06,Partially Upheld,30.45,False,System Error
2785,CMP002785,394,Consumer,Pricing,Email,2023-09-17,2023-09-17,2023-10-07,Partially Upheld,8.81,False,System Error
10145,CMP010145,1393,Consumer,Contract Terms,Social Media,2023-09-17,2023-09-18,2023-09-30,Partially Upheld,111.33,True,Customer Misunderstanding
1232,CMP001232,3579,Consumer,Service Quality,Regulator,2023-09-17,2023-09-18,2023-11-03,Partially Upheld,166.46,False,Staff Error
11941,CMP011941,4394,Consumer,Sales Practice,Letter,2023-09-17,2023-09-17,2023-10-07,Not Upheld,0.0,False,Staff Error
5045,CMP005045,1968,Consumer,Contract Terms,Ombudsman,2023-09-17,2023-09-18,,Pending,0.0,False,
238,CMP000238,2163,Consumer,Service Quality,Letter,2023-09-17,2023-09-17,2023-11-02,Partially Upheld,297.71,False,Staff Error
4791,CMP004791,1254,Consumer,Billing,Ombudsman,2023-09-17,2023-09-17,2023-10-31,Upheld,239.66,False,Staff Error
5223,CMP005223,739,B2B,Pricing,Letter,2023-09-17,2023-09-19,2023-09-28,Not Upheld,0.0,False,System Error
1704,CMP001704,4736,Consumer,Pricing,Letter,2023-09-17,2023-09-18,2023-10-26,Partially Upheld,236.43,False,Customer Misunderstanding
13896,CMP013896,892,B2B,Customer Service,Regulator,2023-09-18,2023-09-19,2023-10-19,Upheld,376.45,False,Staff Error
14647,CMP014647,1256,Consumer,Sales Practice,Email,2023-09-18,2023-09-18,,Pending,0.0,True,
9373,CMP009373,4310,Consumer,Privacy,Phone,2023-09-18,2023-09-20,,Pending,0.0,False,
8147,CMP008147,2738,Consumer,Customer Service,Social Media,2023-09-18,2023-09-19,2023-10-27,Not Upheld,0.0,False,Policy Gap
11682,CMP011682,1441,Consumer,Privacy,Phone,2023-09-18,2023-09-18,2023-10-17,Not Upheld,0.0,False,Staff Error
1334,CMP001334,1159,Consumer,Privacy,Phone,2023-09-18,2023-09-20,2023-10-20,Upheld,232.31,False,System Error
8365,CMP008365,2811,Consumer,Customer Service,Email,2023-09-18,2023-09-20,,Pending,0.0,False,
3282,CMP003282,1947,Consumer,Billing,Ombudsman,2023-09-18,2023-09-20,,Pending,0.0,False,
904,CMP000904,3360,Consumer,Privacy,Phone,2023-09-18,2023-09-20,2023-10-04,Partially Upheld,178.47,False,Policy Gap
3052,CMP003052,538,Consumer,Customer Service,Phone,2023-09-18,2023-09-18,,Pending,0.0,False,
2531,CMP002531,185,Consumer,Network Coverage,Email,2023-09-18,2023-09-20,2023-10-18,Upheld,73.18,False,Process Failure
4060,CMP004060,4755,Consumer,Contract Terms,Email,2023-09-18,2023-09-18,2023-11-06,Not Upheld,0.0,False,Customer Misunderstanding
11966,CMP011966,2739,Consumer,Network Coverage,Letter,2023-09-18,2023-09-18,,Pending,0.0,False,
10675,CMP010675,3715,Consumer,Contract Terms,Regulator,2023-09-18,2023-09-20,2023-10-28,Partially Upheld,52.29,False,Staff Error
10237,CMP010237,4279,Consumer,Service Quality,Phone,2023-09-18,2023-09-19,2023-10-23,Not Upheld,0.0,False,Policy Gap
4465,CMP004465,143,Consumer,Sales Practice,Regulator,2023-09-18,2023-09-20,2023-10-18,Upheld,420.15,False,System Error
11582,CMP011582,1091,Consumer,Privacy,Letter,2023-09-18,2023-09-20,,Pending,0.0,False,
19909,CMP019909,4752,Consumer,Sales Practice,Social Media,2023-09-18,2023-09-19,2023-10-17,Partially Upheld,220.84,False,Policy Gap
18622,CMP018622,3072,Consumer,Pricing,Email,2023-09-18,2023-09-20,,Pending,0.0,False,
14344,CMP014344,219,Consumer,Service Quality,Email,2023-09-19,2023-09-19,2023-10-22,Upheld,431.13,False,Process Failure
15883,CMP015883,2539,Consumer,Contract Terms,Phone,2023-09-19,2023-09-21,2023-10-28,Partially Upheld,317.73,False,System Error
