perf_id,partner_key,month,orders_count,order_value,revenue,new_customers,churn_rate,nps_score,support_tickets,training_completed,commission_earned
9854,314,2024-01,54,111432.19,94717.36,11,2.91,40,22,True,17606.29
9855,314,2024-02,74,181507.42,154281.31,10,1.52,23,35,False,28678.17
9856,314,2024-03,37,182055.21,154746.93,5,1.18,50,4,True,28764.72
9857,314,2024-04,48,28856.33,24527.88,7,2.85,76,14,True,4559.3
9858,314,2024-05,212,167759.07,142595.21,29,0.02,45,7,False,26505.93
9859,314,2024-06,212,131373.04,111667.08,50,0.54,56,67,True,20756.94
9860,314,2024-07,156,67854.81,57676.59,51,1.59,55,40,True,10721.06
9861,314,2024-08,162,154518.32,131340.57,27,1.04,60,76,False,24413.89
9862,314,2024-09,92,234151.27,199028.58,11,2.89,78,34,True,36995.9
9863,314,2024-10,130,119726.56,101767.58,31,2.26,79,41,False,18916.8
9864,314,2024-11,117,149096.37,126731.91,37,2.31,79,5,True,23557.23
9865,315,2022-01,45,66400.65,56440.55,12,1.82,72,3,True,6241.66
9866,315,2022-01,21,67858.18,57679.45,2,0.28,54,9,True,6378.67
9867,315,2022-03,15,8720.12,7412.1,2,1.29,77,3,False,819.69
9868,315,2022-04,58,60550.21,51467.68,12,1.93,55,7,False,5691.72
9869,315,2022-05,74,52227.56,44393.43,0,0.36,56,18,False,4909.39
9870,315,2022-05,70,27670.01,23519.51,23,1.51,25,2,True,2600.98
9871,315,2022-06,44,54571.47,46385.75,6,0.44,32,3,False,5129.72
9872,315,2022-07,8,49051.62,41693.88,0,2.31,28,3,False,4610.85
9873,315,2022-08,59,53583.32,45545.82,13,1.0,70,29,True,5036.83
9874,315,2022-09,67,73958.56,62864.78,21,2.01,78,14,False,6952.1
9875,315,2022-10,13,29485.94,25063.05,1,2.88,24,6,False,2771.68
9876,315,2022-11,27,27082.6,23020.21,4,1.76,20,13,False,2545.76
9877,315,2022-12,15,65311.93,55515.14,2,2.16,47,7,True,6139.32
9878,315,2023-01,32,74597.81,63408.14,8,1.9,35,10,False,7012.19
9879,315,2023-02,9,60714.14,51607.02,2,0.52,61,1,True,5707.13
9880,315,2023-03,57,48653.72,41355.66,7,1.52,76,3,False,4573.45
9881,315,2023-04,10,8470.06,7199.55,2,2.01,66,1,True,796.19
9882,315,2023-05,55,52179.81,44352.84,8,1.93,45,14,False,4904.9
9883,315,2023-06,65,39524.99,33596.24,10,0.4,32,28,False,3715.35
9884,315,2023-07,25,18078.83,15367.01,2,2.79,71,5,True,1699.41
9885,315,2023-08,32,36188.67,30760.37,2,0.77,68,13,False,3401.73
9886,315,2023-09,66,68353.93,58100.84,20,1.04,73,29,False,6425.27
9887,315,2023-10,57,59380.27,50473.23,17,0.16,55,12,True,5581.75
9888,315,2023-11,72,36371.69,30915.94,24,1.07,54,6,True,3418.94
9889,315,2023-12,16,34016.76,28914.25,2,0.88,44,4,False,3197.58
9890,315,2024-01,35,49461.69,42042.44,6,0.8,64,14,False,4649.4
9891,315,2024-02,33,65507.25,55681.16,5,2.09,59,5,True,6157.68
9892,315,2024-03,57,11818.03,10045.33,5,2.41,50,10,True,1110.89
9893,315,2024-04,25,49389.15,41980.78,4,0.68,24,3,False,4642.58
9894,315,2024-05,16,42370.01,36014.51,2,0.17,30,3,True,3982.78
9895,315,2024-06,18,73470.32,62449.77,4,2.15,73,6,False,6906.21
9896,315,2024-07,22,41187.97,35009.77,6,1.61,79,11,False,3871.67
9897,315,2024-08,28,14554.13,12371.01,1,2.26,30,10,False,1368.09
9898,315,2024-09,72,11620.12,9877.1,12,0.93,34,6,False,1092.29
9899,315,2024-10,38,40641.19,34545.01,7,0.87,55,17,True,3820.27
9900,315,2024-11,62,12303.77,10458.2,5,2.34,56,19,True,1156.55
9901,316,2022-01,81,64576.27,54889.83,3,2.66,28,7,True,3487.12
9902,316,2022-01,64,37738.13,32077.41,14,0.4,25,21,True,2037.86
9903,316,2022-03,24,52682.18,44779.85,6,2.5,50,4,False,2844.84
9904,316,2022-04,23,96315.92,81868.53,4,0.89,22,11,False,5201.06
9905,316,2022-05,65,57708.5,49052.22,16,2.48,50,25,False,3116.26
9906,316,2022-05,73,94188.03,80059.83,9,2.3,25,12,True,5086.15
9907,316,2022-06,87,66522.47,56544.1,9,1.71,57,10,False,3592.21
9908,316,2022-07,76,22481.23,19109.05,18,2.14,28,4,True,1213.99
9909,316,2022-08,91,10679.84,9077.86,5,0.74,79,18,True,576.71
9910,316,2022-09,54,67892.47,57708.6,15,0.5,67,8,False,3666.19
9911,316,2022-10,70,41603.49,35362.97,4,2.6,79,18,False,2246.59
9912,316,2022-11,82,97908.8,83222.48,24,0.43,55,3,True,5287.08
9913,316,2022-12,73,89392.67,75983.77,2,0.44,76,23,False,4827.2
9914,316,2023-01,61,33921.23,28833.05,19,2.3,33,10,True,1831.75
9915,316,2023-02,81,57893.33,49209.33,25,1.24,35,27,False,3126.24
9916,316,2023-03,48,89876.28,76394.84,15,0.27,40,11,False,4853.32
9917,316,2023-04,72,30094.8,25580.58,18,0.97,41,9,False,1625.12
9918,316,2023-05,57,97443.24,82826.75,9,1.82,43,4,False,5261.93
9919,316,2023-06,65,75371.46,64065.74,7,2.84,64,26,False,4070.06
9920,316,2023-07,88,33485.85,28462.97,19,0.5,49,17,True,1808.24
9921,316,2023-08,25,19458.01,16539.31,2,0.78,59,2,True,1050.73
9922,316,2023-09,95,68610.79,58319.17,28,0.46,67,47,False,3704.98
9923,316,2023-10,82,49029.91,41675.42,22,1.56,54,34,False,2647.62
9924,316,2023-11,92,23796.13,20226.71,13,0.46,76,40,False,1284.99
9925,316,2023-12,80,61156.78,51983.26,15,2.03,33,32,True,3302.47
9926,316,2024-01,53,44885.58,38152.74,17,1.44,48,26,True,2423.82
9927,316,2024-02,50,36134.33,30714.18,1,2.3,74,8,False,1951.25
9928,316,2024-03,95,28658.14,24359.42,15,2.99,68,7,False,1547.54
9929,316,2024-04,12,79976.56,67980.08,2,1.1,75,0,True,4318.73
9930,316,2024-05,72,51052.3,43394.46,21,2.54,70,30,True,2756.82
9931,316,2024-06,59,36980.62,31433.53,18,0.66,52,11,False,1996.95
9932,316,2024-07,16,47647.42,40500.31,4,2.28,27,5,True,2572.96
9933,316,2024-08,10,34334.16,29184.04,3,2.91,64,0,True,1854.04
9934,316,2024-09,93,57342.29,48740.95,9,2.33,41,17,False,3096.48
9935,316,2024-10,50,87707.46,74551.34,16,0.32,41,3,True,4736.2
9936,316,2024-11,53,18788.67,15970.37,9,2.86,37,1,False,1014.59
9937,317,2022-01,37,27828.73,23654.42,2,1.22,25,9,True,6261.46
9938,317,2022-01,55,66987.49,56939.37,8,1.13,48,0,True,15072.19
9939,317,2022-03,54,54874.05,46642.94,3,0.73,77,25,True,12346.66
9940,317,2022-04,41,28618.91,24326.07,10,0.98,27,2,True,6439.25
9941,317,2022-05,13,63184.44,53706.77,4,0.47,79,2,False,14216.5
9942,317,2022-05,13,59056.34,50197.89,4,1.08,80,0,True,13287.68
9943,317,2022-06,66,11895.47,10111.15,4,1.56,41,4,True,2676.48
9944,317,2022-07,14,46187.65,39259.5,2,2.18,46,7,False,10392.22
9945,317,2022-08,53,51123.4,43454.89,15,0.39,78,23,False,11502.76
9946,317,2022-09,58,31752.45,26989.58,9,1.42,22,21,False,7144.3
9947,317,2022-10,67,59319.87,50421.89,13,0.4,43,16,True,13346.97
9948,317,2022-11,57,54895.84,46661.46,12,0.14,33,6,False,12351.56
9949,317,2022-12,60,32949.31,28006.91,13,0.13,40,17,False,7413.59
9950,317,2023-01,30,28113.74,23896.68,10,1.03,33,3,False,6325.59
9951,317,2023-02,60,22246.98,18909.93,4,1.37,60,20,True,5005.57
9952,317,2023-03,42,11371.7,9665.94,0,1.55,54,13,True,2558.63
9953,317,2023-04,20,74943.39,63701.88,2,1.03,41,2,True,16862.26
9954,317,2023-05,48,41456.01,35237.61,16,1.99,35,1,False,9327.6
9955,317,2023-06,61,29091.34,24727.64,9,2.39,63,28,False,6545.55
9956,317,2023-07,20,52184.64,44356.94,2,1.24,34,0,False,11741.54
9957,317,2023-08,70,63693.25,54139.26,15,0.69,32,6,False,14330.98
9958,317,2023-09,19,52027.61,44223.47,6,1.61,79,6,False,11706.21
9959,317,2023-10,23,37102.87,31537.44,0,1.9,48,11,False,8348.15
9960,317,2023-11,47,38083.08,32370.62,4,2.7,36,23,False,8568.69
9961,317,2023-12,45,63970.6,54375.01,6,1.88,57,11,False,14393.39
9962,317,2024-01,61,50067.41,42557.3,1,2.55,43,2,True,11265.17
9963,317,2024-02,31,47328.6,40229.31,3,1.21,77,7,False,10648.93
9964,317,2024-03,46,33588.31,28550.06,0,0.1,43,5,False,7557.37
9965,317,2024-04,61,10158.05,8634.34,11,0.89,76,30,True,2285.56
9966,317,2024-05,41,45255.45,38467.13,12,1.58,38,14,False,10182.48
9967,317,2024-06,69,20397.75,17338.09,6,1.32,62,25,True,4589.49
9968,317,2024-07,70,14384.23,12226.6,4,1.04,56,2,False,3236.45
9969,317,2024-08,31,11492.71,9768.8,8,0.26,57,15,False,2585.86
9970,317,2024-09,12,17998.29,15298.55,2,1.13,69,0,True,4049.62
9971,317,2024-10,31,39194.28,33315.14,9,2.7,35,4,True,8818.71
9972,317,2024-11,67,46447.06,39480.0,18,2.91,74,11,False,10450.59
9973,318,2022-01,32,67553.66,57420.61,6,2.77,59,9,False,6552.71
9974,318,2022-01,14,36659.02,31160.17,2,0.4,58,3,True,3555.92
9975,318,2022-03,78,20780.24,17663.2,16,2.23,30,4,True,2015.68
9976,318,2022-04,83,90274.24,76733.1,11,0.04,39,39,True,8756.6
9977,318,2022-05,76,99624.4,84680.74,0,1.95,30,7,False,9663.57
9978,318,2022-05,26,71132.3,60462.46,6,0.29,72,10,False,6899.83
9979,318,2022-06,69,79009.56,67158.13,13,0.99,44,25,True,7663.93
9980,318,2022-07,78,82780.75,70363.64,1,2.32,28,26,False,8029.73
9981,318,2022-08,60,54950.14,46707.62,14,0.93,41,2,True,5330.16
9982,318,2022-09,10,46576.94,39590.4,3,0.84,76,4,True,4517.96
9983,318,2022-10,35,95281.51,80989.28,8,0.72,78,12,False,9242.31
9984,318,2022-11,75,77393.94,65784.85,25,1.15,43,20,True,7507.21
9985,318,2022-12,80,39864.93,33885.19,24,2.67,69,39,True,3866.9
9986,318,2023-01,98,63219.23,53736.35,24,1.92,69,4,False,6132.27
9987,318,2023-02,26,11784.18,10016.55,8,0.09,47,8,False,1143.07
9988,318,2023-03,34,67915.17,57727.89,11,2.1,77,12,True,6587.77
9989,318,2023-04,35,46189.36,39260.96,0,2.45,43,4,False,4480.37
9990,318,2023-05,53,51316.1,43618.68,4,0.16,25,1,False,4977.66
9991,318,2023-06,61,52828.55,44904.27,18,2.44,44,16,True,5124.37
9992,318,2023-07,30,99310.88,84414.25,6,0.77,67,8,True,9633.16
9993,318,2023-08,64,11752.51,9989.63,14,1.52,49,27,False,1139.99
9994,318,2023-09,82,12486.17,10613.24,5,2.15,45,33,False,1211.16
9995,318,2023-10,85,88994.08,75644.97,13,0.2,40,4,True,8632.43
9996,318,2023-11,19,22811.13,19389.46,0,0.5,28,0,False,2212.68
9997,318,2023-12,20,70530.05,59950.54,4,0.51,59,2,False,6841.41
9998,318,2024-01,23,39339.39,33438.48,2,0.54,20,3,False,3815.92
9999,318,2024-02,72,25925.32,22036.52,20,2.87,40,7,False,2514.76
10000,318,2024-03,49,79351.49,67448.77,14,1.17,24,21,False,7697.09
10001,318,2024-04,90,44283.75,37641.19,6,2.45,32,19,True,4295.52
10002,318,2024-05,51,46782.31,39764.96,14,2.82,51,21,False,4537.88
10003,318,2024-06,30,67850.33,57672.78,7,0.53,61,9,True,6581.48
10004,318,2024-07,80,45715.27,38857.98,12,0.48,33,5,False,4434.38
10005,318,2024-08,35,59945.17,50953.39,7,1.55,46,15,False,5814.68
10006,318,2024-09,12,25121.65,21353.4,3,0.5,31,3,False,2436.8
10007,318,2024-10,25,94778.32,80561.57,0,0.58,36,7,True,9193.5
10008,318,2024-11,36,73883.7,62801.14,10,0.82,76,4,True,7166.72
10009,319,2022-01,27,15684.1,13331.49,0,1.35,53,1,True,2572.19
10010,319,2022-01,50,39654.45,33706.28,13,2.6,41,12,False,6503.33
10011,319,2022-03,69,68172.63,57946.74,7,2.99,23,17,True,11180.31
10012,319,2022-04,54,59838.87,50863.04,1,0.67,73,22,False,9813.57
10013,319,2022-05,52,34110.15,28993.63,15,2.46,65,10,False,5594.06
10014,319,2022-05,61,32769.5,27854.08,1,2.4,78,8,False,5374.2
10015,319,2022-06,7,18776.88,15960.35,2,2.3,71,3,True,3079.41
10016,319,2022-07,23,35106.45,29840.48,2,1.52,37,2,False,5757.46
10017,319,2022-08,40,39414.0,33501.9,0,1.05,73,8,False,6463.9
10018,319,2022-09,45,56234.98,47799.73,14,2.08,42,20,False,9222.54
10019,319,2022-10,54,50515.92,42938.53,4,1.44,55,12,True,8284.61
10020,319,2022-11,46,45290.38,38496.82,9,1.81,56,18,True,7427.62
10021,319,2022-12,30,19889.88,16906.4,7,2.1,41,7,True,3261.94
10022,319,2023-01,25,68164.66,57939.96,2,2.84,51,3,True,11179.0
10023,319,2023-02,16,37606.82,31965.8,4,1.48,74,6,False,6167.52
10024,319,2023-03,8,48190.97,40962.32,2,0.66,64,4,True,7903.32
10025,319,2023-04,29,66598.31,56608.56,0,1.15,60,14,False,10922.12
10026,319,2023-05,48,27064.87,23005.14,8,1.23,66,17,True,4438.64
10027,319,2023-06,53,48053.6,40845.56,10,2.87,30,19,False,7880.79
10028,319,2023-07,34,67206.14,57125.22,3,2.4,31,15,True,11021.81
10029,319,2023-08,40,35981.18,30584.0,12,2.14,34,16,True,5900.91
10030,319,2023-09,46,63853.37,54275.36,9,2.66,48,7,True,10471.95
10031,319,2023-10,61,47331.08,40231.42,19,0.54,74,16,False,7762.3
10032,319,2023-11,49,21879.98,18597.98,15,2.37,77,16,True,3588.32
10033,319,2023-12,62,29184.17,24806.54,20,0.68,61,3,False,4786.2
10034,319,2024-01,47,53204.03,45223.43,3,1.35,70,18,True,8725.46
10035,319,2024-02,7,63340.8,53839.68,2,0.46,61,1,True,10387.89
10036,319,2024-03,65,48321.35,41073.15,11,2.97,44,32,True,7924.7
10037,319,2024-04,28,29260.48,24871.41,6,0.62,33,12,False,4798.72
10038,319,2024-05,10,11794.03,10024.93,2,2.02,53,5,True,1934.22
10039,319,2024-06,54,41838.67,35562.87,15,1.58,73,17,True,6861.54
10040,319,2024-07,61,10975.58,9329.24,0,2.59,66,25,True,1800.0
10041,319,2024-08,12,15846.09,13469.18,2,1.08,58,6,False,2598.76
10042,319,2024-09,21,42463.58,36094.04,0,1.7,53,0,False,6964.03
10043,319,2024-10,35,41506.95,35280.91,6,1.65,45,10,False,6807.14
10044,319,2024-11,28,11709.91,9953.42,1,2.2,22,13,False,1920.43
10045,320,2022-01,47,38720.95,32912.81,13,1.05,29,3,False,7202.1
10046,320,2022-01,6,22731.26,19321.57,2,1.91,29,3,True,4228.01
10047,320,2022-03,32,9256.38,7867.92,1,2.56,61,5,False,1721.69
10048,320,2022-04,27,27561.99,23427.69,6,0.78,45,6,True,5126.53
10049,320,2022-05,20,18608.71,15817.4,0,2.25,69,4,True,3461.22
10050,320,2022-05,38,42854.4,36426.24,9,2.1,56,1,False,7970.92
10051,320,2022-06,10,11813.35,10041.35,3,2.43,21,4,True,2197.28
10052,320,2022-07,14,24563.47,20878.95,2,1.75,42,4,False,4568.81
10053,320,2022-08,28,8464.8,7195.08,5,1.4,77,8,True,1574.45
10054,320,2022-09,19,26419.64,22456.69,4,1.53,23,6,True,4914.05
10055,320,2022-10,11,33941.54,28850.31,2,0.19,32,0,False,6313.13
10056,320,2022-11,22,28748.41,24436.15,1,2.45,67,4,False,5347.2
10057,320,2022-12,34,6063.41,5153.9,10,0.78,63,11,True,1127.79
10058,320,2023-01,23,23440.09,19924.08,7,1.35,61,6,True,4359.86
10059,320,2023-02,26,35879.85,30497.87,8,0.16,55,9,True,6673.65
10060,320,2023-03,28,49177.46,41800.84,9,0.51,52,9,False,9147.01
10061,320,2023-04,47,30932.59,26292.7,15,2.37,24,18,True,5753.46
10062,320,2023-05,35,44835.3,38110.01,4,2.68,23,2,False,8339.37
10063,320,2023-06,16,7982.46,6785.09,3,1.8,33,6,True,1484.74
10064,320,2023-07,48,10719.08,9111.22,2,2.0,48,8,False,1993.75
10065,320,2023-08,38,5512.54,4685.66,2,0.91,63,4,True,1025.33
10066,320,2023-09,46,41676.13,35424.71,10,0.14,61,14,True,7751.76
10067,320,2023-10,36,28762.56,24448.18,0,2.66,28,11,False,5349.84
10068,320,2023-11,13,10343.28,8791.79,4,1.21,51,6,True,1923.85
10069,320,2023-12,14,27656.11,23507.69,0,1.3,27,5,True,5144.04
10070,320,2024-01,43,6878.41,5846.65,14,0.23,38,20,False,1279.38
10071,320,2024-02,6,36228.58,30794.29,2,2.06,69,3,True,6738.52
10072,320,2024-03,22,36482.6,31010.21,5,1.48,32,1,True,6785.76
10073,320,2024-04,8,23747.0,20184.95,1,0.58,56,1,False,4416.94
10074,320,2024-05,46,41482.34,35259.99,4,1.45,69,0,False,7715.72
10075,320,2024-06,38,31474.46,26753.29,1,2.45,25,6,True,5854.25
10076,320,2024-07,23,47051.88,39994.1,6,1.4,50,9,True,8751.65
10077,320,2024-08,48,31333.77,26633.7,15,1.31,67,2,False,5828.08
10078,320,2024-09,20,40805.39,34684.58,2,1.54,62,5,True,7589.8
10079,320,2024-10,36,36083.36,30670.86,7,0.68,54,17,True,6711.5
10080,320,2024-11,36,13344.22,11342.59,0,1.25,20,15,True,2482.02
10081,321,2022-01,33,44827.15,38103.08,10,1.76,40,13,True,2868.94
10082,321,2022-01,38,21194.95,18015.71,8,2.31,74,12,False,1356.48
10083,321,2022-03,23,9661.06,8211.9,5,1.96,79,4,True,618.31
10084,321,2022-04,28,20545.57,17463.73,5,0.93,41,14,False,1314.92
10085,321,2022-05,25,37016.89,31464.36,7,2.55,78,1,False,2369.08
10086,321,2022-05,45,47855.66,40677.31,3,2.22,68,10,False,3062.76
10087,321,2022-06,28,48296.04,41051.63,8,2.37,41,8,False,3090.95
10088,321,2022-07,34,8985.37,7637.56,6,0.45,63,5,False,575.06
10089,321,2022-08,17,28929.82,24590.35,4,0.1,68,2,False,1851.51
10090,321,2022-09,15,21675.7,18424.35,4,2.57,42,6,False,1387.24
10091,321,2022-10,40,37277.6,31685.96,7,1.08,50,5,True,2385.77
10092,321,2022-11,14,44147.75,37525.59,0,2.63,35,7,False,2825.46
10093,321,2022-12,15,16640.8,14144.68,5,2.68,71,7,False,1065.01
10094,321,2023-01,28,5871.49,4990.77,1,1.79,75,3,True,375.78
10095,321,2023-02,14,36796.81,31277.29,1,0.61,59,7,False,2355.0
10096,321,2023-03,28,17065.34,14505.54,6,2.26,60,7,False,1092.18
10097,321,2023-04,49,47144.24,40072.6,13,2.55,77,12,True,3017.23
10098,321,2023-05,5,6382.11,5424.79,1,1.37,49,0,False,408.46
10099,321,2023-06,21,9550.48,8117.91,5,1.3,30,0,False,611.23
10100,321,2023-07,26,30583.34,25995.84,7,0.38,60,0,False,1957.33
10101,321,2023-08,16,17580.55,14943.47,4,1.68,49,0,False,1125.16
10102,321,2023-09,31,29978.76,25481.95,3,0.13,73,2,False,1918.64
10103,321,2023-10,38,17488.1,14864.88,9,0.6,44,7,True,1119.24
10104,321,2023-11,33,27821.19,23648.01,0,0.13,75,11,True,1780.56
10105,321,2023-12,48,40236.77,34201.25,12,0.28,29,9,True,2575.15
10106,321,2024-01,17,44756.28,38042.84,1,0.23,27,3,False,2864.4
10107,321,2024-02,38,24147.37,20525.26,2,1.77,68,7,True,1545.43
10108,321,2024-03,9,29724.17,25265.54,0,2.82,38,0,True,1902.35
10109,321,2024-04,26,39916.95,33929.41,3,1.42,56,13,True,2554.68
10110,321,2024-05,32,14534.47,12354.3,0,0.2,70,7,True,930.21
10111,321,2024-06,32,34227.2,29093.12,7,0.32,74,10,True,2190.54
10112,321,2024-07,18,42951.74,36508.98,6,2.4,74,0,False,2748.91
10113,321,2024-08,37,43532.89,37002.96,1,2.06,26,6,True,2786.1
10114,321,2024-09,15,33879.61,28797.67,1,0.91,34,7,False,2168.3
10115,321,2024-10,9,28227.5,23993.38,0,1.51,36,1,True,1806.56
10116,321,2024-11,11,26904.91,22869.17,2,1.71,50,3,True,1721.91
10117,322,2022-01,38,23087.46,19624.34,8,0.32,27,13,False,4871.45
10118,322,2022-01,19,28891.8,24558.03,4,0.12,42,7,True,6096.17
10119,322,2022-03,29,12636.91,10741.37,5,2.44,78,11,True,2666.39
10120,322,2022-04,32,23851.12,20273.45,2,2.73,77,1,False,5032.59
10121,322,2022-05,65,11634.37,9889.21,9,0.51,37,26,True,2454.85
10122,322,2022-05,42,56158.14,47734.42,14,2.86,29,2,True,11849.37
10123,322,2022-06,62,43869.67,37289.22,6,1.23,76,15,False,9256.5
10124,322,2022-07,62,34563.91,29379.32,16,0.4,37,12,False,7292.99
10125,322,2022-08,17,70665.71,60065.85,5,1.41,27,1,True,14910.46
10126,322,2022-09,9,35346.36,30044.41,2,1.03,72,4,False,7458.08
10127,322,2022-10,47,34418.72,29255.91,5,0.4,75,8,True,7262.35
10128,322,2022-11,72,15313.24,13016.25,4,0.11,58,21,False,3231.09
10129,322,2022-12,74,67670.33,57519.78,13,1.34,63,34,True,14278.44
10130,322,2023-01,64,67049.19,56991.81,14,2.05,79,23,True,14147.38
10131,322,2023-02,28,12449.49,10582.07,7,0.78,61,7,True,2626.84
10132,322,2023-03,18,8105.04,6889.28,2,1.32,32,1,True,1710.16
10133,322,2023-04,61,14168.57,12043.28,5,1.64,79,6,True,2989.57
10134,322,2023-05,58,28839.22,24513.34,12,2.21,35,26,True,6085.08
10135,322,2023-06,18,42880.6,36448.51,2,0.36,42,5,False,9047.81
10136,322,2023-07,11,43328.22,36828.99,2,1.4,30,5,False,9142.25
10137,322,2023-08,19,59214.6,50332.41,1,0.87,73,7,True,12494.28
10138,322,2023-09,27,67755.47,57592.15,3,0.27,59,0,False,14296.4
10139,322,2023-10,8,70180.98,59653.83,1,2.79,77,3,False,14808.19
10140,322,2023-11,43,39071.64,33210.89,3,0.59,39,21,True,8244.12
10141,322,2023-12,71,13595.23,11555.95,1,0.28,64,24,False,2868.59
10142,322,2024-01,51,60933.03,51793.08,16,2.53,57,6,False,12856.87
10143,322,2024-02,30,11248.19,9560.96,3,1.36,64,10,False,2373.37
10144,322,2024-03,61,70802.05,60181.74,16,0.15,79,19,False,14939.23
10145,322,2024-04,60,69590.36,59151.81,19,0.86,22,2,True,14683.57
10146,322,2024-05,13,13342.64,11341.24,3,2.21,44,4,True,2815.3
10147,322,2024-06,37,25384.75,21577.04,11,1.28,51,17,False,5356.18
10148,322,2024-07,13,39825.79,33851.92,0,1.2,64,2,True,8403.24
10149,322,2024-08,65,20353.19,17300.21,2,0.63,44,19,True,4294.52
10150,322,2024-09,22,23379.51,19872.58,3,0.53,73,2,False,4933.08
10151,322,2024-10,52,21942.96,18651.52,4,0.43,54,2,True,4629.96
10152,322,2024-11,60,72180.75,61353.64,2,1.65,45,29,True,15230.14
10153,323,2022-01,60,47096.0,40031.6,15,1.0,31,23,False,6546.34
10154,323,2022-01,102,141861.55,120582.32,13,0.04,23,40,True,19718.76
10155,323,2022-03,50,72911.11,61974.44,14,1.55,21,11,True,10134.64
10156,323,2022-04,69,19782.42,16815.06,10,1.58,70,28,True,2749.76
10157,323,2022-05,44,74006.42,62905.46,7,0.33,62,2,True,10286.89
10158,323,2022-05,27,139693.09,118739.13,5,1.25,50,7,True,19417.34
10159,323,2022-06,17,109554.68,93121.48,4,2.52,31,3,True,15228.1
10160,323,2022-07,65,92933.58,78993.54,0,1.75,75,15,True,12917.77
10161,323,2022-08,77,26487.35,22514.25,7,1.12,40,36,True,3681.74
10162,323,2022-09,129,81932.59,69642.7,41,1.13,46,35,False,11388.63
10163,323,2022-10,147,125468.46,106648.19,35,2.45,22,17,True,17440.12
10164,323,2022-11,125,103775.63,88209.29,14,2.77,68,32,True,14424.81
10165,323,2022-12,86,131344.15,111642.53,4,2.11,54,20,False,18256.84
10166,323,2023-01,100,44200.78,37570.66,23,0.88,39,5,False,6143.91
10167,323,2023-02,23,74221.99,63088.69,6,2.15,74,9,False,10316.86
10168,323,2023-03,98,28260.72,24021.61,31,1.4,53,5,True,3928.24
10169,323,2023-04,42,115655.36,98307.06,7,1.87,80,9,False,16076.1
10170,323,2023-05,115,15299.27,13004.38,31,1.78,55,43,False,2126.6
10171,323,2023-06,25,48154.83,40931.61,6,0.41,33,5,False,6693.52
10172,323,2023-07,84,44291.63,37647.89,5,0.48,44,14,True,6156.54
10173,323,2023-08,87,134838.86,114613.03,17,0.94,49,30,True,18742.6
10174,323,2023-09,58,29492.31,25068.46,18,1.28,54,28,False,4099.43
10175,323,2023-10,35,110658.75,94059.94,8,1.59,70,10,False,15381.57
10176,323,2023-11,130,72159.12,61335.25,27,2.4,77,62,True,10030.12
10177,323,2023-12,60,130245.39,110708.58,11,2.78,62,1,False,18104.11
10178,323,2024-01,67,61048.88,51891.55,5,0.88,36,29,True,8485.79
10179,323,2024-02,58,54777.56,46560.93,10,1.05,32,3,False,7614.08
10180,323,2024-03,102,55756.69,47393.19,12,1.0,20,49,False,7750.18
10181,323,2024-04,115,146646.19,124649.26,2,0.73,36,35,False,20383.82
10182,323,2024-05,146,16782.06,14264.75,25,0.85,28,48,True,2332.71
10183,323,2024-06,100,56110.1,47693.58,6,0.86,59,5,False,7799.3
10184,323,2024-07,44,81274.18,69083.05,7,1.54,53,4,False,11297.11
10185,323,2024-08,116,67923.47,57734.95,33,0.6,58,19,True,9441.36
10186,323,2024-09,43,145859.09,123980.23,2,2.07,27,4,True,20274.41
10187,323,2024-10,99,120591.23,102502.55,22,0.96,40,26,True,16762.18
10188,323,2024-11,145,90610.78,77019.16,12,0.0,44,35,True,12594.9
10189,324,2022-01,57,20988.6,17840.31,2,1.42,29,26,True,3358.18
10190,324,2022-01,22,67750.58,57587.99,6,1.92,67,11,True,10840.09
10191,324,2022-03,10,44469.17,37798.79,2,1.45,42,2,True,7115.07
10192,324,2022-04,20,25283.73,21491.17,0,0.59,75,1,True,4045.4
10193,324,2022-05,53,64482.17,54809.84,9,2.88,75,14,False,10317.15
10194,324,2022-05,43,34036.79,28931.27,14,1.48,28,0,False,5445.89
10195,324,2022-06,70,55884.06,47501.45,21,0.96,28,17,True,8941.45
10196,324,2022-07,32,21636.8,18391.28,7,0.15,22,6,True,3461.89
10197,324,2022-08,27,66642.96,56646.52,3,0.51,62,13,False,10662.87
10198,324,2022-09,29,27425.35,23311.55,8,0.64,56,8,True,4388.06
10199,324,2022-10,8,46546.89,39564.86,0,2.75,75,4,False,7447.5
10200,324,2022-11,21,68383.86,58126.28,5,0.61,59,2,True,10941.42
10201,324,2022-12,28,69296.7,58902.19,5,2.16,33,3,True,11087.47
10202,324,2023-01,9,53896.47,45812.0,3,2.54,23,3,False,8623.44
10203,324,2023-02,45,60078.48,51066.71,9,1.76,71,8,False,9612.56
10204,324,2023-03,65,27986.75,23788.74,7,0.02,79,13,True,4477.88
10205,324,2023-04,27,43916.67,37329.17,9,0.87,43,3,True,7026.67
10206,324,2023-05,49,9582.44,8145.07,2,1.12,78,9,True,1533.19
10207,324,2023-06,45,63966.06,54371.15,14,2.77,76,7,True,10234.57
10208,324,2023-07,11,10805.49,9184.67,1,0.11,69,2,False,1728.88
10209,324,2023-08,40,36350.59,30898.0,5,0.83,63,5,False,5816.09
10210,324,2023-09,72,26131.2,22211.52,12,0.38,76,5,False,4180.99
