credit_note_id,customer_key,invoice_id,credit_date,credit_amount,credit_reason,approval_status,approved_by,created_date
685fc96f-cc14-4f1a-a5c8-26a3a5e29a12,648,200469,2026-01-18,1741.23,Rate Plan Correction,Approved,Customer Service Lead,2026-01-18 00:00:00
2e767512-b49e-4bfa-83c2-5424d78d1c1c,3444,203766,2026-02-24,7.52,Service Outage Compensation,Approved,Revenue Assurance Team,2026-02-24 00:00:00
d9e0b2bf-e342-43ad-bc10-108cc36ae307,1871,204726,2026-03-05,31.65,Rate Plan Correction,Pending,Finance Manager,2026-03-05 00:00:00
f230b9d7-fe86-42ca-bfb2-b0f0febb4fef,4219,200294,2026-01-07,18.61,Billing Error,Approved,Customer Service Lead,2026-01-07 00:00:00
53d3200a-00f1-4aec-a4a6-684ceaf0da85,3823,200376,2026-01-14,12.9,Service Outage Compensation,Approved,Finance Manager,2026-01-14 00:00:00
5ac9958b-a9ab-43a6-95b6-009aa76ec556,4118,204422,2026-03-02,22.01,Goodwill Gesture,Approved,Revenue Assurance Team,2026-03-02 00:00:00
113e9f7c-9167-41f6-9e0c-d37f1c817808,1363,205347,2026-03-08,11.51,Billing Error,Approved,Revenue Assurance Team,2026-03-08 00:00:00
e2e0f699-43e5-49c1-8e86-3ed9815393b5,614,203281,2026-02-11,972.85,Overcharge Refund,Pending,Revenue Assurance Team,2026-02-11 00:00:00
029f5b23-e20d-4625-b891-4ca066c7d4fb,776,201008,2026-01-16,7114.06,Goodwill Gesture,Approved,Finance Manager,2026-01-16 00:00:00
e6095839-2b09-49e8-8098-d9e11704d2be,2585,201270,2026-01-24,27.99,Service Outage Compensation,Approved,Finance Manager,2026-01-24 00:00:00
ca2573db-57f2-44fe-b121-5dc54fb145f4,416,202112,2026-01-28,4733.3,Contract Dispute Resolution,Approved,Finance Manager,2026-01-28 00:00:00
235d5786-f077-49eb-a783-4852cdfbe465,104,203359,2026-02-11,38.48,Overcharge Refund,Approved,Finance Manager,2026-02-11 00:00:00
f3cdc6c6-b964-4d90-ac2d-611c108fdfbb,4208,204850,2026-03-05,2.82,Overcharge Refund,Approved,Customer Service Lead,2026-03-05 00:00:00
9fb1414d-0f8c-416c-9e42-c39484e4099e,30,205006,2026-03-01,838.63,Billing Error,Approved,Revenue Assurance Team,2026-03-01 00:00:00
1657a52e-340a-4a85-b5ae-5745e2899286,41,204884,2026-03-01,1911.66,Overcharge Refund,Approved,Customer Service Lead,2026-03-01 00:00:00
0de548f1-9fbc-4a1b-a073-875b5abcfe14,3586,203857,2026-02-25,22.59,Billing Error,Approved,Finance Manager,2026-02-25 00:00:00
c5e91170-8877-4800-b9a6-6c0c86d18717,24,203242,2026-02-10,0.82,Billing Error,Approved,Customer Service Lead,2026-02-10 00:00:00
9409f355-aee7-47ae-ab9c-c7702561d7b9,4449,201175,2026-01-17,19.6,Rate Plan Correction,Approved,Revenue Assurance Team,2026-01-17 00:00:00
42addf79-c16f-43b2-8653-7bc0d56aa087,1725,200166,2026-01-16,4.44,Overcharge Refund,Approved,Finance Manager,2026-01-16 00:00:00
3df500ff-3d29-4bbb-8322-e637f66caff9,3916,205402,2026-03-04,20.39,Service Outage Compensation,Approved,Revenue Assurance Team,2026-03-04 00:00:00
455a376a-d8c7-4c5b-aeae-6830ca4bf6c9,676,204549,2026-02-27,3587.1,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-27 00:00:00
86899b51-f3ed-44e9-ab9e-164db8112cd7,325,201755,2026-01-28,6125.9,Service Outage Compensation,Approved,Customer Service Lead,2026-01-28 00:00:00
1e1b0ce2-3079-406d-91cd-b1bf9b33c1cc,547,200928,2026-01-14,247.81,Rate Plan Correction,Approved,Customer Service Lead,2026-01-14 00:00:00
2b02e44a-b29f-4a17-9c35-cbfb2f0fdbb9,4125,204984,2026-03-02,4.89,Rate Plan Correction,Approved,Customer Service Lead,2026-03-02 00:00:00
8d09a825-67da-48da-9915-326f818de837,451,202764,2026-02-08,4575.94,Service Outage Compensation,Approved,Customer Service Lead,2026-02-08 00:00:00
3c899a3f-c1f6-4a4f-9eae-bb81eeb26911,1846,203446,2026-02-18,35.59,Overcharge Refund,Approved,Customer Service Lead,2026-02-18 00:00:00
05063539-5b76-4a31-b047-6c64d24fd675,2627,202450,2026-02-05,37.27,Contract Dispute Resolution,Pending,Finance Manager,2026-02-05 00:00:00
8c78e3a9-444a-48be-8960-6dd15b6b86da,341,200873,2026-01-22,4470.37,Contract Dispute Resolution,Approved,Finance Manager,2026-01-22 00:00:00
836a062d-2314-43d5-8ea0-d863c4143df6,1157,204417,2026-02-24,12.08,Billing Error,Approved,Revenue Assurance Team,2026-02-24 00:00:00
2dcae245-b78b-4d7e-a78e-d4c81f57ac07,2450,201667,2026-01-24,25.22,Rate Plan Correction,Approved,Customer Service Lead,2026-01-24 00:00:00
34fbe885-ad32-48a2-b47c-5a992666e1a9,87,204415,2026-02-28,1985.78,Billing Error,Pending,Customer Service Lead,2026-02-28 00:00:00
70f16c45-705d-43ac-83a9-be686562bae2,530,202555,2026-02-12,2646.51,Billing Error,Approved,Revenue Assurance Team,2026-02-12 00:00:00
6b6564c6-eeba-4bf8-9ed4-0b4f3084d948,621,202041,2026-02-01,1517.14,Billing Error,Approved,Revenue Assurance Team,2026-02-01 00:00:00
965e738b-0748-42dd-a2be-87d5da6db843,651,203839,2026-02-14,824.5,Billing Error,Approved,Finance Manager,2026-02-14 00:00:00
7dfd8031-a539-41cd-9aef-b30d31f04323,1106,204145,2026-02-21,11.09,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-21 00:00:00
9ab28ab3-ac4d-4b70-91ac-3c2b40597a85,374,205047,2026-03-08,4774.35,Overcharge Refund,Approved,Customer Service Lead,2026-03-08 00:00:00
f2c697e3-561f-43be-a30e-e9652540fbc1,3246,202547,2026-02-04,37.57,Goodwill Gesture,Approved,Finance Manager,2026-02-04 00:00:00
503298b5-18f1-4a08-b9cf-c23e8888813c,843,204834,2026-03-01,371.5,Goodwill Gesture,Approved,Customer Service Lead,2026-03-01 00:00:00
7841a9e5-f204-4a76-ba48-9b07a475252b,3627,203451,2026-02-15,10.49,Billing Error,Approved,Customer Service Lead,2026-02-15 00:00:00
6168c5b8-adf0-48f0-a651-f2ece195bc1e,1617,202453,2026-02-02,14.6,Service Outage Compensation,Approved,Customer Service Lead,2026-02-02 00:00:00
ff1d7f46-470a-4e7b-9c64-6c20868f873c,984,202738,2026-02-13,4750.75,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-13 00:00:00
6072c327-eec3-49a0-9d26-1ea24f367bd4,553,201859,2026-01-31,4696.44,Goodwill Gesture,Approved,Customer Service Lead,2026-01-31 00:00:00
9923a657-3cb9-46f1-96b0-9aeeebd4b820,1520,200963,2026-01-17,41.63,Billing Error,Pending,Finance Manager,2026-01-17 00:00:00
3b1c8748-6549-4bc5-ba4f-9b0418c1422c,1481,201078,2026-01-19,12.03,Rate Plan Correction,Approved,Revenue Assurance Team,2026-01-19 00:00:00
a7383662-75a3-4401-888e-d52a3c5dd0fb,398,204971,2026-03-09,3589.8,Contract Dispute Resolution,Approved,Customer Service Lead,2026-03-09 00:00:00
7bc55488-30ae-42ae-aa1e-c5bd7b27af01,2143,204222,2026-02-20,9.43,Billing Error,Approved,Finance Manager,2026-02-20 00:00:00
75c91758-ef7d-420e-883e-3c73d30ad0ea,290,200242,2026-01-10,536.64,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-10 00:00:00
637363da-261d-4728-8b0d-86e6bcb2b3de,94,203333,2026-02-18,1702.72,Overcharge Refund,Approved,Customer Service Lead,2026-02-18 00:00:00
8d598815-8c61-46e9-a008-9127df3af044,1096,202150,2026-01-29,2.27,Overcharge Refund,Approved,Finance Manager,2026-01-29 00:00:00
2834db5a-9a82-441c-9a10-87d1f06ded6b,472,205086,2026-02-28,1219.57,Contract Dispute Resolution,Approved,Finance Manager,2026-02-28 00:00:00
6e413883-5726-411b-a406-4514586114b6,3283,202299,2026-02-02,5.28,Overcharge Refund,Approved,Customer Service Lead,2026-02-02 00:00:00
41cd38b5-afbe-4e59-b662-003be835eb31,216,201261,2026-01-24,10.5,Goodwill Gesture,Approved,Customer Service Lead,2026-01-24 00:00:00
536881f3-83f8-48b5-92c7-153a8b1afaaf,22,204150,2026-02-26,944.39,Contract Dispute Resolution,Pending,Customer Service Lead,2026-02-26 00:00:00
d53dcf16-ac25-410c-bade-28c714b889b1,4993,200769,2026-01-19,18.48,Overcharge Refund,Approved,Finance Manager,2026-01-19 00:00:00
07ee8036-f9b7-4e80-a727-c49aea86ce59,1044,204765,2026-03-02,12.88,Rate Plan Correction,Approved,Customer Service Lead,2026-03-02 00:00:00
78d672bf-d10c-450b-add5-94c2d775a08d,440,202236,2026-02-02,36.14,Billing Error,Approved,Finance Manager,2026-02-02 00:00:00
fc8e4926-6f79-407e-888f-35424003aeb6,1199,203689,2026-02-13,21.34,Service Outage Compensation,Approved,Customer Service Lead,2026-02-13 00:00:00
299bb048-f9db-4a04-b96b-ce9a07401287,565,204462,2026-02-27,3118.15,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-27 00:00:00
b7369ad8-5e0c-474a-94aa-85ac1e3ad117,96,203870,2026-02-17,1162.83,Service Outage Compensation,Approved,Finance Manager,2026-02-17 00:00:00
f0e17148-2fbc-4ac3-8869-54ed93729d1e,4202,200010,2026-01-08,18.15,Rate Plan Correction,Approved,Revenue Assurance Team,2026-01-08 00:00:00
83c7eb36-fa1f-4243-b22c-665957fa6c65,1330,204818,2026-03-06,12.7,Goodwill Gesture,Pending,Revenue Assurance Team,2026-03-06 00:00:00
0ff23052-69e2-4e4d-b61e-08f1bdc010fb,4894,200079,2026-01-09,10.39,Rate Plan Correction,Pending,Revenue Assurance Team,2026-01-09 00:00:00
fd0af736-c4ae-455f-b6ef-e7990cb46ed8,1807,201180,2026-01-27,8.4,Contract Dispute Resolution,Approved,Finance Manager,2026-01-27 00:00:00
0ec22d9e-e9e7-430c-a350-1ce6d85e668d,507,202785,2026-02-03,2732.26,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-03 00:00:00
826d2035-c69b-449f-b419-8318e8084d3b,3962,202977,2026-02-13,26.9,Billing Error,Pending,Finance Manager,2026-02-13 00:00:00
c99c72c2-5949-428c-a714-64841730da17,754,203439,2026-02-15,2001.21,Rate Plan Correction,Approved,Customer Service Lead,2026-02-15 00:00:00
77cc28ea-f649-4e75-a51a-9850e036d08a,388,203678,2026-02-24,2.18,Billing Error,Pending,Revenue Assurance Team,2026-02-24 00:00:00
f410d09c-c347-4f9e-a925-1ffb4ec5d8a6,3769,202218,2026-02-06,5.39,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-06 00:00:00
f2519a38-fc5b-412f-a36d-1ab2d3bd9ef2,2397,204815,2026-03-05,2.48,Overcharge Refund,Approved,Finance Manager,2026-03-05 00:00:00
c5296de3-cb09-40ff-a117-bf71c981a148,1419,202824,2026-02-14,19.79,Rate Plan Correction,Approved,Finance Manager,2026-02-14 00:00:00
6a2569f6-db29-4126-9419-2eb48e0f49eb,2592,200855,2026-01-13,36.62,Goodwill Gesture,Approved,Revenue Assurance Team,2026-01-13 00:00:00
073ade86-9c49-4ff4-b3f9-c75dd9914c0e,4793,202971,2026-02-08,11.97,Contract Dispute Resolution,Approved,Finance Manager,2026-02-08 00:00:00
cc3812da-54bf-4ad2-9dd8-7744fe03a7b7,1942,204219,2026-02-23,13.34,Goodwill Gesture,Approved,Customer Service Lead,2026-02-23 00:00:00
31317423-af6d-4ca5-8de5-29a646d0d530,961,201844,2026-01-24,814.46,Billing Error,Approved,Customer Service Lead,2026-01-24 00:00:00
551ae18b-f1fd-47b4-aad8-333b6144aefd,779,203266,2026-02-09,673.85,Billing Error,Pending,Finance Manager,2026-02-09 00:00:00
e273e11e-cc3e-401f-81fd-002580c537e3,3241,202872,2026-02-14,15.91,Goodwill Gesture,Approved,Customer Service Lead,2026-02-14 00:00:00
482f5d19-09db-4be3-828b-db679c5383c7,3455,200816,2026-01-20,5.07,Goodwill Gesture,Approved,Finance Manager,2026-01-20 00:00:00
f4f420fd-361e-4015-8a7e-8e94531bbc56,967,203972,2026-02-17,5484.39,Billing Error,Approved,Customer Service Lead,2026-02-17 00:00:00
9224392c-7401-49b4-bef2-bfe6ca269b53,2153,202817,2026-02-14,11.55,Rate Plan Correction,Approved,Customer Service Lead,2026-02-14 00:00:00
08580ba2-7d6a-49bb-befb-0fec07ad8fe7,3174,203433,2026-02-20,36.59,Service Outage Compensation,Approved,Customer Service Lead,2026-02-20 00:00:00
f1c2bf20-fcb9-41fa-9794-4880352ef8b0,744,204247,2026-02-25,2427.09,Goodwill Gesture,Approved,Customer Service Lead,2026-02-25 00:00:00
4efd9f88-c966-4551-9724-ba620ff2c39a,2045,203661,2026-02-22,3.16,Service Outage Compensation,Approved,Customer Service Lead,2026-02-22 00:00:00
6953ea73-9d55-489a-abec-3ba0abccfb9b,4816,200125,2026-01-05,8.74,Billing Error,Pending,Finance Manager,2026-01-05 00:00:00
339e55a0-7b7d-433d-808f-8ee86c410a36,1310,204515,2026-03-02,22.15,Overcharge Refund,Pending,Revenue Assurance Team,2026-03-02 00:00:00
02e9e0bd-cfe0-4a69-94e6-5130d8c92e2b,2316,200261,2026-01-09,17.08,Rate Plan Correction,Approved,Customer Service Lead,2026-01-09 00:00:00
e75d821c-3ee5-44aa-b03b-c5dc0747fb15,699,204203,2026-02-26,634.6,Overcharge Refund,Approved,Customer Service Lead,2026-02-26 00:00:00
c3fc3bc7-c75d-4f97-ad51-670a3be68cf3,548,202008,2026-02-04,2349.62,Rate Plan Correction,Approved,Finance Manager,2026-02-04 00:00:00
654383d0-66c4-456d-8a72-1435a8d408d5,1119,203442,2026-02-17,14.93,Rate Plan Correction,Approved,Finance Manager,2026-02-17 00:00:00
5cd63b58-f4fd-417b-acb1-4c4bc9ca9aa7,521,201727,2026-01-27,11.35,Goodwill Gesture,Approved,Customer Service Lead,2026-01-27 00:00:00
7d4bd435-ee82-42c8-a482-675405db1751,751,202930,2026-02-09,618.72,Rate Plan Correction,Approved,Finance Manager,2026-02-09 00:00:00
f7115b8e-8528-4c8b-9bb5-66f991e94d05,305,204592,2026-03-02,1403.65,Goodwill Gesture,Approved,Revenue Assurance Team,2026-03-02 00:00:00
06766d86-c309-4356-8a69-cae93c15fa06,2869,202902,2026-02-14,2.83,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-14 00:00:00
8823b3d4-56ab-4a2a-ade8-bce9fa0e88b7,4368,204202,2026-02-19,21.04,Overcharge Refund,Approved,Customer Service Lead,2026-02-19 00:00:00
50b81b34-ff83-46cf-bc5e-985456a0cf84,4746,204751,2026-03-06,16.45,Rate Plan Correction,Approved,Customer Service Lead,2026-03-06 00:00:00
c98c1679-ad29-4c01-a322-3e164f2e79b9,134,201484,2026-01-21,1375.33,Goodwill Gesture,Approved,Customer Service Lead,2026-01-21 00:00:00
c17bf7fc-d35c-4b7d-a0f8-a240afd2dedc,3936,203888,2026-02-15,26.42,Goodwill Gesture,Approved,Finance Manager,2026-02-15 00:00:00
13e82666-a74f-4145-94a5-0fefb40b93fa,833,201469,2026-01-29,13.05,Contract Dispute Resolution,Pending,Revenue Assurance Team,2026-01-29 00:00:00
449dda76-82e4-4f03-a3f8-5616b98b4155,3015,201398,2026-01-20,18.45,Service Outage Compensation,Approved,Customer Service Lead,2026-01-20 00:00:00
6ff717da-e742-43b5-b29f-07722ce2d522,3201,203349,2026-02-14,13.86,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-14 00:00:00
1c10edd7-3f69-4611-9093-9f3e1732bf8a,964,200672,2026-01-13,1504.55,Goodwill Gesture,Approved,Customer Service Lead,2026-01-13 00:00:00
eb23cbfc-0601-41ae-aadb-a6ed9c4865a3,926,201044,2026-01-19,13.18,Rate Plan Correction,Approved,Finance Manager,2026-01-19 00:00:00
ce1dccc8-2642-459c-9aab-f6991f9aa961,1426,204041,2026-02-28,20.67,Service Outage Compensation,Approved,Finance Manager,2026-02-28 00:00:00
af3d42e7-95c9-4d70-9a5b-6ba25cb8dd39,1003,203341,2026-02-20,36.69,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-20 00:00:00
8e4c9427-2d51-42b8-99c8-723dbf1584f7,3429,201992,2026-01-25,14.31,Overcharge Refund,Approved,Customer Service Lead,2026-01-25 00:00:00
79932250-277c-4eff-8d2a-50134d897497,4349,203732,2026-02-17,14.6,Overcharge Refund,Pending,Finance Manager,2026-02-17 00:00:00
4e9fb2d6-3886-4d63-8f2a-bacda43df9e6,492,201811,2026-01-27,2028.7,Rate Plan Correction,Approved,Customer Service Lead,2026-01-27 00:00:00
d24f42b2-47fd-4b5c-8e9f-bbb9008d42bf,1248,202694,2026-02-06,19.82,Service Outage Compensation,Approved,Finance Manager,2026-02-06 00:00:00
debae5d7-9016-415c-b5bf-b6338262863e,202,200401,2026-01-13,3487.84,Rate Plan Correction,Approved,Finance Manager,2026-01-13 00:00:00
a41c68d6-961d-4f9e-b900-9d59775e74e3,579,203804,2026-02-19,76.25,Contract Dispute Resolution,Approved,Finance Manager,2026-02-19 00:00:00
10debf07-87a8-4918-9a7b-cebf8999c3a7,717,200187,2026-01-14,914.03,Overcharge Refund,Pending,Customer Service Lead,2026-01-14 00:00:00
a4966d60-6343-4af0-8a32-4e1b26955538,1218,200647,2026-01-16,17.96,Billing Error,Approved,Customer Service Lead,2026-01-16 00:00:00
e079aec1-ba9c-40bf-88c2-0ca3e5f54fdb,1712,200453,2026-01-17,35.73,Overcharge Refund,Approved,Customer Service Lead,2026-01-17 00:00:00
99d3c45b-13ac-4518-8a1c-dfc535ba02ff,617,200420,2026-01-11,8.15,Goodwill Gesture,Approved,Customer Service Lead,2026-01-11 00:00:00
2a0e63bd-30f8-4b34-b685-24df684ebc40,230,200910,2026-01-20,3231.97,Rate Plan Correction,Pending,Revenue Assurance Team,2026-01-20 00:00:00
76535831-83f3-4ba0-8bd4-ee8c73dbc8d0,324,201680,2026-01-26,368.76,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-26 00:00:00
20668843-7eb0-4119-bd04-1e70532ebfaa,3773,200981,2026-01-24,2.69,Goodwill Gesture,Approved,Customer Service Lead,2026-01-24 00:00:00
e88b8a18-27d5-41fe-9e9f-d5e13bad048a,2668,200940,2026-01-24,40.39,Service Outage Compensation,Pending,Revenue Assurance Team,2026-01-24 00:00:00
d3b46d93-1e59-4e99-9516-04dbefdad011,1397,202278,2026-02-09,17.76,Rate Plan Correction,Pending,Customer Service Lead,2026-02-09 00:00:00
7704bd05-9f82-488a-a7fb-d6104db47916,4927,200254,2026-01-16,12.0,Contract Dispute Resolution,Approved,Finance Manager,2026-01-16 00:00:00
a3f92966-34bb-4e73-8e7e-399fd2a28e7d,1709,201271,2026-01-26,6.05,Rate Plan Correction,Approved,Finance Manager,2026-01-26 00:00:00
f4808f49-1a80-438d-93e0-74e525745b5c,3665,200307,2026-01-10,4.04,Overcharge Refund,Pending,Finance Manager,2026-01-10 00:00:00
43232008-cad5-4439-96b0-0d9ef38ba0a5,492,200052,2026-01-04,5611.69,Overcharge Refund,Approved,Finance Manager,2026-01-04 00:00:00
65aaec2e-44af-4bcf-b227-dd764205e7db,3455,203146,2026-02-13,35.25,Service Outage Compensation,Approved,Customer Service Lead,2026-02-13 00:00:00
c6eaf2fe-9bbf-4e28-bba0-14276285c640,2393,203368,2026-02-19,11.81,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-19 00:00:00
525ed21d-91e5-4ba5-943b-7a3f14550dac,1463,205216,2026-03-11,23.91,Service Outage Compensation,Approved,Revenue Assurance Team,2026-03-11 00:00:00
dd1a08a1-2d9b-468a-989f-5ba3c921c1b9,3949,203192,2026-02-07,10.17,Service Outage Compensation,Approved,Customer Service Lead,2026-02-07 00:00:00
b756f735-9a0e-4147-89ab-ba26116c9f97,130,203274,2026-02-15,1700.16,Billing Error,Approved,Finance Manager,2026-02-15 00:00:00
cd79b47e-4c08-4902-b23c-0316cc4bce5c,723,205008,2026-03-09,11.18,Billing Error,Approved,Revenue Assurance Team,2026-03-09 00:00:00
811ba0ca-0e2a-4b80-9c6b-e444b842298d,3350,201562,2026-01-30,4.21,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-30 00:00:00
4ad54620-307c-444f-98c4-1301a7be8bf4,68,200926,2026-01-22,16.48,Contract Dispute Resolution,Approved,Customer Service Lead,2026-01-22 00:00:00
b43cf34f-5882-4a5e-88a3-cba5f784b7d6,205,202327,2026-02-09,397.69,Billing Error,Approved,Customer Service Lead,2026-02-09 00:00:00
61b945f2-fd00-49e3-b558-c8e21bac480f,4865,203599,2026-02-19,15.59,Billing Error,Approved,Finance Manager,2026-02-19 00:00:00
e6f50c14-52ef-454f-8e97-217acb8849a8,1239,203549,2026-02-11,6.94,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-11 00:00:00
afe11001-6f75-4e4b-8093-fb7d64e335d3,490,200742,2026-01-11,3518.25,Billing Error,Approved,Revenue Assurance Team,2026-01-11 00:00:00
743ebc55-3d2d-4408-a6f3-46752f51bb15,115,203186,2026-02-13,718.23,Billing Error,Pending,Finance Manager,2026-02-13 00:00:00
5fbf20ae-cb16-4067-95c2-f0668e9a5672,2079,205025,2026-03-04,20.88,Rate Plan Correction,Approved,Revenue Assurance Team,2026-03-04 00:00:00
ec19d3f2-2ddb-42f3-a037-6fcc366e9539,1222,203856,2026-02-25,12.08,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-25 00:00:00
37f6f693-e75a-4432-97f8-e9d7667c74f6,161,201356,2026-01-20,4.34,Rate Plan Correction,Pending,Customer Service Lead,2026-01-20 00:00:00
d578c81e-70bc-4ea2-bd52-9b7fe1b63f65,47,204127,2026-02-23,3026.34,Goodwill Gesture,Approved,Finance Manager,2026-02-23 00:00:00
b2ecc1bf-19b7-4dc7-8676-a9593532f2fd,941,201155,2026-01-26,500.16,Billing Error,Approved,Finance Manager,2026-01-26 00:00:00
232287ef-7bb7-498f-9b42-949f4827ad83,511,204089,2026-02-26,4445.28,Contract Dispute Resolution,Approved,Finance Manager,2026-02-26 00:00:00
46b08ddb-77a9-4e97-b0b0-1197c2616176,338,205357,2026-03-11,1140.74,Rate Plan Correction,Approved,Finance Manager,2026-03-11 00:00:00
af51cf62-1758-4095-ad95-3365f01e2b07,3996,201830,2026-01-26,8.85,Goodwill Gesture,Pending,Finance Manager,2026-01-26 00:00:00
672834fb-62cc-4a67-ae95-87927db6778d,4630,204292,2026-02-27,15.43,Contract Dispute Resolution,Approved,Customer Service Lead,2026-02-27 00:00:00
cf190235-438b-4e1f-8512-9e632b284ff4,878,203810,2026-02-14,37.12,Goodwill Gesture,Approved,Customer Service Lead,2026-02-14 00:00:00
f235b2c5-01db-41e1-ad08-de682e39df64,3001,204329,2026-03-02,3.14,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-03-02 00:00:00
c193e7d9-312b-444c-9867-a6c34c3052b3,44,202352,2026-01-30,1688.0,Rate Plan Correction,Approved,Customer Service Lead,2026-01-30 00:00:00
5ad0149e-bcec-4ab5-8a92-795b85ae61d5,3861,205132,2026-03-12,26.18,Goodwill Gesture,Approved,Customer Service Lead,2026-03-12 00:00:00
1779cdfd-cb78-4aab-8a02-8ae31263064b,497,204849,2026-02-25,37.94,Billing Error,Approved,Finance Manager,2026-02-25 00:00:00
0f238739-53f1-47ef-b4b2-246303cab240,541,201391,2026-01-20,25.6,Billing Error,Approved,Finance Manager,2026-01-20 00:00:00
0c2f8212-f0f1-4220-904f-241b8dca0fdc,487,201768,2026-02-02,2129.29,Overcharge Refund,Approved,Finance Manager,2026-02-02 00:00:00
b16ae940-1886-48b3-bdcc-360af749af4b,549,200585,2026-01-11,16.69,Goodwill Gesture,Approved,Revenue Assurance Team,2026-01-11 00:00:00
92915314-4ebc-4756-a2c8-230de05eb231,895,200102,2026-01-12,4859.22,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-12 00:00:00
5f185eee-e5dc-46d7-a88e-761b032a5a75,2408,201611,2026-01-24,19.99,Contract Dispute Resolution,Pending,Customer Service Lead,2026-01-24 00:00:00
c0abdd82-8abd-42f3-83c9-115ebb4cd613,177,205307,2026-03-10,3602.74,Overcharge Refund,Approved,Customer Service Lead,2026-03-10 00:00:00
1865de8f-732f-4c25-a40f-15a8e8479d5a,371,204363,2026-02-27,21.41,Overcharge Refund,Approved,Finance Manager,2026-02-27 00:00:00
82c17784-63cc-48e2-aa57-3815476579ed,4651,200132,2026-01-07,4.11,Billing Error,Approved,Finance Manager,2026-01-07 00:00:00
ad774e4a-6d48-44c9-8a79-7dbe9d17200f,617,201734,2026-01-27,1387.43,Billing Error,Approved,Customer Service Lead,2026-01-27 00:00:00
0c78632a-01e8-49e0-8ce6-a9a34c69fb73,1834,202851,2026-02-04,20.62,Service Outage Compensation,Approved,Revenue Assurance Team,2026-02-04 00:00:00
29d3f3bf-b78e-4bd8-bc73-e0e85f9bfddb,304,202403,2026-02-08,11.99,Goodwill Gesture,Approved,Finance Manager,2026-02-08 00:00:00
4201aaa8-642c-48a8-b254-64697dffcda1,4423,200468,2026-01-11,7.2,Overcharge Refund,Approved,Finance Manager,2026-01-11 00:00:00
81fcc929-cbe5-4708-9072-2ab6d54408ac,673,204085,2026-02-19,6.87,Billing Error,Approved,Revenue Assurance Team,2026-02-19 00:00:00
275637b1-5a2a-4d2a-9dfc-28360f961f7c,2188,202948,2026-02-06,11.98,Overcharge Refund,Pending,Customer Service Lead,2026-02-06 00:00:00
b574d586-eec6-4a36-81c9-94197dad063c,428,201027,2026-01-16,1520.33,Billing Error,Pending,Customer Service Lead,2026-01-16 00:00:00
02618f14-2aa5-49ab-a4e3-128bd89be3c1,4744,203572,2026-02-20,10.22,Overcharge Refund,Pending,Finance Manager,2026-02-20 00:00:00
7eda339a-5894-43dc-9ce3-e1f32b6cc0d6,714,205337,2026-03-11,1881.99,Contract Dispute Resolution,Approved,Customer Service Lead,2026-03-11 00:00:00
6b935ea0-3da9-4059-a2c4-76eddae977be,133,204621,2026-03-02,4230.41,Billing Error,Approved,Revenue Assurance Team,2026-03-02 00:00:00
8b302997-5337-40b6-be5e-fad06356a9eb,1692,200935,2026-01-25,14.88,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-25 00:00:00
0d12ef1a-cf49-4fcf-ac50-2106808a48d9,2189,201796,2026-02-01,4.9,Rate Plan Correction,Approved,Finance Manager,2026-02-01 00:00:00
21e7d347-731e-40b6-b205-39bbd5e015c4,2021,202134,2026-01-30,5.55,Rate Plan Correction,Approved,Finance Manager,2026-01-30 00:00:00
74832289-0084-44c3-b264-0e912fe219fb,9,205255,2026-03-07,2025.03,Contract Dispute Resolution,Pending,Revenue Assurance Team,2026-03-07 00:00:00
ff99956f-e502-4efa-bcb8-c0b987ebacb8,1831,204796,2026-03-07,24.05,Rate Plan Correction,Approved,Finance Manager,2026-03-07 00:00:00
e93807b2-6c54-4420-bffe-d129f82472b5,4987,201912,2026-01-31,21.73,Goodwill Gesture,Approved,Revenue Assurance Team,2026-01-31 00:00:00
2269e7c0-6f06-47bf-885f-96d59aecc416,4692,203641,2026-02-12,4.12,Goodwill Gesture,Approved,Customer Service Lead,2026-02-12 00:00:00
3dd8683b-5bc8-479e-9e11-aab41a635b52,231,201225,2026-01-26,2983.03,Service Outage Compensation,Approved,Finance Manager,2026-01-26 00:00:00
968854fd-5d3d-49a5-a7a0-d937f3404f93,1421,202642,2026-02-02,19.01,Billing Error,Approved,Revenue Assurance Team,2026-02-02 00:00:00
