subscription_id,iccid,device_type_key,customer_key,data_plan,activation_date,status,monthly_fee,contract_term_months,last_communication
27255,894432934471860146637,12,791,1MB,2024-01-06,Active,9.49,24,2025-07-31
27256,894426997757677031180,79,661,1MB,2021-11-29,Active,4.02,36,2022-07-07
27257,894431536116959767366,18,763,5GB,2025-05-10,Active,9.27,60,2025-07-13
27258,894499755334960799314,90,925,1MB,2020-03-12,Active,12.15,60,2023-09-21
27259,894441642597866463855,44,108,1GB,2023-01-02,Active,17.02,24,2024-03-27
27260,894466495032140989928,74,858,10MB,2020-06-22,Terminated,13.84,60,2025-02-26
27261,894447528963197862146,48,484,1GB,2024-04-24,Active,1.67,60,2025-10-09
27262,894496495943776999939,53,38,Unlimited,2021-02-27,Terminated,8.05,24,2023-12-15
27263,894439844694813448859,54,196,Unlimited,2025-09-07,Active,5.44,36,2025-11-26
27264,894448239680423718246,97,152,Unlimited,2023-06-30,Active,2.2,12,2025-07-14
27265,894410202471518686103,56,331,5GB,2024-05-19,Active,15.16,24,2025-10-14
27266,894455308834451632349,21,649,1MB,2022-06-19,Active,7.08,36,2023-06-15
27267,894456321343387655823,34,94,1MB,2025-02-14,Suspended,1.19,24,2025-09-11
27268,894428279139895471606,35,738,5GB,2023-05-25,Active,9.49,60,2024-09-01
27269,894452981905843257617,87,992,Unlimited,2024-05-06,Suspended,18.05,12,2025-06-03
27270,894415290352631404760,64,742,1GB,2021-06-27,Active,10.59,60,2024-11-16
27271,894485375287864817445,76,335,Unlimited,2021-04-21,Suspended,11.58,36,2023-03-06
27272,894498461030826055468,35,770,100MB,2023-01-30,Terminated,14.17,12,2023-05-15
27273,894480016658797652320,16,324,1GB,2024-05-10,Active,11.66,24,2024-06-02
27274,894452665588713310980,87,147,Unlimited,2025-05-06,Active,19.1,36,2025-07-28
27275,894473732474151828240,95,905,Unlimited,2024-08-30,Active,16.29,60,2025-01-05
27276,894493065660737759004,55,392,Unlimited,2023-11-06,Active,1.73,60,2025-08-19
27277,894486216910074201549,33,712,100MB,2024-10-20,Suspended,6.58,60,2025-05-30
27278,894494757637290205870,79,490,1GB,2025-08-15,Terminated,18.38,12,2025-09-13
27279,894481911832656822659,28,972,Unlimited,2023-03-03,Active,5.21,36,2023-10-02
27280,894470240840339103271,87,755,10MB,2024-07-09,Active,6.32,24,2025-12-11
27281,894410719824777593740,18,2,100MB,2022-04-14,Active,3.46,12,2025-10-14
27282,894454159750136873548,54,281,Unlimited,2022-01-07,Active,10.86,24,2022-05-17
27283,894449049278689236508,10,742,Unlimited,2022-03-20,Active,1.78,60,2025-03-28
27284,894498033446385488479,73,433,1MB,2023-07-24,Active,4.67,60,2025-04-16
27285,894417355310523336831,20,407,1GB,2024-06-30,Active,14.25,24,2025-11-09
27286,894489360547351216667,14,360,100MB,2021-09-22,Active,18.58,12,2025-08-15
27287,894469095234993351582,30,470,5GB,2025-02-19,Active,14.24,36,2025-11-17
27288,894472145715280175864,95,934,100MB,2025-06-23,Active,4.43,36,2025-12-02
27289,894447507438066040669,69,811,1GB,2025-12-15,Active,11.24,60,2025-12-23
27290,894492750969610674483,85,270,1MB,2020-01-19,Active,3.38,24,2022-04-23
27291,894468073578932218283,82,408,Unlimited,2025-05-05,Active,10.97,60,2025-12-30
27292,894419945657557976579,89,117,100MB,2024-06-26,Active,13.76,24,2025-12-26
27293,894459622878425787383,6,378,10MB,2021-07-15,Active,10.01,12,2024-09-06
27294,894432168351492934038,34,228,1MB,2020-07-04,Suspended,13.67,60,2021-09-09
27295,894427212075484483555,81,547,5GB,2023-12-07,Terminated,7.01,36,2025-03-23
27296,894476635744394233996,2,202,1MB,2023-10-05,Terminated,7.25,60,2023-11-15
27297,894487771227764737996,45,796,1MB,2025-12-20,Terminated,10.52,60,2025-12-24
27298,894437042246772792629,45,937,5GB,2024-10-16,Active,16.91,60,2025-07-31
27299,894427493699778148868,84,491,100MB,2020-09-16,Active,17.45,12,2025-09-08
27300,894437090487352631633,40,685,Unlimited,2023-10-22,Active,3.62,36,2024-03-15
27301,894436228352276819231,50,298,1GB,2021-11-17,Suspended,18.89,36,2024-04-02
27302,894497348214806565424,85,250,10MB,2023-12-29,Active,3.2,12,2024-09-16
27303,894436360410272824552,20,423,10MB,2020-02-16,Active,2.5,36,2023-10-27
27304,894410950387787940713,19,694,10MB,2024-12-13,Active,7.28,12,2025-04-05
27305,894431420490510106019,100,46,100MB,2025-10-03,Active,16.52,12,2025-12-16
27306,894452739362775208655,15,288,100MB,2021-12-04,Suspended,10.93,60,2024-03-18
27307,894494707966470840458,50,172,100MB,2023-07-24,Suspended,11.69,24,2024-03-19
27308,894418219438826710227,3,189,1GB,2025-05-31,Suspended,19.93,24,2025-09-20
27309,894428290622190952784,60,854,1GB,2021-09-11,Active,2.47,36,2025-05-31
27310,894442395298915682274,40,959,1GB,2020-10-06,Active,1.38,60,2024-07-09
27311,894431430404537597611,7,106,Unlimited,2025-02-04,Active,11.21,60,2025-07-26
27312,894499582306373228533,33,511,1GB,2021-12-23,Active,17.55,60,2025-08-06
27313,894421411348035213783,32,26,1GB,2021-09-07,Active,17.13,12,2021-09-08
27314,894485970888830667659,90,156,Unlimited,2022-12-24,Active,19.03,36,2022-12-28
27315,894437175886063059714,61,650,5GB,2022-04-25,Suspended,6.33,36,2024-11-17
27316,894447517379733107364,86,316,10MB,2021-08-16,Suspended,4.53,60,2022-01-21
27317,894490804221759784627,8,459,100MB,2022-10-25,Active,16.79,60,2023-06-16
27318,894451501418488958674,11,173,10MB,2020-08-13,Active,7.45,12,2025-07-12
27319,894410112652022323837,7,538,100MB,2020-03-25,Active,8.37,24,2023-10-01
27320,894448873770403060661,39,700,1MB,2022-09-20,Active,18.05,36,2024-05-16
27321,894472808135813343647,37,618,5GB,2025-03-25,Active,12.18,12,2025-12-20
27322,894489012861177283653,78,669,1GB,2020-05-29,Active,18.71,36,2022-06-18
27323,894439308680112809997,66,900,100MB,2021-06-08,Active,12.26,12,2023-05-06
27324,894427020715093361026,52,449,100MB,2025-04-03,Suspended,12.95,36,2025-06-25
27325,894433673371150828935,61,23,5GB,2021-09-30,Active,19.53,60,2025-05-25
27326,894417886839150751897,90,829,5GB,2025-01-12,Active,2.85,12,2025-04-19
27327,894432134437498102803,87,640,1MB,2024-05-20,Active,9.3,36,2025-08-31
27328,894498365228880439661,54,605,5GB,2020-05-12,Active,14.55,12,2023-08-02
27329,894429609793245375805,31,315,1MB,2020-06-14,Active,6.84,12,2024-01-04
27330,894415386351466792423,95,257,1GB,2025-12-26,Terminated,15.47,36,2025-12-28
27331,894479885242860831147,44,195,5GB,2023-11-12,Active,2.29,24,2025-08-29
27332,894455360649258731637,19,772,Unlimited,2025-02-14,Active,5.05,36,2025-04-26
27333,894479060058161416932,78,697,5GB,2022-05-27,Suspended,3.75,60,2023-01-08
27334,894479668640676503716,14,634,1MB,2023-06-06,Active,1.17,60,2024-06-16
27335,894420303451289925401,1,482,Unlimited,2021-03-17,Active,1.26,60,2024-09-25
27336,894487402647016383768,50,188,1GB,2025-02-07,Active,9.33,60,2025-02-13
27337,894498692407107814311,96,265,5GB,2022-12-09,Active,4.34,36,2023-12-01
27338,894437809770555982832,30,304,5GB,2025-03-31,Active,4.23,36,2025-11-17
27339,894496138110901379005,12,105,Unlimited,2023-10-27,Active,15.58,24,2024-07-30
27340,894444781195328765266,72,704,Unlimited,2022-10-08,Terminated,15.95,24,2023-02-05
27341,894441131018903602371,18,834,100MB,2021-09-28,Terminated,16.04,12,2025-01-04
27342,894444894916853870272,96,319,1MB,2022-10-13,Active,9.52,36,2025-09-09
27343,894463658217673892152,73,553,10MB,2024-03-22,Terminated,11.57,12,2024-12-05
27344,894424515266196323837,60,556,1GB,2024-09-19,Active,18.81,60,2025-03-11
27345,894489450663028914785,47,18,Unlimited,2022-10-29,Terminated,19.0,60,2023-10-01
27346,894490720814286341702,87,34,100MB,2021-01-28,Active,9.18,12,2022-05-03
27347,894481873011279149992,96,470,10MB,2022-08-11,Active,18.27,60,2023-06-16
27348,894436676831416306304,13,384,1MB,2022-12-07,Terminated,18.38,60,2024-08-31
27349,894445221294390676006,65,144,1GB,2024-01-04,Suspended,9.22,24,2024-03-17
27350,894490294903095210534,89,259,100MB,2025-05-17,Active,5.76,60,2025-06-26
27351,894455704863274120749,51,813,1GB,2024-12-16,Active,4.93,24,2025-03-19
27352,894443516369492543323,83,939,100MB,2024-02-11,Active,5.78,12,2025-10-27
27353,894442742888069655685,53,56,10MB,2025-06-13,Terminated,9.91,36,2025-11-06
27354,894489698406588995728,46,487,5GB,2023-03-22,Active,12.69,12,2025-10-12
27355,894468861354829392017,73,229,1MB,2023-01-31,Active,3.77,24,2025-03-05
27356,894480242685402433743,10,793,1GB,2024-01-19,Active,12.35,60,2025-11-12
27357,894412896304850704025,14,244,100MB,2020-12-02,Active,11.24,24,2021-10-16
27358,894451860197032633398,50,732,Unlimited,2022-05-20,Active,19.25,24,2025-02-03
27359,894489840133612175937,85,562,10MB,2022-07-17,Active,6.04,60,2023-01-19
27360,894473892691177072948,88,38,Unlimited,2022-08-18,Active,11.23,12,2022-10-27
27361,894441622279958404342,13,799,1MB,2020-07-01,Active,5.81,36,2020-08-16
27362,894411081838958348561,21,301,100MB,2022-10-03,Active,19.45,36,2024-09-25
27363,894493192493798059218,99,874,10MB,2021-02-14,Suspended,11.66,60,2021-10-22
27364,894451219659855590993,80,828,Unlimited,2020-03-11,Active,11.06,36,2024-12-03
27365,894447736123820458463,78,98,5GB,2025-10-27,Active,7.19,24,2025-12-26
27366,894474382535089006507,28,548,100MB,2020-12-22,Active,16.25,60,2022-12-18
27367,894457891988271548258,39,640,Unlimited,2022-06-19,Active,14.55,24,2023-05-21
27368,894425435514332305251,46,860,Unlimited,2024-04-16,Active,6.77,36,2024-08-17
27369,894459713505764266395,42,651,5GB,2021-08-09,Terminated,11.76,36,2024-05-17
27370,894425454204741281023,25,548,1GB,2020-11-15,Active,9.15,24,2022-12-23
27371,894450595672015439798,26,475,100MB,2021-09-06,Suspended,4.71,12,2023-02-12
27372,894466962454963706854,26,995,10MB,2023-11-06,Active,19.05,60,2024-01-06
27373,894423786974343601968,23,808,Unlimited,2023-08-03,Active,4.12,24,2025-06-20
27374,894479077136053644190,32,198,1GB,2023-04-23,Active,11.96,12,2025-05-30
27375,894417950260861729944,71,729,100MB,2022-04-21,Active,9.27,12,2025-08-16
27376,894452824340209829093,73,490,5GB,2020-03-18,Active,8.25,60,2023-01-17
27377,894444673926648270880,58,753,100MB,2020-01-07,Active,19.99,60,2025-11-03
27378,894430369525577734101,17,365,10MB,2020-11-29,Active,10.7,60,2024-09-25
27379,894430704364549025497,36,457,10MB,2021-05-06,Terminated,8.17,60,2025-09-15
27380,894463916485661095460,39,547,1GB,2025-02-27,Active,16.23,24,2025-03-21
27381,894444571390963528000,55,791,1GB,2020-05-18,Active,16.64,60,2025-08-14
27382,894421776626807246689,11,2,1GB,2021-04-05,Active,14.62,24,2021-07-29
27383,894465933459643286219,44,48,1MB,2020-10-13,Active,2.43,12,2023-10-26
27384,894436665372597287809,27,483,Unlimited,2020-01-26,Suspended,2.24,12,2021-05-26
27385,894410577791488563805,38,851,5GB,2020-01-12,Active,5.68,36,2023-06-16
27386,894415802954064063540,42,25,100MB,2022-08-07,Active,8.29,60,2023-10-10
27387,894489009002216968780,38,264,1MB,2020-08-20,Active,16.21,12,2021-04-03
27388,894460639608563918764,45,524,100MB,2023-02-28,Active,7.79,36,2023-08-04
27389,894486923657761872178,55,919,1MB,2021-05-01,Active,19.24,36,2025-12-23
27390,894427077867108973777,81,699,10MB,2022-03-16,Active,7.11,12,2022-09-29
27391,894470211291252634116,63,543,100MB,2023-02-16,Active,7.57,60,2023-06-03
27392,894414480827415143029,79,230,100MB,2025-03-23,Active,17.12,24,2025-08-01
27393,894474573797749043948,72,425,1GB,2024-11-12,Active,17.73,36,2025-09-29
27394,894415856484531547300,28,932,10MB,2025-08-02,Suspended,4.66,24,2025-10-07
27395,894425032877273765208,62,997,100MB,2020-07-15,Active,6.57,24,2024-02-23
27396,894428826149497822869,5,657,10MB,2024-12-28,Active,1.35,24,2025-05-22
27397,894463413436175601346,35,210,1MB,2024-12-21,Active,18.71,24,2025-10-25
27398,894427105457464932432,13,812,1GB,2025-06-02,Terminated,8.82,60,2025-10-13
27399,894472694077465340569,85,950,1MB,2020-07-25,Active,3.73,24,2024-07-05
27400,894491286744714824672,53,133,10MB,2020-08-31,Suspended,17.68,24,2023-12-15
27401,894492780275610431591,99,951,1GB,2025-08-09,Suspended,3.84,24,2025-11-20
27402,894460790806128964986,22,823,1GB,2025-12-18,Active,6.01,60,2025-12-24
27403,894469592637763559243,22,523,Unlimited,2021-07-10,Active,7.1,24,2023-11-06
27404,894466599417152016167,47,656,1GB,2021-11-19,Suspended,12.32,12,2023-05-09
27405,894468127337491715038,14,896,1MB,2020-05-25,Terminated,1.05,36,2020-07-05
27406,894432132432125269057,60,702,1MB,2022-07-14,Active,9.25,36,2023-03-02
27407,894471969771921660869,45,777,1MB,2025-05-22,Active,19.18,12,2025-08-26
27408,894436167439591823726,63,853,1GB,2023-12-02,Terminated,15.69,36,2025-03-08
27409,894485902688339457120,52,676,Unlimited,2021-08-10,Active,7.51,24,2022-11-02
27410,894411498085921009221,23,598,1GB,2021-08-20,Active,2.29,36,2024-01-30
27411,894479424313829198185,45,678,1GB,2023-12-18,Suspended,18.05,60,2025-04-20
27412,894446891164752215964,94,644,10MB,2022-09-15,Active,11.54,12,2024-04-01
27413,894493941397236069809,90,226,Unlimited,2022-02-07,Suspended,16.21,24,2022-02-13
27414,894439176314461425646,36,79,1GB,2022-11-25,Active,17.68,36,2024-11-22
27415,894430379670505699372,59,480,1GB,2021-10-04,Active,12.51,60,2025-11-06
27416,894461330338945704326,100,874,Unlimited,2023-03-27,Active,2.7,60,2024-04-07
27417,894446626355925373180,18,342,1GB,2022-04-01,Suspended,17.89,36,2024-03-06
27418,894438070329510757468,96,258,5GB,2023-05-15,Active,11.07,36,2023-11-12
27419,894445805842764405011,11,422,Unlimited,2022-03-08,Active,4.67,12,2025-12-29
27420,894456490777907739023,24,358,5GB,2025-09-08,Active,19.84,36,2025-09-28
27421,894436837345329341595,88,388,5GB,2024-01-07,Active,8.72,12,2025-07-28
27422,894485633070667689647,2,343,Unlimited,2023-09-10,Active,10.68,12,2024-09-29
27423,894493401573252615001,68,53,1GB,2025-01-08,Active,19.6,60,2025-10-10
27424,894443258525136138139,82,518,5GB,2021-05-12,Active,10.92,36,2025-09-07
27425,894447389009486594757,67,27,1GB,2022-12-08,Active,13.43,36,2023-03-30
27426,894432273693351347930,53,825,10MB,2023-05-31,Active,7.09,60,2024-05-16
27427,894412414616520708607,29,132,5GB,2021-01-03,Active,2.09,24,2023-06-25
27428,894474487188840891138,14,167,10MB,2024-12-26,Suspended,8.62,36,2025-09-11
27429,894477367556319399082,41,788,100MB,2020-12-22,Suspended,4.89,12,2025-08-21
27430,894454104184049143700,67,885,100MB,2025-11-05,Active,1.57,60,2025-12-09
27431,894491061636500778855,5,559,5GB,2024-03-01,Active,8.36,60,2024-07-11
27432,894440942341499784083,2,457,5GB,2020-10-28,Active,18.43,60,2025-04-10
27433,894410722455872710791,83,878,Unlimited,2025-07-15,Active,15.28,36,2025-08-20
27434,894411642269367825805,55,643,5GB,2020-03-16,Active,17.51,12,2020-06-14
27435,894474208722995457348,9,661,5GB,2024-03-11,Terminated,8.7,12,2025-05-11
27436,894467594709949107578,17,885,10MB,2025-06-02,Active,9.26,60,2025-12-30
27437,894438389007583798051,66,895,5GB,2021-01-30,Active,1.73,12,2021-11-18
27438,894459704401059461917,89,816,1GB,2021-10-04,Active,5.12,60,2023-09-19
27439,894421162504793461013,90,429,5GB,2024-01-09,Active,18.83,12,2025-10-03
27440,894485298161885718819,5,36,10MB,2022-04-07,Active,2.21,12,2023-05-23
27441,894461134449199216248,72,430,100MB,2023-06-28,Active,10.99,60,2024-12-01
27442,894436156489727705957,31,645,100MB,2020-03-06,Active,9.23,60,2020-08-07
27443,894450166228979520608,59,369,1GB,2020-04-24,Active,8.27,24,2024-09-01
27444,894439892425866140560,54,628,5GB,2021-08-27,Suspended,10.52,60,2025-04-29
27445,894424715643034313697,30,622,10MB,2021-02-05,Terminated,1.83,24,2021-08-17
27446,894411852785422722110,59,81,1MB,2023-07-24,Active,8.02,36,2024-11-01
27447,894494574885656499763,53,859,5GB,2020-09-26,Terminated,17.37,36,2024-05-31
27448,894482609821088696173,55,506,1GB,2023-08-30,Active,8.16,36,2024-06-19
27449,894493105592243195793,64,32,1GB,2024-03-25,Active,14.22,12,2025-04-01
27450,894445241597247054392,56,82,1MB,2022-03-11,Active,5.64,12,2023-12-22
27451,894499353019678793783,75,278,5GB,2023-04-15,Active,17.68,24,2025-01-02
27452,894435023097944970871,8,548,10MB,2020-10-21,Active,15.02,24,2021-11-06
27453,894420728749823961693,52,804,100MB,2023-07-21,Active,15.61,60,2025-08-21
27454,894488016847600102631,44,230,Unlimited,2025-06-16,Active,4.51,12,2025-12-14
27455,894429915053319455614,36,48,5GB,2025-05-06,Active,8.84,36,2025-10-05
27456,894414091440321261739,79,258,100MB,2022-11-27,Suspended,14.47,12,2025-11-27
27457,894462157365405896072,85,279,100MB,2020-11-20,Terminated,11.56,60,2024-06-12
27458,894472284385487826636,42,478,5GB,2021-07-17,Terminated,17.8,24,2023-08-10
27459,894479329657792227781,57,227,1GB,2022-09-12,Active,12.85,60,2024-11-30
27460,894455847118963059923,63,83,1GB,2021-03-16,Active,5.91,60,2025-10-04
27461,894493544158805547504,85,250,1GB,2022-11-01,Active,14.39,24,2025-10-23
27462,894498895787639499804,72,356,5GB,2023-04-23,Active,6.58,36,2023-08-16
27463,894425427686373726561,34,603,100MB,2024-05-17,Active,11.48,24,2025-02-15
27464,894476415615219758687,81,305,Unlimited,2025-03-16,Active,5.91,36,2025-10-31
27465,894423022043624938820,92,28,1GB,2020-12-22,Suspended,14.67,24,2021-06-06
27466,894410081349411373368,52,954,10MB,2022-11-20,Active,4.72,60,2022-11-27
27467,894450938666520213697,14,461,10MB,2025-11-29,Active,5.09,60,2025-12-15
27468,894476958937307104015,99,798,Unlimited,2023-08-11,Active,6.89,24,2025-10-18
27469,894447660583303570020,11,919,5GB,2024-03-25,Active,6.21,12,2024-07-14
27470,894410112920604568253,15,66,1MB,2024-10-17,Active,7.38,36,2025-12-14
27471,894433531962234322678,57,938,10MB,2023-08-27,Active,16.53,60,2025-05-16
27472,894481529926717849900,13,203,10MB,2022-11-20,Active,16.38,24,2024-02-05
27473,894426623230274547951,36,555,1GB,2025-10-17,Active,17.64,24,2025-11-11
27474,894454740860490187855,23,722,1MB,2020-08-19,Active,7.28,60,2022-12-27
27475,894456000011436885654,71,144,Unlimited,2020-09-28,Suspended,4.14,60,2025-01-09
27476,894469369277833595290,13,498,Unlimited,2022-09-17,Active,15.66,36,2024-05-22
27477,894495870543579816605,34,412,Unlimited,2021-01-04,Active,12.19,36,2025-07-22
27478,894452563239510707300,69,856,1MB,2024-10-30,Suspended,12.48,24,2025-12-29
27479,894438903582575227191,61,880,1MB,2024-08-10,Active,16.07,60,2025-08-11
27480,894416307224498063052,91,603,1MB,2024-10-13,Active,13.09,60,2024-10-22
27481,894470409171185953012,34,242,100MB,2025-04-23,Suspended,1.05,60,2025-12-23
27482,894485682137568141767,90,117,100MB,2023-08-13,Terminated,7.34,60,2024-10-21
27483,894465219526628097521,13,943,Unlimited,2022-11-03,Active,9.4,24,2025-07-18
27484,894421517891411592813,88,106,100MB,2023-05-15,Suspended,1.81,36,2025-12-14
27485,894411254763452836103,98,234,5GB,2022-11-24,Active,14.98,12,2025-05-31
27486,894449417985121978281,47,510,5GB,2024-11-27,Active,10.99,24,2025-04-16
27487,894434585837531465171,96,72,5GB,2021-02-19,Active,16.69,60,2024-05-06
27488,894441808321553374424,66,748,1GB,2021-08-02,Active,1.72,36,2024-01-29
27489,894472687825813523022,61,456,1MB,2020-11-26,Suspended,15.25,12,2022-09-29
27490,894443689916270409490,82,983,10MB,2024-05-12,Suspended,17.27,12,2025-05-03
27491,894436039032466304161,43,26,Unlimited,2021-02-19,Active,12.16,12,2023-03-26
27492,894481537788486192722,42,228,5GB,2021-02-10,Active,18.33,24,2022-10-02
27493,894414869470947838763,26,528,5GB,2025-01-26,Active,5.62,12,2025-04-23
27494,894433895063405171187,21,939,Unlimited,2024-10-13,Active,6.09,36,2025-10-19
27495,894458391628883488971,62,294,5GB,2024-01-06,Suspended,13.52,24,2024-11-30
27496,894440235647610771222,66,564,10MB,2020-02-05,Terminated,13.19,36,2025-07-24
27497,894478596184285211001,86,122,Unlimited,2024-04-29,Active,10.33,60,2024-12-10
27498,894445388172885239599,100,920,10MB,2021-07-29,Active,9.33,60,2021-10-17
27499,894454143949367462991,29,844,10MB,2022-11-04,Suspended,4.54,60,2025-12-14
27500,894469810400008211867,59,938,1GB,2020-05-02,Active,12.46,60,2022-11-17
27501,894427727129349718692,93,611,5GB,2023-12-28,Active,18.68,60,2025-03-30
27502,894496698843090421169,84,702,10MB,2022-04-30,Active,12.67,24,2024-07-05
27503,894464467046660372476,36,833,100MB,2021-06-20,Active,15.35,12,2025-06-28
27504,894429632108054136088,94,910,1GB,2024-04-24,Active,4.98,12,2025-01-30
27505,894421825832127331105,80,164,Unlimited,2021-05-22,Active,3.37,60,2022-10-14
27506,894451369326684937279,82,13,5GB,2020-01-30,Active,19.82,12,2023-09-08
27507,894457899623545531106,14,743,1GB,2023-05-04,Active,1.91,36,2024-03-18
27508,894419390208095431429,35,41,10MB,2023-10-16,Active,3.18,36,2025-08-11
27509,894440299325368304794,79,412,1MB,2022-11-04,Active,5.49,60,2025-11-28
27510,894458399709318148975,31,936,1GB,2021-07-16,Active,3.94,12,2025-02-25
27511,894427972893015455889,95,233,1GB,2020-05-16,Active,16.06,60,2021-10-26
27512,894485772518189888017,46,102,10MB,2020-04-15,Active,10.56,36,2021-01-20
27513,894443713789563861966,46,358,1MB,2020-07-09,Active,3.88,60,2025-03-21
27514,894438886721096079467,79,649,1MB,2025-06-14,Active,7.34,24,2025-12-24
27515,894498913369551135242,11,273,100MB,2023-04-27,Active,4.18,36,2025-05-21
27516,894435905230768005160,56,611,1GB,2021-09-23,Active,15.36,36,2022-10-03
27517,894469258883325297763,11,814,5GB,2023-04-28,Active,14.67,60,2023-11-14
27518,894452460364107059858,9,850,Unlimited,2024-10-28,Suspended,12.6,60,2025-04-02
27519,894447539384537344268,84,991,10MB,2023-09-18,Active,5.49,36,2025-09-27
27520,894436120995807474965,55,245,Unlimited,2023-05-07,Active,13.02,24,2024-01-05
27521,894431332438690965454,74,230,1MB,2021-01-21,Active,2.55,60,2021-12-14
27522,894450683456808208526,11,819,5GB,2020-02-10,Active,16.06,12,2022-05-25
27523,894424298679850693937,37,266,10MB,2022-06-17,Active,19.49,36,2023-12-30
27524,894466950718055425713,17,368,Unlimited,2025-11-10,Active,17.33,36,2025-11-26
27525,894458575258323792860,39,731,10MB,2025-03-22,Active,18.94,12,2025-05-14
27526,894415818880249829615,51,989,1GB,2022-12-10,Active,1.29,12,2025-01-09
27527,894428325685897938672,73,224,1GB,2024-05-09,Active,6.51,24,2024-08-31
27528,894479382813753946773,48,338,100MB,2022-07-30,Active,12.24,60,2022-12-03
27529,894465300931460018325,86,232,1GB,2024-01-02,Active,7.26,24,2024-06-13
27530,894454361004484403815,25,665,1MB,2024-08-20,Suspended,4.19,24,2025-09-01
27531,894447779376435929549,51,90,Unlimited,2020-12-16,Active,14.69,24,2021-04-10
27532,894461784999906487792,18,127,Unlimited,2023-02-17,Active,17.55,12,2023-04-08
27533,894454903053259807097,16,499,5GB,2025-06-27,Active,19.56,36,2025-08-02
27534,894428233684978314744,94,926,10MB,2023-05-16,Suspended,10.67,36,2024-01-11
27535,894448181084297839840,33,215,1GB,2023-07-29,Suspended,16.46,60,2025-05-24
27536,894417787990715039878,57,939,100MB,2022-01-24,Active,13.25,24,2025-08-04
27537,894452687291451670541,16,937,1MB,2021-10-07,Active,16.93,12,2023-08-24
27538,894411839232420857659,50,719,5GB,2025-07-17,Active,12.16,12,2025-10-28
27539,894429427626589116681,50,11,1MB,2023-10-28,Terminated,5.03,12,2025-01-26
27540,894415026850077112295,15,85,5GB,2023-01-23,Terminated,18.51,60,2025-12-17
27541,894479032089643121275,30,688,1GB,2025-12-31,Active,4.4,12,2025-12-31
27542,894418456611209945838,44,484,1GB,2021-01-31,Active,7.46,12,2022-09-05
27543,894444512761235210838,100,768,Unlimited,2025-10-08,Active,15.79,36,2025-12-08
27544,894454903910257662182,75,845,100MB,2021-06-04,Active,18.09,60,2022-04-15
27545,894425960104722866741,77,150,1GB,2025-01-08,Active,17.37,36,2025-07-06
27546,894475335910262432757,77,698,100MB,2023-03-21,Active,2.13,36,2023-08-24
27547,894439077227972010706,74,247,Unlimited,2023-12-26,Suspended,5.32,24,2025-02-24
27548,894475233726807927297,28,240,100MB,2021-09-22,Active,7.85,12,2024-05-25
27549,894430961721105223008,85,646,Unlimited,2022-04-16,Active,11.03,60,2022-06-01
27550,894430206852393412783,12,217,100MB,2020-12-26,Terminated,13.08,24,2024-10-08
27551,894423317517768328438,54,978,1GB,2025-08-13,Active,10.94,36,2025-10-05
27552,894462882690990456018,15,131,1MB,2024-08-05,Active,11.01,12,2025-10-02
27553,894453231117133535145,15,526,10MB,2025-07-17,Active,19.15,12,2025-09-22
27554,894459784364196468681,61,242,5GB,2021-01-01,Active,9.36,60,2024-12-26
27555,894411768439462477086,85,179,10MB,2024-03-25,Terminated,15.75,24,2025-12-25
27556,894476539451892247136,40,178,5GB,2023-12-13,Active,18.98,24,2025-11-11
27557,894465601226824885761,75,200,100MB,2020-05-15,Active,5.52,60,2022-10-21
27558,894466984574087373803,10,324,10MB,2021-10-15,Active,5.27,60,2023-11-14
27559,894429572000735380154,2,291,100MB,2022-04-04,Active,15.42,24,2023-08-10
27560,894456960538802102459,6,880,5GB,2022-01-21,Active,7.45,60,2024-01-16
27561,894413438012083806367,30,675,10MB,2022-12-12,Active,2.48,36,2023-12-01
27562,894476668544589971966,77,2,1GB,2024-11-27,Active,12.86,36,2025-09-11
27563,894434883390780043789,30,337,1MB,2021-05-22,Active,7.03,12,2023-04-30
27564,894467093472092779339,78,859,1MB,2020-07-20,Active,6.82,60,2024-07-26
27565,894427370871134062784,54,782,1MB,2023-11-25,Active,9.81,36,2024-01-02
27566,894441078444249887308,13,928,1MB,2022-06-25,Active,13.9,12,2024-12-01
27567,894446540291652672171,93,188,5GB,2025-09-20,Active,12.45,36,2025-10-23
27568,894413545965286698585,41,402,100MB,2025-10-01,Active,10.56,24,2025-12-23
27569,894450831595038103784,20,776,1GB,2020-11-17,Active,6.65,24,2024-07-05
27570,894435947497418102282,64,80,1GB,2022-04-07,Active,19.97,12,2024-03-02
27571,894488835928177244125,90,768,100MB,2025-09-11,Active,16.84,12,2025-12-11
27572,894439383240937412283,22,479,Unlimited,2022-11-12,Active,3.07,12,2025-03-06
27573,894479930859858249408,16,233,100MB,2020-10-29,Suspended,13.72,12,2024-05-09
27574,894423381265634073625,99,562,1MB,2021-03-06,Active,8.0,60,2024-07-07
27575,894458619295923970634,49,430,10MB,2025-09-04,Active,14.72,12,2025-11-07
27576,894483060964500592653,57,246,100MB,2021-02-18,Active,15.24,12,2024-03-07
27577,894445027742929794177,83,744,Unlimited,2021-03-13,Active,1.24,36,2025-10-19
27578,894429140994168410435,16,963,1MB,2022-08-12,Active,11.88,24,2022-11-24
27579,894477783463038260732,96,816,Unlimited,2023-07-30,Active,6.65,36,2025-07-17
