cell_id,site_id,cell_name,cell_type,technology,frequency_band,frequency_mhz,bandwidth_mhz,sector,azimuth_degrees,electrical_tilt,mechanical_tilt,antenna_height_m,tx_power_dbm,max_throughput_mbps,max_connected_users,pci,tac,vendor,status
419,130,NR-LEE-SMA-0130-A,NR,5G NR,n1,2100,20,1,0,8,1,12,40,563,410,353,94051,Nokia,Active
420,131,LTE-LIV-MAC-0131-A,LTE,4G LTE,B7,2600,20,1,0,5,4,27,46,296,228,188,93358,Nokia,Active
421,131,LTE-LIV-MAC-0131-B,LTE,4G LTE,B20,800,10,2,120,6,4,27,41,68,538,459,26149,Nokia,Active
422,131,LTE-LIV-MAC-0131-C,LTE,4G LTE,B3,1800,20,3,240,6,5,27,42,167,268,121,58900,Nokia,Active
423,132,NR-LIV-SMA-0132-A,NR,5G NR,n28,700,20,1,0,8,0,12,40,342,808,295,89158,Nokia,Active
424,132,NR-LIV-SMA-0132-B,NR,5G NR,n78,3500,100,2,180,7,2,12,44,1431,584,10,78458,Nokia,Active
425,133,NR-LIV-SMA-0133-A,NR,5G NR,n258,26000,400,1,0,5,0,13,45,2005,260,263,99804,Ericsson,Active
426,133,LTE-LIV-SMA-0133-A,LTE,4G LTE,B7,2600,20,1,0,4,1,13,40,324,176,245,71255,Ericsson,Active
427,134,NR-LIV-SMA-0134-A,NR,5G NR,n78,3500,100,1,0,8,2,15,40,856,541,145,39633,Huawei,Active
428,135,LTE-LIV-DAS-0135-A,LTE,4G LTE,B3,1800,20,1,0,6,2,3,45,208,480,226,88263,Samsung,Active
429,135,LTE-LIV-DAS-0135-B,LTE,4G LTE,B7,2600,20,2,120,7,2,3,43,315,188,42,97777,Samsung,Active
430,135,LTE-LIV-DAS-0135-C,LTE,4G LTE,B20,800,10,3,240,2,0,3,46,91,334,292,10066,Samsung,Active
431,136,NR-LIV-SMA-0136-A,NR,5G NR,n78,3500,100,1,0,2,0,11,43,1492,540,284,57463,Ericsson,Active
432,136,NR-LIV-SMA-0136-B,NR,5G NR,n78,3500,100,2,180,4,0,11,41,980,306,178,97179,Ericsson,Active
433,137,NR-LIV-SMA-0137-A,NR,5G NR,n28,700,20,1,0,3,5,10,46,589,884,476,92145,Nokia,Degraded
434,137,NR-LIV-SMA-0137-B,NR,5G NR,n77,3700,80,2,180,3,0,10,40,1499,616,6,98418,Nokia,Degraded
435,138,NR-LIV-MAC-0138-A,NR,5G NR,n77,3700,80,1,0,5,2,27,44,1434,761,404,89042,Ericsson,Active
436,138,LTE-LIV-MAC-0138-A,LTE,4G LTE,B7,2600,20,1,0,7,5,27,45,268,267,339,53746,Ericsson,Active
437,138,NR-LIV-MAC-0138-B,NR,5G NR,n77,3700,80,2,120,4,4,27,46,1413,516,383,69153,Ericsson,Active
438,138,LTE-LIV-MAC-0138-B,LTE,4G LTE,B1,2100,15,2,120,4,1,27,43,165,285,339,98893,Ericsson,Active
439,138,NR-LIV-MAC-0138-C,NR,5G NR,n1,2100,20,3,240,2,2,27,40,432,569,207,47252,Ericsson,Active
440,138,LTE-LIV-MAC-0138-C,LTE,4G LTE,B20,800,10,3,240,7,1,27,43,94,698,149,15157,Ericsson,Active
441,139,NR-LIV-SMA-0139-A,NR,5G NR,n28,700,20,1,0,3,3,11,46,347,592,503,90295,Nokia,Active
442,139,NR-LIV-SMA-0139-B,NR,5G NR,n77,3700,80,2,180,5,3,11,45,1254,704,293,89681,Nokia,Active
443,140,NR-LIV-SMA-0140-A,NR,5G NR,n258,26000,400,1,0,2,5,7,45,2776,473,461,59377,Nokia,Active
444,140,NR-LIV-SMA-0140-B,NR,5G NR,n78,3500,100,2,180,4,3,7,46,1342,463,45,70005,Nokia,Active
445,141,NR-LIV-DAS-0141-A,NR,5G NR,n28,700,20,1,0,6,2,10,44,323,771,370,61247,Nokia,Active
446,141,LTE-LIV-DAS-0141-A,LTE,4G LTE,B20,800,10,1,0,6,4,10,40,85,439,263,17643,Nokia,Active
447,141,NR-LIV-DAS-0141-B,NR,5G NR,n77,3700,80,2,180,5,1,10,42,1145,557,376,15915,Nokia,Active
448,141,LTE-LIV-DAS-0141-B,LTE,4G LTE,B1,2100,15,2,180,4,2,10,40,213,330,289,90897,Nokia,Active
449,142,NR-LIV-MAC-0142-A,NR,5G NR,n1,2100,20,1,0,3,1,35,42,585,847,191,41914,Ericsson,Active
450,142,NR-LIV-MAC-0142-B,NR,5G NR,n28,700,20,2,120,7,4,35,40,374,851,49,25277,Ericsson,Active
451,142,NR-LIV-MAC-0142-C,NR,5G NR,n78,3500,100,3,240,7,4,35,42,858,766,409,19282,Ericsson,Active
452,143,NR-LIV-ROO-0143-A,NR,5G NR,n1,2100,20,1,0,7,3,29,44,428,820,312,82601,Huawei,Active
453,143,NR-LIV-ROO-0143-B,NR,5G NR,n28,700,20,2,180,2,1,29,42,413,569,423,85612,Huawei,Active
454,144,NR-LIV-MAC-0144-A,NR,5G NR,n258,26000,400,1,0,7,1,42,40,2241,456,419,96386,Nokia,Maintenance
455,144,NR-LIV-MAC-0144-B,NR,5G NR,n258,26000,400,2,120,7,2,42,45,3481,301,479,79713,Nokia,Maintenance
456,144,NR-LIV-MAC-0144-C,NR,5G NR,n78,3500,100,3,240,3,1,42,45,840,752,439,64865,Nokia,Maintenance
457,145,NR-LIV-SMA-0145-A,NR,5G NR,n28,700,20,1,0,6,3,10,45,379,754,477,27597,Nokia,Active
458,145,NR-LIV-SMA-0145-B,NR,5G NR,n78,3500,100,2,120,4,2,10,44,1142,735,423,31491,Nokia,Active
459,145,NR-LIV-SMA-0145-C,NR,5G NR,n1,2100,20,3,240,8,4,10,46,564,895,52,89922,Nokia,Active
460,146,NR-LIV-SMA-0146-A,NR,5G NR,n77,3700,80,1,0,8,2,5,43,865,737,497,99533,Nokia,Active
461,146,NR-LIV-SMA-0146-B,NR,5G NR,n28,700,20,2,180,5,2,5,43,576,686,2,48625,Nokia,Active
462,147,NR-SHE-SMA-0147-A,NR,5G NR,n77,3700,80,1,0,5,0,6,43,1397,426,369,81780,Ericsson,Active
463,147,NR-SHE-SMA-0147-B,NR,5G NR,n28,700,20,2,120,2,2,6,43,542,584,40,70032,Ericsson,Active
464,147,NR-SHE-SMA-0147-C,NR,5G NR,n77,3700,80,3,240,6,0,6,46,1311,472,138,55106,Ericsson,Active
465,148,NR-SHE-SMA-0148-A,NR,5G NR,n77,3700,80,1,0,3,3,11,43,1436,726,442,66080,Ericsson,Active
466,148,NR-SHE-SMA-0148-B,NR,5G NR,n1,2100,20,2,120,7,4,11,43,557,930,301,81009,Ericsson,Active
467,148,NR-SHE-SMA-0148-C,NR,5G NR,n1,2100,20,3,240,4,2,11,42,536,881,168,77203,Ericsson,Active
468,149,NR-SHE-DAS-0149-A,NR,5G NR,n28,700,20,1,0,2,1,8,42,531,701,2,25144,Huawei,Active
469,149,NR-SHE-DAS-0149-B,NR,5G NR,n1,2100,20,2,120,7,1,8,43,369,995,455,10427,Huawei,Active
470,149,NR-SHE-DAS-0149-C,NR,5G NR,n28,700,20,3,240,7,3,8,42,522,586,339,18388,Huawei,Active
471,150,NR-SHE-MAC-0150-A,NR,5G NR,n1,2100,20,1,0,5,1,44,44,406,657,308,13567,Huawei,Active
472,150,LTE-SHE-MAC-0150-A,LTE,4G LTE,B20,800,10,1,0,8,4,44,42,69,442,403,48614,Huawei,Active
473,150,NR-SHE-MAC-0150-B,NR,5G NR,n258,26000,400,2,120,5,5,44,46,3237,324,342,55806,Huawei,Active
474,150,LTE-SHE-MAC-0150-B,LTE,4G LTE,B7,2600,20,2,120,4,3,44,44,230,167,411,62699,Huawei,Active
475,150,NR-SHE-MAC-0150-C,NR,5G NR,n77,3700,80,3,240,3,0,44,46,935,659,238,13699,Huawei,Active
476,150,LTE-SHE-MAC-0150-C,LTE,4G LTE,B7,2600,20,3,240,6,0,44,46,285,214,161,40417,Huawei,Active
477,151,NR-SHE-SMA-0151-A,NR,5G NR,n78,3500,100,1,0,3,5,15,41,1187,317,230,93317,Nokia,Active
478,151,NR-SHE-SMA-0151-B,NR,5G NR,n28,700,20,2,120,2,1,15,46,423,654,225,98498,Nokia,Active
479,151,NR-SHE-SMA-0151-C,NR,5G NR,n77,3700,80,3,240,8,3,15,40,1466,666,274,64244,Nokia,Active
480,152,NR-SHE-SMA-0152-A,NR,5G NR,n77,3700,80,1,0,5,2,12,43,1091,452,96,18208,Huawei,Active
481,153,NR-SHE-MAC-0153-A,NR,5G NR,n78,3500,100,1,0,2,1,41,44,933,620,357,11879,Huawei,Active
482,153,NR-SHE-MAC-0153-B,NR,5G NR,n258,26000,400,2,60,6,3,41,44,3115,295,388,16224,Huawei,Active
483,153,NR-SHE-MAC-0153-C,NR,5G NR,n258,26000,400,3,120,4,5,41,42,2852,239,177,91603,Huawei,Active
484,153,NR-SHE-MAC-0153-D,NR,5G NR,n1,2100,20,4,180,5,3,41,41,469,925,181,66755,Huawei,Active
485,153,NR-SHE-MAC-0153-E,NR,5G NR,n28,700,20,5,240,6,0,41,41,451,481,321,82217,Huawei,Active
486,153,NR-SHE-MAC-0153-F,NR,5G NR,n1,2100,20,6,300,3,0,41,41,390,746,468,96870,Huawei,Active
487,154,NR-SHE-MAC-0154-A,NR,5G NR,n1,2100,20,1,0,5,4,36,40,576,790,466,51431,Samsung,Active
488,154,NR-SHE-MAC-0154-B,NR,5G NR,n1,2100,20,2,60,6,5,36,44,439,799,269,50653,Samsung,Active
489,154,NR-SHE-MAC-0154-C,NR,5G NR,n77,3700,80,3,120,3,5,36,46,1349,556,272,47559,Samsung,Active
490,154,NR-SHE-MAC-0154-D,NR,5G NR,n258,26000,400,4,180,4,1,36,40,3809,218,124,20386,Samsung,Active
491,154,NR-SHE-MAC-0154-E,NR,5G NR,n77,3700,80,5,240,8,4,36,44,1490,385,284,70328,Samsung,Active
492,154,NR-SHE-MAC-0154-F,NR,5G NR,n78,3500,100,6,300,7,1,36,40,971,407,106,66700,Samsung,Active
493,155,NR-SHE-DAS-0155-A,NR,5G NR,n258,26000,400,1,0,4,1,5,46,3071,423,226,72984,Nokia,Degraded
494,156,NR-SHE-ROO-0156-A,NR,5G NR,n1,2100,20,1,0,5,4,22,45,499,539,339,54292,Ericsson,Active
495,156,LTE-SHE-ROO-0156-A,LTE,4G LTE,B3,1800,20,1,0,6,3,22,45,220,273,193,13808,Ericsson,Active
496,156,NR-SHE-ROO-0156-B,NR,5G NR,n77,3700,80,2,120,6,3,22,43,953,303,287,39687,Ericsson,Active
497,156,LTE-SHE-ROO-0156-B,LTE,4G LTE,B1,2100,15,2,120,7,0,22,43,212,240,93,97272,Ericsson,Active
498,156,NR-SHE-ROO-0156-C,NR,5G NR,n1,2100,20,3,240,4,5,22,45,416,627,177,93441,Ericsson,Active
499,156,LTE-SHE-ROO-0156-C,LTE,4G LTE,B1,2100,15,3,240,4,3,22,41,222,324,98,95245,Ericsson,Active
500,157,NR-SHE-SMA-0157-A,NR,5G NR,n77,3700,80,1,0,7,5,6,46,1263,555,18,17331,Nokia,Active
501,157,NR-SHE-SMA-0157-B,NR,5G NR,n28,700,20,2,180,4,4,6,42,469,618,361,86547,Nokia,Active
502,158,NR-SHE-MAC-0158-A,NR,5G NR,n258,26000,400,1,0,3,3,26,41,2447,231,381,93365,Huawei,Active
503,158,NR-SHE-MAC-0158-B,NR,5G NR,n77,3700,80,2,120,4,3,26,40,974,581,159,31393,Huawei,Active
504,158,NR-SHE-MAC-0158-C,NR,5G NR,n28,700,20,3,240,4,2,26,42,321,556,148,63810,Huawei,Active
505,159,NR-SHE-ROO-0159-A,NR,5G NR,n1,2100,20,1,0,8,3,26,43,414,992,332,15069,Huawei,Active
506,159,LTE-SHE-ROO-0159-A,LTE,4G LTE,B1,2100,15,1,0,5,3,26,44,126,253,275,19063,Huawei,Active
507,159,NR-SHE-ROO-0159-B,NR,5G NR,n28,700,20,2,120,7,2,26,43,598,831,445,94531,Huawei,Active
508,159,LTE-SHE-ROO-0159-B,LTE,4G LTE,B7,2600,20,2,120,5,2,26,43,259,285,311,11331,Huawei,Active
509,159,NR-SHE-ROO-0159-C,NR,5G NR,n28,700,20,3,240,7,2,26,45,442,927,343,66522,Huawei,Active
510,159,LTE-SHE-ROO-0159-C,LTE,4G LTE,B7,2600,20,3,240,3,1,26,45,391,208,91,91736,Huawei,Active
511,160,NR-SHE-MAC-0160-A,NR,5G NR,n78,3500,100,1,0,6,4,39,42,966,445,180,80078,Nokia,Active
512,160,NR-SHE-MAC-0160-B,NR,5G NR,n258,26000,400,2,120,2,0,39,45,3880,424,434,65474,Nokia,Active
513,160,NR-SHE-MAC-0160-C,NR,5G NR,n77,3700,80,3,240,6,2,39,42,1044,646,298,87702,Nokia,Active
514,161,NR-SHE-MAC-0161-A,NR,5G NR,n28,700,20,1,0,4,0,45,43,381,831,211,13149,Huawei,Active
515,161,NR-SHE-MAC-0161-B,NR,5G NR,n1,2100,20,2,120,2,0,45,41,465,611,483,16186,Huawei,Active
516,161,NR-SHE-MAC-0161-C,NR,5G NR,n77,3700,80,3,240,6,0,45,45,1050,594,60,41630,Huawei,Active
517,162,NR-SHE-SMA-0162-A,NR,5G NR,n1,2100,20,1,0,8,3,11,41,555,493,278,39339,Huawei,Degraded
518,163,NR-BRI-SMA-0163-A,NR,5G NR,n77,3700,80,1,0,6,4,8,40,1164,517,164,81842,Huawei,Active
519,163,NR-BRI-SMA-0163-B,NR,5G NR,n78,3500,100,2,180,7,0,8,40,839,576,187,38633,Huawei,Active
520,164,NR-BRI-SMA-0164-A,NR,5G NR,n77,3700,80,1,0,8,1,11,42,1268,443,206,70081,Nokia,Active
521,165,NR-BRI-MAC-0165-A,NR,5G NR,n78,3500,100,1,0,7,3,38,43,932,625,84,77042,Nokia,Active
522,165,NR-BRI-MAC-0165-B,NR,5G NR,n258,26000,400,2,120,5,2,38,44,2145,363,220,96514,Nokia,Active
523,165,NR-BRI-MAC-0165-C,NR,5G NR,n1,2100,20,3,240,7,4,38,45,488,873,459,48773,Nokia,Active
524,166,NR-BRI-ROO-0166-A,NR,5G NR,n28,700,20,1,0,6,2,17,44,553,748,291,58608,Huawei,Active
525,167,NR-BRI-MAC-0167-A,NR,5G NR,n28,700,20,1,0,4,5,25,41,313,750,352,92469,Ericsson,Active
526,167,NR-BRI-MAC-0167-B,NR,5G NR,n258,26000,400,2,120,7,5,25,40,2274,488,226,25038,Ericsson,Active
527,167,NR-BRI-MAC-0167-C,NR,5G NR,n28,700,20,3,240,8,2,25,40,563,773,286,39393,Ericsson,Active
528,168,NR-BRI-MAC-0168-A,NR,5G NR,n1,2100,20,1,0,7,2,40,41,476,564,378,96875,Samsung,Active
529,168,NR-BRI-MAC-0168-B,NR,5G NR,n28,700,20,2,120,5,5,40,46,373,463,271,94572,Samsung,Active
530,168,NR-BRI-MAC-0168-C,NR,5G NR,n1,2100,20,3,240,5,5,40,42,383,476,49,18795,Samsung,Active
531,169,NR-BRI-SMA-0169-A,NR,5G NR,n1,2100,20,1,0,4,2,12,43,394,494,151,48777,Huawei,Active
532,169,NR-BRI-SMA-0169-B,NR,5G NR,n28,700,20,2,120,8,1,12,40,376,461,404,97138,Huawei,Active
533,169,NR-BRI-SMA-0169-C,NR,5G NR,n77,3700,80,3,240,5,4,12,42,1284,622,237,36539,Huawei,Active
534,170,NR-BRI-MAC-0170-A,NR,5G NR,n78,3500,100,1,0,8,4,26,41,1325,674,153,17429,Nokia,Active
535,170,LTE-BRI-MAC-0170-A,LTE,4G LTE,B3,1800,20,1,0,3,5,26,40,192,323,402,32089,Nokia,Active
536,170,NR-BRI-MAC-0170-B,NR,5G NR,n28,700,20,2,120,7,5,26,41,446,409,298,36250,Nokia,Active
537,170,LTE-BRI-MAC-0170-B,LTE,4G LTE,B7,2600,20,2,120,7,0,26,44,259,224,128,21829,Nokia,Active
538,170,NR-BRI-MAC-0170-C,NR,5G NR,n77,3700,80,3,240,6,0,26,42,890,721,367,96512,Nokia,Active
539,170,LTE-BRI-MAC-0170-C,LTE,4G LTE,B3,1800,20,3,240,6,2,26,44,190,444,290,18012,Nokia,Active
540,171,NR-BRI-SMA-0171-A,NR,5G NR,n78,3500,100,1,0,8,3,10,44,1089,773,467,43145,Huawei,Offline
541,171,LTE-BRI-SMA-0171-A,LTE,4G LTE,B20,800,10,1,0,3,1,10,42,67,635,154,63298,Huawei,Offline
542,171,NR-BRI-SMA-0171-B,NR,5G NR,n78,3500,100,2,180,6,0,10,46,888,583,58,36731,Huawei,Offline
543,171,LTE-BRI-SMA-0171-B,LTE,4G LTE,B1,2100,15,2,180,8,4,10,45,159,334,187,71995,Huawei,Offline
544,172,LTE-BRI-MAC-0172-A,LTE,4G LTE,B20,800,10,1,0,6,5,34,44,75,409,221,33055,Ericsson,Active
545,172,LTE-BRI-MAC-0172-B,LTE,4G LTE,B7,2600,20,2,120,5,0,34,41,309,289,252,41354,Ericsson,Active
546,172,LTE-BRI-MAC-0172-C,LTE,4G LTE,B1,2100,15,3,240,8,0,34,41,132,259,13,31682,Ericsson,Active
547,173,NR-BRI-DAS-0173-A,NR,5G NR,n1,2100,20,1,0,6,0,4,41,344,608,20,22093,Samsung,Active
548,174,NR-BRI-DAS-0174-A,NR,5G NR,n28,700,20,1,0,2,1,6,44,456,973,269,88950,Ericsson,Maintenance
549,174,LTE-BRI-DAS-0174-A,LTE,4G LTE,B20,800,10,1,0,7,4,6,45,121,579,35,85811,Ericsson,Maintenance
550,174,NR-BRI-DAS-0174-B,NR,5G NR,n258,26000,400,2,180,4,2,6,41,3387,411,96,25337,Ericsson,Maintenance
551,174,LTE-BRI-DAS-0174-B,LTE,4G LTE,B20,800,10,2,180,8,4,6,40,136,594,262,30195,Ericsson,Maintenance
552,175,NR-GLA-MAC-0175-A,NR,5G NR,n78,3500,100,1,0,3,2,27,43,1486,411,493,83608,Nokia,Active
553,175,NR-GLA-MAC-0175-B,NR,5G NR,n77,3700,80,2,120,3,1,27,46,896,526,220,92055,Nokia,Active
554,175,NR-GLA-MAC-0175-C,NR,5G NR,n258,26000,400,3,240,4,5,27,45,3001,227,35,73472,Nokia,Active
555,176,LTE-GLA-SMA-0176-A,LTE,4G LTE,B20,800,10,1,0,3,5,12,44,51,635,461,83817,Ericsson,Active
556,177,NR-GLA-MAC-0177-A,NR,5G NR,n78,3500,100,1,0,6,3,27,42,1433,358,18,52081,Ericsson,Offline
557,177,LTE-GLA-MAC-0177-A,LTE,4G LTE,B20,800,10,1,0,7,1,27,46,64,422,81,13004,Ericsson,Offline
558,177,NR-GLA-MAC-0177-B,NR,5G NR,n77,3700,80,2,120,8,2,27,44,1078,787,188,66342,Ericsson,Offline
559,177,LTE-GLA-MAC-0177-B,LTE,4G LTE,B20,800,10,2,120,4,4,27,43,113,339,394,61228,Ericsson,Offline
560,177,NR-GLA-MAC-0177-C,NR,5G NR,n28,700,20,3,240,5,2,27,46,329,907,360,30119,Ericsson,Offline
561,177,LTE-GLA-MAC-0177-C,LTE,4G LTE,B1,2100,15,3,240,3,0,27,46,217,277,193,37389,Ericsson,Offline
562,178,NR-GLA-ROO-0178-A,NR,5G NR,n78,3500,100,1,0,8,1,26,45,1203,313,254,94212,Nokia,Active
563,178,NR-GLA-ROO-0178-B,NR,5G NR,n1,2100,20,2,120,7,5,26,45,339,495,500,17191,Nokia,Active
564,178,NR-GLA-ROO-0178-C,NR,5G NR,n28,700,20,3,240,3,4,26,44,525,431,194,36971,Nokia,Active
565,179,NR-GLA-MAC-0179-A,NR,5G NR,n78,3500,100,1,0,8,3,31,40,1234,504,6,55268,Ericsson,Active
566,179,NR-GLA-MAC-0179-B,NR,5G NR,n1,2100,20,2,60,6,3,31,43,443,812,351,89245,Ericsson,Active
567,179,NR-GLA-MAC-0179-C,NR,5G NR,n77,3700,80,3,120,3,1,31,45,940,692,236,17768,Ericsson,Active
568,179,NR-GLA-MAC-0179-D,NR,5G NR,n78,3500,100,4,180,7,5,31,42,1304,355,267,11166,Ericsson,Active
569,179,NR-GLA-MAC-0179-E,NR,5G NR,n78,3500,100,5,240,8,0,31,42,1393,553,335,16364,Ericsson,Active
570,179,NR-GLA-MAC-0179-F,NR,5G NR,n1,2100,20,6,300,3,1,31,41,515,602,152,38245,Ericsson,Active
571,180,NR-GLA-MAC-0180-A,NR,5G NR,n78,3500,100,1,0,6,3,33,42,1215,472,146,81003,Ericsson,Active
572,180,NR-GLA-MAC-0180-B,NR,5G NR,n1,2100,20,2,120,6,5,33,41,582,597,124,71357,Ericsson,Active
573,180,NR-GLA-MAC-0180-C,NR,5G NR,n28,700,20,3,240,5,1,33,41,302,991,268,52601,Ericsson,Active
574,181,LTE-GLA-DAS-0181-A,LTE,4G LTE,B3,1800,20,1,0,4,5,9,42,195,481,182,51466,Ericsson,Maintenance
575,181,LTE-GLA-DAS-0181-B,LTE,4G LTE,B20,800,10,2,180,8,0,9,44,77,617,488,65159,Ericsson,Maintenance
576,182,NR-GLA-SMA-0182-A,NR,5G NR,n78,3500,100,1,0,4,4,12,46,1019,770,84,40829,Ericsson,Active
577,183,NR-GLA-MAC-0183-A,NR,5G NR,n258,26000,400,1,0,6,1,35,44,3015,477,363,74099,Ericsson,Active
578,183,NR-GLA-MAC-0183-B,NR,5G NR,n77,3700,80,2,120,6,5,35,41,1205,749,74,41525,Ericsson,Active
579,183,NR-GLA-MAC-0183-C,NR,5G NR,n1,2100,20,3,240,4,5,35,41,308,433,210,43467,Ericsson,Active
580,184,NR-GLA-MAC-0184-A,NR,5G NR,n258,26000,400,1,0,4,3,40,43,2745,465,460,45844,Nokia,Active
581,184,LTE-GLA-MAC-0184-A,LTE,4G LTE,B7,2600,20,1,0,7,2,40,40,388,272,201,40262,Nokia,Active
582,184,NR-GLA-MAC-0184-B,NR,5G NR,n258,26000,400,2,120,3,0,40,43,3570,245,116,23847,Nokia,Active
583,184,LTE-GLA-MAC-0184-B,LTE,4G LTE,B7,2600,20,2,120,3,4,40,43,285,238,246,62381,Nokia,Active
584,184,NR-GLA-MAC-0184-C,NR,5G NR,n78,3500,100,3,240,4,4,40,42,924,433,2,77223,Nokia,Active
585,184,LTE-GLA-MAC-0184-C,LTE,4G LTE,B20,800,10,3,240,8,2,40,42,64,683,409,20416,Nokia,Active
586,185,NR-GLA-MAC-0185-A,NR,5G NR,n28,700,20,1,0,6,0,43,45,524,582,159,38072,Nokia,Active
587,185,LTE-GLA-MAC-0185-A,LTE,4G LTE,B7,2600,20,1,0,5,4,43,43,217,168,60,23366,Nokia,Active
588,185,NR-GLA-MAC-0185-B,NR,5G NR,n28,700,20,2,120,8,1,43,43,497,431,38,21708,Nokia,Active
589,185,LTE-GLA-MAC-0185-B,LTE,4G LTE,B3,1800,20,2,120,8,2,43,42,202,211,173,92653,Nokia,Active
590,185,NR-GLA-MAC-0185-C,NR,5G NR,n28,700,20,3,240,4,1,43,45,494,759,203,75637,Nokia,Active
591,185,LTE-GLA-MAC-0185-C,LTE,4G LTE,B3,1800,20,3,240,8,2,43,46,197,459,482,40339,Nokia,Active
592,186,NR-GLA-ROO-0186-A,NR,5G NR,n258,26000,400,1,0,4,0,25,41,2925,245,148,98690,Huawei,Active
593,186,NR-GLA-ROO-0186-B,NR,5G NR,n28,700,20,2,120,4,4,25,42,461,687,345,63775,Huawei,Active
594,186,NR-GLA-ROO-0186-C,NR,5G NR,n258,26000,400,3,240,3,0,25,46,2058,204,44,22152,Huawei,Active
595,187,NR-GLA-SMA-0187-A,NR,5G NR,n1,2100,20,1,0,3,3,11,46,511,540,76,38907,Huawei,Active
596,187,NR-GLA-SMA-0187-B,NR,5G NR,n1,2100,20,2,180,4,5,11,41,492,882,353,22974,Huawei,Active
597,188,NR-GLA-ROO-0188-A,NR,5G NR,n258,26000,400,1,0,5,4,17,41,3523,306,273,58188,Huawei,Active
598,188,NR-GLA-ROO-0188-B,NR,5G NR,n78,3500,100,2,120,8,5,17,45,1394,466,230,12814,Huawei,Active
599,188,NR-GLA-ROO-0188-C,NR,5G NR,n1,2100,20,3,240,2,5,17,44,399,664,293,21145,Huawei,Active
600,189,NR-GLA-MAC-0189-A,NR,5G NR,n258,26000,400,1,0,2,4,33,40,3398,384,35,34769,Huawei,Active
601,189,NR-GLA-MAC-0189-B,NR,5G NR,n258,26000,400,2,120,8,0,33,41,3645,332,140,79165,Huawei,Active
602,189,NR-GLA-MAC-0189-C,NR,5G NR,n28,700,20,3,240,3,5,33,43,587,678,416,70738,Huawei,Active
603,190,NR-GLA-MAC-0190-A,NR,5G NR,n78,3500,100,1,0,5,1,45,46,815,653,249,84765,Ericsson,Degraded
604,190,NR-GLA-MAC-0190-B,NR,5G NR,n28,700,20,2,120,7,0,45,42,595,743,415,33755,Ericsson,Degraded
605,190,NR-GLA-MAC-0190-C,NR,5G NR,n1,2100,20,3,240,4,4,45,45,481,661,198,66065,Ericsson,Degraded
606,191,NR-EDI-MAC-0191-A,NR,5G NR,n1,2100,20,1,0,3,0,32,45,468,700,384,72387,Ericsson,Active
607,191,NR-EDI-MAC-0191-B,NR,5G NR,n28,700,20,2,120,5,2,32,41,522,533,256,11016,Ericsson,Active
608,191,NR-EDI-MAC-0191-C,NR,5G NR,n78,3500,100,3,240,7,5,32,46,914,512,34,94981,Ericsson,Active
609,192,NR-EDI-DAS-0192-A,NR,5G NR,n258,26000,400,1,0,4,3,10,44,2419,338,339,47298,Nokia,Active
610,192,LTE-EDI-DAS-0192-A,LTE,4G LTE,B1,2100,15,1,0,3,2,10,45,249,294,60,63647,Nokia,Active
611,192,NR-EDI-DAS-0192-B,NR,5G NR,n77,3700,80,2,120,8,1,10,43,1364,416,142,77421,Nokia,Active
612,192,LTE-EDI-DAS-0192-B,LTE,4G LTE,B7,2600,20,2,120,7,5,10,46,383,173,23,16949,Nokia,Active
613,192,NR-EDI-DAS-0192-C,NR,5G NR,n78,3500,100,3,240,5,4,10,40,1255,306,64,99533,Nokia,Active
614,192,LTE-EDI-DAS-0192-C,LTE,4G LTE,B1,2100,15,3,240,5,0,10,45,186,429,378,41379,Nokia,Active
615,193,NR-EDI-MAC-0193-A,NR,5G NR,n78,3500,100,1,0,8,4,38,42,1077,747,286,46941,Ericsson,Offline
616,193,LTE-EDI-MAC-0193-A,LTE,4G LTE,B20,800,10,1,0,3,5,38,45,139,447,456,93505,Ericsson,Offline
617,193,NR-EDI-MAC-0193-B,NR,5G NR,n77,3700,80,2,120,4,1,38,46,1120,665,454,81017,Ericsson,Offline
618,193,LTE-EDI-MAC-0193-B,LTE,4G LTE,B3,1800,20,2,120,3,5,38,44,154,447,414,71849,Ericsson,Offline
619,193,NR-EDI-MAC-0193-C,NR,5G NR,n28,700,20,3,240,6,4,38,40,507,903,337,37278,Ericsson,Offline
620,193,LTE-EDI-MAC-0193-C,LTE,4G LTE,B20,800,10,3,240,4,3,38,42,67,512,326,69814,Ericsson,Offline
621,194,NR-EDI-SMA-0194-A,NR,5G NR,n258,26000,400,1,0,4,4,14,44,2196,242,66,18486,Huawei,Active
622,194,NR-EDI-SMA-0194-B,NR,5G NR,n1,2100,20,2,120,7,4,14,46,539,438,304,46384,Huawei,Active
623,194,NR-EDI-SMA-0194-C,NR,5G NR,n78,3500,100,3,240,7,4,14,40,802,549,59,64594,Huawei,Active
624,195,NR-EDI-DAS-0195-A,NR,5G NR,n78,3500,100,1,0,5,2,10,42,877,453,195,95149,Huawei,Active
625,195,LTE-EDI-DAS-0195-A,LTE,4G LTE,B20,800,10,1,0,8,4,10,41,63,598,30,85571,Huawei,Active
626,195,NR-EDI-DAS-0195-B,NR,5G NR,n258,26000,400,2,180,3,5,10,46,2743,355,154,74156,Huawei,Active
627,195,LTE-EDI-DAS-0195-B,LTE,4G LTE,B3,1800,20,2,180,8,5,10,46,232,479,172,34212,Huawei,Active
