record_id,site_id,measurement_date,energy_kwh,renewable_kwh,grid_kwh,renewable_pct,carbon_emissions_kg,pue_ratio,cooling_kwh,equipment_kwh
12939,114,2025-07-09,222.4,106.57,115.82,47.9,23.16,1.47,63.7,137.91
12940,115,2025-07-09,276.27,140.26,136.01,50.8,27.2,1.63,107.56,155.77
12941,116,2025-07-09,133.43,67.74,65.69,50.8,13.14,1.7,40.07,82.89
12942,117,2025-07-09,117.38,54.99,62.4,46.8,12.48,1.35,34.23,71.48
12943,118,2025-07-09,1203.97,577.56,626.41,48.0,125.28,1.79,355.55,691.86
12944,119,2025-07-09,296.02,149.38,146.64,50.5,29.33,1.33,72.38,163.64
12945,120,2025-07-09,1723.08,865.7,857.38,50.2,171.48,1.31,415.91,869.2
12946,121,2025-07-09,227.02,108.25,118.77,47.7,23.75,1.32,69.22,142.48
12947,122,2025-07-09,360.66,163.48,197.18,45.3,39.44,1.4,120.86,189.12
12948,123,2025-07-09,248.25,117.69,130.55,47.4,26.11,1.69,65.43,157.14
12949,124,2025-07-09,128.82,68.94,59.88,53.5,11.98,1.73,27.13,64.71
12950,125,2025-07-09,81.38,44.25,37.13,54.4,7.43,1.71,16.58,56.48
12951,126,2025-07-09,269.93,129.37,140.56,47.9,28.11,1.78,66.96,137.88
12952,127,2025-07-09,1658.14,794.68,863.45,47.9,172.69,1.46,580.25,922.96
12953,128,2025-07-09,434.63,230.83,203.8,53.1,40.76,1.38,113.07,281.22
12954,129,2025-07-09,147.92,80.68,67.23,54.5,13.45,1.55,50.99,75.56
12955,130,2025-07-09,244.24,126.73,117.51,51.9,23.5,1.4,65.5,142.58
12956,131,2025-07-09,1467.69,787.95,679.74,53.7,135.95,1.42,388.11,906.24
12957,132,2025-07-09,317.06,172.27,144.8,54.3,28.96,1.79,96.21,214.85
12958,133,2025-07-09,131.19,68.61,62.58,52.3,12.52,1.72,42.72,90.15
12959,134,2025-07-09,201.41,102.62,98.78,51.0,19.76,1.42,68.6,127.12
12960,135,2025-07-09,159.49,85.05,74.44,53.3,14.89,1.5,55.29,102.72
12961,136,2025-07-09,311.64,165.74,145.9,53.2,29.18,1.68,62.52,191.54
12962,137,2025-07-09,180.6,91.38,89.21,50.6,17.84,1.47,66.31,94.46
12963,138,2025-07-09,1017.45,489.7,527.75,48.1,105.55,1.37,398.19,586.29
12964,139,2025-07-09,215.69,115.64,100.05,53.6,20.01,1.75,67.29,114.58
12965,140,2025-07-09,122.94,60.94,62.0,49.6,12.4,1.69,48.29,65.92
12966,141,2025-07-09,103.22,46.59,56.63,45.1,11.33,1.61,31.65,69.07
12967,142,2025-07-09,1051.26,517.22,534.05,49.2,106.81,1.4,319.8,562.76
12968,143,2025-07-09,241.32,120.23,121.1,49.8,24.22,1.56,95.67,162.42
12969,144,2025-07-09,1457.27,666.62,790.64,45.7,158.13,1.79,464.59,896.21
12970,145,2025-07-09,229.17,107.56,121.61,46.9,24.32,1.76,81.56,133.65
12971,146,2025-07-09,278.23,138.75,139.48,49.9,27.9,1.76,86.66,163.63
12972,147,2025-07-09,278.36,141.73,136.63,50.9,27.33,1.52,70.3,192.6
12973,148,2025-07-09,189.04,86.36,102.67,45.7,20.53,1.6,51.6,115.12
12974,149,2025-07-09,131.2,65.75,65.45,50.1,13.09,1.64,26.29,78.13
12975,150,2025-07-09,1229.9,557.45,672.45,45.3,134.49,1.32,284.24,630.55
12976,151,2025-07-09,135.47,66.7,68.77,49.2,13.75,1.51,46.03,78.51
12977,152,2025-07-09,161.7,76.19,85.51,47.1,17.1,1.72,58.59,99.38
12978,153,2025-07-09,1042.98,497.24,545.74,47.7,109.15,1.75,208.8,638.93
12979,154,2025-07-09,1006.18,543.66,462.52,54.0,92.5,1.35,317.95,616.05
12980,155,2025-07-09,121.08,61.87,59.2,51.1,11.84,1.36,44.86,77.12
12981,156,2025-07-09,408.45,196.76,211.69,48.2,42.34,1.71,126.26,254.17
12982,157,2025-07-09,299.12,149.03,150.1,49.8,30.02,1.31,81.62,194.96
12983,158,2025-07-09,1285.01,602.91,682.1,46.9,136.42,1.4,358.77,821.87
12984,159,2025-07-09,413.88,196.14,217.73,47.4,43.55,1.6,114.75,259.25
12985,160,2025-07-09,1362.01,656.02,705.99,48.2,141.2,1.76,273.09,887.27
12986,161,2025-07-09,1355.04,715.75,639.29,52.8,127.86,1.45,382.65,756.17
12987,162,2025-07-09,190.2,95.92,94.28,50.4,18.86,1.57,65.63,111.88
12988,163,2025-07-09,251.07,118.56,132.51,47.2,26.5,1.74,84.62,149.0
12989,164,2025-07-09,252.49,130.64,121.85,51.7,24.37,1.58,86.44,156.32
12990,165,2025-07-09,1226.43,624.99,601.43,51.0,120.29,1.48,395.48,751.92
12991,166,2025-07-09,378.02,195.95,182.07,51.8,36.41,1.65,134.41,192.72
12992,167,2025-07-09,1062.7,519.29,543.41,48.9,108.68,1.66,336.1,545.21
12993,168,2025-07-09,1414.4,768.87,645.52,54.4,129.1,1.43,358.11,954.37
12994,169,2025-07-09,137.86,66.27,71.59,48.1,14.32,1.48,33.39,76.94
12995,170,2025-07-09,1128.28,613.8,514.47,54.4,102.89,1.79,235.03,695.15
12996,171,2025-07-09,279.82,134.43,145.4,48.0,29.08,1.77,111.12,193.21
12997,172,2025-07-09,1663.11,825.1,838.01,49.6,167.6,1.69,393.8,1114.72
12998,173,2025-07-09,140.84,74.45,66.39,52.9,13.28,1.4,41.21,84.45
12999,174,2025-07-09,77.11,40.22,36.89,52.2,7.38,1.8,21.18,47.98
13000,175,2025-07-09,1473.24,767.1,706.15,52.1,141.23,1.79,447.05,802.72
13001,176,2025-07-09,222.39,107.67,114.72,48.4,22.94,1.37,80.54,147.47
13002,177,2025-07-09,1318.56,667.79,650.77,50.6,130.15,1.77,496.18,905.13
13003,178,2025-07-09,248.43,125.41,123.02,50.5,24.6,1.54,63.37,143.06
13004,179,2025-07-09,1554.8,791.06,763.75,50.9,152.75,1.46,419.55,914.48
13005,180,2025-07-09,1087.07,493.42,593.65,45.4,118.73,1.38,276.98,629.75
13006,181,2025-07-09,100.84,46.45,54.39,46.1,10.88,1.67,36.66,61.13
13007,182,2025-07-09,185.54,89.56,95.99,48.3,19.2,1.35,54.91,118.09
13008,183,2025-07-09,914.46,437.57,476.89,47.9,95.38,1.78,218.85,574.91
13009,184,2025-07-09,1090.72,531.59,559.13,48.7,111.83,1.44,273.29,615.14
13010,185,2025-07-09,1748.67,848.5,900.17,48.5,180.03,1.58,378.92,888.42
13011,186,2025-07-09,450.37,244.75,205.62,54.3,41.12,1.31,120.1,250.08
13012,187,2025-07-09,191.32,93.25,98.07,48.7,19.61,1.33,73.93,132.86
13013,188,2025-07-09,514.02,230.72,283.3,44.9,56.66,1.38,158.95,281.75
13014,189,2025-07-09,1222.74,632.83,589.91,51.8,117.98,1.41,258.07,727.09
13015,190,2025-07-09,1171.33,555.07,616.26,47.4,123.25,1.59,289.67,791.23
13016,191,2025-07-09,1807.23,821.02,986.21,45.4,197.24,1.77,721.48,908.24
13017,192,2025-07-09,85.38,45.91,39.47,53.8,7.89,1.75,17.12,58.79
13018,193,2025-07-09,1047.78,522.18,525.6,49.8,105.12,1.57,275.73,698.24
13019,194,2025-07-09,232.69,111.76,120.93,48.0,24.19,1.68,48.27,130.54
13020,195,2025-07-09,129.19,63.07,66.12,48.8,13.22,1.58,38.34,88.93
13021,196,2025-07-09,422.84,209.38,213.46,49.5,42.69,1.61,168.49,249.93
13022,197,2025-07-09,1547.18,698.32,848.86,45.1,169.77,1.55,443.86,947.66
13023,198,2025-07-09,130.61,66.75,63.86,51.1,12.77,1.78,32.22,65.85
13024,199,2025-07-09,286.87,155.69,131.18,54.3,26.24,1.32,86.71,167.36
13025,200,2025-07-09,119.53,61.14,58.39,51.1,11.68,1.35,35.83,72.86
13026,201,2025-07-09,311.38,168.67,142.72,54.2,28.54,1.58,63.53,156.86
13027,202,2025-07-09,129.81,63.71,66.1,49.1,13.22,1.5,26.45,81.96
13028,203,2025-07-09,109.91,58.08,51.84,52.8,10.37,1.54,32.19,70.98
13029,204,2025-07-09,171.42,81.03,90.39,47.3,18.08,1.65,60.33,99.59
13030,205,2025-07-09,275.51,132.93,142.58,48.2,28.52,1.62,81.23,168.74
13031,206,2025-07-09,516.71,251.51,265.2,48.7,53.04,1.54,116.48,342.48
13032,207,2025-07-09,223.47,120.52,102.95,53.9,20.59,1.58,74.1,117.31
13033,208,2025-07-09,187.11,95.22,91.89,50.9,18.38,1.64,59.22,130.56
13034,209,2025-07-09,139.02,72.43,66.59,52.1,13.32,1.39,43.74,76.32
13035,210,2025-07-09,261.63,125.96,135.67,48.1,27.13,1.53,101.22,164.01
13036,211,2025-07-09,261.21,139.13,122.08,53.3,24.42,1.72,101.17,153.81
13037,212,2025-07-09,85.6,38.36,47.24,44.8,9.45,1.54,19.67,48.67
13038,213,2025-07-09,258.41,126.34,132.07,48.9,26.41,1.45,76.49,135.96
13039,214,2025-07-09,100.75,52.21,48.54,51.8,9.71,1.74,23.92,65.85
13040,215,2025-07-09,1168.85,554.89,613.96,47.5,122.79,1.46,333.04,612.43
13041,216,2025-07-09,147.44,77.72,69.71,52.7,13.94,1.35,47.18,96.22
13042,217,2025-07-09,80.17,38.65,41.52,48.2,8.3,1.3,17.57,41.83
13043,218,2025-07-09,239.16,113.37,125.78,47.4,25.16,1.73,63.67,142.93
13044,219,2025-07-09,237.59,126.94,110.65,53.4,22.13,1.62,70.87,127.59
13045,220,2025-07-09,125.21,67.86,57.35,54.2,11.47,1.39,40.29,76.7
13046,221,2025-07-09,192.7,101.43,91.28,52.6,18.26,1.79,43.54,106.34
13047,222,2025-07-09,1758.42,799.0,959.42,45.4,191.88,1.48,625.18,1100.05
13048,223,2025-07-09,237.3,115.19,122.11,48.5,24.42,1.62,58.91,152.82
13049,224,2025-07-09,142.82,68.76,74.05,48.1,14.81,1.59,48.69,77.93
13050,225,2025-07-09,123.41,56.43,66.98,45.7,13.4,1.62,39.1,84.99
13051,226,2025-07-09,213.7,116.46,97.24,54.5,19.45,1.54,73.51,131.98
13052,227,2025-07-09,138.41,65.38,73.02,47.2,14.6,1.62,34.56,86.15
13053,228,2025-07-09,138.79,65.06,73.73,46.9,14.75,1.79,42.29,73.11
13054,229,2025-07-09,134.31,72.79,61.51,54.2,12.3,1.75,33.8,90.63
13055,230,2025-07-09,1393.78,734.6,659.18,52.7,131.84,1.69,390.7,898.49
13056,231,2025-07-09,1084.3,500.31,583.99,46.1,116.8,1.34,263.01,553.53
13057,232,2025-07-09,271.33,136.27,135.06,50.2,27.01,1.48,81.38,177.44
13058,233,2025-07-09,146.58,65.61,80.97,44.8,16.19,1.75,45.27,81.46
13059,234,2025-07-09,1358.4,688.99,669.41,50.7,133.88,1.61,476.29,821.46
13060,235,2025-07-09,117.74,57.25,60.48,48.6,12.1,1.42,33.91,76.56
13061,236,2025-07-09,1365.7,692.66,673.04,50.7,134.61,1.78,457.74,694.5
13062,237,2025-07-09,139.12,67.08,72.03,48.2,14.41,1.61,31.7,74.74
13063,238,2025-07-09,111.57,54.98,56.59,49.3,11.32,1.31,39.42,66.14
13064,239,2025-07-09,143.2,64.46,78.74,45.0,15.75,1.49,41.92,81.67
13065,240,2025-07-09,1129.22,593.71,535.51,52.6,107.1,1.54,242.23,743.46
13066,241,2025-07-09,95.97,44.07,51.9,45.9,10.38,1.75,20.85,61.57
13067,242,2025-07-09,94.31,48.2,46.12,51.1,9.22,1.73,28.97,55.38
13068,243,2025-07-09,1251.01,624.59,626.42,49.9,125.28,1.35,379.04,807.81
13069,244,2025-07-09,1362.63,615.38,747.25,45.2,149.45,1.76,504.44,729.73
13070,245,2025-07-09,187.24,84.99,102.24,45.4,20.45,1.65,52.66,100.9
13071,246,2025-07-09,294.54,143.61,150.92,48.8,30.18,1.63,67.46,181.28
13072,247,2025-07-09,1094.52,536.07,558.45,49.0,111.69,1.4,325.96,763.67
13073,248,2025-07-09,243.34,115.6,127.74,47.5,25.55,1.65,84.03,138.12
13074,249,2025-07-09,311.14,159.26,151.89,51.2,30.38,1.39,64.5,217.31
13075,250,2025-07-09,166.92,74.82,92.1,44.8,18.42,1.64,60.19,108.45
13076,251,2025-07-09,1541.03,784.03,757.0,50.9,151.4,1.58,316.1,831.12
13077,252,2025-07-09,121.26,62.0,59.26,51.1,11.85,1.38,43.59,61.97
13078,253,2025-07-09,1620.04,811.76,808.28,50.1,161.66,1.55,516.95,1121.72
13079,254,2025-07-09,1664.02,767.87,896.15,46.1,179.23,1.42,567.42,1137.79
13080,255,2025-07-09,1427.4,727.05,700.35,50.9,140.07,1.39,406.81,750.3
13081,256,2025-07-09,300.42,136.59,163.83,45.5,32.77,1.32,117.9,172.27
13082,257,2025-07-09,332.89,161.34,171.55,48.5,34.31,1.6,115.87,220.83
13083,258,2025-07-09,144.08,64.84,79.24,45.0,15.85,1.76,52.81,84.38
13084,259,2025-07-09,102.35,53.22,49.13,52.0,9.83,1.49,27.36,66.73
13085,260,2025-07-09,263.45,137.22,126.23,52.1,25.25,1.39,101.2,167.44
13086,261,2025-07-09,1272.89,645.84,627.05,50.7,125.41,1.76,387.52,883.04
13087,262,2025-07-09,1217.56,658.47,559.09,54.1,111.82,1.55,444.73,827.53
13088,263,2025-07-09,1080.12,556.44,523.68,51.5,104.74,1.47,237.46,623.78
13089,264,2025-07-09,228.35,102.06,126.29,44.7,25.26,1.75,66.91,148.17
13090,265,2025-07-09,1428.26,704.66,723.6,49.3,144.72,1.5,560.27,911.96
13091,266,2025-07-09,516.2,245.83,270.37,47.6,54.07,1.37,155.85,329.61
13092,267,2025-07-09,147.27,72.64,74.63,49.3,14.93,1.37,32.34,88.48
13093,268,2025-07-09,238.31,122.22,116.09,51.3,23.22,1.44,56.09,162.14
13094,269,2025-07-09,1310.06,640.69,669.37,48.9,133.87,1.32,481.9,742.01
13095,270,2025-07-09,126.43,67.68,58.74,53.5,11.75,1.75,40.14,71.09
13096,271,2025-07-09,202.04,92.45,109.59,45.8,21.92,1.5,73.62,102.83
13097,272,2025-07-09,1177.95,613.61,564.34,52.1,112.87,1.74,347.4,736.74
13098,273,2025-07-09,1375.16,623.2,751.96,45.3,150.39,1.65,306.06,961.52
13099,274,2025-07-09,186.51,98.76,87.75,53.0,17.55,1.36,64.92,126.37
13100,275,2025-07-09,1218.86,623.68,595.18,51.2,119.04,1.58,290.94,685.37
13101,276,2025-07-09,166.34,74.79,91.54,45.0,18.31,1.76,41.52,110.66
13102,277,2025-07-09,847.43,420.81,426.62,49.7,85.32,1.73,319.99,468.56
13103,278,2025-07-09,1583.17,712.91,870.25,45.0,174.05,1.62,396.18,1014.35
13104,279,2025-07-09,1707.16,920.79,786.36,53.9,157.27,1.64,567.89,898.16
13105,280,2025-07-09,318.95,149.83,169.12,47.0,33.82,1.46,84.74,185.79
13106,281,2025-07-09,1277.07,581.4,695.68,45.5,139.14,1.74,367.89,693.67
13107,282,2025-07-09,1022.66,465.78,556.88,45.5,111.38,1.59,324.81,713.25
13108,283,2025-07-09,218.02,101.72,116.3,46.7,23.26,1.52,74.53,151.34
13109,284,2025-07-09,1046.82,482.66,564.15,46.1,112.83,1.67,340.19,684.23
13110,285,2025-07-09,126.93,65.86,61.07,51.9,12.21,1.33,42.01,80.66
13111,286,2025-07-09,1120.84,520.5,600.33,46.4,120.07,1.78,426.91,725.32
13112,287,2025-07-09,1137.59,618.55,519.03,54.4,103.81,1.41,296.43,718.63
13113,288,2025-07-09,1056.68,481.48,575.19,45.6,115.04,1.39,343.97,574.34
13114,289,2025-07-09,170.74,87.57,83.17,51.3,16.63,1.72,52.77,117.34
13115,290,2025-07-09,1707.68,914.24,793.44,53.5,158.69,1.6,649.29,1028.7
13116,291,2025-07-09,995.56,475.45,520.11,47.8,104.02,1.33,397.11,528.86
13117,292,2025-07-09,145.03,73.58,71.45,50.7,14.29,1.69,51.44,80.07
13118,293,2025-07-09,1011.04,515.43,495.61,51.0,99.12,1.51,347.11,552.31
13119,294,2025-07-09,1456.58,680.6,775.98,46.7,155.2,1.34,457.25,962.34
13120,295,2025-07-09,279.22,145.18,134.04,52.0,26.81,1.65,76.64,152.49
13121,296,2025-07-09,486.47,224.17,262.3,46.1,52.46,1.72,122.77,243.78
13122,297,2025-07-09,1549.76,827.1,722.66,53.4,144.53,1.53,441.93,1063.5
13123,298,2025-07-09,226.84,106.27,120.57,46.8,24.11,1.73,84.14,121.59
13124,299,2025-07-09,154.35,77.04,77.31,49.9,15.46,1.77,35.08,80.3
13125,300,2025-07-09,843.48,381.9,461.58,45.3,92.32,1.71,317.75,549.01
13126,301,2025-07-09,267.5,140.83,126.67,52.6,25.33,1.5,56.22,162.87
13127,302,2025-07-09,577.15,269.95,307.2,46.8,61.44,1.58,129.85,371.83
13128,303,2025-07-09,1029.5,561.61,467.89,54.6,93.58,1.68,247.17,533.76
13129,304,2025-07-09,244.71,128.2,116.52,52.4,23.3,1.62,59.47,146.77
13130,305,2025-07-09,991.56,495.68,495.88,50.0,99.18,1.63,294.07,679.07
13131,306,2025-07-09,107.62,56.81,50.81,52.8,10.16,1.43,27.25,62.53
13132,307,2025-07-09,128.29,69.82,58.47,54.4,11.69,1.42,41.18,80.09
13133,308,2025-07-09,145.13,70.88,74.26,48.8,14.85,1.71,49.74,89.84
13134,309,2025-07-09,1194.41,551.91,642.49,46.2,128.5,1.69,452.42,664.09
13135,310,2025-07-09,1436.73,738.72,698.01,51.4,139.6,1.31,425.33,845.82
13136,311,2025-07-09,198.73,106.86,91.87,53.8,18.37,1.69,53.84,104.08
13137,312,2025-07-09,1650.19,741.36,908.83,44.9,181.77,1.7,610.93,970.1
13138,313,2025-07-09,1182.16,529.02,653.14,44.8,130.63,1.64,298.89,680.21
13139,314,2025-07-09,148.12,77.37,70.76,52.2,14.15,1.43,41.45,90.57
13140,315,2025-07-09,1123.46,573.96,549.5,51.1,109.9,1.52,411.59,687.14
13141,316,2025-07-09,1649.77,745.5,904.26,45.2,180.85,1.55,415.97,1105.79
13142,317,2025-07-09,142.58,69.55,73.03,48.8,14.61,1.57,53.04,91.38
13143,318,2025-07-09,979.02,502.78,476.24,51.4,95.25,1.36,282.72,685.22
13144,319,2025-07-09,928.2,458.47,469.73,49.4,93.95,1.31,246.89,503.22
13145,320,2025-07-09,1384.75,729.89,654.86,52.7,130.97,1.59,538.7,947.75
13146,321,2025-07-09,242.13,109.06,133.07,45.0,26.61,1.45,89.86,159.15
13147,322,2025-07-09,1381.26,620.44,760.83,44.9,152.17,1.67,423.59,820.27
13148,323,2025-07-09,1550.68,718.83,831.85,46.4,166.37,1.52,389.09,976.09
13149,324,2025-07-09,1209.4,560.57,648.83,46.4,129.77,1.34,333.12,780.57
13150,325,2025-07-09,1447.56,765.51,682.04,52.9,136.41,1.65,491.19,994.21
13151,326,2025-07-09,461.24,242.7,218.54,52.6,43.71,1.69,140.62,233.23
13152,327,2025-07-09,769.0,347.27,421.73,45.2,84.35,1.37,302.79,423.69
13153,328,2025-07-09,161.07,77.33,83.74,48.0,16.75,1.58,42.36,111.51
13154,329,2025-07-09,1186.04,613.65,572.39,51.7,114.48,1.67,258.68,801.8
13155,330,2025-07-09,90.96,46.71,44.25,51.4,8.85,1.76,19.07,48.73
13156,331,2025-07-09,1407.38,673.38,734.0,47.8,146.8,1.61,403.72,826.25
13157,332,2025-07-09,158.23,81.94,76.29,51.8,15.26,1.48,62.24,88.47
13158,333,2025-07-09,1061.13,505.75,555.39,47.7,111.08,1.43,332.33,686.82
13159,334,2025-07-09,467.53,224.29,243.24,48.0,48.65,1.31,126.08,288.84
13160,335,2025-07-09,340.78,175.71,165.08,51.6,33.02,1.31,87.88,190.37
13161,336,2025-07-09,1379.64,712.48,667.16,51.6,133.43,1.42,406.26,723.17
13162,337,2025-07-09,336.67,171.06,165.6,50.8,33.12,1.31,130.46,235.32
13163,338,2025-07-09,231.12,111.09,120.04,48.1,24.01,1.64,53.97,127.2
13164,339,2025-07-09,1313.93,596.61,717.32,45.4,143.46,1.42,476.27,700.66
13165,340,2025-07-09,899.63,459.65,439.99,51.1,88.0,1.59,203.8,485.86
13166,341,2025-07-09,1480.93,737.34,743.59,49.8,148.72,1.45,539.66,821.99
13167,342,2025-07-09,132.56,63.78,68.78,48.1,13.76,1.68,39.11,85.2
13168,343,2025-07-09,64.97,30.06,34.9,46.3,6.98,1.71,19.89,37.47
13169,344,2025-07-09,477.93,213.9,264.02,44.8,52.8,1.51,106.38,241.04
13170,345,2025-07-09,1293.39,677.43,615.95,52.4,123.19,1.49,264.91,677.42
13171,346,2025-07-09,56.52,28.74,27.78,50.8,5.56,1.63,21.9,29.82
13172,347,2025-07-09,106.15,54.0,52.15,50.9,10.43,1.52,34.44,72.54
13173,348,2025-07-09,1196.15,643.58,552.57,53.8,110.51,1.32,419.66,747.52
13174,349,2025-07-09,1599.45,723.01,876.44,45.2,175.29,1.32,394.22,1088.22
13175,350,2025-07-09,1280.63,668.92,611.71,52.2,122.34,1.4,351.67,676.99
13176,351,2025-07-09,1170.32,599.63,570.69,51.2,114.14,1.57,382.15,709.03
13177,352,2025-07-09,331.6,153.73,177.87,46.4,35.57,1.68,126.54,206.24
13178,353,2025-07-09,186.37,92.58,93.79,49.7,18.76,1.7,69.2,129.97
13179,354,2025-07-09,239.52,120.44,119.08,50.3,23.82,1.37,92.62,165.54
13180,355,2025-07-09,348.98,179.66,169.32,51.5,33.86,1.31,117.5,196.18
13181,356,2025-07-09,1190.34,599.44,590.9,50.4,118.18,1.62,431.4,714.86
13182,357,2025-07-09,1066.01,493.5,572.51,46.3,114.5,1.39,238.77,602.11
13183,358,2025-07-09,748.37,382.55,365.82,51.1,73.16,1.62,167.95,381.46
13184,359,2025-07-09,469.0,229.89,239.11,49.0,47.82,1.62,177.23,237.63
13185,360,2025-07-09,949.08,480.28,468.81,50.6,93.76,1.63,325.38,523.55
13186,361,2025-07-09,276.85,143.79,133.06,51.9,26.61,1.53,72.32,192.09
13187,362,2025-07-09,1354.64,613.8,740.84,45.3,148.17,1.32,339.39,767.2
13188,363,2025-07-09,1146.82,549.59,597.24,47.9,119.45,1.32,249.89,706.59
13189,364,2025-07-09,284.63,145.76,138.87,51.2,27.77,1.58,91.9,187.42
13190,365,2025-07-09,155.54,80.05,75.49,51.5,15.1,1.56,39.06,84.16
13191,366,2025-07-09,324.44,147.0,177.44,45.3,35.49,1.68,106.83,224.48
13192,367,2025-07-09,1392.69,725.5,667.18,52.1,133.44,1.44,449.7,798.58
13193,368,2025-07-09,195.44,99.93,95.51,51.1,19.1,1.54,44.12,102.39
13194,369,2025-07-09,1131.39,533.19,598.2,47.1,119.64,1.61,340.82,698.56
13195,370,2025-07-09,1056.95,540.41,516.53,51.1,103.31,1.75,392.49,682.33
13196,371,2025-07-09,1621.78,819.47,802.3,50.5,160.46,1.67,560.58,896.4
13197,372,2025-07-09,126.52,64.37,62.15,50.9,12.43,1.57,42.77,79.69
13198,373,2025-07-09,116.97,59.25,57.72,50.7,11.54,1.5,37.55,63.46
13199,374,2025-07-09,1127.88,565.09,562.79,50.1,112.56,1.75,357.35,622.39
13200,375,2025-07-09,291.01,155.37,135.63,53.4,27.13,1.67,92.7,169.56
13201,376,2025-07-09,370.89,171.99,198.9,46.4,39.78,1.49,116.81,231.09
13202,377,2025-07-09,310.76,142.15,168.61,45.7,33.72,1.41,97.71,217.24
13203,378,2025-07-09,117.82,63.15,54.66,53.6,10.93,1.64,43.87,74.01
13204,379,2025-07-09,277.36,139.4,137.96,50.3,27.59,1.78,95.41,145.2
13205,380,2025-07-09,1341.69,723.42,618.26,53.9,123.65,1.59,416.64,813.07
13206,381,2025-07-09,1124.53,578.33,546.21,51.4,109.24,1.53,330.55,593.23
13207,382,2025-07-09,1380.48,630.43,750.05,45.7,150.01,1.74,340.21,751.47
13208,383,2025-07-09,165.36,84.52,80.84,51.1,16.17,1.49,51.98,92.34
13209,384,2025-07-09,188.28,88.45,99.83,47.0,19.97,1.44,64.24,128.44
13210,385,2025-07-09,1455.67,711.72,743.95,48.9,148.79,1.65,391.47,1000.93
13211,386,2025-07-09,150.0,68.87,81.13,45.9,16.23,1.37,47.06,91.24
13212,387,2025-07-09,1433.7,741.24,692.46,51.7,138.49,1.34,287.48,924.93
13213,388,2025-07-09,119.07,56.46,62.61,47.4,12.52,1.75,42.4,65.34
13214,389,2025-07-09,1295.0,589.49,705.51,45.5,141.1,1.59,493.24,864.62
13215,390,2025-07-09,1238.57,560.6,677.97,45.3,135.59,1.71,434.34,782.23
13216,391,2025-07-09,1290.58,663.85,626.72,51.4,125.34,1.32,405.04,766.08
13217,392,2025-07-09,182.52,84.43,98.09,46.3,19.62,1.7,71.12,122.7
13218,393,2025-07-09,1626.57,856.87,769.7,52.7,153.94,1.44,615.78,814.48
13219,394,2025-07-09,858.12,453.83,404.29,52.9,80.86,1.73,181.02,492.54
13220,395,2025-07-09,1481.94,717.22,764.72,48.4,152.94,1.67,297.08,1019.29
13221,396,2025-07-09,154.25,82.23,72.02,53.3,14.4,1.32,54.54,104.17
13222,397,2025-07-09,560.11,279.96,280.15,50.0,56.03,1.58,154.58,300.92
13223,398,2025-07-09,1624.64,872.0,752.64,53.7,150.53,1.6,453.43,814.95
13224,399,2025-07-09,958.59,483.86,474.73,50.5,94.95,1.52,348.55,552.34
13225,400,2025-07-09,290.31,152.57,137.75,52.6,27.55,1.76,74.06,197.53
13226,401,2025-07-09,419.6,202.35,217.25,48.2,43.45,1.45,166.83,255.64
13227,402,2025-07-09,1351.75,716.91,634.84,53.0,126.97,1.57,473.7,863.03
13228,403,2025-07-09,260.61,123.77,136.84,47.5,27.37,1.59,92.2,132.82
13229,404,2025-07-09,1724.04,880.57,843.47,51.1,168.69,1.51,599.2,880.41
13230,405,2025-07-09,293.81,151.83,141.98,51.7,28.4,1.51,103.08,150.22
13231,406,2025-07-09,161.37,72.48,88.89,44.9,17.78,1.8,37.42,95.05
13232,407,2025-07-09,496.57,233.23,263.33,47.0,52.67,1.44,102.21,311.54
13233,408,2025-07-09,1245.78,640.71,605.07,51.4,121.01,1.77,295.74,755.67
13234,409,2025-07-09,195.68,88.0,107.69,45.0,21.54,1.44,77.44,106.65
13235,410,2025-07-09,1508.58,755.04,753.54,50.0,150.71,1.74,592.53,854.32
13236,411,2025-07-09,140.42,66.67,73.75,47.5,14.75,1.61,43.12,74.0
13237,412,2025-07-09,155.43,72.29,83.15,46.5,16.63,1.57,37.41,91.12
13238,413,2025-07-09,172.03,89.07,82.96,51.8,16.59,1.71,58.08,88.2
13239,414,2025-07-09,1366.14,644.34,721.8,47.2,144.36,1.53,424.19,802.84
13240,415,2025-07-09,123.28,61.89,61.39,50.2,12.28,1.66,44.09,73.37
13241,416,2025-07-09,1292.62,646.65,645.97,50.0,129.19,1.35,507.14,742.35
13242,417,2025-07-09,1379.5,665.16,714.34,48.2,142.87,1.59,529.61,865.99
13243,418,2025-07-09,337.69,153.25,184.44,45.4,36.89,1.8,111.92,197.72
13244,419,2025-07-09,1510.76,788.4,722.36,52.2,144.47,1.48,479.96,1041.8
13245,420,2025-07-09,1374.68,678.68,695.99,49.4,139.2,1.68,498.9,885.95
13246,421,2025-07-09,1240.61,586.55,654.06,47.3,130.81,1.63,353.44,706.94
13247,422,2025-07-09,151.49,71.25,80.24,47.0,16.05,1.6,52.25,85.64
13248,423,2025-07-09,1685.73,787.26,898.47,46.7,179.69,1.67,356.73,915.99
13249,424,2025-07-09,282.32,143.76,138.56,50.9,27.71,1.35,100.47,164.56
13250,425,2025-07-09,1643.19,836.75,806.44,50.9,161.29,1.46,335.24,972.58
13251,426,2025-07-09,1810.16,890.08,920.08,49.2,184.02,1.35,376.67,1192.24
