contract_id,customer_key,account_name,industry,region,contract_type,contract_start_date,contract_end_date,contract_term_months,annual_contract_value,total_contract_value,renewal_status,renewal_probability,days_to_renewal,competitor_threat,competitor_name,proposed_change,proposed_value_change,account_manager,nps_score,support_tickets_ytd,last_engagement_date
CON003117,173,Enterprise Customer 3117,Retail,South West,CCaaS,2024-06-28,2026-06-18,24,338809.62,677619.24,Active,0.7,140,None,,,,AM043,1,9,2025-11-29
CON003118,711,Enterprise Customer 3118,Retail,Scotland,UCaaS,2023-10-20,2028-09-23,60,232067.07,1160335.35,Active,0.98,968,Low,BT,,,AM040,8,42,2025-12-12
CON003119,1786,Enterprise Customer 3119,Manufacturing,North West,Business Mobile,2024-07-23,2025-07-18,12,66948.02,66948.02,Renewed,0.84,0,None,,,,AM007,1,36,2025-11-13
CON003120,4091,Enterprise Customer 3120,Professional Services,North West,Business Mobile,2024-07-24,2025-07-19,12,91995.18,91995.18,Renewed,0.79,0,Medium,BT,,,AM011,2,44,2025-12-10
CON003121,4998,Enterprise Customer 3121,Professional Services,London,SIP Trunking,2023-03-06,2028-02-08,60,22483.27,112416.35,Active,0.97,740,None,,,,AM004,8,24,2025-11-21
CON003122,2754,Enterprise Customer 3122,Retail,West Midlands,UCaaS,2024-12-23,2025-12-18,12,443501.27,443501.27,Renewed,0.57,0,High,TalkTalk,,,AM017,7,9,2026-01-21
CON003123,1593,Enterprise Customer 3123,Professional Services,Northern Ireland,UCaaS,2023-12-13,2028-11-16,60,104062.06,520310.3,Active,0.98,1022,None,,,,AM023,7,6,2026-01-09
CON003124,1405,Enterprise Customer 3124,Hospitality,North West,Managed Security,2024-04-04,2027-03-20,36,64156.43,192469.29,Active,0.78,415,Low,Vodafone,,,AM039,2,38,2025-10-31
CON003125,1105,Enterprise Customer 3125,Technology,Northern Ireland,UCaaS,2024-12-15,2026-12-05,24,375398.37,750796.74,Active,0.76,310,None,,,,AM015,1,50,2025-12-01
CON003126,2619,Enterprise Customer 3126,Financial Services,Northern Ireland,SIP Trunking,2023-03-27,2024-03-21,12,99835.32,99835.32,Renewed,0.89,0,None,,,,AM015,8,37,2025-11-05
CON003127,2620,Enterprise Customer 3127,Transport,North West,CCaaS,2023-12-08,2026-11-22,36,55926.6,167779.8,Active,0.88,297,None,,,,AM013,5,14,2026-01-13
CON003128,731,Enterprise Customer 3128,Healthcare,South East,Business Broadband,2024-11-19,2029-10-24,60,37440.79,187203.95,Active,0.95,1364,None,,,,AM047,5,10,2026-01-10
CON003129,379,Enterprise Customer 3129,Hospitality,South East,UCaaS,2023-09-28,2025-09-17,24,381072.33,762144.66,Renewed,0.68,0,Medium,Vodafone,,,AM020,7,19,2025-12-27
CON003130,638,Enterprise Customer 3130,Education,Yorkshire,IoT Connectivity,2024-12-05,2026-11-25,24,12025.1,24050.2,Active,0.9,300,None,,,,AM046,4,6,2025-11-17
CON003131,4568,Enterprise Customer 3131,Healthcare,Wales,IoT Connectivity,2023-05-03,2025-04-22,24,37504.56,75009.12,Renewed,0.6,0,Medium,Three,,,AM040,7,29,2025-11-27
CON003132,141,Enterprise Customer 3132,Transport,East,IoT Connectivity,2024-04-28,2025-04-23,12,98508.95,98508.95,Renewed,0.81,0,Medium,TalkTalk,,,AM039,4,37,2026-01-03
CON003133,359,Enterprise Customer 3133,Government,Northern Ireland,SIP Trunking,2023-03-13,2026-02-25,36,86718.56,260155.68,Renewed,0.94,27,None,,,,AM006,7,46,2026-01-12
CON003134,2938,Enterprise Customer 3134,Technology,South East,Business Mobile,2024-05-03,2027-04-18,36,86988.22,260964.66,Active,0.69,444,Medium,Virgin Media O2,,,AM027,2,27,2026-01-19
CON003135,1783,Enterprise Customer 3135,Financial Services,Yorkshire,Business Mobile,2023-01-31,2025-01-20,24,9221.3,18442.6,Renewed,0.91,0,Low,Vodafone,,,AM038,7,18,2025-12-27
CON003136,1983,Enterprise Customer 3136,Technology,Northern Ireland,SIP Trunking,2023-06-14,2024-06-08,12,34362.21,34362.21,Renewed,0.63,0,Medium,BT,,,AM045,3,44,2025-12-27
CON003137,3572,Enterprise Customer 3137,Education,London,IoT Connectivity,2024-02-23,2029-01-27,60,96972.8,484864.0,Active,0.96,1094,None,,,,AM043,9,39,2025-12-12
CON003138,1518,Enterprise Customer 3138,Manufacturing,Wales,SIP Trunking,2024-02-28,2026-02-17,24,42880.21,85760.42,In Negotiation,0.71,19,None,,Same,0.0,AM026,7,46,2025-11-23
CON003139,3482,Enterprise Customer 3139,Retail,Scotland,Business Mobile,2023-06-28,2024-06-22,12,28021.95,28021.95,Renewed,0.73,0,None,,,,AM021,1,49,2026-01-19
CON003140,4439,Enterprise Customer 3140,Transport,West Midlands,Business Mobile,2023-11-16,2024-11-10,12,14159.17,14159.17,Churned,0.85,0,None,,,,AM042,1,11,2025-12-28
CON003141,1899,Enterprise Customer 3141,Technology,Scotland,Business Mobile,2023-12-09,2024-12-03,12,48591.08,48591.08,Churned,0.75,0,Low,Three,,,AM048,10,37,2026-01-25
CON003142,3081,Enterprise Customer 3142,Technology,West Midlands,Business Mobile,2023-07-28,2028-07-01,60,46009.79,230048.95,Active,0.81,884,Low,BT,,,AM012,10,36,2026-01-19
CON003143,3450,Enterprise Customer 3143,Financial Services,Wales,CCaaS,2023-05-17,2028-04-20,60,271337.38,1356686.9,Active,0.75,812,Low,Three,,,AM020,10,34,2025-12-30
CON003144,1645,Enterprise Customer 3144,Education,Scotland,Business Mobile,2023-09-03,2026-08-18,36,70130.49,210391.47,Active,0.94,201,Low,BT,,,AM036,4,7,2025-10-31
CON003145,927,Enterprise Customer 3145,Technology,South East,SIP Trunking,2024-10-16,2027-10-01,36,47956.36,143869.08,Active,0.79,610,Low,BT,,,AM046,5,16,2026-01-20
CON003146,2190,Enterprise Customer 3146,Hospitality,London,UCaaS,2024-10-15,2026-10-05,24,91963.02,183926.04,Active,0.85,249,None,,,,AM023,5,5,2025-11-30
CON003147,3172,Enterprise Customer 3147,Technology,Scotland,CCaaS,2023-08-14,2024-08-08,12,484187.82,484187.82,Renewed,0.6,0,Medium,BT,,,AM016,3,37,2026-01-02
CON003148,4142,Enterprise Customer 3148,Retail,Northern Ireland,Business Broadband,2023-03-15,2025-03-04,24,35140.22,70280.44,Renewed,0.95,0,Low,Virgin Media O2,,,AM026,10,18,2026-01-25
CON003149,3483,Enterprise Customer 3149,Government,Scotland,CCaaS,2023-01-20,2025-01-09,24,23486.65,46973.3,Renewed,0.85,0,None,,,,AM045,7,35,2025-12-30
CON003150,2150,Enterprise Customer 3150,Healthcare,Northern Ireland,CCaaS,2023-10-30,2024-10-24,12,105970.66,105970.66,Renewed,0.71,0,None,,,,AM023,5,21,2026-01-26
CON003151,3565,Enterprise Customer 3151,Manufacturing,South West,UCaaS,2024-09-28,2026-09-18,24,417357.21,834714.42,Active,0.79,232,None,,,,AM030,4,12,2025-12-25
CON003152,4318,Enterprise Customer 3152,Hospitality,London,CCaaS,2023-11-16,2026-10-31,36,433017.13,1299051.39,Active,0.82,275,Low,Vodafone,,,AM009,6,9,2026-01-15
CON003153,1307,Enterprise Customer 3153,Transport,North West,UCaaS,2023-10-22,2026-10-06,36,117006.44,351019.32,Active,0.85,250,None,,,,AM035,4,11,2025-10-30
CON003154,619,Enterprise Customer 3154,Education,South West,UCaaS,2024-12-14,2029-11-18,60,336175.01,1680875.05,Active,0.77,1389,Medium,Virgin Media O2,,,AM044,4,42,2025-12-20
CON003155,4879,Enterprise Customer 3155,Technology,Yorkshire,UCaaS,2024-12-18,2025-12-13,12,37237.67,37237.67,Churned,0.72,0,None,,,,AM018,1,47,2025-12-04
CON003156,2463,Enterprise Customer 3156,Healthcare,South West,Managed Security,2024-03-31,2029-03-05,60,124214.31,621071.55,Active,0.82,1131,Medium,Virgin Media O2,,,AM026,5,42,2026-01-06
CON003157,3023,Enterprise Customer 3157,Education,West Midlands,CCaaS,2024-06-29,2029-06-03,60,98951.89,494759.45,Active,0.61,1221,High,Three,,,AM032,8,18,2025-12-21
CON003158,2339,Enterprise Customer 3158,Healthcare,Wales,UCaaS,2024-07-03,2029-06-07,60,392176.22,1960881.1,Active,0.87,1225,None,,,,AM007,4,9,2025-11-14
CON003159,2649,Enterprise Customer 3159,Professional Services,London,SIP Trunking,2024-04-11,2027-03-27,36,5347.37,16042.11,Active,0.98,422,None,,,,AM018,6,31,2026-01-24
CON003160,1320,Enterprise Customer 3160,Healthcare,London,SIP Trunking,2023-06-17,2026-06-01,36,8783.9,26351.7,Active,0.8,123,Low,TalkTalk,,,AM044,6,49,2025-11-30
CON003161,4163,Enterprise Customer 3161,Financial Services,South East,CCaaS,2023-11-06,2025-10-26,24,357300.05,714600.1,Renewed,0.94,0,Low,TalkTalk,,,AM009,10,3,2025-11-15
CON003162,3,Enterprise Customer 3162,Education,East,Managed Security,2023-03-13,2026-02-25,36,144672.47,434017.41,In Negotiation,0.88,27,Low,TalkTalk,Add Services,70856.31,AM016,6,16,2025-12-06
CON003163,4976,Enterprise Customer 3163,Financial Services,North West,UCaaS,2024-01-30,2026-01-19,24,211879.02,423758.04,Renewed,0.65,0,Medium,BT,,,AM023,10,27,2025-11-06
CON003164,4896,Enterprise Customer 3164,Technology,South West,Managed Security,2023-04-08,2026-03-23,36,211664.79,634994.37,Pending Renewal,0.81,53,Medium,TalkTalk,Same,0.0,AM011,1,6,2026-01-05
CON003165,2759,Enterprise Customer 3165,Transport,Wales,IoT Connectivity,2024-05-11,2029-04-15,60,98799.27,493996.35,Active,0.78,1172,Medium,Vodafone,,,AM004,1,32,2025-12-19
CON003166,3474,Enterprise Customer 3166,Healthcare,South West,SIP Trunking,2024-07-04,2026-06-24,24,39877.56,79755.12,Active,0.94,146,None,,,,AM011,7,33,2025-11-04
CON003167,2432,Enterprise Customer 3167,Transport,South East,UCaaS,2023-08-10,2025-07-30,24,132141.09,264282.18,Renewed,0.91,0,Low,Three,,,AM019,3,12,2026-01-02
CON003168,1646,Enterprise Customer 3168,Professional Services,Yorkshire,Business Mobile,2024-11-13,2026-11-03,24,78339.06,156678.12,Active,0.84,278,Low,Vodafone,,,AM021,3,34,2025-12-31
CON003169,3146,Enterprise Customer 3169,Manufacturing,North West,Business Mobile,2024-02-10,2027-01-25,36,72076.23,216228.69,Active,0.99,361,None,,,,AM024,3,39,2025-11-12
CON003170,3258,Enterprise Customer 3170,Government,Scotland,CCaaS,2024-04-03,2027-03-19,36,456712.92,1370138.76,Active,0.78,414,Medium,TalkTalk,,,AM041,7,10,2025-11-17
CON003171,1344,Enterprise Customer 3171,Education,South West,IoT Connectivity,2024-08-20,2025-08-15,12,71204.44,71204.44,Renewed,0.75,0,Low,TalkTalk,,,AM032,9,2,2026-01-14
CON003172,3115,Enterprise Customer 3172,Professional Services,Wales,Business Mobile,2024-01-01,2025-12-21,24,9767.33,19534.66,In Negotiation,0.83,0,None,,Same,0.0,AM050,2,41,2025-12-13
CON003173,1064,Enterprise Customer 3173,Government,East,CCaaS,2023-04-19,2026-04-03,36,458179.99,1374539.97,In Negotiation,0.68,64,High,Vodafone,Downgrade,-52027.76,AM027,5,17,2026-01-14
CON003174,3315,Enterprise Customer 3174,Education,South East,Business Broadband,2023-08-20,2026-08-04,36,97058.85,291176.55,Active,0.95,187,None,,,,AM040,6,10,2026-01-08
CON003175,4483,Enterprise Customer 3175,Manufacturing,North West,Business Broadband,2024-06-03,2027-05-19,36,73734.47,221203.41,Active,0.9,475,None,,,,AM049,6,13,2025-11-20
CON003176,275,Enterprise Customer 3176,Retail,London,CCaaS,2024-01-29,2027-01-13,36,287676.44,863029.32,Active,0.67,349,High,Virgin Media O2,,,AM032,2,23,2025-11-16
CON003177,2924,Enterprise Customer 3177,Financial Services,London,UCaaS,2024-07-31,2029-07-05,60,112452.68,562263.4,Active,0.66,1253,High,TalkTalk,,,AM031,8,13,2025-11-20
CON003178,4909,Enterprise Customer 3178,Professional Services,Scotland,CCaaS,2024-09-05,2027-08-21,36,83896.14,251688.42,Active,0.85,569,None,,,,AM041,1,9,2025-12-29
CON003179,1255,Enterprise Customer 3179,Transport,Scotland,IoT Connectivity,2023-07-07,2025-06-26,24,9229.66,18459.32,Renewed,0.78,0,None,,,,AM021,8,6,2026-01-03
CON003180,3009,Enterprise Customer 3180,Transport,Wales,Managed Security,2024-07-02,2029-06-06,60,183606.96,918034.8,Active,0.77,1224,None,,,,AM048,7,1,2025-12-23
CON003181,4441,Enterprise Customer 3181,Financial Services,West Midlands,Business Broadband,2024-07-25,2027-07-10,36,97484.2,292452.6,Active,0.84,527,Low,Virgin Media O2,,,AM034,9,19,2025-11-21
CON003182,3077,Enterprise Customer 3182,Healthcare,Scotland,Managed Security,2024-06-06,2029-05-11,60,190042.77,950213.85,Active,0.75,1198,Medium,Vodafone,,,AM016,4,32,2025-11-15
CON003183,4224,Enterprise Customer 3183,Retail,London,CCaaS,2023-04-24,2025-04-13,24,29377.93,58755.86,Renewed,0.77,0,None,,,,AM040,9,19,2025-12-09
CON003184,1033,Enterprise Customer 3184,Retail,Yorkshire,Business Broadband,2024-05-15,2025-05-10,12,70213.39,70213.39,Renewed,0.78,0,None,,,,AM038,3,20,2026-01-15
CON003185,3166,Enterprise Customer 3185,Retail,Yorkshire,CCaaS,2023-09-20,2024-09-14,12,375964.62,375964.62,Renewed,0.72,0,Low,Vodafone,,,AM004,5,22,2025-12-30
CON003186,1333,Enterprise Customer 3186,Education,East,UCaaS,2023-03-13,2028-02-15,60,21908.06,109540.3,Active,0.92,747,None,,,,AM026,8,36,2025-11-27
CON003187,1281,Enterprise Customer 3187,Technology,Northern Ireland,UCaaS,2024-02-20,2025-02-14,12,226010.17,226010.17,Renewed,0.79,0,None,,,,AM019,10,6,2026-01-13
CON003188,4309,Enterprise Customer 3188,Professional Services,London,Managed Security,2024-01-28,2026-01-17,24,269485.25,538970.5,Renewed,0.9,0,Low,Virgin Media O2,,,AM003,5,25,2026-01-14
CON003189,2747,Enterprise Customer 3189,Financial Services,Wales,IoT Connectivity,2023-10-16,2026-09-30,36,85543.19,256629.57,Active,0.92,244,None,,,,AM023,10,24,2025-12-20
CON003190,547,Enterprise Customer 3190,Financial Services,North West,CCaaS,2024-10-05,2025-09-30,12,352213.56,352213.56,Churned,0.62,0,High,TalkTalk,,,AM035,8,42,2025-11-14
CON003191,4846,Enterprise Customer 3191,Hospitality,Scotland,SIP Trunking,2023-06-17,2028-05-21,60,78507.44,392537.2,Active,0.96,843,Low,Vodafone,,,AM020,2,21,2025-12-27
CON003192,4786,Enterprise Customer 3192,Retail,East,SIP Trunking,2023-04-28,2028-04-01,60,13789.3,68946.5,Active,0.88,793,Low,BT,,,AM007,8,44,2025-11-28
CON003193,4839,Enterprise Customer 3193,Education,South East,SIP Trunking,2024-12-15,2027-11-30,36,69203.57,207610.71,Active,0.84,670,None,,,,AM039,3,49,2025-12-27
CON003194,2784,Enterprise Customer 3194,Technology,Scotland,SIP Trunking,2023-10-30,2024-10-24,12,88106.47,88106.47,Churned,0.87,0,None,,,,AM034,7,18,2025-12-13
CON003195,2029,Enterprise Customer 3195,Hospitality,South West,IoT Connectivity,2023-12-03,2025-11-22,24,58837.57,117675.14,In Negotiation,0.65,0,High,BT,Add Services,26946.37,AM040,8,36,2025-12-31
CON003196,3957,Enterprise Customer 3196,Healthcare,Yorkshire,UCaaS,2024-01-08,2026-12-23,36,365097.79,1095293.37,Active,0.93,328,None,,,,AM027,6,15,2025-11-30
CON003197,1868,Enterprise Customer 3197,Education,East,Business Mobile,2023-07-02,2025-06-21,24,10210.33,20420.66,Renewed,0.95,0,Low,Vodafone,,,AM010,3,43,2025-12-05
CON003198,2024,Enterprise Customer 3198,Government,Yorkshire,CCaaS,2023-09-11,2026-08-26,36,351680.53,1055041.59,Active,0.69,209,Medium,Vodafone,,,AM018,1,24,2025-12-18
CON003199,991,Enterprise Customer 3199,Transport,South East,SIP Trunking,2023-01-28,2026-01-12,36,31390.01,94170.03,Renewed,0.89,0,None,,,,AM006,7,1,2025-11-21
CON003200,554,Enterprise Customer 3200,Manufacturing,Wales,CCaaS,2023-01-04,2025-12-19,36,289872.32,869616.96,Renewed,0.85,0,None,,,,AM029,4,7,2025-11-27
CON003201,1610,Enterprise Customer 3201,Education,West Midlands,UCaaS,2024-09-26,2029-08-31,60,430557.88,2152789.4,Active,0.76,1310,Low,Virgin Media O2,,,AM013,2,14,2025-12-05
CON003202,1194,Enterprise Customer 3202,Education,Yorkshire,UCaaS,2024-03-20,2027-03-05,36,76734.02,230202.06,Active,0.68,400,Medium,Vodafone,,,AM022,7,11,2025-11-19
CON003203,3928,Enterprise Customer 3203,Government,North West,CCaaS,2024-04-28,2027-04-13,36,301121.11,903363.33,Active,0.9,439,None,,,,AM028,7,7,2025-12-28
CON003204,120,Enterprise Customer 3204,Financial Services,South West,UCaaS,2023-06-20,2028-05-24,60,458598.27,2292991.35,Active,0.84,846,None,,,,AM032,7,44,2026-01-22
CON003205,1830,Enterprise Customer 3205,Hospitality,South East,IoT Connectivity,2024-11-11,2029-10-16,60,38069.78,190348.9,Active,0.64,1356,High,Vodafone,,,AM009,6,30,2025-12-04
CON003206,3343,Enterprise Customer 3206,Professional Services,London,IoT Connectivity,2023-11-07,2025-10-27,24,51879.03,103758.06,Renewed,0.86,0,None,,,,AM025,2,6,2025-11-26
CON003207,317,Enterprise Customer 3207,Retail,Northern Ireland,SD-WAN,2023-01-27,2026-01-11,36,178090.32,534270.96,In Negotiation,0.76,0,None,,Add Services,70980.63,AM040,4,32,2025-12-14
CON003208,1410,Enterprise Customer 3208,Professional Services,West Midlands,UCaaS,2023-07-14,2025-07-03,24,78298.51,156597.02,Renewed,0.93,0,None,,,,AM025,9,5,2025-12-27
CON003209,1240,Enterprise Customer 3209,Education,Northern Ireland,CCaaS,2023-04-24,2026-04-08,36,436210.88,1308632.64,In Negotiation,0.87,69,Low,Three,Upgrade,109031.69,AM031,7,17,2026-01-11
CON003210,3816,Enterprise Customer 3210,Government,South West,Business Mobile,2024-12-04,2027-11-19,36,22398.3,67194.9,Active,0.8,659,None,,,,AM021,10,14,2026-01-01
CON003211,1919,Enterprise Customer 3211,Healthcare,East,CCaaS,2024-01-05,2024-12-30,12,174486.1,174486.1,Churned,0.87,0,None,,,,AM045,1,29,2025-11-18
CON003212,47,Enterprise Customer 3212,Retail,Scotland,UCaaS,2023-03-08,2028-02-10,60,351847.0,1759235.0,Active,0.96,742,Low,Vodafone,,,AM050,3,31,2026-01-10
CON003213,2936,Enterprise Customer 3213,Transport,London,Business Mobile,2023-11-24,2024-11-18,12,79415.47,79415.47,Renewed,0.85,0,None,,,,AM035,6,46,2025-12-13
CON003214,3033,Enterprise Customer 3214,Government,South East,SD-WAN,2024-03-11,2027-02-24,36,219954.98,659864.94,Active,0.93,391,None,,,,AM018,5,46,2026-01-11
CON003215,1471,Enterprise Customer 3215,Professional Services,West Midlands,UCaaS,2024-10-29,2026-10-19,24,41998.66,83997.32,Active,0.92,263,None,,,,AM019,8,42,2026-01-04
CON003216,132,Enterprise Customer 3216,Manufacturing,London,CCaaS,2024-03-09,2027-02-22,36,213439.23,640317.69,Active,0.95,389,Low,Three,,,AM013,10,50,2026-01-13
CON003217,1074,Enterprise Customer 3217,Transport,Wales,UCaaS,2024-03-03,2026-02-21,24,250778.37,501556.74,Renewed,0.89,23,None,,,,AM042,4,24,2026-01-05
CON003218,379,Enterprise Customer 3218,Transport,Scotland,SD-WAN,2024-05-11,2025-05-06,12,254010.91,254010.91,Renewed,0.6,0,Medium,Three,,,AM019,2,6,2025-12-30
CON003219,3757,Enterprise Customer 3219,Professional Services,South East,SIP Trunking,2023-10-10,2025-09-29,24,68789.96,137579.92,Renewed,0.86,0,None,,,,AM035,8,13,2026-01-10
CON003220,1228,Enterprise Customer 3220,Professional Services,London,CCaaS,2024-07-10,2027-06-25,36,354612.53,1063837.59,Active,0.77,512,Medium,TalkTalk,,,AM019,5,49,2025-12-22
CON003221,3352,Enterprise Customer 3221,Healthcare,Yorkshire,Managed Security,2023-06-11,2028-05-15,60,110307.23,551536.15,Active,0.73,837,Medium,Three,,,AM026,2,40,2025-11-21
CON003222,4718,Enterprise Customer 3222,Retail,South East,SIP Trunking,2023-07-17,2026-07-01,36,9711.64,29134.92,Active,0.83,153,Low,Three,,,AM031,9,28,2025-11-29
CON003223,2262,Enterprise Customer 3223,Transport,London,SIP Trunking,2024-01-28,2025-01-22,12,90948.71,90948.71,Renewed,0.81,0,None,,,,AM045,10,26,2025-12-24
CON003224,4201,Enterprise Customer 3224,Manufacturing,East,IoT Connectivity,2023-04-16,2025-04-05,24,91426.97,182853.94,Renewed,0.81,0,Medium,Virgin Media O2,,,AM006,6,33,2025-12-13
CON003225,2077,Enterprise Customer 3225,Healthcare,Yorkshire,SD-WAN,2023-06-26,2028-05-30,60,94460.48,472302.4,Active,0.96,852,Low,TalkTalk,,,AM008,3,2,2026-01-12
CON003226,4924,Enterprise Customer 3226,Healthcare,South West,UCaaS,2023-11-05,2028-10-09,60,341363.92,1706819.6,Active,0.76,984,Medium,BT,,,AM050,5,4,2025-12-14
CON003227,4129,Enterprise Customer 3227,Education,South West,UCaaS,2024-12-23,2025-12-18,12,428486.2,428486.2,Renewed,0.61,0,High,Three,,,AM025,2,46,2025-12-26
CON003228,2320,Enterprise Customer 3228,Retail,East,SIP Trunking,2023-07-06,2028-06-09,60,55393.94,276969.7,Active,0.96,862,None,,,,AM045,3,7,2025-11-06
CON003229,2269,Enterprise Customer 3229,Technology,North West,SIP Trunking,2023-08-15,2025-08-04,24,90806.26,181612.52,Renewed,0.73,0,None,,,,AM010,10,29,2025-11-04
CON003230,1275,Enterprise Customer 3230,Retail,Scotland,IoT Connectivity,2024-10-06,2025-10-01,12,91103.02,91103.02,Renewed,0.8,0,Medium,TalkTalk,,,AM047,5,19,2025-12-29
CON003231,562,Enterprise Customer 3231,Professional Services,Scotland,UCaaS,2023-12-23,2026-12-07,36,417696.91,1253090.73,Active,0.8,312,None,,,,AM029,3,35,2025-11-03
CON003232,344,Enterprise Customer 3232,Government,Yorkshire,Business Broadband,2024-04-09,2026-03-30,24,21696.41,43392.82,In Negotiation,0.94,60,None,,Same,0.0,AM002,2,11,2025-11-05
CON003233,3946,Enterprise Customer 3233,Retail,London,SD-WAN,2024-04-21,2026-04-11,24,293526.31,587052.62,Renewed,0.64,72,Medium,Vodafone,,,AM021,9,34,2025-11-28
CON003234,1648,Enterprise Customer 3234,Healthcare,Wales,Business Mobile,2023-04-22,2026-04-06,36,54792.37,164377.11,In Negotiation,0.65,67,Medium,Vodafone,Same,0.0,AM011,1,10,2025-12-24
CON003235,3575,Enterprise Customer 3235,Financial Services,Scotland,Managed Security,2023-07-23,2028-06-26,60,223699.52,1118497.6,Active,0.93,879,None,,,,AM048,2,15,2026-01-08
CON003236,3402,Enterprise Customer 3236,Professional Services,East,Business Broadband,2023-03-19,2028-02-21,60,46877.3,234386.5,Active,0.76,753,None,,,,AM047,1,35,2026-01-22
CON003237,1227,Enterprise Customer 3237,Technology,West Midlands,CCaaS,2024-09-18,2027-09-03,36,208264.15,624792.45,Active,0.77,582,Low,Vodafone,,,AM050,3,5,2026-01-04
CON003238,144,Enterprise Customer 3238,Retail,North West,IoT Connectivity,2024-01-05,2024-12-30,12,89379.15,89379.15,Renewed,0.79,0,Medium,Three,,,AM009,9,26,2025-11-26
CON003239,3814,Enterprise Customer 3239,Transport,South West,Business Broadband,2024-06-18,2027-06-03,36,39875.77,119627.31,Active,0.99,490,Low,TalkTalk,,,AM016,6,14,2025-11-12
CON003240,1370,Enterprise Customer 3240,Retail,Wales,IoT Connectivity,2023-07-16,2025-07-05,24,20531.07,41062.14,Churned,0.75,0,None,,,,AM026,8,29,2025-11-18
CON003241,3569,Enterprise Customer 3241,Retail,North West,Business Broadband,2024-05-16,2027-05-01,36,5001.53,15004.59,Active,0.65,457,Medium,TalkTalk,,,AM004,1,37,2025-11-27
CON003242,2106,Enterprise Customer 3242,Healthcare,South West,Managed Security,2024-10-04,2029-09-08,60,195194.71,975973.55,Active,0.82,1318,Low,Virgin Media O2,,,AM002,8,31,2025-10-30
CON003243,1660,Enterprise Customer 3243,Professional Services,West Midlands,Business Broadband,2023-05-07,2024-05-01,12,19352.87,19352.87,Renewed,0.73,0,None,,,,AM019,9,28,2026-01-10
CON003244,3463,Enterprise Customer 3244,Professional Services,Northern Ireland,UCaaS,2024-09-29,2027-09-14,36,213900.01,641700.03,Active,0.82,593,Medium,TalkTalk,,,AM004,6,32,2026-01-05
CON003245,402,Enterprise Customer 3245,Professional Services,Northern Ireland,UCaaS,2024-08-20,2027-08-05,36,157150.65,471451.95,Active,0.64,553,Medium,Vodafone,,,AM011,6,30,2025-12-22
CON003246,1403,Enterprise Customer 3246,Healthcare,North West,IoT Connectivity,2023-07-07,2026-06-21,36,14927.68,44783.04,Active,0.7,143,Medium,BT,,,AM020,4,1,2025-11-10
CON003247,3075,Enterprise Customer 3247,Retail,North West,Business Broadband,2024-08-03,2025-07-29,12,29305.06,29305.06,Churned,0.71,0,Low,Three,,,AM049,2,31,2026-01-15
CON003248,2050,Enterprise Customer 3248,Education,Yorkshire,UCaaS,2023-05-28,2024-05-22,12,95347.91,95347.91,Renewed,0.86,0,None,,,,AM013,5,20,2025-12-19
CON003249,1379,Enterprise Customer 3249,Manufacturing,West Midlands,CCaaS,2024-07-15,2027-06-30,36,133283.19,399849.57,Active,0.59,517,High,Vodafone,,,AM022,8,39,2025-11-25
CON003250,4661,Enterprise Customer 3250,Hospitality,South East,SD-WAN,2024-06-10,2025-06-05,12,215997.15,215997.15,Renewed,0.75,0,None,,,,AM032,6,37,2025-11-05
CON003251,4348,Enterprise Customer 3251,Financial Services,North West,SIP Trunking,2024-06-08,2025-06-03,12,66748.83,66748.83,Renewed,0.92,0,Low,BT,,,AM026,2,43,2025-12-09
CON003252,3054,Enterprise Customer 3252,Transport,North West,UCaaS,2023-10-25,2026-10-09,36,263783.15,791349.45,Active,0.84,253,Medium,Three,,,AM011,7,7,2025-12-28
CON003253,988,Enterprise Customer 3253,Financial Services,South East,SD-WAN,2024-03-19,2026-03-09,24,228671.78,457343.56,In Negotiation,0.84,39,None,,Upgrade,75974.92,AM037,8,30,2025-10-30
CON003254,1736,Enterprise Customer 3254,Manufacturing,Northern Ireland,SIP Trunking,2023-06-15,2026-05-30,36,18635.62,55906.86,Active,0.72,121,Medium,Vodafone,,,AM015,8,40,2025-11-18
CON003255,2386,Enterprise Customer 3255,Retail,North West,UCaaS,2024-08-23,2027-08-08,36,363304.93,1089914.79,Active,0.75,556,None,,,,AM011,7,22,2025-11-21
CON003256,1058,Enterprise Customer 3256,Financial Services,Northern Ireland,UCaaS,2023-03-02,2028-02-04,60,195812.43,979062.15,Active,0.91,736,None,,,,AM009,7,33,2025-11-17
CON003257,2444,Enterprise Customer 3257,Education,Yorkshire,Business Broadband,2023-08-27,2024-08-21,12,72482.42,72482.42,Renewed,0.76,0,None,,,,AM044,7,12,2026-01-01
CON003258,4789,Enterprise Customer 3258,Government,West Midlands,Business Broadband,2024-08-04,2027-07-20,36,72100.57,216301.71,Active,0.98,537,None,,,,AM028,5,18,2025-12-23
CON003259,155,Enterprise Customer 3259,Manufacturing,East,SIP Trunking,2024-04-16,2029-03-21,60,59015.05,295075.25,Active,0.55,1147,High,Virgin Media O2,,,AM001,8,15,2025-11-17
CON003260,1744,Enterprise Customer 3260,Government,West Midlands,CCaaS,2024-04-10,2026-03-31,24,394770.23,789540.46,Pending Renewal,0.85,61,None,,Same,0.0,AM045,2,10,2025-11-04
