survey_id,employee_id,department,work_location,survey_date,survey_month,survey_type,engagement_score,satisfaction_score,manager_rating,career_growth_score,work_life_balance,compensation_satisfaction,would_recommend,enps_score,comments_provided
1780,EMP0369,Finance,Cardiff Office,2025-08-23,2025-08,Annual Engagement,4,1,4,5,1,5,True,-19,True
1781,EMP1541,IT,Manchester Office,2025-02-10,2025-02,Annual Engagement,3,4,4,3,2,2,True,93,False
1782,EMP0298,Retail Operations,SnowTelco London Retail 20,2026-01-31,2026-01,Onboarding Survey,2,4,4,3,4,5,True,78,True
1783,EMP1638,Executive,Cardiff Office,2025-09-12,2025-09,Annual Engagement,5,3,4,1,4,3,True,-36,True
1784,EMP0846,Retail Operations,SnowTelco Stoke Standard,2025-05-26,2025-05,Annual Engagement,5,1,3,3,5,5,False,-25,False
1785,EMP0141,Product Management,London HQ,2025-12-22,2025-12,Annual Engagement,4,2,3,4,4,2,False,-88,False
1786,EMP1499,Supply Chain,Birmingham Office,2026-02-27,2026-02,Annual Engagement,4,1,4,5,5,4,False,46,False
1787,EMP1826,Customer Service,Glasgow Contact Centre,2026-02-26,2026-02,Annual Engagement,4,3,4,4,2,3,True,-14,False
1788,EMP1916,Retail Operations,SnowTelco Liverpool Train 4,2025-02-01,2025-02,Annual Engagement,4,3,2,4,3,5,True,17,False
1789,EMP1219,Marketing,Birmingham Office,2025-06-09,2025-06,Annual Engagement,4,1,3,3,3,3,True,83,False
1790,EMP0518,Customer Service,Glasgow Contact Centre,2026-01-15,2026-01,Pulse Survey,4,4,2,4,4,1,True,73,False
1791,EMP0858,Legal,Cardiff Office,2025-12-28,2025-12,Annual Engagement,4,4,1,5,4,4,False,-87,True
1792,EMP0861,Customer Service,London Contact Centre,2025-01-07,2025-01,Annual Engagement,4,5,4,1,3,4,True,31,False
1793,EMP1428,Sales - B2B,Manchester Office,2025-07-04,2025-07,Annual Engagement,4,2,2,3,2,5,True,-58,False
1794,EMP1934,Retail Operations,SnowTelco Exeter Standard,2025-08-10,2025-08,Annual Engagement,3,1,4,1,5,1,True,-75,True
1795,EMP0318,Customer Service,Glasgow Contact Centre,2025-01-14,2025-01,Pulse Survey,5,4,4,1,4,2,False,-67,True
1796,EMP1182,Facilities,Edinburgh Office,2025-11-23,2025-11,Pulse Survey,4,5,3,5,3,5,True,59,True
1797,EMP1534,Sales - B2B,Birmingham Office,2026-02-04,2026-02,Pulse Survey,5,2,1,5,5,4,True,-27,False
1798,EMP1310,Retail Operations,SnowTelco London Shopping 16,2025-01-08,2025-01,Pulse Survey,2,5,4,1,1,2,True,47,True
1799,EMP1933,Retail Operations,SnowTelco London Shopping 43,2025-05-16,2025-05,Annual Engagement,4,5,2,1,5,4,True,-60,True
1800,EMP0293,Security,Manchester Office,2026-02-10,2026-02,Onboarding Survey,4,4,1,1,5,2,True,-16,True
1801,EMP0476,Network Engineering,Manchester Office,2026-02-05,2026-02,Annual Engagement,4,2,2,2,1,1,False,-7,False
1802,EMP1289,Retail Operations,SnowTelco London Shopping 15,2025-05-15,2025-05,Annual Engagement,4,5,5,3,1,1,False,66,False
1803,EMP1383,Customer Service,Glasgow Contact Centre,2025-01-02,2025-01,Onboarding Survey,4,3,2,3,1,4,True,-50,False
1804,EMP0341,Marketing,Manchester Office,2025-07-25,2025-07,Annual Engagement,4,2,1,3,1,5,True,-64,True
1805,EMP1890,Customer Service,Manchester Contact Centre,2025-05-11,2025-05,Annual Engagement,3,5,3,4,5,4,True,25,False
1806,EMP0058,Product Management,Edinburgh Office,2025-12-07,2025-12,Annual Engagement,5,1,3,2,3,2,True,-21,False
1807,EMP0755,Network Engineering,London HQ,2025-09-30,2025-09,Annual Engagement,4,4,5,4,1,3,True,52,False
1808,EMP0706,Marketing,Cardiff Office,2025-12-13,2025-12,Pulse Survey,5,3,2,3,1,2,True,-11,True
1809,EMP0736,Customer Service,London Contact Centre,2025-10-26,2025-10,Pulse Survey,4,1,5,3,3,2,True,19,True
1810,EMP0207,Customer Service,Manchester Contact Centre,2025-04-10,2025-04,Pulse Survey,3,2,4,2,2,1,True,-31,False
1811,EMP0706,Marketing,Cardiff Office,2025-11-16,2025-11,Pulse Survey,4,2,4,1,1,5,True,69,False
1812,EMP1696,Sales - B2B,Manchester Office,2026-02-28,2026-02,Pulse Survey,3,2,3,5,5,4,True,-73,False
1813,EMP1217,Retail Operations,SnowTelco Edinburgh High 6,2025-03-11,2025-03,Pulse Survey,5,4,4,1,3,1,True,-67,True
1814,EMP0691,Customer Service,Manchester Contact Centre,2025-05-08,2025-05,Pulse Survey,4,5,3,3,2,3,True,-44,False
1815,EMP1178,Marketing,Birmingham Office,2025-01-07,2025-01,Annual Engagement,3,3,2,5,4,4,True,-45,False
1816,EMP0719,HR,Birmingham Office,2026-02-12,2026-02,Onboarding Survey,5,2,1,2,5,3,True,-86,False
1817,EMP0244,Network Engineering,Edinburgh Office,2025-07-03,2025-07,Onboarding Survey,2,4,5,3,4,3,False,-93,True
1818,EMP0776,Marketing,Manchester Office,2025-11-29,2025-11,Annual Engagement,5,4,4,3,5,5,True,83,False
1819,EMP0358,IT,Edinburgh Office,2026-02-23,2026-02,Annual Engagement,3,4,5,1,3,1,True,-63,True
1820,EMP0224,Finance,London HQ,2026-02-10,2026-02,Annual Engagement,3,1,3,1,1,2,False,-12,False
1821,EMP0384,Customer Service,Manchester Contact Centre,2025-06-07,2025-06,Pulse Survey,5,3,1,1,5,4,False,-85,False
1822,EMP1895,Retail Operations,SnowTelco Nottingham Train 3,2025-09-15,2025-09,Pulse Survey,3,4,4,1,2,5,True,27,False
1823,EMP1734,Customer Service,London Contact Centre,2025-08-08,2025-08,Pulse Survey,5,4,1,2,4,1,True,76,False
1824,EMP0290,Retail Operations,SnowTelco London Train 25,2025-04-29,2025-04,Pulse Survey,4,2,1,1,4,3,False,30,False
1825,EMP0886,Retail Operations,SnowTelco Manchester Train 2,2025-04-10,2025-04,Pulse Survey,4,4,4,1,2,4,True,58,True
1826,EMP1516,Customer Service,Glasgow Contact Centre,2026-01-16,2026-01,Annual Engagement,4,2,1,2,3,2,True,51,True
1827,EMP0479,Retail Operations,SnowTelco Plymouth Airport 3,2025-08-25,2025-08,Pulse Survey,2,1,2,5,3,1,True,-26,True
1828,EMP0083,HR,London HQ,2025-03-30,2025-03,Annual Engagement,2,5,1,3,5,1,True,43,False
1829,EMP1359,Marketing,Birmingham Office,2025-08-16,2025-08,Pulse Survey,4,5,5,3,5,3,True,-21,True
1830,EMP1678,Marketing,Cardiff Office,2026-02-24,2026-02,Exit Survey,4,4,3,5,2,5,True,-46,False
1831,EMP1316,Retail Operations,SnowTelco Bristol Retail 6,2025-09-19,2025-09,Onboarding Survey,5,1,2,1,3,2,False,-43,True
1832,EMP0634,IT,Edinburgh Office,2025-09-06,2025-09,Exit Survey,3,2,3,3,4,2,False,44,True
1833,EMP0476,Network Engineering,Manchester Office,2025-01-13,2025-01,Pulse Survey,3,2,2,2,5,3,False,-59,False
1834,EMP1014,Customer Service,Manchester Contact Centre,2025-12-05,2025-12,Pulse Survey,4,5,3,2,5,4,False,51,False
1835,EMP1169,Customer Service,Glasgow Contact Centre,2025-08-14,2025-08,Onboarding Survey,4,1,1,4,1,2,False,-60,False
1836,EMP1923,HR,Birmingham Office,2025-02-06,2025-02,Annual Engagement,4,1,5,4,5,4,False,-51,True
1837,EMP0028,Retail Operations,SnowTelco London Retail 19,2025-08-30,2025-08,Pulse Survey,5,1,2,4,3,5,True,-23,False
1838,EMP1896,Network Engineering,London HQ,2025-09-30,2025-09,Pulse Survey,4,1,1,3,3,5,True,74,True
1839,EMP1067,Marketing,Birmingham Office,2025-03-06,2025-03,Annual Engagement,3,3,3,5,4,2,True,74,True
1840,EMP0829,Retail Operations,SnowTelco London High 17,2025-11-17,2025-11,Exit Survey,5,2,1,5,3,2,True,-88,False
1841,EMP0948,Marketing,Edinburgh Office,2025-06-01,2025-06,Pulse Survey,3,2,3,2,4,5,True,62,True
1842,EMP0827,Sales - B2B,Manchester Office,2025-10-29,2025-10,Pulse Survey,4,4,3,1,3,3,True,-4,True
1843,EMP0509,Network Engineering,Edinburgh Office,2025-01-12,2025-01,Pulse Survey,4,2,5,3,5,4,True,19,False
1844,EMP0395,Finance,Cardiff Office,2025-11-22,2025-11,Onboarding Survey,4,3,4,5,4,1,False,-38,False
1845,EMP1082,Customer Service,Manchester Contact Centre,2025-08-29,2025-08,Pulse Survey,5,2,2,5,3,2,True,-10,True
1846,EMP0801,Product Management,Manchester Office,2025-12-09,2025-12,Onboarding Survey,4,4,1,4,3,1,True,-59,False
1847,EMP1277,Retail Operations,SnowTelco Aberdeen High 3,2025-06-29,2025-06,Annual Engagement,3,4,5,3,5,5,True,79,True
1848,EMP1205,Product Management,Cardiff Office,2025-05-06,2025-05,Annual Engagement,4,1,5,4,5,1,False,93,False
1849,EMP0343,Customer Service,Glasgow Contact Centre,2025-05-10,2025-05,Pulse Survey,4,1,3,3,4,5,True,54,False
1850,EMP0589,Finance,Manchester Office,2025-01-20,2025-01,Pulse Survey,5,4,2,3,1,5,True,-87,False
1851,EMP0043,Retail Operations,SnowTelco Birmingham Airport 11,2025-09-20,2025-09,Pulse Survey,4,4,4,1,3,5,True,95,False
1852,EMP0899,IT,Manchester Office,2025-08-24,2025-08,Annual Engagement,3,4,4,2,2,5,True,76,False
1853,EMP0587,Network Engineering,London HQ,2025-08-09,2025-08,Annual Engagement,1,2,2,5,4,3,True,80,False
1854,EMP0884,Sales - Consumer,Manchester Office,2025-05-14,2025-05,Pulse Survey,3,5,5,3,2,4,False,-21,True
1855,EMP1319,Sales - Consumer,London HQ,2025-12-10,2025-12,Pulse Survey,3,1,3,4,5,5,False,-41,False
1856,EMP0537,Customer Service,Glasgow Contact Centre,2025-10-08,2025-10,Pulse Survey,4,4,5,5,1,5,True,68,False
1857,EMP1806,Retail Operations,SnowTelco Birmingham High 3,2025-07-16,2025-07,Annual Engagement,2,3,5,5,5,1,True,56,False
1858,EMP0063,Product Management,Birmingham Office,2025-10-06,2025-10,Pulse Survey,4,5,1,5,3,5,True,-97,True
1859,EMP1114,Product Management,Cardiff Office,2025-05-15,2025-05,Annual Engagement,5,3,1,2,5,4,True,59,False
1860,EMP1543,Retail Operations,SnowTelco Bristol Airport 2,2025-09-28,2025-09,Pulse Survey,4,4,1,4,2,1,False,-55,True
1861,EMP0441,Sales - Consumer,Manchester Office,2026-01-02,2026-01,Pulse Survey,5,1,1,5,2,4,True,-28,False
1862,EMP1529,Product Management,Manchester Office,2025-03-09,2025-03,Onboarding Survey,5,4,2,5,5,5,False,-19,True
1863,EMP1504,Product Management,Edinburgh Office,2025-10-16,2025-10,Pulse Survey,4,4,4,3,4,2,True,-17,False
1864,EMP0877,Retail Operations,SnowTelco Derby Shopping 2,2025-11-21,2025-11,Pulse Survey,4,3,4,3,3,5,False,-59,False
1865,EMP1849,Retail Operations,SnowTelco Cardiff Shopping 4,2025-08-07,2025-08,Pulse Survey,4,1,1,5,1,4,True,22,False
1866,EMP0836,Customer Service,London Contact Centre,2025-04-05,2025-04,Pulse Survey,3,1,2,3,4,4,False,65,False
1867,EMP1144,Sales - B2B,Birmingham Office,2025-06-02,2025-06,Annual Engagement,3,4,3,4,1,4,True,-97,False
1868,EMP1009,Retail Operations,SnowTelco Edinburgh High 6,2025-01-13,2025-01,Annual Engagement,2,3,2,1,1,5,True,-30,True
1869,EMP1960,Retail Operations,SnowTelco Liverpool Train 7,2025-01-26,2025-01,Annual Engagement,4,4,5,2,1,1,False,-86,False
1870,EMP0134,Customer Service,Glasgow Contact Centre,2025-10-14,2025-10,Annual Engagement,4,4,1,3,2,4,False,73,False
1871,EMP1967,Customer Service,Glasgow Contact Centre,2025-08-06,2025-08,Pulse Survey,5,4,2,5,4,5,True,-81,True
1872,EMP1831,Sales - B2B,Edinburgh Office,2025-02-04,2025-02,Pulse Survey,4,3,2,4,4,5,False,92,True
1873,EMP1687,Sales - Consumer,Manchester Office,2025-04-06,2025-04,Pulse Survey,3,1,5,5,2,1,True,5,False
1874,EMP0766,Retail Operations,SnowTelco London Airport 8,2025-06-28,2025-06,Pulse Survey,3,5,5,1,3,5,True,-56,False
1875,EMP1923,HR,Birmingham Office,2025-08-27,2025-08,Annual Engagement,4,1,2,2,4,4,True,32,False
1876,EMP1241,Network Engineering,Cardiff Office,2025-08-05,2025-08,Annual Engagement,4,4,4,2,4,1,True,61,False
1877,EMP1330,Retail Operations,SnowTelco Nottingham Train 3,2025-02-11,2025-02,Annual Engagement,4,4,5,2,3,1,True,-17,True
1878,EMP1423,Sales - B2B,Cardiff Office,2026-02-10,2026-02,Annual Engagement,3,5,5,1,5,4,True,7,False
1879,EMP1392,Customer Service,London Contact Centre,2025-11-06,2025-11,Onboarding Survey,5,3,1,2,3,5,True,15,True
1880,EMP1827,Network Engineering,Edinburgh Office,2025-06-01,2025-06,Annual Engagement,4,4,1,5,5,3,False,9,False
1881,EMP1725,Retail Operations,SnowTelco London Train 26,2025-04-06,2025-04,Onboarding Survey,5,1,5,3,1,4,True,-61,False
1882,EMP1220,Retail Operations,SnowTelco Milton Keynes Standard,2025-08-20,2025-08,Annual Engagement,5,3,1,4,1,4,True,84,True
1883,EMP1206,Retail Operations,SnowTelco Liverpool Airport 2,2025-09-18,2025-09,Exit Survey,5,4,5,1,3,4,True,1,False
1884,EMP0853,Customer Service,London Contact Centre,2025-01-16,2025-01,Pulse Survey,4,1,5,4,1,4,True,-6,False
1885,EMP1082,Customer Service,Manchester Contact Centre,2025-08-28,2025-08,Pulse Survey,5,3,2,3,4,1,True,69,False
1886,EMP1716,IT,Cardiff Office,2025-08-11,2025-08,Annual Engagement,3,4,4,3,2,5,True,-33,False
1887,EMP1754,Retail Operations,SnowTelco Leicester Retail 3,2025-10-31,2025-10,Annual Engagement,3,5,4,5,5,5,False,-65,False
1888,EMP0421,Product Management,Cardiff Office,2025-03-03,2025-03,Pulse Survey,4,5,3,5,5,2,True,32,False
1889,EMP1052,Legal,Edinburgh Office,2025-07-21,2025-07,Pulse Survey,5,2,3,5,4,3,True,-88,True
1890,EMP0116,Retail Operations,SnowTelco London Airport 39,2025-06-09,2025-06,Pulse Survey,3,2,3,2,3,5,True,-14,False
1891,EMP0653,Network Engineering,Manchester Office,2026-01-15,2026-01,Annual Engagement,5,2,3,4,2,3,False,57,False
1892,EMP1772,Product Management,Manchester Office,2025-03-27,2025-03,Onboarding Survey,5,2,5,3,2,1,True,39,False
1893,EMP0918,Customer Service,London Contact Centre,2025-11-12,2025-11,Annual Engagement,4,2,5,4,4,2,True,60,False
1894,EMP1178,Marketing,Birmingham Office,2025-04-10,2025-04,Annual Engagement,4,1,1,5,5,2,True,76,True
1895,EMP0111,Product Management,Manchester Office,2025-09-17,2025-09,Onboarding Survey,4,3,2,4,5,3,True,49,False
1896,EMP0274,Retail Operations,SnowTelco Manchester Train 9,2025-07-09,2025-07,Annual Engagement,4,3,4,5,4,3,True,-60,False
1897,EMP1837,Retail Operations,SnowTelco Liverpool Train 4,2025-02-21,2025-02,Annual Engagement,4,3,4,1,4,2,True,-34,False
1898,EMP0768,Retail Operations,SnowTelco Bristol Flagship,2025-10-27,2025-10,Pulse Survey,4,5,2,3,1,2,False,54,False
1899,EMP1481,Retail Operations,SnowTelco London High 17,2026-02-16,2026-02,Annual Engagement,5,3,4,4,1,4,False,85,True
1900,EMP1663,Sales - Consumer,Edinburgh Office,2025-12-17,2025-12,Onboarding Survey,5,4,1,4,3,3,True,-100,False
1901,EMP0654,Retail Operations,SnowTelco Coventry Standard,2026-01-19,2026-01,Annual Engagement,5,1,1,2,1,1,False,91,True
1902,EMP0573,Sales - Consumer,Manchester Office,2025-04-27,2025-04,Pulse Survey,4,4,1,2,1,3,True,87,True
1903,EMP0353,Network Engineering,Cardiff Office,2025-07-03,2025-07,Onboarding Survey,3,3,5,1,2,3,True,-6,False
1904,EMP1729,Product Management,Birmingham Office,2025-05-24,2025-05,Pulse Survey,4,2,1,3,1,3,True,21,True
1905,EMP0356,Retail Operations,SnowTelco Birmingham Airport 11,2025-07-27,2025-07,Pulse Survey,2,5,5,2,1,2,True,45,True
1906,EMP0823,Finance,London HQ,2025-02-24,2025-02,Annual Engagement,3,5,2,4,1,3,True,15,True
1907,EMP0050,Retail Operations,SnowTelco Glasgow High 4,2025-06-24,2025-06,Annual Engagement,2,1,4,5,3,1,True,-92,False
1908,EMP0988,Retail Operations,SnowTelco Birmingham Airport 8,2025-03-05,2025-03,Pulse Survey,2,5,4,4,2,3,True,73,False
1909,EMP0629,Customer Service,London Contact Centre,2025-07-28,2025-07,Pulse Survey,4,2,5,5,5,1,True,44,True
1910,EMP1973,Product Management,Edinburgh Office,2025-11-10,2025-11,Pulse Survey,3,3,2,5,1,4,True,0,True
1911,EMP0042,Retail Operations,SnowTelco Birmingham Train 10,2025-01-23,2025-01,Exit Survey,2,5,1,5,1,4,True,78,True
1912,EMP0353,Network Engineering,Cardiff Office,2025-09-08,2025-09,Onboarding Survey,4,2,2,1,3,2,True,54,True
1913,EMP1307,Retail Operations,SnowTelco Coventry Airport 3,2025-06-10,2025-06,Annual Engagement,4,2,5,3,3,5,False,-55,False
1914,EMP1137,Retail Operations,SnowTelco London Airport 44,2025-08-29,2025-08,Annual Engagement,2,5,3,1,1,3,False,-89,False
1915,EMP1780,Network Engineering,Edinburgh Office,2025-08-14,2025-08,Exit Survey,4,3,4,3,5,5,True,-75,True
1916,EMP0783,Network Engineering,London HQ,2026-01-29,2026-01,Pulse Survey,3,2,1,4,4,1,True,-91,False
1917,EMP0170,Marketing,Cardiff Office,2025-05-18,2025-05,Pulse Survey,3,5,5,3,2,5,True,-47,False
1918,EMP0761,Sales - Consumer,London HQ,2025-06-16,2025-06,Annual Engagement,4,4,2,5,4,3,False,79,False
1919,EMP1861,Retail Operations,SnowTelco Sheffield High 3,2025-08-14,2025-08,Annual Engagement,4,1,5,4,4,4,True,60,False
1920,EMP1130,Retail Operations,SnowTelco Bristol Train 5,2025-01-08,2025-01,Exit Survey,3,5,1,1,2,4,False,16,True
1921,EMP0353,Network Engineering,Cardiff Office,2025-03-03,2025-03,Annual Engagement,2,4,3,2,2,4,True,-3,False
1922,EMP0500,Retail Operations,SnowTelco Swansea Shopping 2,2025-02-27,2025-02,Annual Engagement,5,3,1,5,1,2,True,54,False
1923,EMP0783,Network Engineering,London HQ,2026-02-28,2026-02,Pulse Survey,5,5,1,5,5,5,True,19,False
1924,EMP0472,Network Engineering,Cardiff Office,2025-02-28,2025-02,Annual Engagement,4,5,3,2,5,1,True,58,True
1925,EMP0545,Finance,London HQ,2026-01-12,2026-01,Pulse Survey,5,4,2,4,5,4,True,9,False
1926,EMP0965,Sales - B2B,Manchester Office,2025-10-11,2025-10,Annual Engagement,4,3,5,2,1,5,True,-79,True
1927,EMP0651,Retail Operations,SnowTelco Liverpool Airport 2,2025-03-24,2025-03,Annual Engagement,3,2,3,2,2,1,False,56,False
1928,EMP0888,Network Engineering,Cardiff Office,2026-01-02,2026-01,Pulse Survey,3,1,4,1,5,4,True,-88,False
1929,EMP0640,Customer Service,London Contact Centre,2025-06-28,2025-06,Pulse Survey,5,2,2,5,4,1,True,-30,False
1930,EMP0697,Customer Service,London Contact Centre,2025-10-17,2025-10,Annual Engagement,3,3,3,3,3,1,True,-20,False
1931,EMP0228,Product Management,Edinburgh Office,2026-02-12,2026-02,Annual Engagement,2,1,1,4,5,5,True,-76,True
1932,EMP1559,IT,Manchester Office,2025-09-28,2025-09,Annual Engagement,4,2,3,3,4,1,True,-96,False
1933,EMP1416,Customer Service,London Contact Centre,2025-04-13,2025-04,Annual Engagement,3,3,1,1,2,3,True,48,False
1934,EMP0981,Retail Operations,SnowTelco London High 17,2025-04-28,2025-04,Onboarding Survey,3,2,1,3,1,3,True,29,False
1935,EMP1864,Sales - B2B,Edinburgh Office,2025-03-06,2025-03,Pulse Survey,5,5,3,5,1,2,False,-43,True
1936,EMP0204,Executive,London HQ,2025-09-04,2025-09,Annual Engagement,4,4,5,5,5,3,True,-84,False
1937,EMP1710,Network Engineering,Manchester Office,2025-12-17,2025-12,Annual Engagement,4,2,5,3,1,5,False,-73,False
1938,EMP1212,Product Management,Edinburgh Office,2025-04-26,2025-04,Pulse Survey,1,5,5,5,4,3,True,66,True
1939,EMP0167,Network Engineering,London HQ,2025-01-01,2025-01,Annual Engagement,3,1,5,4,1,1,False,-85,True
1940,EMP0869,Sales - Consumer,Cardiff Office,2026-01-16,2026-01,Pulse Survey,5,1,5,1,5,3,True,-20,False
1941,EMP0316,Network Engineering,Edinburgh Office,2025-06-30,2025-06,Onboarding Survey,3,5,4,2,1,5,True,66,False
1942,EMP1444,Retail Operations,SnowTelco Nottingham Airport 5,2025-05-01,2025-05,Annual Engagement,4,3,1,1,1,3,True,-16,True
1943,EMP1438,IT,Cardiff Office,2025-09-12,2025-09,Pulse Survey,4,2,4,5,3,4,False,-74,False
1944,EMP0996,Customer Service,Manchester Contact Centre,2025-05-07,2025-05,Pulse Survey,4,5,1,3,5,3,True,-25,True
1945,EMP0473,Customer Service,London Contact Centre,2025-08-20,2025-08,Annual Engagement,5,2,5,1,1,4,True,16,False
1946,EMP0444,Retail Operations,SnowTelco Belfast Train 2,2025-03-21,2025-03,Annual Engagement,2,2,2,2,3,5,True,-85,False
1947,EMP1385,Sales - B2B,London HQ,2026-02-05,2026-02,Annual Engagement,3,5,1,3,2,5,True,-58,True
1948,EMP0370,Product Management,London HQ,2025-07-01,2025-07,Annual Engagement,5,5,3,5,5,2,True,94,False
1949,EMP0232,Finance,Birmingham Office,2025-10-18,2025-10,Annual Engagement,4,2,2,1,4,2,True,61,True
1950,EMP1813,Retail Operations,SnowTelco London Retail 27,2025-11-18,2025-11,Annual Engagement,5,5,5,2,3,5,False,-85,False
1951,EMP0763,Retail Operations,SnowTelco Plymouth Airport 3,2025-02-04,2025-02,Annual Engagement,4,1,4,1,2,2,True,-31,False
1952,EMP1175,Finance,Cardiff Office,2025-09-05,2025-09,Annual Engagement,5,2,1,1,1,1,False,-77,False
1953,EMP1388,Security,Edinburgh Office,2025-06-27,2025-06,Pulse Survey,4,1,3,4,5,5,True,25,False
1954,EMP0198,Customer Service,Glasgow Contact Centre,2025-06-01,2025-06,Pulse Survey,3,4,2,3,4,5,True,8,True
1955,EMP1619,Retail Operations,SnowTelco Leeds Airport 2,2025-01-13,2025-01,Pulse Survey,5,4,3,3,5,2,True,-9,False
1956,EMP1795,IT,Manchester Office,2025-12-05,2025-12,Pulse Survey,3,4,2,5,3,5,False,77,False
1957,EMP0413,Sales - Consumer,London HQ,2025-10-28,2025-10,Annual Engagement,5,4,4,5,4,5,False,-49,True
1958,EMP0548,Retail Operations,SnowTelco Brighton Standard,2025-09-11,2025-09,Pulse Survey,3,4,2,4,5,4,True,-36,False
1959,EMP0849,Retail Operations,SnowTelco Bristol Airport 2,2025-01-17,2025-01,Annual Engagement,5,1,3,1,3,1,True,99,True
1960,EMP0272,Retail Operations,SnowTelco Leeds High 3,2025-04-19,2025-04,Pulse Survey,4,5,4,2,5,3,True,54,False
1961,EMP1888,Network Engineering,Birmingham Office,2025-05-04,2025-05,Annual Engagement,5,2,1,2,5,3,False,15,True
1962,EMP1721,Network Engineering,Edinburgh Office,2025-11-22,2025-11,Pulse Survey,5,1,3,4,5,1,True,-22,False
1963,EMP0072,Customer Service,Glasgow Contact Centre,2025-12-18,2025-12,Pulse Survey,3,4,3,4,1,2,True,-37,False
1964,EMP1378,Customer Service,London Contact Centre,2025-02-15,2025-02,Onboarding Survey,3,1,5,2,5,1,True,-86,False
1965,EMP1427,Retail Operations,SnowTelco Sheffield High 2,2025-04-27,2025-04,Annual Engagement,3,2,2,5,4,4,False,-53,False
1966,EMP0496,Customer Service,London Contact Centre,2025-09-19,2025-09,Pulse Survey,3,4,5,5,2,2,True,-45,False
1967,EMP0635,Customer Service,London Contact Centre,2025-09-24,2025-09,Annual Engagement,5,5,4,5,3,2,True,62,False
1968,EMP0349,Retail Operations,SnowTelco Birmingham Airport 9,2025-09-17,2025-09,Pulse Survey,5,4,5,4,4,4,True,-51,False
1969,EMP0492,Marketing,Edinburgh Office,2025-07-12,2025-07,Exit Survey,2,1,1,5,1,4,False,-35,False
1970,EMP0952,Product Management,Birmingham Office,2025-02-19,2025-02,Annual Engagement,5,4,2,5,3,4,True,-82,True
1971,EMP0161,Retail Operations,SnowTelco London Shopping 16,2025-06-07,2025-06,Annual Engagement,4,2,4,1,4,4,True,-46,False
1972,EMP1080,Network Engineering,Manchester Office,2025-05-14,2025-05,Pulse Survey,4,2,2,3,4,1,True,-53,False
1973,EMP0363,Retail Operations,SnowTelco Cardiff Shopping 4,2025-04-06,2025-04,Pulse Survey,4,2,4,2,5,4,True,-59,False
1974,EMP1942,Supply Chain,Birmingham Office,2025-06-24,2025-06,Annual Engagement,4,3,5,3,1,2,True,-8,False
1975,EMP1956,Retail Operations,SnowTelco Newcastle Shopping 2,2026-02-13,2026-02,Annual Engagement,4,3,4,4,4,2,True,77,False
1976,EMP1018,Customer Service,London Contact Centre,2026-02-15,2026-02,Annual Engagement,5,1,1,1,3,2,True,43,False
1977,EMP0514,Network Engineering,Edinburgh Office,2025-05-25,2025-05,Onboarding Survey,5,1,4,4,2,3,True,-67,False
1978,EMP0610,Retail Operations,SnowTelco London High 17,2025-07-16,2025-07,Pulse Survey,4,2,4,3,2,4,True,-96,True
1979,EMP0660,Finance,Edinburgh Office,2025-08-27,2025-08,Annual Engagement,5,4,1,2,1,1,True,70,False
1980,EMP0777,Marketing,Birmingham Office,2025-08-05,2025-08,Annual Engagement,4,3,4,3,1,2,True,-96,False
1981,EMP0020,Retail Operations,SnowTelco London Retail 34,2025-03-12,2025-03,Annual Engagement,3,4,2,1,2,4,False,-51,False
1982,EMP1794,IT,London HQ,2025-01-29,2025-01,Annual Engagement,1,1,3,1,1,5,True,-30,False
1983,EMP1846,Retail Operations,SnowTelco Manchester Shopping 10,2025-05-16,2025-05,Pulse Survey,2,3,4,5,2,5,True,-35,False
1984,EMP1978,Customer Service,Glasgow Contact Centre,2025-10-08,2025-10,Annual Engagement,3,1,4,5,4,2,True,-38,True
1985,EMP0961,Network Engineering,London HQ,2025-08-13,2025-08,Pulse Survey,3,5,2,5,4,5,True,6,True
1986,EMP0899,IT,Manchester Office,2025-10-06,2025-10,Pulse Survey,4,2,3,5,2,5,False,-83,False
1987,EMP0670,Customer Service,Glasgow Contact Centre,2025-06-08,2025-06,Pulse Survey,4,2,5,4,2,5,True,-90,True
1988,EMP1354,Finance,Manchester Office,2025-02-17,2025-02,Annual Engagement,3,4,1,5,1,4,False,-71,False
1989,EMP1008,Customer Service,London Contact Centre,2025-01-13,2025-01,Annual Engagement,4,2,3,2,3,3,True,-29,False
1990,EMP0884,Sales - Consumer,Manchester Office,2025-04-21,2025-04,Pulse Survey,3,2,4,1,4,3,False,40,False
1991,EMP0509,Network Engineering,Edinburgh Office,2025-08-11,2025-08,Onboarding Survey,4,5,4,3,4,3,True,-92,True
1992,EMP1528,Marketing,Edinburgh Office,2025-09-13,2025-09,Pulse Survey,5,2,5,3,3,3,True,-21,False
1993,EMP0456,IT,Edinburgh Office,2025-09-23,2025-09,Annual Engagement,3,4,3,5,2,5,True,-16,False
1994,EMP1309,Network Engineering,Edinburgh Office,2025-05-16,2025-05,Annual Engagement,5,2,2,1,2,2,False,24,False
1995,EMP1979,Network Engineering,Cardiff Office,2026-02-11,2026-02,Exit Survey,3,2,5,2,5,1,True,-26,True
1996,EMP1984,Retail Operations,SnowTelco Manchester Shopping 10,2025-03-29,2025-03,Pulse Survey,4,5,1,5,3,3,True,-9,True
