complaint_id,customer_key,complaint_date,complaint_type,status,resolution_days,compensation_amount,ofcom_escalated
20026617,375,2024-06-03,Billing,Resolved,,0.0,False
20026618,391,2024-06-01,Network,Under Investigation,3.0,15.41,False
20026619,501,2024-06-30,Other,Closed,7.0,0.0,False
20026620,575,2024-06-13,Contract,Resolved,24.0,70.85,False
20026621,473,2024-06-10,Other,Under Investigation,18.0,0.0,False
20026622,82,2024-06-18,Billing,Under Investigation,,0.0,False
20026623,680,2024-06-15,Customer Service,Under Investigation,,46.92,False
20026624,234,2024-06-18,Contract,Closed,13.0,0.0,False
20026625,85,2024-06-04,Service,Closed,18.0,81.31,False
20026626,646,2024-06-29,Network,Under Investigation,24.0,0.0,False
20026627,949,2024-06-03,Customer Service,Open,4.0,0.0,False
20026628,898,2024-06-24,Contract,Resolved,,0.0,False
20026629,513,2024-06-13,Network,Under Investigation,16.0,56.72,False
20026630,160,2024-06-30,Network,Closed,12.0,0.0,False
20026631,495,2024-06-14,Billing,Closed,5.0,0.0,False
20026632,139,2024-06-04,Service,Under Investigation,,0.0,False
20026633,555,2024-06-26,Contract,Closed,,0.0,False
20026634,550,2024-06-25,Billing,Closed,12.0,0.0,False
20026635,444,2024-06-12,Other,Open,2.0,0.0,False
20026636,454,2024-06-06,Contract,Closed,28.0,73.22,False
20026637,312,2024-06-15,Other,Closed,12.0,0.0,False
20026638,214,2024-06-08,Other,Open,6.0,0.0,False
20026639,236,2024-06-11,Other,Under Investigation,25.0,0.0,False
20026640,831,2024-06-25,Contract,Open,27.0,23.9,False
20026641,638,2024-06-04,Billing,Resolved,24.0,0.0,False
20026642,891,2024-06-03,Network,Closed,23.0,0.0,False
20026643,37,2024-06-14,Customer Service,Open,,0.0,False
20026644,69,2024-06-27,Billing,Closed,,0.0,False
20026645,238,2024-06-25,Network,Resolved,,0.0,False
20026646,12,2024-06-11,Other,Open,,0.0,False
20026647,79,2024-06-16,Network,Open,,93.51,False
20026648,747,2024-06-08,Other,Resolved,,24.53,False
20026649,90,2024-06-15,Service,Open,5.0,0.0,False
20026650,445,2024-06-09,Billing,Closed,,0.0,False
20026651,402,2024-06-09,Service,Open,14.0,0.0,False
20026652,724,2024-06-19,Network,Resolved,,0.0,False
20026653,729,2024-06-21,Customer Service,Under Investigation,30.0,55.06,False
20026654,919,2024-06-25,Service,Resolved,14.0,0.0,False
20026655,739,2024-06-26,Customer Service,Open,21.0,69.24,False
20026656,31,2024-06-05,Customer Service,Open,,0.0,False
20026657,689,2024-06-13,Other,Open,21.0,0.0,False
20026658,250,2024-06-22,Customer Service,Under Investigation,,0.0,False
20026659,25,2024-06-26,Other,Open,30.0,0.0,False
20026660,307,2024-06-05,Contract,Resolved,30.0,0.0,False
20026661,651,2024-06-27,Network,Open,10.0,0.0,False
20026662,131,2024-06-02,Contract,Closed,,0.0,False
20026663,936,2024-06-12,Other,Open,25.0,0.0,False
20026664,985,2024-06-23,Billing,Under Investigation,,0.0,False
20026665,272,2024-06-15,Billing,Resolved,9.0,0.0,False
20026666,265,2024-06-06,Service,Under Investigation,,61.38,False
20026667,993,2024-06-06,Service,Under Investigation,,0.0,False
20026668,641,2024-06-22,Contract,Open,29.0,0.0,False
20026669,828,2024-06-17,Other,Resolved,15.0,0.0,False
20026670,626,2024-06-21,Contract,Under Investigation,,23.88,False
20026671,785,2024-06-02,Contract,Open,,0.0,False
20026672,402,2024-06-24,Service,Under Investigation,27.0,0.0,False
20026673,16,2024-06-18,Other,Resolved,21.0,0.0,False
20026674,981,2024-06-20,Contract,Open,19.0,0.0,False
20026675,385,2024-06-25,Other,Under Investigation,21.0,40.94,False
20026676,453,2024-06-02,Other,Resolved,13.0,0.0,False
20026677,691,2024-06-09,Network,Resolved,14.0,0.0,False
20026678,74,2024-06-19,Network,Resolved,,0.0,False
20026679,131,2024-06-18,Network,Open,11.0,48.85,False
20026680,223,2024-06-09,Service,Open,,0.0,False
20026681,421,2024-06-05,Contract,Resolved,,0.0,False
20026682,700,2024-06-13,Network,Under Investigation,30.0,86.85,False
20026683,718,2024-06-29,Billing,Open,29.0,0.0,False
20026684,404,2024-06-16,Network,Resolved,,0.0,False
20026685,316,2024-06-03,Billing,Under Investigation,,0.0,False
20026686,163,2024-06-17,Billing,Resolved,10.0,0.0,False
20026687,946,2024-06-05,Contract,Open,,0.0,False
20026688,780,2024-06-06,Other,Open,22.0,0.0,False
20026689,784,2024-06-27,Billing,Resolved,24.0,0.0,False
20026690,684,2024-06-20,Network,Under Investigation,29.0,0.0,False
20026691,67,2024-06-13,Contract,Open,19.0,11.87,False
20026692,910,2024-06-29,Contract,Under Investigation,,0.0,False
20026693,363,2024-06-06,Billing,Open,8.0,0.0,False
20026694,824,2024-06-04,Billing,Resolved,2.0,0.0,False
20026695,427,2024-06-15,Billing,Closed,,0.0,False
20026696,34,2024-06-19,Billing,Closed,,39.16,False
20026697,36,2024-06-10,Service,Resolved,18.0,0.0,False
20026698,506,2024-06-30,Customer Service,Resolved,12.0,73.76,False
20026699,736,2024-06-14,Service,Resolved,21.0,0.0,False
20026700,283,2024-06-28,Contract,Under Investigation,7.0,0.0,False
20026701,442,2024-06-12,Service,Closed,20.0,0.0,False
20026702,513,2024-06-08,Service,Open,17.0,64.59,False
20026703,386,2024-06-25,Customer Service,Resolved,,0.0,False
20026704,278,2024-06-16,Contract,Resolved,9.0,97.74,False
20026705,746,2024-06-23,Network,Resolved,19.0,0.0,False
20026706,795,2024-06-24,Service,Open,,0.0,False
20026707,669,2024-06-17,Customer Service,Under Investigation,,41.31,False
20026708,470,2024-06-19,Customer Service,Resolved,4.0,0.0,False
20026709,363,2024-06-18,Other,Under Investigation,20.0,40.35,False
20026710,819,2024-06-20,Billing,Open,26.0,0.0,True
20026711,581,2024-06-20,Customer Service,Under Investigation,12.0,0.0,False
20026712,175,2024-06-19,Contract,Closed,11.0,0.0,False
20026713,704,2024-06-28,Other,Under Investigation,,0.0,False
20026714,73,2024-06-04,Network,Closed,25.0,0.0,False
20026715,628,2024-06-09,Contract,Closed,,0.0,False
20026716,350,2024-06-28,Billing,Under Investigation,25.0,0.0,False
20026717,583,2024-06-01,Billing,Open,,80.54,False
20026718,942,2024-06-04,Other,Open,,0.0,False
20026719,280,2024-06-27,Service,Under Investigation,,44.83,False
20026720,63,2024-06-12,Contract,Under Investigation,15.0,41.51,False
20026721,98,2024-06-25,Network,Open,,0.0,False
20026722,225,2024-06-11,Service,Under Investigation,14.0,85.09,False
20026723,820,2024-06-20,Contract,Under Investigation,22.0,0.0,False
20026724,803,2024-06-27,Other,Open,27.0,0.0,False
20026725,841,2024-06-08,Billing,Closed,,0.0,False
20026726,339,2024-06-15,Customer Service,Resolved,4.0,0.0,False
20026727,270,2024-06-30,Customer Service,Under Investigation,20.0,35.94,False
20026728,709,2024-06-20,Contract,Resolved,10.0,0.0,False
20026729,926,2024-06-11,Contract,Under Investigation,,0.0,False
20026730,301,2024-06-22,Contract,Resolved,17.0,0.0,False
20026731,661,2024-06-29,Contract,Open,12.0,0.0,False
20026732,46,2024-06-16,Customer Service,Under Investigation,21.0,0.0,False
20026733,18,2024-06-20,Other,Closed,,33.59,False
20026734,18,2024-06-08,Service,Open,,0.0,False
20026735,509,2024-06-04,Service,Under Investigation,17.0,36.08,False
20026736,216,2024-06-30,Network,Resolved,,0.0,False
20026737,974,2024-06-10,Network,Resolved,2.0,12.85,False
20026738,948,2024-06-27,Service,Under Investigation,23.0,99.09,False
20026739,990,2024-06-23,Other,Open,,65.95,False
20026740,579,2024-06-04,Other,Under Investigation,,0.0,False
20026741,984,2024-06-16,Contract,Under Investigation,26.0,0.0,False
20026742,492,2024-06-19,Other,Under Investigation,,0.0,False
20026743,980,2024-06-29,Network,Open,29.0,0.0,False
20026744,265,2024-06-06,Customer Service,Resolved,10.0,90.55,False
20026745,641,2024-06-08,Network,Under Investigation,29.0,18.64,False
20026746,647,2024-06-18,Network,Under Investigation,5.0,78.88,False
20026747,96,2024-06-14,Network,Under Investigation,5.0,0.0,False
20026748,685,2024-06-05,Other,Resolved,16.0,91.52,False
20026749,935,2024-06-05,Billing,Resolved,,0.0,False
20026750,856,2024-06-10,Network,Open,4.0,23.57,False
20026751,654,2024-06-23,Contract,Resolved,,0.0,False
20026752,316,2024-06-03,Customer Service,Resolved,19.0,0.0,False
20026753,38,2024-06-10,Network,Open,20.0,0.0,False
20026754,769,2024-06-02,Billing,Open,,0.0,False
20026755,237,2024-06-08,Billing,Closed,16.0,0.0,False
20026756,480,2024-06-05,Other,Resolved,,0.0,False
20026757,117,2024-06-06,Billing,Resolved,1.0,0.0,False
20026758,32,2024-06-10,Network,Open,12.0,0.0,False
20026759,370,2024-06-20,Service,Resolved,13.0,0.0,False
20026760,130,2024-06-27,Contract,Under Investigation,3.0,54.59,False
20026761,632,2024-06-22,Network,Open,16.0,0.0,False
20026762,608,2024-06-17,Network,Open,,0.0,False
20026763,91,2024-06-13,Billing,Closed,,0.0,False
20026764,517,2024-06-03,Customer Service,Open,22.0,0.0,False
20026765,93,2024-06-20,Service,Closed,21.0,0.0,False
20026766,532,2024-06-14,Customer Service,Under Investigation,19.0,0.0,False
20026767,24,2024-06-26,Contract,Resolved,27.0,0.0,False
20026768,516,2024-06-03,Customer Service,Resolved,12.0,0.0,False
20026769,870,2024-06-29,Billing,Closed,15.0,0.0,False
20026770,458,2024-06-07,Customer Service,Closed,8.0,0.0,False
20026771,841,2024-06-01,Other,Resolved,5.0,47.36,False
20026772,313,2024-06-21,Customer Service,Open,2.0,85.74,True
20026773,300,2024-06-11,Customer Service,Open,,0.0,False
20026774,258,2024-06-04,Customer Service,Closed,21.0,0.0,False
20026775,252,2024-06-14,Billing,Under Investigation,22.0,0.0,False
20026776,26,2024-06-24,Contract,Resolved,,0.0,False
20026777,266,2024-06-02,Customer Service,Resolved,3.0,0.0,True
20026778,106,2024-06-08,Contract,Closed,,0.0,False
20026779,490,2024-06-14,Other,Closed,,0.0,False
20026780,481,2024-06-06,Customer Service,Under Investigation,11.0,71.73,False
20026781,194,2024-06-03,Customer Service,Open,4.0,0.0,False
20026782,469,2024-06-20,Contract,Resolved,6.0,0.0,False
20026783,490,2024-06-01,Service,Under Investigation,,0.0,False
20026784,987,2024-06-20,Service,Under Investigation,9.0,0.0,False
20026785,980,2024-06-23,Service,Open,28.0,0.0,False
20026786,805,2024-06-06,Network,Open,,0.0,False
20026787,755,2024-06-08,Other,Under Investigation,,0.0,False
20026788,690,2024-06-06,Other,Resolved,,0.0,False
20026789,741,2024-06-16,Contract,Closed,,0.0,False
20026790,676,2024-06-03,Network,Open,8.0,0.0,False
20026791,827,2024-06-23,Network,Open,29.0,0.0,False
20026792,13,2024-06-15,Customer Service,Resolved,13.0,0.0,False
20026793,315,2024-06-24,Billing,Closed,24.0,0.0,False
20026794,13,2024-06-14,Service,Resolved,6.0,0.0,False
20026795,278,2024-06-01,Service,Open,20.0,0.0,False
20026796,913,2024-06-27,Other,Resolved,8.0,0.0,False
20026797,409,2024-06-06,Network,Resolved,22.0,0.0,False
20026798,66,2024-06-25,Billing,Closed,4.0,0.0,False
20026799,700,2024-06-17,Other,Under Investigation,13.0,0.0,False
20026800,629,2024-06-14,Network,Under Investigation,19.0,0.0,False
20026801,117,2024-06-08,Service,Resolved,7.0,0.0,False
20026802,434,2024-06-29,Network,Open,,97.24,False
20026803,304,2024-06-05,Contract,Open,,0.0,False
20026804,537,2024-06-03,Other,Open,19.0,0.0,False
20026805,869,2024-06-27,Network,Under Investigation,20.0,0.0,False
20026806,715,2024-06-30,Customer Service,Closed,16.0,0.0,False
20026807,353,2024-06-03,Service,Under Investigation,27.0,0.0,False
20026808,218,2024-06-03,Other,Closed,16.0,0.0,False
20026809,208,2024-06-21,Service,Resolved,28.0,0.0,False
20026810,648,2024-06-12,Service,Resolved,7.0,0.0,False
20026811,544,2024-06-03,Contract,Open,26.0,0.0,False
20026812,334,2024-06-18,Billing,Under Investigation,,0.0,False
20026813,770,2024-06-02,Network,Under Investigation,29.0,0.0,False
20026814,522,2024-06-06,Other,Closed,20.0,0.0,False
20026815,694,2024-06-07,Billing,Resolved,,0.0,False
20026816,857,2024-06-19,Service,Under Investigation,9.0,0.0,False
20026817,180,2024-06-26,Billing,Under Investigation,28.0,0.0,False
20026818,646,2024-06-09,Contract,Closed,23.0,0.0,False
20026819,673,2024-06-01,Network,Under Investigation,7.0,0.0,False
20026820,471,2024-06-04,Contract,Under Investigation,28.0,0.0,False
20026821,525,2024-06-14,Customer Service,Open,3.0,99.84,False
20026822,931,2024-06-05,Customer Service,Closed,8.0,0.0,True
20026823,430,2024-06-07,Service,Closed,30.0,0.0,False
20026824,390,2024-06-09,Contract,Closed,12.0,0.0,False
20026825,831,2024-06-22,Service,Resolved,7.0,0.0,False
20026826,276,2024-06-21,Customer Service,Under Investigation,22.0,0.0,True
20026827,65,2024-06-04,Other,Under Investigation,24.0,0.0,False
20026828,105,2024-06-27,Billing,Closed,,52.12,False
20026829,515,2024-06-14,Network,Under Investigation,12.0,0.0,False
20026830,793,2024-06-14,Contract,Closed,11.0,0.0,False
20026831,444,2024-06-26,Service,Under Investigation,3.0,61.49,False
20026832,337,2024-06-16,Billing,Resolved,26.0,13.1,False
20026833,594,2024-06-22,Contract,Resolved,28.0,0.0,False
20026834,531,2024-06-26,Network,Open,29.0,97.83,False
20026835,754,2024-06-12,Network,Resolved,,0.0,False
20026836,105,2024-06-17,Billing,Closed,24.0,80.27,False
20026837,262,2024-06-18,Other,Resolved,22.0,0.0,False
20026838,470,2024-06-12,Other,Closed,,0.0,False
20026839,413,2024-06-09,Customer Service,Under Investigation,29.0,0.0,False
20026840,454,2024-06-09,Contract,Resolved,12.0,0.0,False
20026841,887,2024-06-09,Customer Service,Under Investigation,,0.0,False
20026842,111,2024-06-16,Service,Under Investigation,,0.0,False
20026843,391,2024-06-07,Network,Closed,5.0,0.0,False
20026844,430,2024-06-16,Service,Under Investigation,21.0,0.0,False
20026845,504,2024-06-20,Service,Resolved,,0.0,False
20026846,510,2024-06-10,Customer Service,Open,,0.0,False
20026847,438,2024-06-18,Contract,Under Investigation,,0.0,False
20026848,322,2024-06-14,Contract,Under Investigation,1.0,17.93,False
20026849,566,2024-06-16,Network,Under Investigation,,0.0,False
20026850,234,2024-06-01,Customer Service,Open,,96.4,False
20026851,809,2024-06-21,Billing,Closed,,21.58,False
20026852,955,2024-06-23,Customer Service,Open,,0.0,False
20026853,271,2024-06-27,Other,Open,,0.0,False
20026854,351,2024-06-04,Service,Closed,3.0,0.0,False
20026855,312,2024-06-04,Service,Resolved,29.0,0.0,False
20026856,82,2024-06-14,Customer Service,Under Investigation,14.0,0.0,False
20026857,496,2024-06-13,Customer Service,Closed,12.0,0.0,True
20026858,165,2024-06-25,Other,Open,,0.0,False
20026859,436,2024-06-17,Service,Closed,3.0,74.11,False
20026860,498,2024-06-14,Other,Open,5.0,0.0,False
20026861,181,2024-06-30,Service,Resolved,,0.0,False
20026862,194,2024-06-22,Network,Resolved,15.0,0.0,False
20026863,51,2024-06-08,Network,Open,5.0,78.92,False
20026864,750,2024-06-24,Service,Under Investigation,23.0,0.0,False
20026865,1,2024-06-13,Billing,Resolved,,0.0,False
20026866,136,2024-06-15,Contract,Open,6.0,0.0,False
20026867,435,2024-06-21,Service,Resolved,20.0,0.0,False
20026868,406,2024-06-30,Customer Service,Under Investigation,,0.0,False
20026869,884,2024-06-28,Network,Resolved,8.0,0.0,False
20026870,772,2024-06-30,Contract,Resolved,,0.0,True
20026871,995,2024-06-30,Service,Resolved,,0.0,False
20026872,891,2024-06-23,Network,Resolved,26.0,0.0,False
20026873,580,2024-06-27,Billing,Closed,,0.0,False
20026874,25,2024-06-19,Billing,Closed,14.0,0.0,False
20026875,765,2024-06-20,Customer Service,Resolved,2.0,0.0,False
20026876,922,2024-06-03,Other,Resolved,4.0,57.31,False
20026877,615,2024-06-21,Customer Service,Resolved,25.0,0.0,False
20026878,755,2024-06-06,Network,Open,14.0,80.61,False
20026879,702,2024-06-25,Billing,Resolved,,0.0,False
20026880,914,2024-06-03,Network,Resolved,,0.0,False
20026881,971,2024-06-04,Network,Closed,16.0,0.0,False
20026882,367,2024-06-26,Service,Under Investigation,,88.92,False
20026883,239,2024-06-12,Contract,Closed,8.0,0.0,False
20026884,21,2024-06-18,Contract,Closed,,0.0,False
20026885,891,2024-06-21,Service,Resolved,,0.0,False
20026886,361,2024-06-21,Other,Closed,,0.0,False
20026887,646,2024-06-11,Other,Resolved,11.0,0.0,False
20026888,154,2024-06-01,Network,Under Investigation,,0.0,False
20026889,376,2024-06-29,Contract,Open,,98.57,False
20026890,974,2024-06-01,Contract,Under Investigation,26.0,0.0,False
20026891,247,2024-06-03,Other,Resolved,19.0,0.0,False
20026892,756,2024-06-15,Billing,Closed,,0.0,False
20026893,106,2024-06-18,Contract,Open,6.0,0.0,False
20026894,857,2024-06-06,Network,Resolved,,0.0,False
20026895,107,2024-06-17,Customer Service,Resolved,12.0,0.0,False
20026896,880,2024-06-18,Network,Closed,28.0,0.0,False
20026897,41,2024-06-28,Other,Closed,,83.87,False
20026898,110,2024-06-27,Customer Service,Closed,10.0,72.22,False
20026899,819,2024-06-01,Other,Open,,56.72,False
20026900,888,2024-06-24,Other,Resolved,,0.0,False
20026901,75,2024-06-01,Customer Service,Closed,,0.0,False
20026902,913,2024-06-17,Network,Open,17.0,0.0,False
20026903,774,2024-06-15,Network,Resolved,,0.0,False
20026904,320,2024-06-19,Contract,Under Investigation,6.0,0.0,False
20026905,223,2024-06-01,Other,Open,22.0,0.0,False
20026906,593,2024-06-07,Network,Under Investigation,,0.0,False
20026907,255,2024-06-01,Billing,Open,13.0,0.0,False
20026908,15,2024-06-11,Other,Resolved,29.0,0.0,False
20026909,190,2024-06-05,Contract,Under Investigation,11.0,0.0,False
20026910,985,2024-06-30,Customer Service,Under Investigation,26.0,0.0,False
20026911,339,2024-06-18,Service,Closed,,0.0,False
20026912,786,2024-06-12,Contract,Open,19.0,46.91,False
20026913,418,2024-06-12,Other,Under Investigation,,45.58,False
20026914,554,2024-06-10,Network,Open,11.0,0.0,False
20026915,496,2024-06-30,Customer Service,Resolved,,37.43,False
20026916,489,2024-06-28,Service,Open,12.0,0.0,False
20026917,418,2024-06-14,Service,Open,,0.0,False
20026918,747,2024-06-19,Contract,Closed,,91.32,False
20026919,743,2024-06-07,Network,Resolved,29.0,0.0,False
20026920,395,2024-06-25,Contract,Closed,27.0,0.0,False
20026921,584,2024-06-06,Network,Resolved,,75.37,False
20026922,934,2024-06-23,Service,Open,,0.0,False
20026923,144,2024-06-19,Contract,Closed,,0.0,False
20026924,681,2024-06-22,Contract,Closed,7.0,0.0,False
20026925,439,2024-06-08,Network,Under Investigation,,0.0,False
20026926,576,2024-06-28,Billing,Closed,8.0,0.0,False
20026927,665,2024-06-14,Contract,Closed,27.0,0.0,False
20026928,565,2024-06-06,Network,Under Investigation,11.0,0.0,False
20026929,282,2024-06-12,Other,Under Investigation,,0.0,False
20026930,111,2024-06-16,Billing,Closed,3.0,0.0,False
20026931,969,2024-06-25,Contract,Resolved,20.0,45.87,False
20026932,352,2024-06-12,Contract,Closed,27.0,0.0,False
20026933,445,2024-06-04,Customer Service,Resolved,1.0,0.0,False
20026934,659,2024-06-25,Service,Closed,,58.79,False
20026935,916,2024-06-21,Billing,Under Investigation,2.0,88.18,False
20026936,617,2024-06-14,Network,Resolved,5.0,0.0,False
20026937,370,2024-06-10,Other,Closed,26.0,0.0,False
20026938,670,2024-06-08,Billing,Open,26.0,0.0,False
20026939,380,2024-06-06,Billing,Resolved,5.0,0.0,False
20026940,240,2024-06-17,Other,Resolved,6.0,0.0,False
20026941,379,2024-06-17,Contract,Open,14.0,97.37,False
20026942,102,2024-06-01,Network,Open,2.0,0.0,False
20026943,352,2024-06-28,Customer Service,Open,19.0,0.0,False
20026944,2,2024-06-07,Customer Service,Closed,15.0,0.0,False
20026945,988,2024-06-25,Customer Service,Closed,29.0,0.0,False
20026946,727,2024-06-29,Service,Closed,10.0,44.04,False
20026947,412,2024-06-29,Customer Service,Open,9.0,86.08,False
20026948,739,2024-06-06,Other,Under Investigation,26.0,0.0,False
20026949,747,2024-06-29,Customer Service,Closed,7.0,0.0,False
20026950,41,2024-06-02,Customer Service,Closed,,0.0,False
20026951,410,2024-06-26,Contract,Resolved,16.0,0.0,False
20026952,94,2024-06-12,Billing,Under Investigation,1.0,0.0,False
20026953,448,2024-06-12,Customer Service,Closed,,61.1,False
20026954,746,2024-06-30,Other,Open,30.0,0.0,False
20026955,132,2024-06-13,Other,Open,,0.0,False
20026956,154,2024-06-08,Billing,Resolved,,0.0,False
20026957,130,2024-06-19,Contract,Open,2.0,0.0,False
20026958,971,2024-06-08,Customer Service,Open,,0.0,False
20026959,206,2024-06-07,Service,Resolved,15.0,0.0,False
20026960,186,2024-06-03,Contract,Resolved,13.0,83.93,False
20026961,576,2024-06-25,Billing,Closed,13.0,0.0,False
20026962,623,2024-06-02,Service,Resolved,,0.0,False
20026963,266,2024-06-09,Network,Resolved,,0.0,False
20026964,262,2024-06-18,Other,Under Investigation,17.0,0.0,False
20026965,115,2024-06-19,Other,Under Investigation,4.0,28.46,False
20026966,622,2024-06-19,Service,Under Investigation,22.0,0.0,False
20026967,496,2024-06-03,Network,Resolved,14.0,0.0,False
20026968,836,2024-06-26,Contract,Open,21.0,0.0,False
20026969,828,2024-06-26,Other,Under Investigation,24.0,0.0,False
20026970,174,2024-06-15,Customer Service,Resolved,,0.0,False
20026971,515,2024-06-23,Other,Resolved,11.0,0.0,False
20026972,25,2024-06-06,Other,Open,,62.07,False
20026973,208,2024-06-28,Contract,Closed,19.0,0.0,False
20026974,386,2024-06-27,Other,Open,,0.0,False
20026975,433,2024-06-25,Billing,Open,1.0,0.0,False
20026976,410,2024-06-16,Contract,Open,2.0,0.0,False
20026977,945,2024-06-03,Other,Under Investigation,18.0,38.51,False
20026978,599,2024-06-03,Billing,Under Investigation,9.0,0.0,False
20026979,239,2024-06-19,Network,Open,26.0,21.12,False
20026980,753,2024-06-18,Billing,Closed,3.0,0.0,False
20026981,289,2024-06-26,Other,Under Investigation,28.0,0.0,False
20026982,577,2024-06-19,Contract,Open,26.0,0.0,False
20026983,338,2024-06-17,Customer Service,Closed,26.0,0.0,False
20026984,818,2024-06-04,Other,Closed,4.0,0.0,False
20026985,902,2024-06-14,Network,Closed,,0.0,False
20026986,634,2024-06-05,Billing,Resolved,24.0,0.0,False
20026987,165,2024-06-14,Network,Resolved,24.0,0.0,False
20026988,291,2024-06-17,Service,Closed,26.0,0.0,False
20026989,503,2024-06-05,Service,Open,26.0,0.0,False
20026990,603,2024-06-09,Billing,Open,25.0,0.0,False
20026991,759,2024-06-03,Other,Closed,,0.0,False
20026992,928,2024-06-27,Customer Service,Resolved,7.0,0.0,False
20026993,512,2024-06-12,Service,Open,,0.0,False
20026994,583,2024-06-28,Customer Service,Resolved,1.0,77.1,False
20026995,651,2024-06-12,Customer Service,Under Investigation,,0.0,False
20026996,247,2024-06-13,Contract,Open,,0.0,False
20026997,585,2024-06-25,Other,Open,19.0,26.95,False
20026998,507,2024-06-11,Contract,Resolved,4.0,0.0,False
20026999,779,2024-06-15,Service,Under Investigation,,0.0,False
20027000,853,2024-06-27,Service,Resolved,13.0,75.31,False
20027001,7,2024-06-09,Other,Closed,27.0,0.0,False
20027002,751,2024-06-27,Contract,Resolved,,0.0,False
20027003,638,2024-06-12,Other,Resolved,19.0,0.0,False
20027004,953,2024-06-02,Other,Under Investigation,26.0,0.0,False
20027005,366,2024-06-09,Billing,Open,1.0,0.0,False
20027006,197,2024-06-24,Service,Closed,25.0,0.0,False
20027007,846,2024-06-02,Billing,Closed,20.0,0.0,False
20027008,275,2024-06-02,Customer Service,Closed,4.0,86.13,False
20027009,138,2024-06-26,Billing,Under Investigation,,0.0,False
20027010,434,2024-06-25,Customer Service,Resolved,18.0,0.0,False
20027011,682,2024-06-09,Billing,Under Investigation,,0.0,False
20027012,803,2024-06-21,Customer Service,Under Investigation,15.0,0.0,False
20027013,464,2024-06-27,Customer Service,Resolved,14.0,10.79,False
20027014,541,2024-06-07,Other,Resolved,,0.0,False
20027015,882,2024-06-27,Service,Open,,0.0,False
20027016,229,2024-06-10,Customer Service,Open,19.0,0.0,False
20027017,987,2024-06-06,Other,Open,17.0,0.0,False
20027018,385,2024-06-07,Customer Service,Open,,0.0,False
20027019,977,2024-06-12,Customer Service,Closed,4.0,0.0,False
20027020,116,2024-06-07,Billing,Under Investigation,15.0,0.0,False
20027021,648,2024-06-12,Other,Resolved,19.0,0.0,False
20027022,350,2024-06-03,Contract,Open,23.0,0.0,False
20027023,306,2024-06-12,Service,Closed,,14.13,False
20027024,899,2024-06-16,Billing,Under Investigation,,0.0,False
20027025,942,2024-06-25,Billing,Closed,21.0,0.0,False
20027026,878,2024-06-06,Service,Open,21.0,10.48,False
20027027,12,2024-06-19,Billing,Open,14.0,0.0,False
20027028,202,2024-06-04,Billing,Resolved,,53.56,False
20027029,814,2024-06-21,Service,Closed,25.0,0.0,False
20027030,749,2024-06-03,Customer Service,Resolved,10.0,0.0,False
20027031,7,2024-06-04,Customer Service,Closed,,33.41,False
20027032,944,2024-06-21,Service,Open,,0.0,False
20027033,174,2024-06-23,Billing,Resolved,,0.0,False
20027034,41,2024-06-20,Contract,Open,30.0,0.0,False
20027035,782,2024-06-26,Contract,Closed,24.0,0.0,False
20027036,1000,2024-06-05,Customer Service,Under Investigation,15.0,0.0,False
20027037,922,2024-06-28,Billing,Under Investigation,6.0,0.0,False
20027038,244,2024-06-22,Service,Closed,,0.0,False
20027039,246,2024-06-23,Other,Closed,19.0,0.0,False
20027040,887,2024-06-24,Customer Service,Open,24.0,0.0,False
20027041,613,2024-06-15,Network,Open,,0.0,False
20027042,70,2024-06-04,Other,Resolved,,0.0,False
20027043,779,2024-06-19,Customer Service,Under Investigation,17.0,0.0,False
20027044,238,2024-06-10,Billing,Under Investigation,,75.18,False
20027045,804,2024-06-13,Contract,Closed,16.0,31.71,False
20027046,46,2024-06-17,Network,Under Investigation,1.0,0.0,False
20027047,122,2024-06-21,Customer Service,Under Investigation,5.0,0.0,False
20027048,178,2024-06-12,Billing,Open,,0.0,False
20027049,960,2024-06-22,Customer Service,Open,6.0,0.0,False
20027050,823,2024-06-11,Customer Service,Resolved,,0.0,False
20027051,927,2024-06-01,Service,Resolved,19.0,0.0,False
20027052,857,2024-06-12,Customer Service,Under Investigation,26.0,19.76,False
20027053,98,2024-06-06,Other,Resolved,2.0,0.0,False
20027054,838,2024-06-29,Contract,Closed,,0.0,False
20027055,435,2024-06-22,Network,Closed,20.0,0.0,False
20027056,440,2024-06-21,Customer Service,Open,,0.0,False
20027057,471,2024-06-10,Other,Open,,0.0,False
20027058,901,2024-06-22,Service,Resolved,,0.0,False
20027059,518,2024-06-24,Billing,Resolved,,79.36,False
20027060,570,2024-06-07,Billing,Under Investigation,,0.0,False
20027061,980,2024-06-29,Billing,Closed,,0.0,False
20027062,325,2024-06-20,Network,Closed,12.0,78.28,False
20027063,605,2024-06-06,Other,Under Investigation,6.0,12.04,False
20027064,963,2024-06-29,Other,Under Investigation,,0.0,False
20027065,126,2024-06-13,Network,Open,,0.0,False
20027066,791,2024-06-30,Service,Open,,0.0,False
20027067,674,2024-06-10,Other,Under Investigation,,0.0,False
20027068,736,2024-06-04,Network,Resolved,2.0,53.61,False
20027069,885,2024-06-08,Network,Closed,19.0,0.0,False
20027070,974,2024-06-06,Service,Resolved,13.0,0.0,False
20027071,167,2024-06-07,Customer Service,Resolved,,55.73,False
20027072,473,2024-06-10,Other,Resolved,,32.45,False
